series,scope,start,dur,n_days,mean_exc_bp,med_exc_bp,p90_exc_bp,p95_exc_bp,max_exc_bp,pct_gt_30bp,pct_gt_50bp,mean_terminal_bp
NIFTY50_5min,MON-THU,12:20,90,2211,34.7,27.6,63.2,82.0,437.4,44.5,16.3,21.9
NIFTY50_5min,MON-THU,12:20,HOLD,2211,57.3,45.4,104.5,134.0,558.1,74.4,43.8,38.4
NIFTY50_5min,MON-THU,12:35,120,2211,44.2,34.6,79.6,102.0,464.7,59.2,28.5,29.0
NIFTY50_5min,MON-THU,12:35,45,2211,23.5,18.5,42.9,54.9,293.6,22.9,6.2,14.6
NIFTY50_5min,MON-THU,12:35,60,2211,27.8,21.8,49.6,64.4,296.9,31.7,9.9,17.4
NIFTY50_5min,MON-THU,12:35,90,2211,36.2,28.4,66.4,86.0,425.8,46.5,19.0,23.6
NIFTY50_5min,MON-THU,12:35,HOLD,2211,55.5,44.3,99.9,129.9,464.7,72.5,42.5,37.2
NIFTY50_5min,MON-THU,12:50,120,2211,45.5,35.5,83.1,109.0,400.0,61.8,30.1,29.1
NIFTY50_5min,MON-THU,12:50,45,2211,24.4,19.2,43.8,55.6,239.9,24.8,6.8,15.1
NIFTY50_5min,MON-THU,12:50,60,2211,28.9,22.3,52.4,68.1,240.6,33.2,11.3,18.1
NIFTY50_5min,MON-THU,12:50,90,2211,37.5,29.2,68.2,91.6,367.5,48.7,20.7,24.3
NIFTY50_5min,MON-THU,12:50,HOLD,2211,53.6,42.6,98.8,124.6,400.0,71.7,39.9,36.0
NIFTY50_5min,MON-THU,13:05,120,2211,48.5,38.6,89.6,115.8,406.7,65.5,33.6,32.5
NIFTY50_5min,MON-THU,13:05,45,2211,25.4,20.0,46.9,61.1,216.7,25.6,8.2,15.8
NIFTY50_5min,MON-THU,13:05,60,2211,30.3,23.9,56.3,72.8,280.3,35.4,12.7,19.8
NIFTY50_5min,MON-THU,13:05,90,2211,39.3,31.3,72.8,93.4,383.8,52.5,22.5,25.6
NIFTY50_5min,MON-THU,13:05,HOLD,2211,51.5,41.4,94.5,119.4,438.2,69.1,37.4,34.8
NIFTY50_5min,MON-THU,13:20,120,2212,49.2,39.4,91.9,117.7,442.6,66.8,34.3,33.0
NIFTY50_5min,MON-THU,13:20,45,2212,26.8,21.0,48.9,66.1,330.3,29.5,9.5,17.4
NIFTY50_5min,MON-THU,13:20,60,2212,31.7,24.9,60.5,77.0,368.9,38.8,14.3,20.3
NIFTY50_5min,MON-THU,13:20,90,2212,40.5,31.6,74.7,99.7,391.8,54.0,23.7,25.7
NIFTY50_5min,MON-THU,13:20,HOLD,2212,49.2,39.4,91.9,117.7,442.6,66.8,34.3,33.0
NIFTY50_5min,MON-THU,13:35,120,2212,46.5,36.9,86.2,107.2,380.1,63.0,31.6,31.3
NIFTY50_5min,MON-THU,13:35,45,2212,27.6,21.4,51.6,66.5,361.0,29.4,10.8,17.7
NIFTY50_5min,MON-THU,13:35,60,2212,33.0,25.6,60.3,81.3,361.0,40.4,15.8,21.4
NIFTY50_5min,MON-THU,13:35,90,2212,43.3,33.9,81.0,101.3,361.0,58.0,27.8,28.9
NIFTY50_5min,MON-THU,13:35,HOLD,2212,46.5,36.9,86.2,107.2,380.1,63.0,31.6,31.3
NIFTY50_5min,MON-THU,13:50,120,2212,43.3,34.7,80.2,100.3,351.4,58.8,28.5,29.5
NIFTY50_5min,MON-THU,13:50,45,2212,28.7,22.9,52.7,71.1,341.5,32.8,11.7,18.5
NIFTY50_5min,MON-THU,13:50,60,2212,33.5,26.5,62.2,79.2,341.5,41.8,16.2,21.0
NIFTY50_5min,MON-THU,13:50,90,2212,43.3,34.7,80.2,100.3,351.4,58.8,28.5,29.5
NIFTY50_5min,MON-THU,13:50,HOLD,2212,43.3,34.7,80.2,100.3,351.4,58.8,28.5,29.5
NIFTY50_5min,MON-THU,14:05,120,2212,40.0,31.8,72.6,92.9,339.1,54.0,24.2,27.0
NIFTY50_5min,MON-THU,14:05,45,2212,29.2,22.9,53.8,68.4,339.1,33.8,11.8,18.3
NIFTY50_5min,MON-THU,14:05,60,2212,36.2,28.7,65.8,84.1,339.1,47.8,19.8,24.4
NIFTY50_5min,MON-THU,14:05,90,2212,40.0,31.8,72.6,92.9,339.1,54.0,24.2,27.0
NIFTY50_5min,MON-THU,14:05,HOLD,2212,40.0,31.8,72.6,92.9,339.1,54.0,24.2,27.0
NIFTY50_5min,MON-THU,14:20,120,2212,36.1,29.1,66.6,85.5,338.7,48.1,19.3,24.6
NIFTY50_5min,MON-THU,14:20,45,2212,32.0,25.7,58.5,75.7,265.9,40.2,14.4,21.7
NIFTY50_5min,MON-THU,14:20,60,2212,36.1,29.1,66.6,85.5,338.7,48.1,19.3,24.6
NIFTY50_5min,MON-THU,14:20,90,2212,36.1,29.1,66.6,85.5,338.7,48.1,19.3,24.6
NIFTY50_5min,MON-THU,14:20,HOLD,2212,36.1,29.1,66.6,85.5,338.7,48.1,19.3,24.6
NIFTY50_5min,MON-THU,14:30,120,2212,32.8,26.5,60.6,75.0,336.7,42.5,15.8,22.5
NIFTY50_5min,MON-THU,14:30,45,2212,31.6,25.4,58.1,72.8,336.7,39.8,14.3,21.7
NIFTY50_5min,MON-THU,14:30,60,2212,32.8,26.5,60.6,75.0,336.7,42.5,15.8,22.5
NIFTY50_5min,MON-THU,14:30,90,2212,32.8,26.5,60.6,75.0,336.7,42.5,15.8,22.5
NIFTY50_5min,MON-THU,14:30,HOLD,2212,32.8,26.5,60.6,75.0,336.7,42.5,15.8,22.5
NIFTY50_5min_2021+,FRI,09:20,120,256,47.1,41.1,80.5,99.8,175.6,68.0,36.3,29.4
NIFTY50_5min_2021+,FRI,09:20,45,256,33.4,27.8,60.2,72.2,145.4,45.3,15.2,21.0
NIFTY50_5min_2021+,FRI,09:20,60,256,37.0,31.1,67.6,76.1,145.4,51.2,22.3,23.2
NIFTY50_5min_2021+,FRI,09:20,90,256,43.2,36.9,76.1,91.4,162.5,61.7,29.3,28.5
NIFTY50_5min_2021+,FRI,09:20,HOLD,256,77.2,65.1,135.8,164.2,271.1,90.2,69.9,52.4
NIFTY50_5min_2021+,FRI,09:35,120,256,44.7,39.1,75.2,93.5,165.0,64.8,32.0,27.7
NIFTY50_5min_2021+,FRI,09:35,45,256,31.1,27.1,56.8,65.7,116.0,41.4,14.5,19.6
NIFTY50_5min_2021+,FRI,09:35,60,256,35.2,30.1,63.2,77.8,133.2,50.0,19.5,22.9
NIFTY50_5min_2021+,FRI,09:35,90,256,40.9,35.3,69.8,93.0,163.5,58.2,26.2,26.2
NIFTY50_5min_2021+,FRI,09:35,HOLD,256,74.2,64.0,131.7,158.2,277.0,93.0,64.5,50.4
NIFTY50_5min_2021+,FRI,09:50,120,256,40.7,35.5,69.3,84.4,157.7,61.3,25.0,25.0
NIFTY50_5min_2021+,FRI,09:50,45,256,27.3,23.0,48.9,62.7,90.7,34.0,9.4,17.5
NIFTY50_5min_2021+,FRI,09:50,60,256,30.8,27.3,56.4,65.9,98.5,43.4,12.5,20.1
NIFTY50_5min_2021+,FRI,09:50,90,256,36.3,32.4,65.6,74.7,129.6,53.1,18.4,22.6
NIFTY50_5min_2021+,FRI,09:50,HOLD,256,70.7,60.1,123.7,141.0,270.0,87.9,61.3,47.5
NIFTY50_5min_2021+,FRI,10:05,120,256,38.8,32.6,74.0,85.7,172.4,57.0,24.6,24.4
NIFTY50_5min_2021+,FRI,10:05,45,256,26.7,22.4,51.4,59.4,84.7,32.8,10.9,17.7
NIFTY50_5min_2021+,FRI,10:05,60,256,30.2,25.8,52.4,71.5,103.3,38.3,13.3,19.3
NIFTY50_5min_2021+,FRI,10:05,90,256,35.2,29.5,61.9,80.1,156.9,48.0,18.8,21.8
NIFTY50_5min_2021+,FRI,10:05,HOLD,256,67.9,57.4,118.8,138.3,269.2,88.7,62.5,45.1
NIFTY50_5min_2021+,FRI,10:20,120,256,36.7,30.9,65.2,82.2,160.6,53.1,18.4,24.2
NIFTY50_5min_2021+,FRI,10:20,45,256,24.6,20.8,44.8,55.2,101.1,26.6,7.8,15.6
NIFTY50_5min_2021+,FRI,10:20,60,256,27.5,23.8,50.1,60.4,101.8,32.0,10.5,16.9
NIFTY50_5min_2021+,FRI,10:20,90,256,32.5,27.2,57.9,73.2,127.4,42.6,14.1,20.3
NIFTY50_5min_2021+,FRI,10:20,HOLD,256,65.3,55.1,126.0,140.3,240.0,84.0,56.2,43.8
NIFTY50_5min_2021+,FRI,10:35,120,256,37.3,32.5,65.6,81.4,155.6,55.9,19.9,24.4
NIFTY50_5min_2021+,FRI,10:35,45,256,23.1,19.0,44.5,50.3,88.9,20.7,5.5,14.5
NIFTY50_5min_2021+,FRI,10:35,60,256,26.7,21.6,46.6,58.2,108.6,28.9,7.4,17.0
NIFTY50_5min_2021+,FRI,10:35,90,256,31.7,26.6,54.7,76.1,124.1,41.0,12.5,21.2
NIFTY50_5min_2021+,FRI,10:35,HOLD,256,64.7,55.8,120.5,144.1,221.4,87.1,56.6,43.4
NIFTY50_5min_2021+,FRI,10:50,120,256,36.4,29.1,64.1,82.8,158.3,46.9,21.1,23.1
NIFTY50_5min_2021+,FRI,10:50,45,256,22.8,18.9,42.6,50.6,104.6,19.1,5.9,14.4
NIFTY50_5min_2021+,FRI,10:50,60,256,25.7,21.4,46.6,56.1,104.6,25.4,7.8,15.9
NIFTY50_5min_2021+,FRI,10:50,90,256,30.9,26.1,57.0,62.8,137.9,37.9,14.5,20.5
NIFTY50_5min_2021+,FRI,10:50,HOLD,256,62.4,55.6,120.0,143.4,217.4,81.2,55.9,41.2
NIFTY50_5min_2021+,FRI,11:05,120,256,35.6,29.9,63.5,79.2,159.1,49.6,19.1,22.7
NIFTY50_5min_2021+,FRI,11:05,45,256,21.7,17.7,37.0,49.1,82.2,20.3,4.7,13.7
NIFTY50_5min_2021+,FRI,11:05,60,256,24.5,20.1,44.5,53.1,86.5,27.0,7.0,15.4
NIFTY50_5min_2021+,FRI,11:05,90,256,30.9,25.5,53.4,72.0,112.7,39.1,13.3,19.5
NIFTY50_5min_2021+,FRI,11:05,HOLD,256,59.9,51.5,109.7,140.8,205.9,81.2,52.0,40.2
NIFTY50_5min_2021+,FRI,11:20,120,256,34.1,27.4,65.3,82.7,132.7,44.1,18.8,21.6
NIFTY50_5min_2021+,FRI,11:20,45,256,20.3,16.3,39.1,46.4,80.7,18.0,4.7,12.2
NIFTY50_5min_2021+,FRI,11:20,60,256,23.9,19.4,45.4,54.9,84.5,25.0,8.2,15.2
NIFTY50_5min_2021+,FRI,11:20,90,256,30.0,24.5,55.4,71.6,96.0,35.2,14.1,19.5
NIFTY50_5min_2021+,FRI,11:20,HOLD,256,58.3,48.9,113.0,139.6,207.2,77.0,48.4,39.2
NIFTY50_5min_2021+,FRI,11:35,120,256,34.5,27.1,66.4,78.7,146.5,43.8,20.7,22.9
NIFTY50_5min_2021+,FRI,11:35,45,256,19.9,16.0,38.0,43.7,65.1,18.8,2.7,12.3
NIFTY50_5min_2021+,FRI,11:35,60,256,24.3,20.2,43.3,50.5,113.7,26.6,5.5,15.4
NIFTY50_5min_2021+,FRI,11:35,90,256,29.8,24.3,55.4,62.1,113.7,37.1,14.1,18.9
NIFTY50_5min_2021+,FRI,11:35,HOLD,256,56.6,45.8,113.4,134.5,214.0,75.0,44.5,38.0
NIFTY50_5min_2021+,FRI,11:50,120,256,36.4,27.7,69.5,82.9,169.1,44.5,23.0,23.7
NIFTY50_5min_2021+,FRI,11:50,45,256,21.8,17.0,42.6,48.3,103.8,21.5,4.7,14.1
NIFTY50_5min_2021+,FRI,11:50,60,256,24.9,18.8,47.8,55.4,103.8,26.6,8.2,15.6
NIFTY50_5min_2021+,FRI,11:50,90,256,29.9,23.6,56.7,71.2,114.6,34.0,14.1,18.9
NIFTY50_5min_2021+,FRI,11:50,HOLD,256,55.3,45.9,112.7,131.1,211.8,75.8,40.2,36.7
NIFTY50_5min_2021+,FRI,12:05,120,256,37.9,29.0,68.5,88.9,165.9,48.0,25.0,25.5
NIFTY50_5min_2021+,FRI,12:05,45,256,22.0,18.3,40.4,48.8,128.7,19.1,4.7,13.9
NIFTY50_5min_2021+,FRI,12:05,60,256,25.1,20.1,45.4,57.2,144.4,25.8,7.4,16.2
NIFTY50_5min_2021+,FRI,12:05,90,256,30.5,24.3,55.3,67.3,154.0,37.5,13.7,20.2
NIFTY50_5min_2021+,FRI,12:05,HOLD,256,53.8,43.7,105.2,120.7,207.4,72.3,41.4,35.8
NIFTY50_5min_2021+,FRI,12:20,120,256,40.4,31.7,73.1,95.4,182.6,54.3,28.1,26.2
NIFTY50_5min_2021+,FRI,12:20,45,256,22.2,18.3,41.4,50.0,151.9,17.6,5.5,14.0
NIFTY50_5min_2021+,FRI,12:20,60,256,24.9,20.6,45.5,56.0,152.7,24.6,7.8,16.1
NIFTY50_5min_2021+,FRI,12:20,90,256,32.3,25.7,58.0,69.0,173.3,41.0,16.8,21.8
NIFTY50_5min_2021+,FRI,12:20,HOLD,256,52.6,44.7,96.8,119.9,195.2,74.2,43.0,34.8
NIFTY50_5min_2021+,FRI,12:35,120,256,38.7,33.3,69.4,91.4,179.9,55.9,25.0,24.0
NIFTY50_5min_2021+,FRI,12:35,45,256,20.4,16.8,37.9,46.1,85.6,19.1,2.3,12.6
NIFTY50_5min_2021+,FRI,12:35,60,256,24.1,19.9,46.2,51.9,94.4,25.4,6.6,15.5
NIFTY50_5min_2021+,FRI,12:35,90,256,32.6,27.3,59.8,73.4,137.1,44.5,16.8,21.4
NIFTY50_5min_2021+,FRI,12:35,HOLD,256,48.8,42.2,86.9,109.4,179.9,71.5,35.9,32.1
NIFTY50_5min_2021+,FRI,12:50,120,256,40.0,33.7,71.7,86.9,167.3,57.4,25.4,24.7
NIFTY50_5min_2021+,FRI,12:50,45,256,21.4,18.6,37.3,42.7,119.1,19.5,3.5,13.6
NIFTY50_5min_2021+,FRI,12:50,60,256,26.2,21.9,46.4,55.3,124.4,32.8,7.8,16.6
NIFTY50_5min_2021+,FRI,12:50,90,256,34.5,28.7,62.5,80.0,167.3,46.9,18.4,21.7
NIFTY50_5min_2021+,FRI,12:50,HOLD,256,47.6,38.7,84.3,115.8,187.6,68.4,36.3,30.9
NIFTY50_5min_2021+,FRI,13:05,120,256,43.5,34.7,75.0,104.5,172.0,61.7,29.3,28.4
NIFTY50_5min_2021+,FRI,13:05,45,256,22.9,19.3,41.1,50.7,129.2,19.9,5.9,14.4
NIFTY50_5min_2021+,FRI,13:05,60,256,28.1,22.5,55.4,63.0,129.2,31.2,12.9,18.1
NIFTY50_5min_2021+,FRI,13:05,90,256,35.4,28.2,63.8,76.8,172.0,45.3,20.7,21.7
NIFTY50_5min_2021+,FRI,13:05,HOLD,256,45.8,36.4,83.3,107.3,192.3,65.2,32.0,29.4
NIFTY50_5min_2021+,FRI,13:20,120,256,44.4,36.3,84.4,109.6,196.4,62.5,30.1,28.1
NIFTY50_5min_2021+,FRI,13:20,45,256,25.6,21.6,45.9,56.4,125.3,27.0,7.4,16.7
NIFTY50_5min_2021+,FRI,13:20,60,256,30.5,24.6,55.4,65.6,168.2,35.9,12.9,19.5
NIFTY50_5min_2021+,FRI,13:20,90,256,36.5,29.3,62.4,84.8,168.2,48.0,22.7,22.2
NIFTY50_5min_2021+,FRI,13:20,HOLD,256,44.4,36.3,84.4,109.6,196.4,62.5,30.1,28.1
NIFTY50_5min_2021+,FRI,13:35,120,256,41.3,35.5,72.3,88.9,203.2,62.5,24.6,26.1
NIFTY50_5min_2021+,FRI,13:35,45,256,26.4,21.9,45.1,62.5,129.0,26.6,7.8,16.9
NIFTY50_5min_2021+,FRI,13:35,60,256,29.8,24.1,52.6,68.4,142.6,35.9,11.3,18.4
NIFTY50_5min_2021+,FRI,13:35,90,256,38.7,34.0,66.4,86.7,182.5,59.0,20.7,25.2
NIFTY50_5min_2021+,FRI,13:35,HOLD,256,41.3,35.5,72.3,88.9,203.2,62.5,24.6,26.1
NIFTY50_5min_2021+,FRI,13:50,120,256,38.5,31.8,68.8,79.5,186.2,53.9,23.0,24.1
NIFTY50_5min_2021+,FRI,13:50,45,256,26.5,21.1,48.5,63.6,125.6,28.9,9.8,16.0
NIFTY50_5min_2021+,FRI,13:50,60,256,30.0,24.2,55.4,72.4,125.6,36.3,13.7,17.8
NIFTY50_5min_2021+,FRI,13:50,90,256,38.5,31.8,68.8,79.5,186.2,53.9,23.0,24.1
NIFTY50_5min_2021+,FRI,13:50,HOLD,256,38.5,31.8,68.8,79.5,186.2,53.9,23.0,24.1
NIFTY50_5min_2021+,FRI,14:05,120,256,35.1,30.0,63.9,73.8,141.5,50.0,19.5,22.5
NIFTY50_5min_2021+,FRI,14:05,45,256,25.2,20.4,46.9,57.5,86.7,27.3,7.4,14.9
NIFTY50_5min_2021+,FRI,14:05,60,256,31.9,27.5,55.5,68.0,119.8,42.6,14.5,20.8
NIFTY50_5min_2021+,FRI,14:05,90,256,35.1,30.0,63.9,73.8,141.5,50.0,19.5,22.5
NIFTY50_5min_2021+,FRI,14:05,HOLD,256,35.1,30.0,63.9,73.8,141.5,50.0,19.5,22.5
NIFTY50_5min_2021+,FRI,14:20,120,256,32.5,26.8,57.9,75.7,182.0,43.0,14.8,21.7
NIFTY50_5min_2021+,FRI,14:20,45,256,28.8,24.5,51.9,66.8,174.4,35.5,10.5,19.9
NIFTY50_5min_2021+,FRI,14:20,60,256,32.5,26.8,57.9,75.7,182.0,43.0,14.8,21.7
NIFTY50_5min_2021+,FRI,14:20,90,256,32.5,26.8,57.9,75.7,182.0,43.0,14.8,21.7
NIFTY50_5min_2021+,FRI,14:20,HOLD,256,32.5,26.8,57.9,75.7,182.0,43.0,14.8,21.7
NIFTY50_5min_2021+,FRI,14:30,120,256,29.6,24.3,53.0,61.7,177.1,35.9,10.5,19.3
NIFTY50_5min_2021+,FRI,14:30,45,256,28.5,23.4,50.1,61.3,177.1,32.8,10.2,19.1
NIFTY50_5min_2021+,FRI,14:30,60,256,29.6,24.3,53.0,61.7,177.1,35.9,10.5,19.3
NIFTY50_5min_2021+,FRI,14:30,90,256,29.6,24.3,53.0,61.7,177.1,35.9,10.5,19.3
NIFTY50_5min_2021+,FRI,14:30,HOLD,256,29.6,24.3,53.0,61.7,177.1,35.9,10.5,19.3
