venue,arm,start,dur,real_min,n,mean_net,med_net,total_net,win_pct,worst,best,t_net,mean_credit,mean_mae,p90_mae,max_mae,mean_und_bp,p90_und_bp,sl_hits,excess_vs_allstart,t_excess,mae_vs_allstart,ret_per_mae,nbr_mean_net,nbr_n
SENSEX,NOSTOP,14:30,45,45,14,78,166,1086,64,-1541,1253,0.42,1080.5,544,1526,2143,25.9,41.5,0,215,1.69,145,0.143,-27,3
SENSEX,NOSTOP,14:30,60,50,14,-41,81,-578,57,-893,662,-0.29,1080.5,545,1526,2143,25.9,41.5,0,83,0.85,55,-0.076,3,5
SENSEX,NOSTOP,14:30,90,50,14,-41,81,-578,57,-893,662,-0.29,1080.5,545,1526,2143,25.9,41.5,0,73,0.6,-106,-0.076,-7,5
SENSEX,NOSTOP,14:30,HOLD,50,14,-41,81,-578,57,-893,662,-0.29,1080.5,545,1526,2143,25.9,41.5,0,149,0.33,-986,-0.076,-3,3
SENSEX,SL20,09:20,120,120,14,391,529,5480,71,-445,992,2.7,1132.3,763,1517,2091,35.3,53.6,0,429,1.91,-17,0.513,376,5
SENSEX,SL20,09:20,45,45,14,-153,-211,-2145,36,-1048,672,-1.16,1132.3,584,1040,1188,28.2,50.8,0,-16,-0.11,185,-0.262,38,3
SENSEX,SL20,09:20,60,60,14,-188,-150,-2627,36,-1711,634,-0.96,1132.3,742,1425,2091,31.5,52.9,0,-64,-0.32,252,-0.253,119,5
SENSEX,SL20,09:20,90,90,14,35,-76,486,43,-831,975,0.26,1132.3,763,1517,2091,34.8,53.6,0,120,0.67,112,0.045,300,5
SENSEX,SL20,09:20,HOLD,360,14,256,1450,3589,79,-6667,2282,0.34,1132.3,1904,6176,7247,60.4,94.9,2,376,0.97,372,0.135,523,3
SENSEX,SL20,09:35,120,120,14,660,734,9244,93,-631,1318,5.15,1142.2,360,856,1902,27.6,36.4,0,698,3.54,-420,1.833,330,8
SENSEX,SL20,09:35,45,45,14,76,233,1066,79,-1568,567,0.51,1142.2,295,678,1902,23.3,34.0,0,213,1.49,-105,0.258,13,5
SENSEX,SL20,09:35,60,60,14,226,310,3160,79,-1554,1151,1.31,1142.2,300,701,1902,24.2,35.6,0,349,2.03,-190,0.752,98,8
SENSEX,SL20,09:35,90,90,14,409,506,5722,86,-1117,1028,2.76,1142.2,360,856,1902,27.3,36.4,0,494,2.57,-291,1.135,266,8
SENSEX,SL20,09:35,HOLD,345,14,519,943,7262,71,-5169,2631,0.89,1142.2,1477,3726,7793,59.2,104.5,1,639,2.94,-55,0.351,383,5
SENSEX,SL20,09:50,120,120,14,449,464,6284,86,-471,1138,3.8,1132.9,304,698,1211,24.2,38.7,0,486,2.44,-477,1.478,353,8
SENSEX,SL20,09:50,45,45,14,47,96,654,64,-978,797,0.39,1132.9,255,657,1211,18.6,26.1,0,184,1.45,-145,0.183,95,5
SENSEX,SL20,09:50,60,60,14,134,170,1869,71,-468,636,1.58,1132.9,292,698,1211,20.2,28.2,0,257,2.02,-198,0.457,186,8
SENSEX,SL20,09:50,90,90,14,423,538,5928,79,-187,826,4.79,1132.9,304,698,1211,22.4,31.2,0,509,3.0,-348,1.394,317,8
SENSEX,SL20,09:50,HOLD,330,14,159,892,2226,64,-5284,2615,0.23,1132.9,1657,4329,8862,58.1,113.9,2,279,1.06,126,0.096,403,5
SENSEX,SL20,10:05,120,120,14,351,400,4919,86,-1237,1065,2.31,1124.6,360,1016,1881,27.1,47.7,0,389,2.15,-421,0.976,250,8
SENSEX,SL20,10:05,45,45,14,0,148,-3,64,-1013,635,-0.0,1124.6,338,1016,1881,18.1,27.5,0,137,1.05,-61,-0.001,105,5
SENSEX,SL20,10:05,60,60,14,39,99,544,50,-1096,760,0.31,1124.6,358,1016,1881,19.6,28.8,0,162,1.1,-133,0.109,181,8
SENSEX,SL20,10:05,90,90,14,270,378,3786,79,-610,861,2.54,1124.6,360,1016,1881,24.2,45.1,0,356,2.46,-291,0.751,284,8
SENSEX,SL20,10:05,HOLD,315,14,34,701,480,64,-4964,2421,0.05,1124.6,1887,4760,10161,61.7,127.2,2,154,0.64,355,0.018,270,5
SENSEX,SL20,10:20,120,120,14,347,283,4859,86,-178,1032,3.55,1125.4,294,586,1657,28.1,47.2,0,385,2.55,-487,1.182,128,8
SENSEX,SL20,10:20,45,45,14,43,150,601,71,-865,438,0.44,1125.4,267,549,1657,17.9,23.5,0,180,1.42,-132,0.161,109,5
SENSEX,SL20,10:20,60,60,14,261,306,3656,86,-508,678,2.7,1125.4,276,586,1657,20.6,28.3,0,385,2.52,-214,0.946,136,8
SENSEX,SL20,10:20,90,90,14,270,230,3778,79,-156,889,3.22,1125.4,282,586,1657,24.2,39.7,0,355,2.43,-369,0.957,213,8
SENSEX,SL20,10:20,HOLD,300,14,44,574,610,64,-4970,2278,0.07,1125.4,1881,4544,10167,61.5,134.1,2,163,0.7,350,0.023,114,5
SENSEX,SL20,10:35,120,120,14,94,233,1316,57,-2118,832,0.49,1120.5,477,1392,2551,27.0,45.8,0,132,0.63,-304,0.197,66,8
SENSEX,SL20,10:35,45,45,14,120,184,1680,64,-458,603,1.47,1120.5,202,309,1699,16.4,31.1,0,257,2.0,-198,0.595,98,5
SENSEX,SL20,10:35,60,60,14,123,220,1720,79,-874,678,1.07,1120.5,242,569,1699,18.6,37.4,0,246,1.58,-248,0.507,138,8
SENSEX,SL20,10:35,90,90,14,221,156,3100,93,-323,778,3.09,1120.5,256,569,1699,20.9,43.7,0,307,2.48,-396,0.867,155,8
SENSEX,SL20,10:35,HOLD,285,14,-258,384,-3616,64,-5349,1935,-0.4,1120.5,1967,4729,10035,61.6,126.8,2,-138,-0.58,436,-0.131,51,5
SENSEX,SL20,10:50,120,120,14,-16,218,-229,71,-2589,823,-0.07,1114.1,494,889,2632,26.9,52.8,0,21,0.08,-287,-0.033,-28,8
SENSEX,SL20,10:50,45,45,14,27,112,373,57,-1089,426,0.26,1114.1,208,365,889,16.8,39.2,0,164,1.39,-191,0.128,86,5
SENSEX,SL20,10:50,60,60,14,34,52,474,50,-537,615,0.38,1114.1,234,411,889,18.3,41.0,0,157,1.37,-257,0.145,101,8
SENSEX,SL20,10:50,90,90,14,130,39,1818,64,-450,758,1.5,1114.1,267,512,889,22.4,43.8,0,215,1.56,-384,0.486,79,8
SENSEX,SL20,10:50,HOLD,270,14,-213,512,-2985,57,-5040,1852,-0.34,1114.1,1856,4178,10271,58.6,125.2,2,-93,-0.44,324,-0.115,-83,5
SENSEX,SL20,11:05,120,120,14,15,66,216,64,-1577,794,0.08,1110.5,474,934,2527,26.3,37.7,0,53,0.26,-306,0.033,-167,8
SENSEX,SL20,11:05,45,45,14,28,13,395,57,-465,472,0.37,1110.5,144,437,790,15.2,25.5,0,165,1.71,-255,0.196,-1,5
SENSEX,SL20,11:05,60,60,14,123,24,1724,57,-214,694,1.78,1110.5,162,437,790,16.2,29.3,0,247,2.79,-328,0.758,-32,8
SENSEX,SL20,11:05,90,90,14,35,256,484,64,-1889,917,0.19,1110.5,377,790,2269,22.6,36.9,0,120,0.63,-274,0.092,-57,8
SENSEX,SL20,11:05,HOLD,255,14,-250,432,-3502,57,-5470,2088,-0.39,1110.5,1894,4892,9230,59.0,120.7,2,-130,-0.58,362,-0.132,-183,5
SENSEX,SL20,11:20,120,120,14,-326,-85,-4562,50,-2372,792,-1.24,1101.6,723,2058,2930,27.1,54.3,0,-288,-1.21,-58,-0.451,-209,8
SENSEX,SL20,11:20,45,45,14,-93,-116,-1306,29,-675,341,-1.24,1101.6,251,634,736,13.1,20.0,0,44,0.63,-148,-0.372,-44,5
SENSEX,SL20,11:20,60,60,14,-97,-141,-1358,43,-917,431,-0.92,1101.6,322,730,978,16.1,27.9,0,27,0.22,-168,-0.301,-87,8
SENSEX,SL20,11:20,90,90,14,-321,-62,-4500,43,-2887,593,-1.4,1101.6,590,1053,2930,22.0,33.0,0,-236,-0.99,-61,-0.544,-103,8
SENSEX,SL20,11:20,HOLD,240,14,-373,430,-5217,57,-5659,2040,-0.59,1101.6,1972,5145,9505,55.4,119.0,2,-253,-1.1,441,-0.189,-228,5
SENSEX,SL20,11:35,120,120,14,-206,-42,-2877,43,-1717,1204,-0.88,1100.6,724,1562,3052,29.3,50.0,0,-168,-0.83,-57,-0.284,-316,8
SENSEX,SL20,11:35,45,45,14,-100,-105,-1405,36,-518,654,-1.14,1100.6,248,508,1045,15.4,24.3,0,37,0.33,-152,-0.405,-164,5
SENSEX,SL20,11:35,60,60,14,-174,-12,-2436,50,-2414,720,-0.9,1100.6,426,884,2794,18.6,24.3,0,-50,-0.24,-65,-0.409,-194,8
SENSEX,SL20,11:35,90,90,14,-196,-83,-2745,36,-2102,856,-0.98,1100.6,530,1116,3052,24.9,33.8,0,-111,-0.46,-121,-0.37,-259,8
SENSEX,SL20,11:35,HOLD,225,14,-373,576,-5222,57,-5335,1956,-0.62,1100.6,1894,4510,9412,53.5,113.4,2,-253,-1.14,362,-0.197,-312,5
SENSEX,SL20,11:50,120,120,14,-373,58,-5228,50,-2601,864,-1.22,1096.2,923,2266,2401,31.0,57.4,0,-336,-1.7,142,-0.405,-340,8
SENSEX,SL20,11:50,45,45,14,-164,-78,-2299,36,-1666,344,-1.19,1096.2,300,611,1915,16.6,28.5,0,-27,-0.19,-99,-0.547,-241,5
SENSEX,SL20,11:50,60,60,14,-294,-142,-4113,21,-1953,300,-1.9,1096.2,367,965,1931,20.3,31.4,0,-170,-1.0,-124,-0.801,-234,8
SENSEX,SL20,11:50,90,90,14,-283,5,-3967,50,-1615,615,-1.34,1096.2,550,1728,1968,24.7,46.0,0,-198,-0.87,-102,-0.516,-305,8
SENSEX,SL20,11:50,HOLD,210,14,-283,380,-3968,57,-4840,1747,-0.51,1096.2,1730,4398,8490,53.2,104.1,2,-164,-1.03,198,-0.164,-403,5
SENSEX,SL20,12:05,120,120,14,-621,-363,-8688,43,-3182,766,-1.86,1090.5,1082,2646,2982,33.2,59.4,0,-583,-2.96,301,-0.574,-373,8
SENSEX,SL20,12:05,45,45,14,-373,-242,-5226,14,-1804,193,-2.67,1090.5,380,1049,1782,16.7,25.5,0,-236,-1.52,-19,-0.982,-270,5
SENSEX,SL20,12:05,60,60,14,-262,-164,-3675,36,-1383,393,-1.9,1090.5,445,1143,1819,19.0,28.8,0,-139,-0.75,-45,-0.59,-318,8
SENSEX,SL20,12:05,90,90,14,-317,-6,-4443,50,-2016,673,-1.39,1090.5,674,1828,1931,24.1,45.1,0,-232,-0.98,23,-0.471,-408,8
SENSEX,SL20,12:05,HOLD,195,14,-442,80,-6187,50,-4895,1547,-0.82,1090.5,1845,4491,8492,52.4,105.6,2,-322,-2.19,314,-0.239,-416,5
SENSEX,SL20,12:20,120,120,14,-578,-230,-8091,50,-4860,772,-1.49,1090.6,1184,2217,4660,35.1,58.3,1,-540,-2.19,404,-0.488,-354,8
SENSEX,SL20,12:20,45,45,14,-260,-88,-3644,36,-1065,184,-2.34,1090.6,384,784,1848,17.7,30.5,0,-123,-0.83,-16,-0.678,-301,5
SENSEX,SL20,12:20,60,60,14,-369,-87,-5161,50,-1440,171,-2.46,1090.6,517,1090,1848,21.0,37.9,0,-245,-1.36,27,-0.713,-332,8
SENSEX,SL20,12:20,90,90,14,-486,-172,-6799,43,-3000,677,-1.75,1090.6,962,2217,3107,29.8,56.2,0,-400,-2.19,310,-0.505,-380,8
SENSEX,SL20,12:20,HOLD,180,14,-225,67,-3146,50,-4860,1285,-0.52,1090.6,1796,3552,9783,51.0,114.5,1,-105,-0.94,264,-0.125,-386,5
SENSEX,SL20,12:35,120,120,14,-220,200,-3080,64,-4863,742,-0.57,1091.4,1158,2013,5739,32.7,52.8,1,-182,-0.67,377,-0.19,-353,8
SENSEX,SL20,12:35,45,45,14,-283,-52,-3956,36,-1205,266,-2.04,1091.4,413,1064,1123,17.3,30.9,0,-145,-0.89,13,-0.685,-288,5
SENSEX,SL20,12:35,60,60,14,-220,34,-3075,57,-1767,498,-1.21,1091.4,504,1112,1670,21.1,36.3,0,-96,-0.5,14,-0.435,-362,8
SENSEX,SL20,12:35,90,90,14,-456,-18,-6378,50,-4072,812,-1.31,1091.4,944,2013,3872,30.2,51.6,0,-370,-1.55,292,-0.483,-386,8
SENSEX,SL20,12:35,HOLD,165,14,-68,460,-952,71,-4863,1414,-0.15,1091.4,1678,3544,9786,46.0,114.2,1,52,0.38,147,-0.041,-317,5
SENSEX,SL20,12:50,120,120,14,-365,306,-5108,57,-4869,855,-0.87,1091.5,1394,2046,8605,40.1,63.2,1,-327,-0.97,613,-0.262,-279,8
SENSEX,SL20,12:50,45,45,14,-187,29,-2613,50,-1451,581,-1.05,1091.5,384,1095,1274,17.5,35.1,0,-49,-0.29,-16,-0.486,-391,5
SENSEX,SL20,12:50,60,60,14,-405,140,-5664,64,-3721,739,-1.2,1091.5,744,1690,3797,25.1,41.1,0,-281,-1.05,253,-0.544,-369,8
SENSEX,SL20,12:50,90,90,14,-449,130,-6285,64,-4869,570,-1.13,1091.5,1012,1913,5442,31.5,47.4,1,-363,-1.27,360,-0.444,-358,8
SENSEX,SL20,12:50,HOLD,150,14,-199,370,-2786,57,-4869,1247,-0.44,1091.5,1720,3623,10909,50.0,123.1,1,-79,-0.48,188,-0.116,-237,5
SENSEX,SL20,13:05,120,120,14,-290,204,-4057,50,-4777,1558,-0.59,1088.0,1627,3260,10532,46.5,99.6,1,-252,-0.67,846,-0.178,-276,8
SENSEX,SL20,13:05,45,45,14,-450,117,-6304,57,-3991,520,-1.37,1088.0,670,1375,4067,22.8,35.9,0,-313,-1.15,271,-0.672,-410,5
SENSEX,SL20,13:05,60,60,14,-599,-40,-8382,50,-4777,485,-1.6,1088.0,825,1708,4939,28.0,37.4,1,-475,-1.64,335,-0.726,-376,8
SENSEX,SL20,13:05,90,90,14,-309,31,-4327,50,-4777,960,-0.83,1088.0,1064,1708,6829,32.8,40.6,1,-224,-0.84,412,-0.291,-375,8
SENSEX,SL20,13:05,HOLD,135,14,-242,407,-3388,64,-4777,1283,-0.55,1088.0,1673,3260,11179,48.9,113.6,1,-122,-0.73,141,-0.145,-228,5
SENSEX,SL20,13:20,120,120,14,-144,367,-2018,64,-4751,1204,-0.34,1091.6,1439,2354,10029,47.6,103.1,1,-107,-0.33,658,-0.1,-231,8
SENSEX,SL20,13:20,45,45,14,-461,-94,-6449,43,-4315,415,-1.4,1091.6,636,1334,4115,26.2,35.5,0,-323,-1.21,236,-0.725,-425,5
SENSEX,SL20,13:20,60,60,14,-397,-103,-5555,43,-4751,686,-1.11,1091.6,809,1607,4906,28.7,38.1,1,-273,-1.01,319,-0.49,-379,8
SENSEX,SL20,13:20,90,90,14,-353,-22,-4942,43,-4751,1080,-0.84,1091.6,1185,2171,7960,37.6,63.2,1,-268,-0.78,534,-0.298,-300,8
SENSEX,SL20,13:20,HOLD,120,14,-144,367,-2018,64,-4751,1204,-0.34,1091.6,1439,2354,10029,47.6,103.1,1,-24,-0.11,-93,-0.1,-202,5
SENSEX,SL20,13:35,120,105,14,-166,278,-2321,64,-4780,1310,-0.4,1086.7,1259,2091,8107,42.7,91.1,1,-128,-0.4,479,-0.132,-192,8
SENSEX,SL20,13:35,45,45,14,-365,-150,-5113,36,-3599,645,-1.33,1086.7,710,1764,3603,22.6,38.1,0,-228,-1.08,310,-0.515,-345,5
SENSEX,SL20,13:35,60,60,14,-315,-58,-4407,36,-4780,911,-0.86,1086.7,780,1764,4580,26.1,39.1,1,-191,-0.67,289,-0.404,-311,8
SENSEX,SL20,13:35,90,90,14,-181,222,-2538,57,-4780,1427,-0.42,1086.7,1198,2091,7249,40.3,83.7,1,-96,-0.29,547,-0.151,-266,8
SENSEX,SL20,13:35,HOLD,105,14,-166,278,-2321,64,-4780,1310,-0.4,1086.7,1259,2091,8107,42.7,91.1,1,-46,-0.19,-273,-0.132,-164,5
SENSEX,SL20,13:50,120,90,14,-184,150,-2583,64,-4959,1308,-0.45,1086.1,988,2594,4759,36.8,68.9,1,-147,-0.47,208,-0.187,-89,8
SENSEX,SL20,13:50,45,45,14,-163,-128,-2286,43,-1802,683,-0.98,1086.1,555,1561,2943,20.3,32.7,0,-26,-0.21,156,-0.294,-278,5
SENSEX,SL20,13:50,60,60,14,-387,-80,-5414,50,-3472,619,-1.28,1086.1,808,2594,3272,27.4,49.5,0,-263,-1.12,317,-0.479,-184,8
SENSEX,SL20,13:50,90,90,14,-184,150,-2583,64,-4959,1308,-0.45,1086.1,988,2594,4759,36.8,68.9,1,-99,-0.32,337,-0.187,-145,8
SENSEX,SL20,13:50,HOLD,90,14,-184,150,-2583,64,-4959,1308,-0.45,1086.1,988,2594,4759,36.8,68.9,1,-65,-0.24,-543,-0.187,-80,5
SENSEX,SL20,14:05,120,75,14,57,228,795,64,-2185,1043,0.24,1088.2,699,2308,3638,33.9,57.9,0,94,0.5,-82,0.081,-49,8
SENSEX,SL20,14:05,45,45,14,-285,138,-3984,57,-2602,393,-1.26,1088.2,562,1987,2860,24.2,39.1,0,-147,-0.83,163,-0.506,-125,5
SENSEX,SL20,14:05,60,60,14,-38,327,-533,57,-3232,1198,-0.12,1088.2,655,2308,3032,31.9,55.0,0,86,0.37,165,-0.058,-123,8
SENSEX,SL20,14:05,90,75,14,57,228,795,64,-2185,1043,0.24,1088.2,699,2308,3638,33.9,57.9,0,142,0.84,47,0.081,-86,8
SENSEX,SL20,14:05,HOLD,75,14,57,228,795,64,-2185,1043,0.24,1088.2,699,2308,3638,33.9,57.9,0,177,0.55,-833,0.081,-56,5
SENSEX,SL20,14:20,120,60,14,16,212,230,64,-1394,611,0.11,1085.0,578,1474,2747,29.8,49.3,0,54,0.37,-203,0.028,10,8
SENSEX,SL20,14:20,45,45,14,-55,134,-767,64,-2438,845,-0.24,1085.0,532,1474,2238,27.5,46.3,0,82,0.48,133,-0.103,-54,5
SENSEX,SL20,14:20,60,60,14,16,212,230,64,-1394,611,0.11,1085.0,578,1474,2747,29.8,49.3,0,140,1.42,87,0.028,-39,8
SENSEX,SL20,14:20,90,60,14,16,212,230,64,-1394,611,0.11,1085.0,578,1474,2747,29.8,49.3,0,102,0.91,-74,0.028,-2,8
SENSEX,SL20,14:20,HOLD,60,14,16,212,230,64,-1394,611,0.11,1085.0,578,1474,2747,29.8,49.3,0,136,0.38,-954,0.028,10,5
SENSEX,SL20,14:30,120,50,14,-41,81,-578,57,-893,662,-0.29,1080.5,545,1526,2143,25.9,41.5,0,-4,-0.03,-235,-0.076,-7,5
SENSEX,SL20,14:30,45,45,14,78,166,1086,64,-1541,1253,0.42,1080.5,544,1526,2143,25.9,41.5,0,215,1.69,145,0.143,-27,3
SENSEX,SL20,14:30,60,50,14,-41,81,-578,57,-893,662,-0.29,1080.5,545,1526,2143,25.9,41.5,0,82,0.85,55,-0.076,3,5
SENSEX,SL20,14:30,90,50,14,-41,81,-578,57,-893,662,-0.29,1080.5,545,1526,2143,25.9,41.5,0,44,0.42,-106,-0.076,-7,5
SENSEX,SL20,14:30,HOLD,50,14,-41,81,-578,57,-893,662,-0.29,1080.5,545,1526,2143,25.9,41.5,0,79,0.22,-986,-0.076,-3,3
