cell,x_bars,depth_min,vol_K,saucer,exit,hard_stop,liq_cr,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
x250|d0|k0|s0|SMA15|h1|L2,250,0.0,0.0,0,SMA15,1,2.0,1806,10,8.27,7.92,8.67,-21.49,-21.57,0.386,0.898,1484,37.5,13.07,-5.85,1.217,15,68.5,5597994.0
x250|d0|k0|s1|ST_14_4|h0|L2,250,0.0,0.0,1,ST_14_4,0,2.0,21,10,5.89,5.89,5.89,-3.63,-3.63,1.626,2.866,21,52.4,35.89,-12.29,12.947,4,1.0,3463701.0
x250|d0|k0|s1|SMA15|h1|L2,250,0.0,0.0,1,SMA15,1,2.0,21,10,5.32,5.32,5.32,-1.07,-1.07,4.976,7.107,21,47.6,6.76,-7.47,-0.696,4,1.0,3080172.0
x250|d0|k2|s0|ST_14_4|h0|L2,250,0.0,2.0,0,ST_14_4,0,2.0,1357,10,17.68,17.49,17.78,-32.12,-32.12,0.55,1.183,471,47.2,42.59,-11.59,14.007,10,21.7,34111078.0
x250|d0|k2|s0|SMA15|h1|L2,250,0.0,2.0,0,SMA15,1,2.0,1357,10,7.26,7.15,7.36,-14.93,-14.99,0.486,0.839,1186,38.8,12.85,-6.38,1.073,19,54.7,4573202.0
x250|d0|k3|s0|ST_14_4|h0|L2,250,0.0,3.0,0,ST_14_4,0,2.0,1062,10,17.2,17.11,17.32,-32.44,-32.44,0.53,1.18,416,46.4,46.65,-12.14,15.122,9,19.2,31253544.0
x250|d0|k3|s0|SMA15|h1|L2,250,0.0,3.0,0,SMA15,1,2.0,1062,10,7.01,6.9,7.21,-12.19,-12.65,0.574,0.917,974,40.0,12.68,-6.61,1.124,12,45.0,4348066.0
x250|d0|k5|s0|ST_14_4|h0|L2,250,0.0,5.0,0,ST_14_4,0,2.0,728,10,14.77,14.77,14.77,-26.34,-26.34,0.561,1.122,363,42.4,51.53,-12.73,14.529,9,16.7,19848266.0
x250|d0|k5|s0|SMA15|h1|L2,250,0.0,5.0,0,SMA15,1,2.0,728,10,6.78,6.78,6.81,-10.5,-10.65,0.646,1.029,706,38.8,13.95,-6.76,1.277,13,32.6,4149705.0
x250|d10|k0|s0|ST_14_4|h0|L2,250,10.0,0.0,0,ST_14_4,0,2.0,1806,10,19.02,18.55,19.05,-33.05,-33.05,0.576,1.194,559,47.0,38.66,-10.99,12.368,13,25.8,43677024.0
x250|d10|k0|s0|SMA15|h1|L2,250,10.0,0.0,0,SMA15,1,2.0,1806,10,8.27,7.92,8.67,-21.49,-21.57,0.386,0.898,1484,37.5,13.07,-5.85,1.217,15,68.5,5597994.0
x250|d10|k0|s1|ST_14_4|h0|L2,250,10.0,0.0,1,ST_14_4,0,2.0,21,10,5.89,5.89,5.89,-3.63,-3.63,1.626,2.866,21,52.4,35.89,-12.29,12.947,4,1.0,3463701.0
x250|d10|k0|s1|SMA15|h1|L2,250,10.0,0.0,1,SMA15,1,2.0,21,10,5.32,5.32,5.32,-1.07,-1.07,4.976,7.107,21,47.6,6.76,-7.47,-0.696,4,1.0,3080172.0
x250|d10|k2|s0|ST_14_4|h0|L2,250,10.0,2.0,0,ST_14_4,0,2.0,1357,10,17.68,17.49,17.78,-32.12,-32.12,0.55,1.183,471,47.2,42.59,-11.59,14.007,10,21.7,34111078.0
x250|d10|k2|s0|SMA15|h1|L2,250,10.0,2.0,0,SMA15,1,2.0,1357,10,7.26,7.15,7.36,-14.93,-14.99,0.486,0.839,1186,38.8,12.85,-6.38,1.073,19,54.7,4573202.0
x250|d10|k3|s0|ST_14_4|h0|L2,250,10.0,3.0,0,ST_14_4,0,2.0,1062,10,17.2,17.11,17.32,-32.44,-32.44,0.53,1.18,416,46.4,46.65,-12.14,15.122,9,19.2,31253544.0
x250|d10|k3|s0|SMA15|h1|L2,250,10.0,3.0,0,SMA15,1,2.0,1062,10,7.01,6.9,7.21,-12.19,-12.65,0.574,0.917,974,40.0,12.68,-6.61,1.124,12,45.0,4348066.0
x250|d10|k5|s0|ST_14_4|h0|L2,250,10.0,5.0,0,ST_14_4,0,2.0,728,10,14.77,14.77,14.77,-26.34,-26.34,0.561,1.122,363,42.4,51.53,-12.73,14.529,9,16.7,19848266.0
x250|d10|k5|s0|SMA15|h1|L2,250,10.0,5.0,0,SMA15,1,2.0,728,10,6.78,6.78,6.81,-10.5,-10.65,0.646,1.029,706,38.8,13.95,-6.76,1.277,13,32.6,4149705.0
x250|d20|k0|s0|ST_14_4|h0|L2,250,20.0,0.0,0,ST_14_4,0,2.0,1796,10,19.55,19.55,19.55,-33.05,-33.05,0.592,1.223,554,48.4,38.26,-11.12,12.769,18,25.5,48105964.0
x250|d20|k0|s0|SMA15|h1|L2,250,20.0,0.0,0,SMA15,1,2.0,1796,10,8.09,7.83,8.51,-21.47,-21.57,0.377,0.883,1478,37.1,13.16,-5.87,1.175,15,68.2,5410011.0
x250|d20|k0|s1|ST_14_4|h0|L2,250,20.0,0.0,1,ST_14_4,0,2.0,21,10,5.89,5.89,5.89,-3.63,-3.63,1.626,2.866,21,52.4,35.89,-12.29,12.947,4,1.0,3463701.0
x250|d20|k0|s1|SMA15|h1|L2,250,20.0,0.0,1,SMA15,1,2.0,21,10,5.32,5.32,5.32,-1.07,-1.07,4.976,7.107,21,47.6,6.76,-7.47,-0.696,4,1.0,3080172.0
x250|d20|k2|s0|ST_14_4|h0|L2,250,20.0,2.0,0,ST_14_4,0,2.0,1351,10,17.59,17.39,17.68,-32.12,-32.12,0.548,1.172,470,47.2,42.74,-11.67,13.967,10,21.7,33591182.0
x250|d20|k2|s0|SMA15|h1|L2,250,20.0,2.0,0,SMA15,1,2.0,1351,10,7.19,7.06,7.28,-14.97,-15.01,0.48,0.831,1182,38.5,12.91,-6.38,1.048,18,54.5,4504842.0
x250|d20|k3|s0|ST_14_4|h0|L2,250,20.0,3.0,0,ST_14_4,0,2.0,1058,10,17.11,16.94,17.12,-32.44,-32.44,0.527,1.176,416,46.2,46.63,-12.07,15.024,15,19.2,30719576.0
x250|d20|k3|s0|SMA15|h1|L2,250,20.0,3.0,0,SMA15,1,2.0,1058,10,6.97,6.86,7.17,-12.16,-12.63,0.572,0.911,972,40.0,12.7,-6.61,1.108,14,44.8,4313406.0
x250|d20|k5|s0|ST_14_4|h0|L2,250,20.0,5.0,0,ST_14_4,0,2.0,725,10,14.67,14.67,14.67,-26.34,-26.34,0.557,1.116,362,42.3,51.7,-12.79,14.467,9,16.7,19475926.0
x250|d20|k5|s0|SMA15|h1|L2,250,20.0,5.0,0,SMA15,1,2.0,725,10,6.83,6.83,6.86,-9.91,-9.91,0.689,1.027,704,38.6,14.12,-6.76,1.307,13,32.5,4193017.0
x0|d0|k0|s0|ST_14_4|h1|L2,0,0.0,0.0,0,ST_14_4,1,2.0,10293,10,19.72,17.65,20.94,-35.67,-48.26,0.55,1.146,1054,38.3,34.24,-8.61,7.844,22,48.6,49812672.0
x0|d0|k0|s0|DON20|h0|L2,0,0.0,0.0,0,DON20,0,2.0,10293,10,19.01,17.01,20.75,-37.7,-40.0,0.502,1.023,1615,43.0,23.48,-8.47,5.218,18,74.5,43811132.0
x0|d0|k0|s1|ST_14_4|h1|L2,0,0.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x0|d0|k0|s1|DON20|h0|L2,0,0.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x0|d0|k2|s0|ST_14_4|h1|L2,0,0.0,2.0,0,ST_14_4,1,2.0,9064,10,17.55,15.98,18.37,-36.19,-39.0,0.486,0.99,1009,37.0,35.86,-8.61,7.885,30,46.5,33378682.0
x0|d0|k2|s0|DON20|h0|L2,0,0.0,2.0,0,DON20,0,2.0,9064,10,17.14,16.49,18.53,-35.24,-38.52,0.498,0.971,1538,43.2,24.0,-8.82,5.123,16,70.9,31001031.0
x0|d0|k2|s1|ST_14_4|h1|L2,0,0.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x0|d0|k2|s1|DON20|h0|L2,0,0.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x0|d0|k3|s0|ST_14_4|h1|L2,0,0.0,3.0,0,ST_14_4,1,2.0,7743,10,18.14,16.63,19.7,-38.42,-40.66,0.477,1.054,998,37.2,35.72,-8.64,7.845,30,46.0,37157874.0
x0|d0|k3|s0|DON20|h0|L2,0,0.0,3.0,0,DON20,0,2.0,7743,10,19.54,17.8,20.1,-35.42,-40.24,0.548,1.083,1440,44.6,24.65,-9.05,6.019,16,66.4,47925314.0
x0|d0|k3|s1|ST_14_4|h1|L2,0,0.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x0|d0|k3|s1|DON20|h0|L2,0,0.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x0|d0|k5|s0|ST_14_4|h1|L2,0,0.0,5.0,0,ST_14_4,1,2.0,5572,10,16.06,15.38,18.14,-38.1,-38.1,0.421,0.941,973,35.9,35.14,-8.83,6.955,24,44.8,25328863.0
x0|d0|k5|s0|DON20|h0|L2,0,0.0,5.0,0,DON20,0,2.0,5572,10,16.73,16.01,18.02,-35.45,-39.79,0.48,0.946,1340,42.9,25.03,-9.55,5.231,22,61.8,28639866.0
x0|d0|k5|s1|ST_14_4|h1|L2,0,0.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x0|d0|k5|s1|DON20|h0|L2,0,0.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x0|d10|k0|s0|ST_14_4|h1|L2,0,10.0,0.0,0,ST_14_4,1,2.0,7161,10,16.98,15.34,18.51,-39.09,-40.79,0.44,1.02,1051,36.7,33.6,-8.59,6.906,28,48.5,30020908.0
x0|d10|k0|s0|DON20|h0|L2,0,10.0,0.0,0,DON20,0,2.0,7161,10,16.14,14.64,17.15,-35.11,-40.68,0.455,0.935,1557,42.3,22.01,-8.72,4.355,16,71.8,25695903.0
x0|d10|k0|s1|ST_14_4|h1|L2,0,10.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x0|d10|k0|s1|DON20|h0|L2,0,10.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x0|d10|k2|s0|ST_14_4|h1|L2,0,10.0,2.0,0,ST_14_4,1,2.0,5442,10,17.29,16.75,18.22,-38.02,-42.17,0.446,1.004,1018,36.5,34.35,-8.6,7.063,26,46.9,31727573.0
x0|d10|k2|s0|DON20|h0|L2,0,10.0,2.0,0,DON20,0,2.0,5442,10,15.12,14.43,16.16,-41.03,-42.88,0.37,0.885,1424,44.0,21.99,-9.43,4.417,13,65.7,21178160.0
x0|d10|k2|s1|ST_14_4|h1|L2,0,10.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x0|d10|k2|s1|DON20|h0|L2,0,10.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x0|d10|k3|s0|ST_14_4|h1|L2,0,10.0,3.0,0,ST_14_4,1,2.0,4317,10,15.59,14.75,17.11,-37.73,-40.91,0.414,0.958,972,35.4,34.89,-8.76,6.625,23,44.8,23162478.0
x0|d10|k3|s0|DON20|h0|L2,0,10.0,3.0,0,DON20,0,2.0,4317,10,15.15,14.3,15.5,-38.23,-42.26,0.4,0.897,1311,43.4,23.48,-9.74,4.799,16,60.5,21330378.0
x0|d10|k3|s1|ST_14_4|h1|L2,0,10.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x0|d10|k3|s1|DON20|h0|L2,0,10.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x0|d10|k5|s0|ST_14_4|h1|L2,0,10.0,5.0,0,ST_14_4,1,2.0,2967,10,20.16,19.82,20.31,-36.04,-36.15,0.558,1.179,815,37.0,41.72,-8.99,9.802,17,37.6,53641282.0
x0|d10|k5|s0|DON20|h0|L2,0,10.0,5.0,0,DON20,0,2.0,2967,10,14.28,14.03,15.05,-34.75,-38.52,0.417,0.88,1084,41.5,26.44,-9.73,5.247,13,50.0,18084832.0
x0|d10|k5|s1|ST_14_4|h1|L2,0,10.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x0|d10|k5|s1|DON20|h0|L2,0,10.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x0|d20|k0|s0|ST_14_4|h1|L2,0,20.0,0.0,0,ST_14_4,1,2.0,4055,10,20.05,19.19,20.5,-33.3,-33.68,0.607,1.149,930,37.3,37.44,-8.93,8.537,17,42.9,52596932.0
x0|d20|k0|s0|DON20|h0|L2,0,20.0,0.0,0,DON20,0,2.0,4055,10,17.62,17.43,18.32,-31.73,-32.84,0.558,1.022,1258,42.8,25.28,-9.18,5.536,16,58.0,33825964.0
x0|d20|k0|s1|ST_14_4|h1|L2,0,20.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x0|d20|k0|s1|DON20|h0|L2,0,20.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x0|d20|k2|s0|ST_14_4|h1|L2,0,20.0,2.0,0,ST_14_4,1,2.0,3104,10,16.91,16.64,17.39,-33.61,-33.75,0.504,1.019,894,34.0,39.36,-9.1,7.397,22,41.2,29642179.0
x0|d20|k2|s0|DON20|h0|L2,0,20.0,2.0,0,DON20,0,2.0,3104,10,14.46,14.12,15.3,-35.49,-38.44,0.407,0.888,1143,41.8,25.78,-9.94,4.953,15,52.7,18730908.0
x0|d20|k2|s1|ST_14_4|h1|L2,0,20.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x0|d20|k2|s1|DON20|h0|L2,0,20.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x0|d20|k3|s0|ST_14_4|h1|L2,0,20.0,3.0,0,ST_14_4,1,2.0,2478,10,14.55,14.41,14.87,-32.74,-32.74,0.445,0.923,837,33.7,37.29,-9.13,6.495,17,38.6,19031400.0
x0|d20|k3|s0|DON20|h0|L2,0,20.0,3.0,0,DON20,0,2.0,2478,10,13.17,12.87,13.7,-36.59,-37.29,0.359,0.833,1025,41.4,26.62,-10.45,4.882,15,47.3,14626380.0
x0|d20|k3|s1|ST_14_4|h1|L2,0,20.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x0|d20|k3|s1|DON20|h0|L2,0,20.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x0|d20|k5|s0|ST_14_4|h1|L2,0,20.0,5.0,0,ST_14_4,1,2.0,1728,10,16.0,15.13,16.09,-32.8,-33.11,0.489,1.055,703,32.8,44.97,-9.14,8.619,15,32.4,25006523.0
x0|d20|k5|s0|DON20|h0|L2,0,20.0,5.0,0,DON20,0,2.0,1728,10,13.41,13.02,13.75,-30.92,-31.14,0.434,0.896,838,41.3,28.64,-10.59,5.676,14,38.6,15318915.0
x0|d20|k5|s1|ST_14_4|h1|L2,0,20.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x0|d20|k5|s1|DON20|h0|L2,0,20.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x20|d0|k0|s0|ST_14_4|h1|L2,20,0.0,0.0,0,ST_14_4,1,2.0,7359,10,17.04,15.37,17.95,-32.94,-35.63,0.515,1.023,1006,37.1,34.3,-8.25,7.544,24,46.3,30310065.0
x20|d0|k0|s0|DON20|h0|L2,20,0.0,0.0,0,DON20,0,2.0,7359,10,16.09,15.39,17.05,-33.55,-37.45,0.482,0.938,1547,42.3,22.14,-8.12,4.653,16,71.3,25410196.0
x20|d0|k0|s1|ST_14_4|h1|L2,20,0.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x20|d0|k0|s1|DON20|h0|L2,20,0.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x20|d0|k2|s0|ST_14_4|h1|L2,20,0.0,2.0,0,ST_14_4,1,2.0,5618,10,18.8,17.98,19.94,-38.13,-38.38,0.495,1.05,953,38.7,35.48,-8.43,8.576,22,44.0,41911374.0
x20|d0|k2|s0|DON20|h0|L2,20,0.0,2.0,0,DON20,0,2.0,5618,10,17.07,16.48,19.58,-28.85,-32.15,0.589,1.005,1409,45.3,22.55,-8.77,5.243,15,65.0,30533748.0
x20|d0|k2|s1|ST_14_4|h1|L2,20,0.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x20|d0|k2|s1|DON20|h0|L2,20,0.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x20|d0|k3|s0|ST_14_4|h1|L2,20,0.0,3.0,0,ST_14_4,1,2.0,4482,10,16.96,16.52,17.94,-34.53,-35.29,0.49,0.972,909,38.3,34.03,-8.56,7.742,21,42.0,29933479.0
x20|d0|k3|s0|DON20|h0|L2,20,0.0,3.0,0,DON20,0,2.0,4482,10,15.28,14.53,16.5,-38.6,-40.98,0.387,0.905,1308,44.9,22.69,-9.07,5.158,17,60.3,21852325.0
x20|d0|k3|s1|ST_14_4|h1|L2,20,0.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x20|d0|k3|s1|DON20|h0|L2,20,0.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x20|d0|k5|s0|ST_14_4|h1|L2,20,0.0,5.0,0,ST_14_4,1,2.0,3061,10,19.03,18.56,19.44,-33.72,-33.72,0.565,1.17,813,36.7,41.03,-8.77,9.491,18,37.5,43780290.0
x20|d0|k5|s0|DON20|h0|L2,20,0.0,5.0,0,DON20,0,2.0,3061,10,15.45,15.29,15.94,-33.16,-34.65,0.47,0.968,1086,42.8,25.51,-9.28,5.584,19,50.1,22529838.0
x20|d0|k5|s1|ST_14_4|h1|L2,20,0.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x20|d0|k5|s1|DON20|h0|L2,20,0.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x20|d10|k0|s0|ST_14_4|h1|L2,20,10.0,0.0,0,ST_14_4,1,2.0,6587,10,17.2,16.05,18.29,-31.94,-34.93,0.536,1.05,1000,37.3,33.42,-8.34,7.311,24,46.2,31282406.0
x20|d10|k0|s0|DON20|h0|L2,20,10.0,0.0,0,DON20,0,2.0,6587,10,15.18,14.58,15.83,-33.56,-35.71,0.45,0.919,1516,43.6,20.25,-8.38,4.095,17,69.9,21462451.0
x20|d10|k0|s1|ST_14_4|h1|L2,20,10.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x20|d10|k0|s1|DON20|h0|L2,20,10.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x20|d10|k2|s0|ST_14_4|h1|L2,20,10.0,2.0,0,ST_14_4,1,2.0,5014,10,17.78,16.61,18.06,-37.25,-38.08,0.471,1.021,978,37.8,33.58,-8.56,7.379,24,45.1,34792190.0
x20|d10|k2|s0|DON20|h0|L2,20,10.0,2.0,0,DON20,0,2.0,5014,10,15.75,14.71,16.44,-30.13,-39.06,0.524,0.94,1365,44.3,21.81,-9.02,4.708,15,63.0,23822093.0
x20|d10|k2|s1|ST_14_4|h1|L2,20,10.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x20|d10|k2|s1|DON20|h0|L2,20,10.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x20|d10|k3|s0|ST_14_4|h1|L2,20,10.0,3.0,0,ST_14_4,1,2.0,3991,10,16.12,15.66,16.9,-35.38,-35.49,0.458,0.992,918,36.8,34.01,-8.72,7.027,21,42.3,25588491.0
x20|d10|k3|s0|DON20|h0|L2,20,10.0,3.0,0,DON20,0,2.0,3991,10,14.77,13.94,15.64,-35.51,-42.02,0.409,0.911,1258,43.8,22.83,-9.31,4.76,15,58.0,19839640.0
x20|d10|k3|s1|ST_14_4|h1|L2,20,10.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x20|d10|k3|s1|DON20|h0|L2,20,10.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x20|d10|k5|s0|ST_14_4|h1|L2,20,10.0,5.0,0,ST_14_4,1,2.0,2740,10,18.65,18.48,18.96,-36.53,-36.53,0.51,1.144,791,36.3,41.53,-8.9,9.37,16,36.5,40812960.0
x20|d10|k5|s0|DON20|h0|L2,20,10.0,5.0,0,DON20,0,2.0,2740,10,15.14,14.01,15.7,-32.64,-34.4,0.46,0.944,1028,41.4,27.62,-9.61,5.82,19,47.4,21271200.0
x20|d10|k5|s1|ST_14_4|h1|L2,20,10.0,5.0,1,ST_14_4,1,2.0,50,10,6.46,6.46,6.46,-9.08,-9.08,0.711,1.821,50,38.0,47.49,-10.52,11.525,6,2.3,3885734.0
x20|d10|k5|s1|DON20|h0|L2,20,10.0,5.0,1,DON20,0,2.0,50,10,5.51,5.51,5.51,-5.05,-5.05,1.092,2.315,50,44.0,18.34,-10.21,2.355,5,2.3,3203145.0
x20|d20|k0|s0|ST_14_4|h1|L2,20,20.0,0.0,0,ST_14_4,1,2.0,4017,10,19.77,19.18,20.21,-32.64,-32.64,0.605,1.14,915,38.0,37.0,-8.89,8.539,17,42.2,49949284.0
x20|d20|k0|s0|DON20|h0|L2,20,20.0,0.0,0,DON20,0,2.0,4017,10,17.91,17.61,18.46,-32.17,-32.21,0.558,1.042,1253,43.2,25.17,-9.15,5.616,16,57.8,35680492.0
x20|d20|k0|s1|ST_14_4|h1|L2,20,20.0,0.0,1,ST_14_4,1,2.0,123,10,5.99,5.99,5.99,-17.62,-17.62,0.34,1.278,123,31.7,33.77,-9.44,4.261,11,5.7,3529162.0
x20|d20|k0|s1|DON20|h0|L2,20,20.0,0.0,1,DON20,0,2.0,123,10,5.3,5.3,5.3,-7.74,-7.74,0.684,1.528,123,36.6,16.69,-8.15,0.938,10,5.7,3063243.0
x20|d20|k2|s0|ST_14_4|h1|L2,20,20.0,2.0,0,ST_14_4,1,2.0,3084,10,16.89,16.38,17.67,-32.83,-34.79,0.514,1.02,884,34.3,39.36,-9.12,7.487,19,40.8,29530684.0
x20|d20|k2|s0|DON20|h0|L2,20,20.0,2.0,0,DON20,0,2.0,3084,10,14.53,13.93,14.88,-36.06,-39.59,0.402,0.893,1141,41.9,25.6,-9.96,4.993,15,52.7,18969472.0
x20|d20|k2|s1|ST_14_4|h1|L2,20,20.0,2.0,1,ST_14_4,1,2.0,98,10,6.2,6.2,6.2,-16.35,-16.35,0.379,1.423,98,34.7,35.37,-9.82,5.857,10,4.5,3685248.0
x20|d20|k2|s1|DON20|h0|L2,20,20.0,2.0,1,DON20,0,2.0,98,10,5.53,5.53,5.53,-6.15,-6.15,0.899,1.759,98,40.8,16.99,-8.62,1.83,8,4.5,3214290.0
x20|d20|k3|s0|ST_14_4|h1|L2,20,20.0,3.0,0,ST_14_4,1,2.0,2463,10,14.98,14.76,15.35,-32.73,-32.73,0.458,0.938,836,33.5,38.23,-9.16,6.71,18,38.5,20659201.0
x20|d20|k3|s0|DON20|h0|L2,20,20.0,3.0,0,DON20,0,2.0,2463,10,13.23,12.69,13.86,-37.01,-37.37,0.357,0.837,1021,41.7,26.44,-10.39,4.931,15,47.1,14810170.0
x20|d20|k3|s1|ST_14_4|h1|L2,20,20.0,3.0,1,ST_14_4,1,2.0,79,10,6.2,6.2,6.2,-12.06,-12.06,0.515,1.562,79,36.7,35.36,-10.03,6.636,7,3.6,3690314.0
x20|d20|k3|s1|DON20|h0|L2,20,20.0,3.0,1,DON20,0,2.0,79,10,5.56,5.56,5.56,-5.76,-5.76,0.967,1.931,79,44.3,16.64,-9.31,2.19,7,3.6,3236402.0
x20|d20|k5|s0|ST_14_4|h1|L2,20,20.0,5.0,0,ST_14_4,1,2.0,1723,10,14.9,14.68,15.04,-31.05,-31.59,0.48,0.996,716,32.6,43.46,-9.25,7.938,16,33.0,20342123.0
