weights,n,w_OA,w_TN,w_IPO,w_GOLD,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,B_cagr,B_dcagr,B_dd,B_calmar,B_dcalmar,B_winb,B_winc,B_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.30|IPO:0.30|OA:0.20|TN:0.20,4,0.2,0.2,0.3,0.3,24.52,-2.07,-7.51,3.286,1.52,360,292,353,25.61,-2.08,-7.51,3.429,1.756,360,360,360,29.44,-0.91,-7.3,4.059,2.05,360,354,214,False,3.286
GOLD:0.25|IPO:0.35|OA:0.20|TN:0.20,4,0.2,0.2,0.35,0.25,25.33,-1.22,-8.07,3.147,1.399,360,241,235,26.48,-1.18,-8.07,3.28,1.61,360,360,360,30.69,0.41,-8.07,3.822,1.836,360,336,131,False,3.147
GOLD:0.20|IPO:0.40|OA:0.20|TN:0.20,4,0.2,0.2,0.4,0.2,26.14,-0.41,-8.89,2.951,1.209,360,154,89,27.36,-0.28,-8.89,3.084,1.427,360,359,360,31.92,1.77,-8.89,3.619,1.626,360,303,90,False,2.951
GOLD:0.15|IPO:0.45|OA:0.20|TN:0.20,4,0.2,0.2,0.45,0.15,26.93,0.39,-10.0,2.704,0.999,360,42,29,28.22,0.6,-10.0,2.824,1.183,360,334,318,33.17,3.0,-10.0,3.336,1.4,360,201,77,False,2.704
GOLD:0.10|IPO:0.50|OA:0.20|TN:0.20,4,0.2,0.2,0.5,0.1,27.71,1.21,-11.47,2.428,0.772,360,2,5,29.06,1.46,-11.47,2.535,0.915,360,209,160,34.44,4.28,-11.47,3.008,1.131,360,61,72,False,2.428
GOLD:0.05|IPO:0.55|OA:0.20|TN:0.20,4,0.2,0.2,0.55,0.05,28.51,1.99,-13.13,2.18,0.518,341,0,2,29.89,2.28,-13.13,2.279,0.637,360,66,98,35.71,5.52,-13.13,2.728,0.821,358,11,85,False,2.18
IPO:0.60|OA:0.20|TN:0.20,3,0.2,0.2,0.6,0.0,29.29,2.76,-14.91,1.972,0.293,311,0,4,30.7,3.08,-14.91,2.064,0.418,360,30,76,36.91,6.73,-14.91,2.486,0.566,342,0,101,False,1.972
GOLD:0.55|OA:0.20|TN:0.25,3,0.2,0.25,0.0,0.55,19.53,-7.1,-13.53,1.415,-0.219,30,0,0,20.34,-7.41,-13.53,1.476,-0.13,81,0,0,22.03,-8.51,-6.49,3.44,1.423,360,285,285,False,1.415
GOLD:0.50|IPO:0.05|OA:0.20|TN:0.25,4,0.2,0.25,0.05,0.5,20.43,-6.17,-12.35,1.623,-0.0,180,0,360,21.29,-6.44,-12.35,1.694,0.1,285,0,360,23.34,-7.16,-5.89,3.975,1.962,360,359,360,False,1.623
GOLD:0.45|IPO:0.10|OA:0.20|TN:0.25,4,0.2,0.25,0.1,0.45,21.34,-5.28,-11.15,1.875,0.255,306,0,360,22.24,-5.48,-11.15,1.959,0.369,358,55,360,24.64,-5.8,-6.01,4.103,2.148,360,360,359,False,1.875
GOLD:0.40|IPO:0.15|OA:0.20|TN:0.25,4,0.2,0.25,0.15,0.4,22.22,-4.39,-9.94,2.19,0.579,355,27,360,23.17,-4.52,-9.94,2.294,0.703,360,187,360,25.95,-4.48,-6.32,4.112,2.152,360,360,352,False,2.19
GOLD:0.35|IPO:0.20|OA:0.20|TN:0.25,4,0.2,0.25,0.2,0.35,23.1,-3.52,-8.72,2.589,0.991,360,157,360,24.09,-3.58,-8.72,2.712,1.122,360,325,360,27.24,-3.17,-6.75,4.066,2.104,360,360,320,False,2.589
GOLD:0.30|IPO:0.25|OA:0.20|TN:0.25,4,0.2,0.25,0.25,0.3,23.96,-2.66,-7.78,3.082,1.341,360,313,350,25.01,-2.66,-7.78,3.216,1.558,360,360,360,28.51,-1.86,-7.21,3.967,2.005,360,360,247,False,3.082
GOLD:0.25|IPO:0.30|OA:0.20|TN:0.25,4,0.2,0.25,0.3,0.25,24.8,-1.81,-7.84,3.155,1.414,360,319,258,25.9,-1.74,-7.84,3.29,1.614,360,360,360,29.73,-0.56,-7.84,3.796,1.805,360,355,202,False,3.155
GOLD:0.20|IPO:0.35|OA:0.20|TN:0.25,4,0.2,0.25,0.35,0.2,25.62,-0.97,-8.62,2.974,1.218,360,255,147,26.78,-0.85,-8.62,3.105,1.426,360,360,357,30.99,0.78,-8.62,3.597,1.599,360,334,173,False,2.974
GOLD:0.15|IPO:0.40|OA:0.20|TN:0.25,4,0.2,0.25,0.4,0.15,26.41,-0.16,-9.57,2.76,1.004,360,174,107,27.67,0.04,-9.57,2.894,1.222,360,358,307,32.21,2.04,-9.57,3.375,1.373,360,285,148,False,2.76
GOLD:0.10|IPO:0.45|OA:0.20|TN:0.25,4,0.2,0.25,0.45,0.1,27.2,0.63,-11.01,2.483,0.804,360,50,41,28.5,0.88,-11.01,2.603,0.96,360,311,224,33.43,3.31,-11.01,3.053,1.145,360,163,123,False,2.483
GOLD:0.05|IPO:0.50|OA:0.20|TN:0.25,4,0.2,0.25,0.5,0.05,27.95,1.42,-12.59,2.23,0.582,348,8,20,29.32,1.7,-12.59,2.332,0.703,360,193,171,34.6,4.52,-12.59,2.764,0.884,360,79,117,False,2.23
IPO:0.55|OA:0.20|TN:0.25,3,0.2,0.25,0.55,0.0,28.7,2.21,-14.22,2.024,0.362,320,1,18,30.12,2.52,-14.22,2.119,0.474,360,57,168,35.8,5.75,-14.22,2.526,0.626,347,36,113,False,2.024
GOLD:0.50|OA:0.20|TN:0.30,3,0.2,0.3,0.0,0.5,19.84,-6.79,-12.78,1.514,-0.105,80,0,0,20.68,-7.07,-12.78,1.581,-0.007,172,0,0,22.3,-8.11,-6.5,3.427,1.439,360,337,337,False,1.514
GOLD:0.45|IPO:0.05|OA:0.20|TN:0.30,4,0.2,0.3,0.05,0.45,20.73,-5.87,-11.59,1.744,0.132,255,0,360,21.64,-6.11,-11.59,1.823,0.243,320,57,360,23.62,-6.77,-6.45,3.652,1.708,360,360,358,False,1.744
GOLD:0.40|IPO:0.10|OA:0.20|TN:0.30,4,0.2,0.3,0.1,0.4,21.64,-5.0,-10.39,2.028,0.428,340,40,360,22.57,-5.15,-10.39,2.124,0.541,360,188,360,24.93,-5.46,-6.69,3.722,1.77,360,360,351,False,2.028
GOLD:0.35|IPO:0.15|OA:0.20|TN:0.30,4,0.2,0.3,0.15,0.35,22.53,-4.12,-9.17,2.391,0.787,360,165,360,23.51,-4.2,-9.17,2.505,0.919,360,325,360,26.24,-4.14,-7.0,3.742,1.796,360,360,340,False,2.391
GOLD:0.30|IPO:0.20|OA:0.20|TN:0.30,4,0.2,0.3,0.2,0.3,23.38,-3.25,-8.23,2.826,1.125,360,318,349,24.4,-3.28,-8.23,2.956,1.329,360,360,360,27.54,-2.82,-7.44,3.728,1.78,360,360,325,False,2.826
GOLD:0.25|IPO:0.25|OA:0.20|TN:0.30,4,0.2,0.3,0.25,0.25,24.22,-2.38,-7.94,3.058,1.35,360,359,282,25.29,-2.37,-7.94,3.2,1.544,360,360,360,28.79,-1.52,-7.86,3.674,1.712,360,360,302,False,3.058
GOLD:0.20|IPO:0.30|OA:0.20|TN:0.30,4,0.2,0.3,0.3,0.2,25.02,-1.54,-8.43,2.958,1.235,360,340,212,26.19,-1.47,-8.43,3.097,1.417,360,360,344,30.0,-0.23,-8.43,3.555,1.579,360,360,263,False,2.958
GOLD:0.15|IPO:0.35|OA:0.20|TN:0.30,4,0.2,0.3,0.35,0.15,25.87,-0.73,-9.24,2.785,1.018,360,288,178,27.06,-0.57,-9.24,2.922,1.231,360,360,322,31.23,1.03,-9.24,3.38,1.355,360,353,234,False,2.785
GOLD:0.10|IPO:0.40|OA:0.20|TN:0.30,4,0.2,0.3,0.4,0.1,26.67,0.1,-10.56,2.543,0.811,360,194,139,27.92,0.27,-10.56,2.664,1.009,360,355,302,32.47,2.28,-10.56,3.109,1.128,360,279,208,False,2.543
GOLD:0.05|IPO:0.45|OA:0.20|TN:0.30,4,0.2,0.3,0.45,0.05,27.44,0.88,-12.09,2.278,0.627,356,60,75,28.76,1.1,-12.09,2.381,0.756,360,306,279,33.66,3.48,-12.09,2.802,0.911,360,188,181,False,2.278
IPO:0.50|OA:0.20|TN:0.30,3,0.2,0.3,0.5,0.0,28.18,1.64,-13.62,2.065,0.42,329,12,62,29.59,1.93,-13.62,2.159,0.535,360,183,285,34.82,4.68,-13.62,2.552,0.679,350,103,163,False,2.065
GOLD:0.45|OA:0.20|TN:0.35,3,0.2,0.35,0.0,0.45,20.15,-6.5,-12.03,1.622,0.017,198,0,0,21.02,-6.73,-12.03,1.698,0.122,282,60,60,22.56,-7.76,-7.09,3.171,1.257,360,353,353,False,1.622
GOLD:0.40|IPO:0.05|OA:0.20|TN:0.35,4,0.2,0.35,0.05,0.4,21.01,-5.6,-10.83,1.88,0.28,302,51,360,21.97,-5.77,-10.83,1.971,0.391,347,182,360,23.87,-6.42,-7.13,3.337,1.388,360,360,353,False,1.88
GOLD:0.35|IPO:0.10|OA:0.20|TN:0.35,4,0.2,0.35,0.1,0.35,21.93,-4.71,-9.61,2.204,0.6,356,180,360,22.9,-4.82,-9.61,2.314,0.735,360,323,360,25.23,-5.15,-7.39,3.404,1.456,360,360,350,False,2.204
GOLD:0.30|IPO:0.15|OA:0.20|TN:0.35,4,0.2,0.35,0.15,0.3,22.8,-3.82,-8.68,2.589,0.928,360,322,348,23.81,-3.9,-8.68,2.711,1.099,360,360,360,26.5,-3.85,-7.71,3.441,1.491,360,360,350,False,2.589
GOLD:0.25|IPO:0.20|OA:0.20|TN:0.35,4,0.2,0.35,0.2,0.25,23.6,-2.97,-8.24,2.889,1.151,360,360,311,24.7,-2.98,-8.24,3.015,1.361,360,360,358,27.81,-2.55,-8.13,3.427,1.495,360,360,341,False,2.889
GOLD:0.20|IPO:0.25|OA:0.20|TN:0.35,4,0.2,0.35,0.25,0.2,24.45,-2.14,-8.52,2.856,1.157,360,360,273,25.59,-2.09,-8.52,2.993,1.334,360,360,341,29.06,-1.26,-8.52,3.404,1.46,360,360,335,False,2.856
GOLD:0.15|IPO:0.30|OA:0.20|TN:0.35,4,0.2,0.35,0.3,0.15,25.25,-1.32,-9.12,2.779,1.033,360,355,237,26.44,-1.19,-9.12,2.899,1.226,360,360,329,30.29,0.01,-9.12,3.336,1.331,360,360,321,False,2.779
GOLD:0.10|IPO:0.35|OA:0.20|TN:0.35,4,0.2,0.35,0.35,0.1,26.06,-0.53,-10.1,2.6,0.821,360,295,227,27.3,-0.34,-10.1,2.723,1.032,360,360,336,31.46,1.26,-10.1,3.136,1.106,360,336,291,False,2.6
GOLD:0.05|IPO:0.40|OA:0.20|TN:0.35,4,0.2,0.35,0.4,0.05,26.86,0.26,-11.6,2.335,0.62,359,208,186,28.15,0.5,-11.6,2.447,0.797,360,356,336,32.68,2.49,-11.6,2.849,0.887,360,279,257,False,2.335
IPO:0.45|OA:0.20|TN:0.35,3,0.2,0.35,0.45,0.0,27.64,1.02,-13.15,2.101,0.462,335,78,130,28.96,1.28,-13.15,2.205,0.577,360,301,340,33.85,3.63,-13.15,2.579,0.713,353,209,223,False,2.101
GOLD:0.40|OA:0.20|TN:0.40,3,0.2,0.4,0.0,0.4,20.43,-6.22,-11.27,1.744,0.144,257,53,53,21.36,-6.41,-11.27,1.834,0.259,322,170,170,22.78,-7.5,-7.71,2.951,1.008,360,358,358,False,1.744
GOLD:0.35|IPO:0.05|OA:0.20|TN:0.40,4,0.2,0.4,0.05,0.35,21.28,-5.35,-10.07,2.036,0.425,342,184,360,22.29,-5.47,-10.07,2.141,0.571,360,314,360,24.1,-6.2,-7.84,3.081,1.116,360,360,358,False,2.036
GOLD:0.30|IPO:0.10|OA:0.20|TN:0.40,4,0.2,0.4,0.1,0.3,22.19,-4.47,-9.15,2.375,0.72,360,318,346,23.2,-4.54,-9.21,2.49,0.882,360,360,359,25.43,-4.9,-8.07,3.149,1.19,360,360,356,False,2.375
GOLD:0.25|IPO:0.15|OA:0.20|TN:0.40,4,0.2,0.4,0.15,0.25,23.05,-3.62,-8.87,2.655,0.9,360,352,340,24.09,-3.63,-8.87,2.76,1.109,360,360,351,26.74,-3.61,-8.38,3.191,1.234,360,360,357,False,2.655
GOLD:0.20|IPO:0.20|OA:0.20|TN:0.40,4,0.2,0.4,0.2,0.2,23.88,-2.78,-8.81,2.696,0.993,360,360,333,24.97,-2.74,-8.81,2.826,1.168,360,360,344,28.0,-2.34,-8.81,3.175,1.246,360,360,355,False,2.696
GOLD:0.15|IPO:0.25|OA:0.20|TN:0.40,4,0.2,0.4,0.25,0.15,24.66,-1.95,-9.2,2.666,0.973,360,360,306,25.85,-1.85,-9.2,2.794,1.136,360,360,343,29.25,-1.1,-9.2,3.171,1.234,360,360,354,False,2.666
GOLD:0.10|IPO:0.30|OA:0.20|TN:0.40,4,0.2,0.4,0.3,0.1,25.44,-1.15,-9.85,2.596,0.818,360,352,289,26.7,-1.01,-9.85,2.719,1.028,360,360,348,30.49,0.17,-9.85,3.117,1.082,360,358,335,False,2.596
GOLD:0.05|IPO:0.35|OA:0.20|TN:0.40,4,0.2,0.4,0.35,0.05,26.22,-0.35,-11.12,2.398,0.629,360,297,262,27.51,-0.16,-11.12,2.51,0.841,360,360,357,31.71,1.37,-11.12,2.891,0.871,360,325,314,False,2.398
IPO:0.40|OA:0.20|TN:0.40,3,0.2,0.4,0.4,0.0,26.99,0.39,-12.7,2.143,0.462,342,216,207,28.32,0.68,-12.7,2.246,0.609,360,345,358,32.89,2.58,-12.7,2.61,0.682,355,262,284,False,2.143
GOLD:0.35|OA:0.20|TN:0.45,3,0.2,0.45,0.0,0.35,20.69,-5.98,-10.55,1.881,0.259,293,180,180,21.67,-6.12,-10.55,1.981,0.421,335,302,302,23.0,-7.24,-8.45,2.737,0.794,360,360,360,False,1.881
GOLD:0.30|IPO:0.05|OA:0.20|TN:0.45,4,0.2,0.45,0.05,0.3,21.54,-5.11,-9.76,2.189,0.516,354,297,348,22.59,-5.2,-9.83,2.291,0.646,360,348,357,24.32,-5.98,-8.52,2.854,0.889,360,360,358,False,2.189
GOLD:0.25|IPO:0.10|OA:0.20|TN:0.45,4,0.2,0.45,0.1,0.25,22.42,-4.25,-9.53,2.416,0.671,360,334,349,23.46,-4.28,-9.54,2.517,0.868,360,360,350,25.64,-4.69,-8.74,2.921,0.973,360,360,360,False,2.416
GOLD:0.20|IPO:0.15|OA:0.20|TN:0.45,4,0.2,0.45,0.15,0.2,23.27,-3.4,-9.31,2.494,0.79,360,360,345,24.35,-3.4,-9.5,2.607,0.952,360,360,350,26.94,-3.44,-9.04,2.97,1.008,360,360,360,False,2.494
GOLD:0.15|IPO:0.20|OA:0.20|TN:0.45,4,0.2,0.45,0.2,0.15,24.08,-2.6,-9.46,2.512,0.83,360,360,344,25.24,-2.51,-9.75,2.634,0.986,360,360,353,28.2,-2.21,-9.46,2.966,1.033,360,360,360,False,2.512
GOLD:0.10|IPO:0.25|OA:0.20|TN:0.45,4,0.2,0.45,0.25,0.1,24.88,-1.84,-9.92,2.493,0.784,360,360,336,26.1,-1.64,-10.09,2.615,0.962,360,360,355,29.43,-1.0,-9.92,2.964,1.0,360,360,355,False,2.493
GOLD:0.05|IPO:0.30|OA:0.20|TN:0.45,4,0.2,0.45,0.3,0.05,25.65,-1.06,-10.78,2.42,0.638,360,343,322,26.93,-0.81,-10.78,2.544,0.845,360,360,358,30.64,0.21,-10.78,2.89,0.854,360,347,335,False,2.42
IPO:0.35|OA:0.20|TN:0.45,3,0.2,0.45,0.35,0.0,26.4,-0.29,-12.15,2.199,0.456,350,274,293,27.75,0.0,-12.16,2.312,0.651,360,360,360,31.88,1.42,-12.15,2.659,0.658,359,314,320,False,2.199
GOLD:0.30|OA:0.20|TN:0.50,3,0.2,0.5,0.0,0.3,20.95,-5.72,-10.46,2.009,0.297,327,279,279,21.95,-5.84,-10.48,2.085,0.442,355,330,330,23.22,-6.95,-9.19,2.543,0.595,356,360,360,False,2.009
GOLD:0.25|IPO:0.05|OA:0.20|TN:0.50,4,0.2,0.5,0.05,0.25,21.79,-4.85,-10.21,2.198,0.487,358,330,354,22.87,-4.93,-10.26,2.278,0.641,360,360,356,24.52,-5.71,-9.23,2.65,0.7,360,360,360,False,2.198
GOLD:0.20|IPO:0.10|OA:0.20|TN:0.50,4,0.2,0.5,0.1,0.2,22.64,-4.06,-10.02,2.281,0.573,360,360,355,23.73,-4.04,-10.38,2.372,0.707,360,360,356,25.83,-4.52,-9.43,2.716,0.775,360,360,360,False,2.281
GOLD:0.15|IPO:0.15|OA:0.20|TN:0.50,4,0.2,0.5,0.15,0.15,23.49,-3.27,-9.88,2.374,0.661,360,360,356,24.61,-3.16,-10.64,2.444,0.756,360,360,358,27.1,-3.29,-9.71,2.772,0.812,360,360,360,False,2.374
GOLD:0.10|IPO:0.20|OA:0.20|TN:0.50,4,0.2,0.5,0.2,0.1,24.29,-2.51,-10.13,2.357,0.676,360,360,353,25.47,-2.33,-10.89,2.455,0.769,360,360,358,28.35,-2.07,-10.13,2.779,0.843,360,360,360,False,2.357
GOLD:0.05|IPO:0.25|OA:0.20|TN:0.50,4,0.2,0.5,0.25,0.05,25.07,-1.72,-10.74,2.331,0.599,360,360,354,26.31,-1.51,-11.17,2.442,0.77,360,360,360,29.62,-0.85,-10.74,2.778,0.766,360,359,346,False,2.331
IPO:0.30|OA:0.20|TN:0.50,3,0.2,0.5,0.3,0.0,25.87,-0.99,-11.71,2.24,0.457,357,323,325,27.15,-0.71,-11.73,2.353,0.647,360,360,360,30.79,0.31,-11.71,2.676,0.637,360,341,334,False,2.24
GOLD:0.25|OA:0.20|TN:0.55,3,0.2,0.55,0.0,0.25,21.2,-5.53,-10.91,1.984,0.291,335,330,330,22.22,-5.62,-11.11,2.053,0.42,359,360,360,23.41,-6.78,-9.96,2.392,0.43,347,360,360,False,1.984
GOLD:0.20|IPO:0.05|OA:0.20|TN:0.55,4,0.2,0.55,0.05,0.2,22.02,-4.68,-10.75,2.077,0.386,355,355,358,23.12,-4.73,-11.24,2.146,0.461,360,360,358,24.72,-5.57,-9.92,2.465,0.526,358,360,360,False,2.077
GOLD:0.15|IPO:0.10|OA:0.20|TN:0.55,4,0.2,0.55,0.1,0.15,22.85,-3.89,-10.61,2.177,0.462,360,360,359,23.98,-3.84,-11.54,2.207,0.511,360,360,359,25.98,-4.36,-10.19,2.544,0.587,360,360,360,False,2.177
GOLD:0.10|IPO:0.15|OA:0.20|TN:0.55,4,0.2,0.55,0.15,0.1,23.68,-3.07,-10.53,2.224,0.515,360,360,359,24.86,-2.97,-11.81,2.232,0.543,360,360,359,27.25,-3.15,-10.49,2.59,0.636,360,360,360,False,2.224
GOLD:0.05|IPO:0.20|OA:0.20|TN:0.55,4,0.2,0.55,0.2,0.05,24.45,-2.29,-10.85,2.211,0.523,359,360,359,25.7,-2.12,-12.06,2.255,0.566,360,360,360,28.48,-1.93,-10.85,2.603,0.664,360,360,360,False,2.211
IPO:0.25|OA:0.20|TN:0.55,3,0.2,0.55,0.25,0.0,25.27,-1.52,-11.72,2.187,0.43,359,357,350,26.52,-1.3,-12.33,2.259,0.568,360,360,360,29.76,-0.72,-11.72,2.592,0.575,360,358,345,False,2.187
GOLD:0.20|OA:0.20|TN:0.60,3,0.2,0.6,0.0,0.2,21.4,-5.39,-11.44,1.882,0.191,312,332,332,22.45,-5.42,-12.03,1.924,0.251,354,360,360,23.63,-6.74,-10.77,2.235,0.278,324,360,360,False,1.882
GOLD:0.15|IPO:0.05|OA:0.20|TN:0.60,4,0.2,0.6,0.05,0.15,22.22,-4.55,-11.35,1.995,0.27,344,360,360,23.36,-4.54,-12.41,1.986,0.299,360,360,360,24.89,-5.5,-10.74,2.32,0.343,346,360,360,False,1.986
GOLD:0.10|IPO:0.10|OA:0.20|TN:0.60,4,0.2,0.6,0.1,0.1,23.06,-3.74,-11.21,2.066,0.32,355,360,360,24.22,-3.67,-12.71,2.016,0.328,360,360,360,26.12,-4.25,-10.92,2.375,0.408,354,360,360,False,2.016
GOLD:0.05|IPO:0.15|OA:0.20|TN:0.60,4,0.2,0.6,0.15,0.05,23.86,-2.93,-11.26,2.086,0.36,358,360,360,25.08,-2.82,-13.02,2.044,0.358,360,360,360,27.39,-2.98,-11.18,2.425,0.458,358,360,360,False,2.044
IPO:0.20|OA:0.20|TN:0.60,3,0.2,0.6,0.2,0.0,24.64,-2.13,-11.76,2.08,0.346,356,360,360,25.91,-1.97,-13.3,2.067,0.382,360,360,360,28.6,-1.8,-11.76,2.445,0.456,357,360,359,False,2.067
GOLD:0.15|OA:0.20|TN:0.65,3,0.2,0.65,0.0,0.15,21.58,-5.26,-12.06,1.808,0.09,273,341,341,22.68,-5.26,-13.22,1.794,0.112,313,360,360,23.79,-6.61,-11.69,2.11,0.121,272,360,360,False,1.794
GOLD:0.10|IPO:0.05|OA:0.20|TN:0.65,4,0.2,0.65,0.05,0.1,22.41,-4.42,-11.99,1.908,0.153,315,360,360,23.58,-4.37,-13.42,1.825,0.146,325,360,360,25.02,-5.36,-11.83,2.184,0.181,317,360,360,False,1.825
GOLD:0.05|IPO:0.10|OA:0.20|TN:0.65,4,0.2,0.65,0.1,0.05,23.21,-3.6,-12.13,1.956,0.187,333,360,360,24.43,-3.49,-13.82,1.856,0.174,328,360,360,26.27,-4.13,-11.96,2.233,0.244,334,360,360,False,1.856
IPO:0.15|OA:0.20|TN:0.65,3,0.2,0.65,0.15,0.0,24.01,-2.8,-12.48,1.968,0.212,335,360,360,25.27,-2.64,-14.2,1.882,0.199,338,360,360,27.5,-2.91,-12.21,2.283,0.271,339,360,360,False,1.882
GOLD:0.10|OA:0.20|TN:0.70,3,0.2,0.7,0.0,0.1,21.74,-5.08,-12.8,1.739,-0.02,160,342,342,22.9,-5.07,-14.16,1.658,-0.021,107,360,360,23.94,-6.44,-12.72,1.985,-0.036,150,360,360,False,1.658
GOLD:0.05|IPO:0.05|OA:0.20|TN:0.70,4,0.2,0.7,0.05,0.05,22.58,-4.26,-13.0,1.819,0.032,220,360,360,23.77,-4.19,-14.27,1.689,0.014,238,360,360,25.15,-5.17,-12.91,2.043,0.027,214,360,360,False,1.689
IPO:0.10|OA:0.20|TN:0.70,3,0.2,0.7,0.1,0.0,23.35,-3.46,-13.27,1.847,0.059,259,360,360,24.62,-3.33,-14.79,1.718,0.041,294,360,360,26.38,-3.97,-13.11,2.099,0.07,247,360,360,False,1.718
GOLD:0.05|OA:0.20|TN:0.75,3,0.2,0.75,0.0,0.05,21.9,-4.95,-13.71,1.668,-0.13,46,342,342,23.1,-4.91,-15.18,1.545,-0.131,7,360,360,24.05,-6.21,-13.69,1.876,-0.181,52,360,360,False,1.545
IPO:0.05|OA:0.20|TN:0.75,3,0.2,0.75,0.05,0.0,22.71,-4.14,-13.87,1.725,-0.086,84,360,360,23.96,-4.02,-15.27,1.575,-0.1,15,360,360,25.28,-4.97,-13.83,1.932,-0.123,77,360,360,False,1.575
OA:0.20|TN:0.80,2,0.2,0.8,0.0,0.0,22.05,-4.84,-14.82,1.565,-0.225,7,0,0,23.27,-4.73,-16.2,1.447,-0.228,0,0,0,24.15,-6.07,-14.81,1.728,-0.308,8,0,0,False,1.447
GOLD:0.75|OA:0.25,2,0.25,0.0,0.0,0.75,18.8,-7.84,-16.14,1.166,-0.516,1,0,0,19.41,-8.35,-16.14,1.205,-0.469,0,0,0,21.43,-8.84,-8.62,2.496,0.581,347,288,288,False,1.166
GOLD:0.70|IPO:0.05|OA:0.25,3,0.25,0.0,0.05,0.7,19.8,-6.87,-14.98,1.322,-0.365,18,0,360,20.44,-7.35,-14.98,1.366,-0.305,42,0,360,22.8,-7.46,-7.94,2.891,0.993,359,360,360,False,1.322
GOLD:0.65|IPO:0.10|OA:0.25,3,0.25,0.0,0.1,0.65,20.79,-5.93,-13.81,1.504,-0.185,72,0,360,21.47,-6.34,-13.81,1.554,-0.116,89,0,360,24.24,-6.09,-7.19,3.358,1.464,360,360,360,False,1.504
GOLD:0.60|IPO:0.15|OA:0.25,3,0.25,0.0,0.15,0.6,21.78,-5.04,-12.62,1.718,0.033,196,0,360,22.49,-5.38,-12.62,1.779,0.109,322,0,360,25.67,-4.77,-6.57,3.918,1.987,360,360,360,False,1.718
GOLD:0.55|IPO:0.20|OA:0.25,3,0.25,0.0,0.2,0.55,22.71,-4.1,-11.43,1.979,0.3,324,36,360,23.51,-4.39,-11.43,2.051,0.387,360,72,360,27.03,-3.44,-5.97,4.461,2.585,360,360,360,False,1.979
GOLD:0.50|IPO:0.25|OA:0.25,3,0.25,0.0,0.25,0.5,23.57,-3.18,-10.22,2.303,0.617,353,300,360,24.47,-3.4,-10.22,2.386,0.725,360,348,360,28.35,-2.16,-6.07,4.754,2.799,360,360,360,False,2.303
GOLD:0.45|IPO:0.30|OA:0.25,3,0.25,0.0,0.3,0.45,24.44,-2.27,-9.0,2.715,1.033,360,360,360,25.43,-2.43,-9.0,2.816,1.162,360,360,360,29.72,-0.85,-6.46,4.548,2.654,360,360,360,False,2.715
GOLD:0.40|IPO:0.35|OA:0.25,3,0.25,0.0,0.35,0.4,25.34,-1.37,-7.76,3.255,1.576,360,360,360,26.35,-1.48,-7.76,3.382,1.727,360,360,360,31.08,0.41,-7.13,4.324,2.436,360,360,360,False,3.255
GOLD:0.35|IPO:0.40|OA:0.25,3,0.25,0.0,0.4,0.35,26.23,-0.48,-7.93,3.3,1.626,360,360,360,27.26,-0.54,-7.93,3.427,1.783,360,360,360,32.43,1.79,-7.93,4.068,2.172,360,360,360,False,3.3
GOLD:0.30|IPO:0.45|OA:0.25,3,0.25,0.0,0.45,0.3,27.09,0.39,-8.84,3.054,1.363,360,360,324,28.15,0.39,-8.84,3.169,1.536,360,360,360,33.74,3.06,-8.84,3.792,1.871,360,360,360,True,3.054
GOLD:0.25|IPO:0.50|OA:0.25,3,0.25,0.0,0.5,0.25,27.93,1.21,-9.92,2.81,1.116,360,360,168,29.02,1.24,-9.92,2.932,1.283,360,360,360,35.01,4.35,-9.92,3.501,1.587,360,360,360,False,2.81
GOLD:0.20|IPO:0.55|OA:0.25,3,0.25,0.0,0.55,0.2,28.73,2.04,-11.06,2.593,0.912,360,360,96,29.88,2.14,-11.06,2.708,1.063,360,360,360,36.29,5.69,-11.06,3.27,1.341,360,360,348,False,2.593
GOLD:0.15|IPO:0.60|OA:0.25,3,0.25,0.0,0.6,0.15,29.52,2.81,-12.51,2.375,0.673,359,348,168,30.72,2.98,-12.51,2.463,0.817,360,348,264,37.56,6.96,-12.51,2.989,1.077,360,360,360,False,2.375
GOLD:0.10|IPO:0.65|OA:0.25,3,0.25,0.0,0.65,0.1,30.3,3.59,-14.25,2.129,0.449,337,204,216,31.54,3.8,-14.25,2.217,0.577,360,228,252,38.81,8.22,-14.25,2.712,0.797,359,360,348,False,2.129
GOLD:0.05|IPO:0.70|OA:0.25,3,0.25,0.0,0.7,0.05,31.04,4.31,-16.03,1.938,0.255,301,0,216,32.35,4.63,-16.03,2.015,0.373,359,12,252,40.01,9.47,-16.03,2.491,0.576,347,264,360,False,1.938
IPO:0.75|OA:0.25,2,0.25,0.0,0.75,0.0,31.77,5.06,-17.79,1.791,0.111,237,0,240,33.14,5.43,-17.79,1.861,0.212,345,0,252,41.19,10.67,-17.79,2.316,0.396,330,108,360,False,1.791
GOLD:0.70|OA:0.25|TN:0.05,3,0.25,0.05,0.0,0.7,19.22,-7.44,-15.39,1.252,-0.435,4,0,0,19.86,-7.91,-15.39,1.294,-0.376,2,0,0,21.82,-8.47,-8.23,2.669,0.765,354,291,291,False,1.252
