weights,n,w_OA,w_TN,w_IPO,w_GOLD,w_MYB,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.40|TN:0.60,2,0.0,0.6,0.0,0.4,0.0,17.31,-9.38,-13.31,1.274,-0.354,6,180,180,18.62,-11.48,-10.06,1.903,-0.031,161,330,330,False,1.274
IPO:0.10|MYB:0.30|TN:0.60,3,0.0,0.6,0.1,0.0,0.3,21.9,-4.83,-11.93,1.857,0.106,252,360,340,26.45,-3.93,-11.93,2.285,0.252,298,360,349,False,1.857
GOLD:0.10|IPO:0.10|MYB:0.20|TN:0.60,4,0.0,0.6,0.1,0.1,0.2,21.03,-5.75,-11.03,1.917,0.21,301,360,345,24.76,-5.58,-11.03,2.372,0.378,328,360,350,False,1.917
GOLD:0.20|IPO:0.10|MYB:0.10|TN:0.60,4,0.0,0.6,0.1,0.2,0.1,20.08,-6.71,-10.87,1.922,0.234,282,360,360,22.95,-7.3,-10.29,2.274,0.351,307,360,360,False,1.922
GOLD:0.30|IPO:0.10|TN:0.60,3,0.0,0.6,0.1,0.3,0.0,19.04,-7.7,-11.04,1.694,-0.012,175,330,360,21.14,-9.02,-9.66,2.179,0.26,291,360,360,False,1.694
IPO:0.20|MYB:0.20|TN:0.60,3,0.0,0.6,0.2,0.0,0.2,22.61,-4.18,-11.43,2.029,0.269,331,360,343,27.18,-3.16,-11.43,2.485,0.437,348,360,352,False,2.029
GOLD:0.10|IPO:0.20|MYB:0.10|TN:0.60,4,0.0,0.6,0.2,0.1,0.1,21.7,-5.09,-10.9,1.985,0.31,351,360,354,25.49,-4.86,-10.9,2.424,0.455,358,360,360,False,1.985
GOLD:0.20|IPO:0.20|TN:0.60,3,0.0,0.6,0.2,0.2,0.0,20.7,-6.05,-10.75,1.912,0.273,321,360,360,23.69,-6.64,-10.19,2.313,0.378,333,360,360,False,1.912
IPO:0.30|MYB:0.10|TN:0.60,3,0.0,0.6,0.3,0.0,0.1,23.24,-3.57,-11.59,2.041,0.294,352,360,353,27.96,-2.52,-11.59,2.494,0.471,359,360,360,False,2.041
GOLD:0.10|IPO:0.30|TN:0.60,3,0.0,0.6,0.3,0.1,0.0,22.31,-4.48,-10.82,2.0,0.316,346,360,360,26.23,-4.28,-10.82,2.416,0.451,353,360,360,False,2.0
IPO:0.40|TN:0.60,2,0.0,0.6,0.4,0.0,0.0,23.81,-2.99,-12.05,2.019,0.272,342,360,359,28.61,-1.88,-12.05,2.458,0.428,353,360,360,False,2.019
MYB:0.30|TN:0.70,2,0.0,0.7,0.0,0.0,0.3,20.6,-6.19,-13.75,1.52,-0.196,44,360,360,24.18,-6.13,-13.75,1.847,-0.161,92,360,360,False,1.52
GOLD:0.10|MYB:0.20|TN:0.70,3,0.0,0.7,0.0,0.1,0.2,19.75,-7.08,-12.79,1.535,-0.169,104,360,360,22.61,-7.8,-12.55,1.886,-0.129,156,360,360,False,1.535
GOLD:0.20|MYB:0.10|TN:0.70,3,0.0,0.7,0.0,0.2,0.1,18.81,-8.05,-12.36,1.551,-0.135,69,360,360,20.8,-9.54,-11.86,1.886,-0.109,117,360,360,False,1.551
GOLD:0.30|TN:0.70,2,0.0,0.7,0.0,0.3,0.0,17.76,-9.05,-12.22,1.451,-0.308,29,270,270,19.02,-11.33,-11.11,1.808,-0.175,46,360,360,False,1.451
IPO:0.10|MYB:0.20|TN:0.70,3,0.0,0.7,0.1,0.0,0.2,21.35,-5.49,-12.89,1.687,-0.058,146,360,358,25.02,-5.37,-12.86,2.038,0.015,186,360,357,False,1.687
GOLD:0.10|IPO:0.10|MYB:0.10|TN:0.70,4,0.0,0.7,0.1,0.1,0.1,20.43,-6.4,-12.6,1.669,-0.038,162,360,360,23.31,-7.04,-12.42,2.006,0.039,193,360,360,False,1.669
GOLD:0.20|IPO:0.10|TN:0.70,3,0.0,0.7,0.1,0.2,0.0,19.44,-7.38,-12.2,1.643,-0.034,148,360,360,21.53,-8.82,-11.32,1.935,-0.015,167,360,360,False,1.643
IPO:0.20|MYB:0.10|TN:0.70,3,0.0,0.7,0.2,0.0,0.1,22.03,-4.83,-12.76,1.786,0.034,201,360,360,25.7,-4.68,-12.76,2.153,0.117,240,360,360,False,1.786
GOLD:0.10|IPO:0.20|TN:0.70,3,0.0,0.7,0.2,0.1,0.0,21.08,-5.77,-12.63,1.722,0.04,220,360,360,23.97,-6.38,-11.99,2.065,0.091,243,360,360,False,1.722
IPO:0.30|TN:0.70,2,0.0,0.7,0.3,0.0,0.0,22.64,-4.23,-12.91,1.798,0.054,227,360,359,26.5,-3.98,-12.91,2.152,0.122,265,360,360,False,1.798
MYB:0.20|TN:0.80,2,0.0,0.8,0.0,0.0,0.2,20.04,-6.85,-15.32,1.362,-0.379,0,360,360,22.84,-7.56,-15.32,1.603,-0.419,15,360,360,False,1.362
GOLD:0.10|MYB:0.10|TN:0.80,3,0.0,0.8,0.0,0.1,0.1,19.14,-7.76,-14.64,1.377,-0.336,19,360,360,21.1,-9.27,-13.55,1.659,-0.35,17,360,360,False,1.377
GOLD:0.20|TN:0.80,2,0.0,0.8,0.0,0.2,0.0,18.15,-8.73,-14.17,1.381,-0.35,1,330,330,19.36,-10.99,-13.7,1.609,-0.388,2,360,360,False,1.381
IPO:0.10|MYB:0.10|TN:0.80,3,0.0,0.8,0.1,0.0,0.1,20.71,-6.18,-14.02,1.451,-0.268,16,360,359,23.53,-6.81,-14.02,1.78,-0.252,54,360,360,False,1.451
GOLD:0.10|IPO:0.10|TN:0.80,3,0.0,0.8,0.1,0.1,0.0,19.76,-7.07,-14.13,1.488,-0.236,33,360,360,21.83,-8.54,-13.87,1.723,-0.248,31,360,360,False,1.488
IPO:0.20|TN:0.80,2,0.0,0.8,0.2,0.0,0.0,21.4,-5.5,-14.34,1.56,-0.203,31,360,359,24.2,-6.13,-14.32,1.846,-0.199,67,360,360,False,1.56
MYB:0.10|TN:0.90,2,0.0,0.9,0.0,0.0,0.1,19.41,-7.51,-17.09,1.177,-0.533,0,360,360,21.32,-8.93,-17.09,1.394,-0.62,0,360,360,False,1.177
GOLD:0.10|TN:0.90,2,0.0,0.9,0.0,0.1,0.0,18.47,-8.44,-16.51,1.244,-0.487,0,330,330,19.63,-10.58,-15.65,1.448,-0.578,0,360,360,False,1.244
IPO:0.10|TN:0.90,2,0.0,0.9,0.1,0.0,0.0,20.06,-6.81,-16.23,1.311,-0.443,0,360,360,22.05,-8.13,-15.69,1.549,-0.498,1,360,360,False,1.311
MYB:0.90|OA:0.10,2,0.1,0.0,0.0,0.0,0.9,24.82,-1.74,-15.25,1.603,-0.07,135,0,0,33.83,3.65,-15.25,2.18,0.28,291,0,0,False,1.603
GOLD:0.10|MYB:0.80|OA:0.10,3,0.1,0.0,0.0,0.1,0.8,24.05,-2.53,-13.02,1.845,0.174,264,0,0,32.25,1.96,-13.02,2.479,0.579,340,0,0,False,1.845
GOLD:0.20|MYB:0.70|OA:0.10,3,0.1,0.0,0.0,0.2,0.7,23.2,-3.39,-10.95,2.103,0.397,326,0,0,30.61,0.21,-10.95,2.77,0.829,354,0,0,False,2.103
GOLD:0.30|MYB:0.60|OA:0.10,3,0.1,0.0,0.0,0.3,0.6,22.28,-4.32,-9.61,2.31,0.605,348,0,0,28.9,-1.48,-9.61,2.991,1.057,359,0,0,False,2.31
GOLD:0.40|MYB:0.50|OA:0.10,3,0.1,0.0,0.0,0.4,0.5,21.33,-5.31,-8.92,2.377,0.691,356,0,0,27.12,-3.23,-8.35,3.243,1.296,360,0,0,False,2.377
GOLD:0.50|MYB:0.40|OA:0.10,3,0.1,0.0,0.0,0.5,0.4,20.29,-6.36,-11.06,1.831,0.137,264,0,0,25.31,-5.05,-7.89,3.22,1.288,360,0,0,False,1.831
GOLD:0.60|MYB:0.30|OA:0.10,3,0.1,0.0,0.0,0.6,0.3,19.17,-7.47,-13.2,1.451,-0.238,48,0,0,23.42,-6.95,-7.99,2.932,1.003,360,0,0,False,1.451
GOLD:0.70|MYB:0.20|OA:0.10,3,0.1,0.0,0.0,0.7,0.2,18.0,-8.65,-15.29,1.177,-0.511,1,0,0,21.48,-8.9,-8.14,2.646,0.711,354,0,0,False,1.177
GOLD:0.80|MYB:0.10|OA:0.10,3,0.1,0.0,0.0,0.8,0.1,16.74,-9.88,-17.36,0.965,-0.72,0,0,0,19.53,-10.92,-8.29,2.362,0.424,334,0,0,False,0.965
GOLD:0.90|OA:0.10,2,0.1,0.0,0.0,0.9,0.0,15.44,-11.19,-19.38,0.798,-0.885,0,0,0,17.47,-12.97,-11.87,1.47,-0.452,20,0,0,False,0.798
IPO:0.10|MYB:0.80|OA:0.10,3,0.1,0.0,0.1,0.0,0.8,25.6,-0.89,-14.08,1.806,0.125,251,0,348,34.64,4.68,-14.08,2.45,0.553,339,0,360,False,1.806
GOLD:0.10|IPO:0.10|MYB:0.70|OA:0.10,4,0.1,0.0,0.1,0.1,0.7,24.84,-1.7,-11.61,2.13,0.42,325,0,360,33.07,2.96,-11.61,2.842,0.893,359,0,360,False,2.13
GOLD:0.20|IPO:0.10|MYB:0.60|OA:0.10,4,0.1,0.0,0.1,0.2,0.6,23.99,-2.59,-10.29,2.319,0.662,351,0,360,31.44,1.19,-10.29,3.049,1.166,359,0,360,False,2.319
GOLD:0.30|IPO:0.10|MYB:0.50|OA:0.10,4,0.1,0.0,0.1,0.3,0.5,23.06,-3.56,-8.93,2.548,0.893,359,0,348,29.76,-0.57,-8.93,3.286,1.417,360,0,360,False,2.548
GOLD:0.40|IPO:0.10|MYB:0.40|OA:0.10,4,0.1,0.0,0.1,0.4,0.4,22.07,-4.55,-8.63,2.558,0.865,360,0,360,28.02,-2.4,-7.72,3.589,1.729,360,0,360,False,2.558
GOLD:0.50|IPO:0.10|MYB:0.30|OA:0.10,4,0.1,0.0,0.1,0.5,0.3,21.03,-5.62,-10.81,1.948,0.251,318,0,360,26.19,-4.27,-6.53,3.996,2.073,360,12,360,False,1.948
GOLD:0.60|IPO:0.10|MYB:0.20|OA:0.10,4,0.1,0.0,0.1,0.6,0.2,19.88,-6.79,-12.95,1.537,-0.154,90,0,360,24.3,-6.18,-6.46,3.765,1.867,360,0,360,False,1.537
GOLD:0.70|IPO:0.10|MYB:0.10|OA:0.10,4,0.1,0.0,0.1,0.7,0.1,18.67,-7.96,-15.05,1.241,-0.447,4,0,360,22.3,-8.18,-6.68,3.348,1.426,360,0,360,False,1.241
GOLD:0.80|IPO:0.10|OA:0.10,3,0.1,0.0,0.1,0.8,0.0,17.42,-9.25,-17.12,1.017,-0.666,0,0,360,20.27,-10.24,-8.1,2.479,0.553,345,0,360,False,1.017
IPO:0.20|MYB:0.70|OA:0.10,3,0.1,0.0,0.2,0.0,0.7,26.43,-0.09,-13.14,2.016,0.326,317,0,348,35.65,5.57,-13.14,2.722,0.803,357,0,360,False,2.016
GOLD:0.10|IPO:0.20|MYB:0.60|OA:0.10,4,0.1,0.0,0.2,0.1,0.6,25.63,-0.93,-11.13,2.311,0.651,350,0,360,34.08,3.88,-11.13,3.076,1.192,360,0,360,False,2.311
GOLD:0.20|IPO:0.20|MYB:0.50|OA:0.10,4,0.1,0.0,0.2,0.2,0.5,24.73,-1.82,-9.55,2.554,0.905,359,0,348,32.42,2.11,-9.55,3.348,1.467,360,0,360,False,2.554
GOLD:0.30|IPO:0.20|MYB:0.40|OA:0.10,4,0.1,0.0,0.2,0.3,0.4,23.8,-2.82,-8.36,2.832,1.178,360,0,312,30.72,0.27,-8.36,3.642,1.773,360,12,348,False,2.832
GOLD:0.40|IPO:0.20|MYB:0.30|OA:0.10,4,0.1,0.0,0.2,0.4,0.3,22.8,-3.87,-8.36,2.726,1.033,360,0,360,28.95,-1.59,-7.15,4.021,2.176,360,60,360,False,2.726
GOLD:0.50|IPO:0.20|MYB:0.20|OA:0.10,4,0.1,0.0,0.2,0.5,0.2,21.72,-4.91,-10.55,2.06,0.365,330,0,360,27.06,-3.52,-5.83,4.601,2.726,360,180,360,False,2.06
GOLD:0.60|IPO:0.20|MYB:0.10|OA:0.10,4,0.1,0.0,0.2,0.6,0.1,20.55,-6.11,-12.7,1.619,-0.071,148,0,360,25.09,-5.52,-5.61,4.448,2.539,360,108,360,False,1.619
GOLD:0.70|IPO:0.20|OA:0.10,3,0.1,0.0,0.2,0.7,0.0,19.33,-7.36,-14.81,1.303,-0.38,16,0,360,23.05,-7.56,-6.56,3.446,1.532,360,0,360,False,1.303
IPO:0.30|MYB:0.60|OA:0.10,3,0.1,0.0,0.3,0.0,0.6,27.2,0.67,-12.53,2.183,0.481,340,0,348,36.66,6.43,-12.53,2.933,1.003,360,0,360,False,2.183
GOLD:0.10|IPO:0.30|MYB:0.50|OA:0.10,4,0.1,0.0,0.3,0.1,0.5,26.41,-0.17,-10.35,2.536,0.884,359,0,336,35.04,4.68,-10.35,3.361,1.481,360,0,360,False,2.536
GOLD:0.20|IPO:0.30|MYB:0.40|OA:0.10,4,0.1,0.0,0.3,0.2,0.4,25.56,-1.11,-9.06,2.805,1.177,360,0,312,33.37,2.88,-9.06,3.668,1.813,360,48,348,False,2.805
GOLD:0.30|IPO:0.30|MYB:0.30|OA:0.10,4,0.1,0.0,0.3,0.3,0.3,24.59,-2.15,-7.81,3.159,1.51,360,24,312,31.63,1.04,-7.81,4.054,2.182,360,72,348,False,3.159
GOLD:0.40|IPO:0.30|MYB:0.20|OA:0.10,4,0.1,0.0,0.3,0.4,0.2,23.53,-3.2,-8.1,2.905,1.208,360,0,360,29.79,-0.92,-6.56,4.582,2.706,360,180,360,False,2.905
GOLD:0.50|IPO:0.30|MYB:0.10|OA:0.10,4,0.1,0.0,0.3,0.5,0.1,22.35,-4.28,-10.29,2.174,0.484,343,0,360,27.77,-2.92,-5.66,4.907,3.0,360,252,360,False,2.174
GOLD:0.60|IPO:0.30|OA:0.10,3,0.1,0.0,0.3,0.6,0.0,21.15,-5.48,-12.45,1.696,0.018,186,0,360,25.75,-4.9,-5.84,4.395,2.488,360,96,360,False,1.696
IPO:0.40|MYB:0.50|OA:0.10,3,0.1,0.0,0.4,0.0,0.5,28.07,1.4,-12.79,2.187,0.503,345,0,192,37.67,7.23,-12.79,2.938,1.015,360,0,288,False,2.187
GOLD:0.10|IPO:0.40|MYB:0.40|OA:0.10,4,0.1,0.0,0.4,0.1,0.4,27.23,0.52,-10.22,2.644,0.953,360,0,240,36.01,5.42,-10.22,3.502,1.572,360,0,312,False,2.644
GOLD:0.20|IPO:0.40|MYB:0.30|OA:0.10,4,0.1,0.0,0.4,0.2,0.3,26.3,-0.45,-8.48,3.086,1.435,360,0,288,34.28,3.55,-8.48,4.028,2.135,360,60,348,False,3.086
GOLD:0.30|IPO:0.40|MYB:0.20|OA:0.10,4,0.1,0.0,0.4,0.3,0.2,25.26,-1.46,-7.17,3.523,1.848,360,12,348,32.34,1.65,-7.17,4.517,2.608,360,156,360,False,3.523
GOLD:0.40|IPO:0.40|MYB:0.10|OA:0.10,4,0.1,0.0,0.4,0.4,0.1,24.09,-2.53,-7.84,3.081,1.387,360,0,360,30.35,-0.33,-6.61,4.595,2.676,360,96,360,False,3.081
GOLD:0.50|IPO:0.40|OA:0.10,3,0.1,0.0,0.4,0.5,0.0,22.91,-3.64,-10.04,2.28,0.596,351,0,360,28.36,-2.26,-6.82,4.153,2.246,360,36,360,False,2.28
IPO:0.50|MYB:0.40|OA:0.10,3,0.1,0.0,0.5,0.0,0.4,28.82,2.08,-13.71,2.099,0.426,334,0,24,38.53,7.97,-13.71,2.81,0.893,360,0,84,False,2.099
GOLD:0.10|IPO:0.50|MYB:0.30|OA:0.10,4,0.1,0.0,0.5,0.1,0.3,27.94,1.18,-11.0,2.523,0.851,360,0,72,36.8,6.13,-11.0,3.324,1.433,360,0,144,False,2.523
GOLD:0.20|IPO:0.50|MYB:0.20|OA:0.10,4,0.1,0.0,0.5,0.2,0.2,26.83,0.19,-8.53,3.147,1.45,360,0,144,34.79,4.22,-8.53,4.08,2.157,360,0,300,False,3.147
GOLD:0.30|IPO:0.50|MYB:0.10|OA:0.10,4,0.1,0.0,0.5,0.3,0.1,25.76,-0.88,-7.62,3.388,1.703,360,0,360,32.91,2.29,-7.62,4.338,2.415,360,96,360,False,3.388
GOLD:0.40|IPO:0.50|OA:0.10,3,0.1,0.0,0.5,0.4,0.0,24.6,-1.97,-7.81,3.155,1.47,360,0,360,30.93,0.38,-7.81,3.963,2.055,360,0,360,False,3.155
IPO:0.60|MYB:0.30|OA:0.10,3,0.1,0.0,0.6,0.0,0.3,29.4,2.75,-14.67,1.999,0.333,328,0,0,39.16,8.63,-14.67,2.669,0.755,355,0,0,False,1.999
GOLD:0.10|IPO:0.60|MYB:0.20|OA:0.10,4,0.1,0.0,0.6,0.1,0.2,28.36,1.82,-11.99,2.377,0.705,357,0,0,37.24,6.76,-11.99,3.125,1.221,360,0,0,False,2.377
GOLD:0.20|IPO:0.60|MYB:0.10|OA:0.10,4,0.1,0.0,0.6,0.2,0.1,27.37,0.74,-9.29,2.959,1.262,360,0,0,35.41,4.9,-9.29,3.811,1.904,360,0,144,False,2.959
GOLD:0.30|IPO:0.60|OA:0.10,3,0.1,0.0,0.6,0.3,0.0,26.24,-0.32,-8.81,2.978,1.303,360,0,360,33.44,2.98,-8.81,3.792,1.887,360,0,300,False,2.978
IPO:0.70|MYB:0.20|OA:0.10,3,0.1,0.0,0.7,0.0,0.2,29.84,3.27,-15.64,1.922,0.247,303,0,0,39.66,9.39,-15.64,2.553,0.629,349,0,0,False,1.922
GOLD:0.10|IPO:0.70|MYB:0.10|OA:0.10,4,0.1,0.0,0.7,0.1,0.1,28.91,2.3,-12.99,2.251,0.572,349,0,0,37.85,7.53,-12.99,2.95,1.033,360,0,0,False,2.251
GOLD:0.20|IPO:0.70|OA:0.10,3,0.1,0.0,0.7,0.2,0.0,27.81,1.24,-10.29,2.701,1.005,360,0,0,35.89,5.57,-10.29,3.456,1.548,360,0,60,False,2.701
IPO:0.80|MYB:0.10|OA:0.10,3,0.1,0.0,0.8,0.0,0.1,30.35,3.75,-16.6,1.847,0.161,263,0,0,40.18,9.89,-16.6,2.446,0.517,342,0,12,False,1.847
GOLD:0.10|IPO:0.80|OA:0.10,3,0.1,0.0,0.8,0.1,0.0,29.31,2.75,-14.0,2.137,0.436,339,0,0,38.29,8.01,-14.0,2.787,0.841,357,0,12,False,2.137
IPO:0.90|OA:0.10,2,0.1,0.0,0.9,0.0,0.0,30.75,4.25,-17.61,1.771,0.08,226,0,0,40.61,10.42,-17.61,2.336,0.407,333,0,228,False,1.771
MYB:0.80|OA:0.10|TN:0.10,3,0.1,0.1,0.0,0.0,0.8,24.41,-2.06,-14.25,1.698,0.022,197,0,0,32.6,2.45,-14.25,2.262,0.351,314,0,0,False,1.698
GOLD:0.10|MYB:0.70|OA:0.10|TN:0.10,4,0.1,0.1,0.0,0.1,0.7,23.64,-2.86,-11.94,1.977,0.292,313,0,0,31.01,0.8,-11.94,2.592,0.679,353,0,0,False,1.977
GOLD:0.20|MYB:0.60|OA:0.10|TN:0.10,4,0.1,0.1,0.0,0.2,0.6,22.78,-3.75,-10.12,2.241,0.533,349,0,0,29.38,-0.91,-10.12,2.887,0.949,359,0,0,False,2.241
GOLD:0.30|MYB:0.50|OA:0.10|TN:0.10,4,0.1,0.1,0.0,0.3,0.5,21.86,-4.7,-8.82,2.478,0.778,359,0,0,27.7,-2.63,-8.82,3.133,1.209,360,0,0,False,2.478
GOLD:0.40|MYB:0.40|OA:0.10|TN:0.10,4,0.1,0.1,0.0,0.4,0.4,20.88,-5.71,-9.52,2.19,0.525,348,0,0,25.92,-4.33,-7.57,3.436,1.503,360,0,0,False,2.19
GOLD:0.50|MYB:0.30|OA:0.10|TN:0.10,4,0.1,0.1,0.0,0.5,0.3,19.83,-6.77,-11.68,1.691,0.019,193,0,0,24.13,-6.25,-6.71,3.592,1.68,360,0,0,False,1.691
GOLD:0.60|MYB:0.20|OA:0.10|TN:0.10,4,0.1,0.1,0.0,0.6,0.2,18.72,-7.91,-13.81,1.35,-0.323,22,0,0,22.22,-8.18,-6.81,3.264,1.353,360,0,0,False,1.35
GOLD:0.70|MYB:0.10|OA:0.10|TN:0.10,4,0.1,0.1,0.0,0.7,0.1,17.52,-9.1,-15.89,1.097,-0.581,0,0,0,20.27,-10.18,-7.1,2.862,0.912,360,0,0,False,1.097
GOLD:0.80|OA:0.10|TN:0.10,3,0.1,0.1,0.0,0.8,0.0,16.27,-10.36,-17.94,0.902,-0.775,0,0,0,18.33,-12.2,-8.64,2.125,0.208,289,0,0,False,0.902
IPO:0.10|MYB:0.70|OA:0.10|TN:0.10,4,0.1,0.1,0.1,0.0,0.7,25.27,-1.23,-13.14,1.922,0.233,296,0,354,33.55,3.48,-13.14,2.553,0.63,351,0,359,False,1.922
GOLD:0.10|IPO:0.10|MYB:0.60|OA:0.10|TN:0.10,5,0.1,0.1,0.1,0.1,0.6,24.45,-2.08,-10.87,2.242,0.544,350,0,359,31.96,1.8,-10.87,2.93,1.002,360,0,360,False,2.242
GOLD:0.20|IPO:0.10|MYB:0.50|OA:0.10|TN:0.10,5,0.1,0.1,0.1,0.2,0.5,23.57,-2.98,-9.4,2.482,0.818,359,0,345,30.27,0.03,-9.4,3.186,1.307,360,0,360,False,2.482
GOLD:0.30|IPO:0.10|MYB:0.40|OA:0.10|TN:0.10,5,0.1,0.1,0.1,0.3,0.4,22.63,-3.96,-8.14,2.755,1.096,360,0,328,28.58,-1.74,-8.14,3.469,1.6,360,0,348,False,2.755
GOLD:0.40|IPO:0.10|MYB:0.30|OA:0.10|TN:0.10,5,0.1,0.1,0.1,0.4,0.3,21.63,-4.99,-9.26,2.326,0.669,356,0,360,26.8,-3.56,-6.9,3.853,1.976,360,0,341,False,2.326
GOLD:0.50|IPO:0.10|MYB:0.20|OA:0.10|TN:0.10,5,0.1,0.1,0.1,0.5,0.2,20.54,-6.07,-11.43,1.79,0.119,254,0,360,24.93,-5.51,-5.68,4.355,2.46,360,0,360,False,1.79
GOLD:0.60|IPO:0.10|MYB:0.10|OA:0.10|TN:0.10,5,0.1,0.1,0.1,0.6,0.1,19.39,-7.22,-13.56,1.423,-0.245,30,0,360,22.98,-7.47,-5.75,3.989,2.067,360,0,360,False,1.423
GOLD:0.70|IPO:0.10|OA:0.10|TN:0.10,4,0.1,0.1,0.1,0.7,0.0,18.17,-8.45,-15.65,1.155,-0.515,0,0,360,20.99,-9.5,-6.28,3.354,1.385,360,0,360,False,1.155
IPO:0.20|MYB:0.60|OA:0.10|TN:0.10,4,0.1,0.1,0.2,0.0,0.6,26.07,-0.47,-12.21,2.144,0.451,339,0,355,34.52,4.42,-12.21,2.835,0.906,360,0,359,False,2.144
GOLD:0.10|IPO:0.20|MYB:0.50|OA:0.10|TN:0.10,5,0.1,0.1,0.2,0.1,0.5,25.23,-1.32,-10.14,2.465,0.808,359,0,345,32.87,2.7,-10.14,3.214,1.328,360,0,360,False,2.465
GOLD:0.20|IPO:0.20|MYB:0.40|OA:0.10|TN:0.10,5,0.1,0.1,0.2,0.2,0.4,24.32,-2.27,-8.8,2.741,1.093,360,0,315,31.19,0.92,-8.8,3.512,1.637,360,0,351,False,2.741
GOLD:0.30|IPO:0.20|MYB:0.30|OA:0.10|TN:0.10,5,0.1,0.1,0.2,0.3,0.3,23.35,-3.27,-7.56,3.074,1.414,360,0,356,29.44,-0.92,-7.56,3.865,2.007,360,1,332,False,3.074
GOLD:0.40|IPO:0.20|MYB:0.20|OA:0.10|TN:0.10,5,0.1,0.1,0.2,0.4,0.2,22.3,-4.27,-9.0,2.469,0.817,360,0,360,27.54,-2.81,-6.25,4.384,2.534,360,44,360,False,2.469
GOLD:0.50|IPO:0.20|MYB:0.10|OA:0.10|TN:0.10,5,0.1,0.1,0.2,0.5,0.1,21.19,-5.4,-11.17,1.888,0.227,311,0,360,25.61,-4.77,-5.09,5.04,3.154,360,65,360,False,1.888
GOLD:0.60|IPO:0.20|OA:0.10|TN:0.10,4,0.1,0.1,0.2,0.6,0.0,19.98,-6.6,-13.31,1.498,-0.166,61,0,360,23.63,-6.72,-5.15,4.568,2.656,360,3,360,False,1.498
IPO:0.30|MYB:0.50|OA:0.10|TN:0.10,4,0.1,0.1,0.3,0.0,0.5,26.83,0.27,-11.65,2.296,0.598,352,0,312,35.42,5.3,-11.65,3.026,1.098,360,0,348,False,2.296
GOLD:0.10|IPO:0.30|MYB:0.40|OA:0.10|TN:0.10,5,0.1,0.1,0.3,0.1,0.4,25.96,-0.63,-9.56,2.706,1.037,360,0,316,33.76,3.48,-9.56,3.518,1.608,360,0,350,False,2.706
GOLD:0.20|IPO:0.30|MYB:0.30|OA:0.10|TN:0.10,5,0.1,0.1,0.3,0.2,0.3,25.03,-1.58,-8.22,3.032,1.4,360,0,298,32.03,1.67,-8.22,3.875,2.019,360,2,334,False,3.032
GOLD:0.30|IPO:0.30|MYB:0.20|OA:0.10|TN:0.10,5,0.1,0.1,0.3,0.3,0.2,24.03,-2.61,-6.97,3.457,1.762,360,0,359,30.13,-0.25,-6.9,4.362,2.484,360,59,329,False,3.457
GOLD:0.40|IPO:0.30|MYB:0.10|OA:0.10|TN:0.10,5,0.1,0.1,0.3,0.4,0.1,22.94,-3.67,-8.74,2.617,0.959,360,0,360,28.25,-2.23,-5.59,5.052,3.14,360,61,360,False,2.617
GOLD:0.50|IPO:0.30|OA:0.10|TN:0.10,4,0.1,0.1,0.3,0.5,0.0,21.79,-4.8,-10.92,1.992,0.327,326,0,360,26.31,-4.18,-5.42,4.884,2.978,360,22,360,False,1.992
IPO:0.40|MYB:0.40|OA:0.10|TN:0.10,4,0.1,0.1,0.4,0.0,0.4,27.53,0.94,-12.31,2.248,0.571,350,0,78,36.24,5.98,-12.31,2.957,1.039,360,0,192,False,2.248
GOLD:0.10|IPO:0.40|MYB:0.30|OA:0.10|TN:0.10,5,0.1,0.1,0.4,0.1,0.3,26.65,0.06,-9.68,2.75,1.076,360,0,141,34.53,4.15,-9.68,3.561,1.648,360,0,232,False,2.75
GOLD:0.20|IPO:0.40|MYB:0.20|OA:0.10|TN:0.10,5,0.1,0.1,0.4,0.2,0.2,25.68,-0.91,-7.72,3.337,1.627,360,0,204,32.73,2.27,-7.72,4.256,2.308,360,3,300,False,3.337
GOLD:0.30|IPO:0.40|MYB:0.10|OA:0.10|TN:0.10,5,0.1,0.1,0.4,0.3,0.1,24.64,-1.96,-6.6,3.719,2.01,360,0,360,30.87,0.4,-6.55,4.7,2.751,360,14,346,False,3.719
GOLD:0.40|IPO:0.40|OA:0.10|TN:0.10,4,0.1,0.1,0.4,0.4,0.0,23.55,-3.08,-8.48,2.768,1.109,360,0,360,28.93,-1.54,-6.46,4.497,2.571,360,0,360,False,2.768
IPO:0.50|MYB:0.30|OA:0.10|TN:0.10,4,0.1,0.1,0.5,0.0,0.3,28.21,1.66,-13.24,2.137,0.466,338,0,0,37.02,6.72,-13.24,2.804,0.887,360,0,18,False,2.137
GOLD:0.10|IPO:0.50|MYB:0.20|OA:0.10|TN:0.10,5,0.1,0.1,0.5,0.1,0.2,27.29,0.71,-10.54,2.593,0.914,360,0,4,35.21,4.89,-10.54,3.344,1.441,360,0,65,False,2.593
GOLD:0.20|IPO:0.50|MYB:0.10|OA:0.10|TN:0.10,5,0.1,0.1,0.5,0.2,0.1,26.28,-0.32,-8.14,3.214,1.542,360,0,24,33.36,3.07,-8.14,4.084,2.184,360,0,120,False,3.214
