series,window,dow_filter,outcome,signal,quintile,lo,hi,n,mean,median,p90,p95,max,pct_gt_p80all
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,cpr_today,Q4,0.1994,0.3199,111,0.29,0.23,0.51,0.58,1.42,8.1
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,cpr_today,Q5,0.3199,1.5319,112,0.35,0.28,0.6,0.84,1.36,14.3
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,cpr_prev,Q1,0.0012,0.0676,111,0.28,0.24,0.46,0.66,1.02,9.0
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,cpr_prev,Q2,0.0676,0.1315,111,0.3,0.24,0.52,0.61,1.42,9.0
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,cpr_prev,Q3,0.1315,0.2163,112,0.3,0.24,0.54,0.69,1.3,11.6
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,cpr_prev,Q4,0.2163,0.3615,111,0.3,0.24,0.52,0.62,1.02,9.9
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,cpr_prev,Q5,0.3615,2.2879,112,0.31,0.25,0.53,0.74,1.36,10.7
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_this,Q1,0.0001,0.199,112,0.3,0.24,0.55,0.69,1.36,11.6
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_this,Q2,0.199,0.3804,111,0.31,0.24,0.56,0.63,1.02,13.5
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_this,Q3,0.3804,0.5737,111,0.27,0.23,0.45,0.54,0.75,6.3
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_this,Q4,0.5737,0.8311,111,0.29,0.25,0.49,0.66,1.3,8.1
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_this,Q5,0.8311,2.9657,112,0.32,0.27,0.53,0.74,1.42,10.7
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_prev,Q1,0.0001,0.201,112,0.28,0.23,0.49,0.62,1.0,8.9
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_prev,Q2,0.201,0.3813,111,0.33,0.27,0.63,0.7,1.42,13.5
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_prev,Q3,0.3813,0.5715,111,0.28,0.21,0.5,0.59,1.36,7.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_prev,Q4,0.5715,0.8321,111,0.32,0.25,0.56,0.78,1.3,12.6
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,wcpr_prev,Q5,0.8321,2.9657,112,0.28,0.24,0.49,0.59,0.97,8.0
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_abs,Q1,0.0017,0.0991,112,0.31,0.23,0.59,0.67,1.03,15.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_abs,Q2,0.0991,0.2031,111,0.31,0.26,0.55,0.66,0.94,11.7
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_abs,Q3,0.2031,0.3197,111,0.27,0.24,0.42,0.51,0.75,3.6
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_abs,Q4,0.3197,0.5107,110,0.28,0.21,0.52,0.67,1.02,8.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_abs,Q5,0.5107,5.572,113,0.33,0.26,0.57,0.87,1.42,11.5
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_pct,Q1,-5.572,-0.1586,112,0.32,0.27,0.53,0.66,1.15,9.8
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_pct,Q2,-0.1586,0.0698,111,0.31,0.24,0.63,0.67,1.03,14.4
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_pct,Q3,0.0698,0.2246,111,0.29,0.25,0.52,0.58,0.98,9.9
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_pct,Q4,0.2246,0.4236,111,0.25,0.2,0.42,0.51,0.88,4.5
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,gap_pct,Q5,0.4236,4.2153,112,0.32,0.25,0.56,0.7,1.42,11.6
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_pct,Q1,0.3026,0.6363,112,0.28,0.23,0.54,0.66,1.02,10.7
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_pct,Q2,0.6363,0.8183,111,0.26,0.23,0.5,0.6,0.94,9.0
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_pct,Q3,0.8183,1.0071,111,0.3,0.23,0.52,0.65,1.15,9.9
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_pct,Q4,1.0071,1.4351,111,0.3,0.25,0.46,0.53,1.42,5.4
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_pct,Q5,1.4351,8.673,112,0.35,0.27,0.6,0.78,1.36,15.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_rel,Q1,0.232,0.6322,112,0.28,0.22,0.51,0.65,1.02,8.9
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_rel,Q2,0.6322,0.8009,111,0.26,0.21,0.45,0.59,1.15,6.3
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_rel,Q3,0.8009,0.9915,111,0.29,0.25,0.52,0.64,0.97,9.9
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_rel,Q4,0.9915,1.3082,111,0.31,0.24,0.5,0.63,1.42,9.9
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pdr_rel,Q5,1.3082,8.9167,112,0.36,0.29,0.6,0.74,1.36,15.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,atr14_pct,Q1,0.5954,0.8533,112,0.31,0.26,0.54,0.66,1.02,11.6
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,atr14_pct,Q2,0.8533,1.016,111,0.28,0.21,0.56,0.7,1.02,11.7
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,atr14_pct,Q3,1.016,1.2011,111,0.32,0.25,0.59,0.66,1.42,11.7
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,atr14_pct,Q4,1.2011,1.4962,111,0.27,0.24,0.46,0.54,0.88,5.4
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,atr14_pct,Q5,1.4962,8.6007,112,0.32,0.26,0.52,0.65,1.36,9.8
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_open,Q1,9.38,12.75,111,0.28,0.23,0.53,0.67,1.02,9.9
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_open,Q2,12.75,14.514,112,0.32,0.27,0.59,0.65,1.02,13.4
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_open,Q3,14.514,16.46,111,0.31,0.25,0.56,0.68,1.15,12.6
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_open,Q4,16.46,19.672,111,0.27,0.21,0.46,0.54,1.42,5.4
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_open,Q5,19.672,83.61,112,0.3,0.25,0.51,0.72,1.36,8.9
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_oc_pct,Q1,-0.07,0.0,16,0.27,0.24,0.42,0.5,0.72,6.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_oc_pct,Q5,0.0,0.0,540,0.3,0.24,0.53,0.67,1.42,10.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_oc_pts,Q1,-0.01,0.0,16,0.27,0.24,0.42,0.5,0.72,6.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_oc_pts,Q5,0.0,0.0,540,0.3,0.24,0.53,0.67,1.42,10.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,Q1,-19.791,-3.56,111,0.27,0.24,0.44,0.52,0.97,4.5
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,Q2,-3.56,-1.501,111,0.27,0.23,0.47,0.53,1.02,5.4
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,Q3,-1.501,0.347,111,0.29,0.23,0.5,0.65,1.42,9.0
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,Q4,0.347,2.472,111,0.32,0.26,0.55,0.67,1.15,12.6
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,Q5,2.472,27.746,112,0.34,0.25,0.62,0.74,1.36,18.8
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q1,-7.48,-0.57,111,0.27,0.24,0.44,0.52,0.97,4.5
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q2,-0.57,-0.22,109,0.27,0.23,0.47,0.51,1.02,3.7
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q3,-0.22,0.05,112,0.3,0.23,0.53,0.66,1.42,10.7
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q4,0.05,0.38,111,0.32,0.26,0.59,0.68,1.15,13.5
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q5,0.38,11.62,113,0.34,0.25,0.61,0.74,1.36,17.7
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q1,0.06,8.74,111,0.29,0.23,0.54,0.63,1.02,10.8
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q2,8.74,16.962,112,0.25,0.21,0.41,0.52,1.15,4.5
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q3,16.962,29.664,111,0.28,0.23,0.5,0.64,1.42,8.1
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q4,29.664,47.614,111,0.28,0.23,0.51,0.68,0.88,7.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q5,47.614,444.36,112,0.39,0.32,0.67,0.95,1.36,19.6
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q1,15.78,34.038,112,0.25,0.21,0.42,0.55,1.02,6.2
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q2,34.038,44.41,111,0.27,0.23,0.43,0.63,0.78,8.1
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q3,44.41,55.278,111,0.28,0.22,0.53,0.68,1.42,10.8
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q4,55.278,74.566,111,0.29,0.25,0.5,0.52,0.88,4.5
NIFTY50_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q5,74.566,520.28,112,0.4,0.32,0.71,0.95,1.36,20.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q1,0.0002,0.0676,552,27.65,21.3,51.21,60.58,174.82,7.8
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q2,0.0676,0.1294,552,26.68,21.84,45.38,59.46,248.58,5.3
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q3,0.1294,0.2044,552,29.68,23.74,54.59,74.71,156.26,9.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q4,0.2044,0.3166,552,31.15,26.55,54.47,68.41,166.95,8.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q5,0.3166,4.0041,553,47.54,34.91,74.1,104.21,702.83,19.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q1,0.0002,0.0676,550,28.12,22.66,49.31,63.84,504.02,6.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q2,0.0676,0.1294,554,29.27,23.44,49.57,61.77,702.83,7.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q3,0.1294,0.2042,552,29.48,23.42,52.05,66.61,219.9,8.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q4,0.2042,0.3159,552,31.91,26.36,57.47,70.56,215.52,10.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q5,0.3159,4.0041,553,43.92,31.66,77.79,105.24,572.63,17.9
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q1,0.0001,0.1951,549,29.5,24.82,54.13,69.1,176.42,9.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q2,0.1951,0.3707,555,29.82,22.26,50.78,62.96,572.63,7.6
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q3,0.3707,0.5687,550,29.23,23.44,51.28,64.8,504.02,7.6
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q4,0.5687,0.8253,554,31.01,25.56,53.98,69.5,219.9,8.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q5,0.8253,2.9657,553,43.14,33.08,74.8,104.91,702.83,17.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q1,0.0001,0.1983,552,28.59,23.36,49.44,63.15,106.69,6.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q2,0.1983,0.3763,548,29.39,24.06,51.8,64.89,215.52,7.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q3,0.3763,0.5714,555,31.61,24.24,57.03,70.39,504.02,10.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q4,0.5714,0.8253,549,32.27,25.4,58.32,75.44,219.9,11.3
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q5,0.8253,2.9657,557,40.78,28.69,68.41,89.23,702.83,14.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q1,0.0,0.1016,552,28.55,23.5,49.74,61.29,184.17,6.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q2,0.1016,0.2108,552,28.99,23.91,52.12,65.54,128.55,8.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q3,0.2108,0.3425,551,28.15,23.38,49.6,61.84,178.51,7.3
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q4,0.3425,0.5726,553,31.9,25.4,57.32,75.45,504.02,10.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q5,0.5726,9.1448,553,45.11,32.54,73.01,115.07,702.83,17.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q1,-9.1448,-0.1621,552,37.89,28.13,63.02,80.02,702.83,11.8
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q2,-0.1621,0.0669,552,29.68,23.74,54.92,67.33,184.17,8.9
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q3,0.0669,0.2331,552,27.68,23.58,48.28,60.27,117.55,6.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q4,0.2331,0.4374,552,29.84,22.97,53.4,73.39,504.02,8.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q5,0.4374,4.8614,553,37.63,29.05,65.35,91.32,347.76,14.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q1,0.1895,0.6317,552,22.14,18.74,40.3,48.61,96.64,3.4
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q2,0.6317,0.8195,551,26.82,22.12,48.93,62.68,156.26,6.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q3,0.8195,1.0448,553,29.7,23.62,53.58,69.22,174.82,8.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q4,1.0448,1.416,552,32.98,28.2,55.53,69.08,166.95,9.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q5,1.416,16.1147,553,51.04,37.37,79.83,115.07,702.83,23.3
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q1,0.2116,0.6349,552,27.6,21.37,49.3,66.88,167.69,7.6
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q2,0.6349,0.8135,552,29.97,23.48,53.34,77.44,174.82,9.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q3,0.8135,1.0138,552,29.85,23.66,54.66,63.56,316.36,7.6
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q4,1.0138,1.318,552,32.39,26.29,52.45,69.45,504.02,8.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q5,1.318,9.0191,553,42.9,33.18,69.88,84.11,702.83,17.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q1,0.5495,0.8441,552,22.65,19.23,40.99,47.44,87.29,1.8
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q2,0.8441,1.0105,552,25.02,20.94,42.38,56.74,105.4,5.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q3,1.0105,1.1963,551,32.11,24.88,55.54,70.44,504.02,9.4
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q4,1.1963,1.4787,553,33.98,28.55,61.43,77.4,215.52,12.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q5,1.4787,8.946,553,48.93,37.72,81.36,107.43,702.83,21.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q1,9.15,12.708,552,21.94,19.01,38.91,45.32,77.06,1.8
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q2,12.708,14.49,550,25.84,20.78,46.42,55.09,156.26,4.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q3,14.49,16.4,553,30.31,24.65,51.96,65.39,504.02,8.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q4,16.4,19.522,553,34.23,27.76,61.07,74.36,174.82,13.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q5,19.522,83.61,552,50.4,37.8,83.04,120.57,702.83,22.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pct,Q1,-11.265,0.0,78,33.88,29.18,57.38,77.94,99.6,10.3
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pct,Q5,0.0,2.798,2681,32.52,25.18,56.41,72.88,702.83,10.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pts,Q1,-1.71,0.0,78,33.88,29.18,57.38,77.94,99.6,10.3
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pts,Q5,0.0,0.49,2681,32.52,25.18,56.41,72.88,702.83,10.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q1,-29.75,-3.3066,552,34.3,26.1,60.22,80.46,572.63,11.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q2,-3.3066,-1.2848,552,28.04,22.87,50.97,62.53,174.82,7.4
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q3,-1.2848,0.6002,551,28.41,22.65,49.53,62.69,184.17,6.9
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q4,0.6002,3.2294,552,32.25,24.66,51.81,72.58,532.72,8.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q5,3.2294,65.625,552,39.78,30.94,68.93,82.67,702.83,15.8
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q1,-8.22,-0.53,548,36.25,27.82,62.18,82.95,572.63,12.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q2,-0.53,-0.19,545,27.27,22.05,51.29,64.26,113.51,8.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q3,-0.19,0.09,558,27.15,21.68,47.61,58.43,184.17,5.6
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q4,0.09,0.5,554,29.97,24.16,49.81,63.2,504.02,7.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q5,0.5,11.62,554,42.16,32.02,70.48,91.6,702.83,17.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q1,0.05,9.06,552,28.79,23.63,48.97,61.57,702.83,6.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q2,9.06,18.36,551,27.62,23.37,48.53,58.34,156.26,5.8
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q3,18.36,30.56,553,30.47,23.82,53.36,69.42,504.02,8.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q4,30.56,48.82,552,30.54,25.26,54.95,67.33,174.82,8.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q5,48.82,444.36,553,45.28,33.34,77.16,107.43,572.63,20.3
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q1,12.97,35.86,552,22.32,19.08,38.85,48.29,133.32,3.3
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q2,35.86,46.45,552,25.44,21.25,43.2,52.33,166.95,4.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q3,46.45,58.12,552,29.14,24.14,49.23,57.9,504.02,6.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q4,58.12,78.37,552,32.32,27.9,54.07,69.67,174.82,8.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q5,78.37,755.31,553,53.47,40.46,90.44,121.09,702.83,27.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q1,0.0002,0.0676,551,0.29,0.25,0.55,0.68,1.51,10.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q2,0.0676,0.1294,552,0.27,0.23,0.47,0.59,1.25,7.4
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q3,0.1294,0.2044,552,0.3,0.24,0.53,0.66,1.73,9.8
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q4,0.2044,0.3167,553,0.31,0.26,0.54,0.63,1.42,10.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q5,0.3167,4.0041,552,0.35,0.29,0.56,0.72,5.15,12.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q1,0.0002,0.0676,550,0.3,0.24,0.52,0.66,5.15,9.8
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q2,0.0676,0.1294,554,0.29,0.25,0.52,0.62,2.71,9.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q3,0.1294,0.2043,552,0.3,0.25,0.51,0.63,1.3,8.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q4,0.2043,0.3159,552,0.31,0.26,0.55,0.65,1.22,10.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q5,0.3159,4.0041,552,0.33,0.27,0.57,0.75,1.4,12.1
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q1,0.0001,0.1951,548,0.3,0.25,0.54,0.66,1.36,10.4
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q2,0.1951,0.3707,555,0.3,0.26,0.55,0.63,1.35,11.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q3,0.3707,0.5687,550,0.3,0.25,0.5,0.63,5.15,8.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q4,0.5687,0.8253,554,0.3,0.25,0.55,0.64,1.3,10.8
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q5,0.8253,2.9657,553,0.33,0.27,0.53,0.68,2.71,9.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q1,0.0001,0.1983,551,0.28,0.24,0.5,0.62,1.0,8.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q2,0.1983,0.378,553,0.31,0.27,0.54,0.64,1.22,10.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q3,0.378,0.5714,550,0.31,0.26,0.55,0.63,5.15,10.5
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q4,0.5714,0.8262,554,0.31,0.25,0.55,0.73,1.4,11.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q5,0.8262,2.9657,552,0.3,0.25,0.52,0.64,2.71,8.9
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q1,0.0,0.1016,552,0.3,0.25,0.52,0.64,1.4,9.4
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q2,0.1016,0.2109,552,0.3,0.25,0.53,0.63,1.09,10.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q3,0.2109,0.3427,552,0.29,0.25,0.5,0.6,1.17,8.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q4,0.3427,0.5726,552,0.31,0.25,0.55,0.68,5.15,10.7
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q5,0.5726,9.1448,552,0.33,0.27,0.57,0.76,2.71,12.0
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q1,-9.1448,-0.1622,552,0.33,0.27,0.55,0.69,2.71,10.9
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q2,-0.1622,0.0668,552,0.31,0.26,0.57,0.68,1.4,11.4
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q3,0.0668,0.2334,552,0.29,0.25,0.51,0.6,1.08,8.2
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q4,0.2334,0.4374,551,0.3,0.24,0.53,0.64,5.15,9.6
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q5,0.4374,4.8614,553,0.3,0.25,0.52,0.63,1.51,9.9
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,pdr_pct,Q1,0.1895,0.6317,551,0.26,0.22,0.46,0.59,1.02,7.4
NIFTY50_5MIN,WED_1030_1200,ALL,exc_norm,pdr_pct,Q2,0.6317,0.8201,553,0.29,0.24,0.53,0.65,1.73,9.9
