symbol,months,n_young,n_young_liq,first
AMANTA-BE,6,124,0,2025-09-09
AMANTA-BE,12,242,0,2025-09-09
AMANTA-BE,24,242,0,2025-09-09
AMANTA-BE,36,242,0,2025-09-09
AMBALALSA-BE,3,62,0,2026-04-20
AMBALALSA-BE,6,93,0,2026-04-20
AMBALALSA-BE,12,93,0,2026-04-20
AMBALALSA-BE,24,93,0,2026-04-20
AMBALALSA-BE,36,93,0,2026-04-20
AMBER,3,60,30,2018-01-30
AMBER,6,125,30,2018-01-30
AMBER,12,246,30,2018-01-30
AMBER,24,491,40,2018-01-30
AMBER,36,741,290,2018-01-30
AMBICAAGAR,3,63,0,2021-04-22
AMBICAAGAR,6,125,0,2021-04-22
AMBICAAGAR,12,249,0,2021-04-22
AMBICAAGAR,24,496,0,2021-04-22
AMBICAAGAR,36,743,0,2021-04-22
AMBIKCO,3,60,0,2008-01-29
AMBIKCO,6,123,0,2008-01-29
AMBIKCO,12,243,0,2008-01-29
AMBIKCO,24,485,0,2008-01-29
AMBIKCO,36,737,0,2008-01-29
AMBUJACEM,3,62,43,2005-01-03
AMBUJACEM,6,126,107,2005-01-03
AMBUJACEM,12,250,231,2005-01-03
AMBUJACEM,24,497,478,2005-01-03
AMBUJACEM,36,747,728,2005-01-03
AMDIND,3,61,0,2007-03-19
AMDIND,6,125,0,2007-03-19
AMDIND,12,252,0,2007-03-19
AMDIND,24,493,0,2007-03-19
AMDIND,36,736,0,2007-03-19
AMJLAND,3,62,0,2005-01-03
AMJLAND,6,126,0,2005-01-03
AMJLAND,12,250,0,2005-01-03
AMJLAND,24,497,0,2005-01-03
AMJLAND,36,747,0,2005-01-03
AMNPLST,3,60,0,2023-11-10
AMNPLST,6,119,0,2023-11-10
AMNPLST,12,244,0,2023-11-10
AMNPLST,24,490,0,2023-11-10
AMNPLST,36,694,0,2023-11-10
AMRUTANJAN,3,61,0,2009-11-05
AMRUTANJAN,6,121,18,2009-11-05
AMRUTANJAN,12,251,18,2009-11-05
AMRUTANJAN,24,498,68,2009-11-05
AMRUTANJAN,36,744,80,2009-11-05
ANANDRATHI,3,63,44,2021-12-14
ANANDRATHI,6,124,60,2021-12-14
ANANDRATHI,12,249,60,2021-12-14
ANANDRATHI,24,497,191,2021-12-14
ANANDRATHI,36,745,439,2021-12-14
ANANTRAJ,3,61,0,2006-09-27
ANANTRAJ,6,121,0,2006-09-27
ANANTRAJ,12,248,0,2006-09-27
ANANTRAJ,24,497,0,2006-09-27
ANANTRAJ,36,738,19,2006-09-27
ANDHRAPAP,3,62,0,2005-01-03
ANDHRAPAP,6,126,0,2005-01-03
ANDHRAPAP,12,250,0,2005-01-03
ANDHRAPAP,24,497,0,2005-01-03
ANDHRAPAP,36,747,0,2005-01-03
ANDHRSUGAR,3,62,0,2005-01-03
ANDHRSUGAR,6,126,0,2005-01-03
ANDHRSUGAR,12,250,0,2005-01-03
ANDHRSUGAR,24,497,26,2005-01-03
ANDHRSUGAR,36,747,26,2005-01-03
ANDREWYU,3,62,0,2021-08-05
ANDREWYU,6,124,0,2021-08-05
ANDREWYU,12,250,0,2021-08-05
ANDREWYU,24,496,0,2021-08-05
ANDREWYU,36,550,19,2021-08-05
ANGELONE,3,63,44,2020-10-05
ANGELONE,6,124,74,2020-10-05
ANGELONE,12,249,187,2020-10-05
ANGELONE,24,497,435,2020-10-05
ANGELONE,36,745,683,2020-10-05
ANIKINDS,3,58,0,2015-01-01
ANIKINDS,6,111,0,2015-01-01
ANIKINDS,12,228,0,2015-01-01
ANIKINDS,24,456,0,2015-01-01
ANIKINDS,36,700,0,2015-01-01
ANMOL,3,63,0,2021-06-04
ANMOL,6,124,0,2021-06-04
ANMOL,12,248,0,2021-06-04
ANMOL,24,495,0,2021-06-04
ANMOL,36,739,35,2021-06-04
ANNAPURNA,3,62,0,2022-09-27
ANNAPURNA,6,125,0,2022-09-27
ANNAPURNA,12,248,0,2022-09-27
ANNAPURNA,24,496,28,2022-09-27
ANNAPURNA,36,745,43,2022-09-27
ANTELOPUS,3,61,0,2025-09-11
ANTELOPUS,6,122,30,2025-09-11
ANTELOPUS,12,163,71,2025-09-11
ANTELOPUS,24,163,71,2025-09-11
ANTELOPUS,36,163,71,2025-09-11
ANTGRAPHIC,3,61,0,2015-01-01
ANTGRAPHIC,6,123,0,2015-01-01
ANTGRAPHIC,12,238,0,2015-01-01
ANTGRAPHIC,24,483,0,2015-01-01
ANTGRAPHIC,36,728,0,2015-01-01
ANTHEM,3,62,43,2025-07-21
ANTHEM,6,123,104,2025-07-21
ANTHEM,12,200,181,2025-07-21
ANTHEM,24,200,181,2025-07-21
ANTHEM,36,200,181,2025-07-21
ANUHPHR,3,63,0,2024-12-20
ANUHPHR,6,123,0,2024-12-20
ANUHPHR,12,248,0,2024-12-20
ANUHPHR,24,422,0,2024-12-20
ANUHPHR,36,422,0,2024-12-20
ANUP,3,58,0,2019-03-01
ANUP,6,120,0,2019-03-01
ANUP,12,242,0,2019-03-01
ANUP,24,491,0,2019-03-01
ANUP,36,739,32,2019-03-01
ANURAS,3,60,41,2021-03-24
ANURAS,6,122,103,2021-03-24
ANURAS,12,247,225,2021-03-24
ANURAS,24,497,372,2021-03-24
ANURAS,36,741,616,2021-03-24
AONEGOLD,3,62,0,2025-09-10
AONEGOLD,6,124,0,2025-09-10
AONEGOLD,12,241,0,2025-09-10
AONEGOLD,24,241,0,2025-09-10
AONEGOLD,36,241,0,2025-09-10
AONENIFTY,3,63,0,2025-05-28
AONENIFTY,6,125,0,2025-05-28
AONENIFTY,12,247,0,2025-05-28
AONENIFTY,24,317,0,2025-05-28
AONENIFTY,36,317,0,2025-05-28
AONESILVER,3,58,0,2026-03-02
AONESILVER,6,122,0,2026-03-02
AONESILVER,12,123,0,2026-03-02
AONESILVER,24,123,0,2026-03-02
AONESILVER,36,123,0,2026-03-02
AONETMMQ50,3,63,0,2025-11-27
AONETMMQ50,6,121,0,2025-11-27
AONETMMQ50,12,188,0,2025-11-27
AONETMMQ50,24,188,0,2025-11-27
AONETMMQ50,36,188,0,2025-11-27
AONETOTAL,3,59,0,2025-03-05
AONETOTAL,6,122,0,2025-03-05
AONETOTAL,12,246,0,2025-03-05
AONETOTAL,24,370,0,2025-03-05
AONETOTAL,36,370,0,2025-03-05
APARINDS,3,62,0,2005-01-03
APARINDS,6,126,0,2005-01-03
APARINDS,12,250,0,2005-01-03
APARINDS,24,497,0,2005-01-03
APARINDS,36,747,0,2005-01-03
APCL,3,62,0,2017-04-10
APCL,6,124,0,2017-04-10
APCL,12,248,0,2017-04-10
APCL,24,495,0,2017-04-10
APCL,36,738,0,2017-04-10
APCOTEXIND,3,62,0,2005-01-03
APCOTEXIND,6,126,0,2005-01-03
APCOTEXIND,12,250,0,2005-01-03
APCOTEXIND,24,497,0,2005-01-03
APCOTEXIND,36,747,0,2005-01-03
APEX,3,63,44,2017-09-05
APEX,6,124,105,2017-09-05
APEX,12,250,195,2017-09-05
APEX,24,492,195,2017-09-05
APEX,36,739,330,2017-09-05
APLAPOLLO,3,62,0,2011-12-14
APLAPOLLO,6,124,0,2011-12-14
APLAPOLLO,12,248,0,2011-12-14
APLAPOLLO,24,496,0,2011-12-14
APLAPOLLO,36,738,0,2011-12-14
APLLTD,3,59,0,2011-09-20
APLLTD,6,121,0,2011-09-20
APLLTD,12,246,0,2011-09-20
APLLTD,24,494,0,2011-09-20
APLLTD,36,740,80,2011-09-20
APOLLO,3,60,2,2018-01-22
APOLLO,6,124,2,2018-01-22
APOLLO,12,246,2,2018-01-22
APOLLO,24,489,2,2018-01-22
APOLLO,36,739,2,2018-01-22
APOLLOHOSP,3,60,0,2003-01-27
APOLLOHOSP,6,124,0,2003-01-27
APOLLOHOSP,12,250,8,2003-01-27
APOLLOHOSP,24,478,19,2003-01-27
APOLLOHOSP,36,728,72,2003-01-27
APOLLOPIPE,3,63,0,2019-11-11
APOLLOPIPE,6,121,0,2019-11-11
APOLLOPIPE,12,250,0,2019-11-11
APOLLOPIPE,24,497,102,2019-11-11
APOLLOPIPE,36,745,143,2019-11-11
APOLLOTYRE,3,62,0,2005-01-03
APOLLOTYRE,6,126,0,2005-01-03
APOLLOTYRE,12,250,0,2005-01-03
APOLLOTYRE,24,497,0,2005-01-03
APOLLOTYRE,36,747,18,2005-01-03
APOLSINHOT,3,59,0,2015-02-16
APOLSINHOT,6,124,0,2015-02-16
APOLSINHOT,12,246,0,2015-02-16
APOLSINHOT,24,492,0,2015-02-16
APOLSINHOT,36,740,0,2015-02-16
APTECHT-BE,3,62,0,2005-01-03
APTECHT-BE,6,126,12,2005-01-03
APTECHT-BE,12,250,122,2005-01-03
APTECHT-BE,24,497,243,2005-01-03
APTECHT-BE,36,747,492,2005-01-03
APTUS,3,61,42,2021-08-24
APTUS,6,125,100,2021-08-24
APTUS,12,249,186,2021-08-24
APTUS,24,497,286,2021-08-24
APTUS,36,740,529,2021-08-24
AQYLON,3,60,0,2024-04-02
AQYLON,6,123,0,2024-04-02
AQYLON,12,248,0,2024-04-02
AQYLON,24,495,55,2024-04-02
AQYLON,36,601,126,2024-04-02
ARCHIDPLY,3,62,0,2008-07-04
ARCHIDPLY,6,121,0,2008-07-04
ARCHIDPLY,12,240,0,2008-07-04
ARCHIDPLY,24,485,0,2008-07-04
ARCHIDPLY,36,738,0,2008-07-04
ARCHIES,3,62,0,2005-01-03
ARCHIES,6,126,0,2005-01-03
ARCHIES,12,250,0,2005-01-03
ARCHIES,24,497,4,2005-01-03
ARCHIES,36,747,4,2005-01-03
ARE&M,3,61,42,2023-10-18
ARE&M,6,118,99,2023-10-18
ARE&M,12,242,223,2023-10-18
ARE&M,24,489,470,2023-10-18
ARE&M,36,707,688,2023-10-18
ARENTERP,3,63,0,2017-11-07
ARENTERP,6,123,0,2017-11-07
ARENTERP,12,248,0,2017-11-07
ARENTERP,24,489,0,2017-11-07
ARENTERP,36,739,0,2017-11-07
ARFIN,3,62,0,2025-07-22
ARFIN,6,123,6,2025-07-22
ARFIN,12,199,82,2025-07-22
ARFIN,24,199,82,2025-07-22
ARFIN,36,199,82,2025-07-22
ARIES,3,62,0,2008-01-11
ARIES,6,123,0,2008-01-11
ARIES,12,243,0,2008-01-11
ARIES,24,484,0,2008-01-11
ARIES,36,736,0,2008-01-11
ARIHANT,3,58,0,2015-01-02
ARIHANT,6,109,0,2015-01-02
ARIHANT,12,224,0,2015-01-02
ARIHANT,24,455,0,2015-01-02
ARIHANT,36,661,0,2015-01-02
ARIHANTCAP,3,62,0,2021-06-15
ARIHANTCAP,6,124,0,2021-06-15
ARIHANTCAP,12,249,0,2021-06-15
ARIHANTCAP,24,497,0,2021-06-15
ARIHANTCAP,36,741,14,2021-06-15
ARIHANTSUP,3,61,42,2017-03-29
ARIHANTSUP,6,124,105,2017-03-29
ARIHANTSUP,12,248,137,2017-03-29
ARIHANTSUP,24,494,137,2017-03-29
ARIHANTSUP,36,738,137,2017-03-29
ARIS,3,63,30,2025-06-25
ARIS,6,125,85,2025-06-25
ARIS,12,247,183,2025-06-25
ARIS,24,297,209,2025-06-25
ARIS,36,297,209,2025-06-25
ARISINFRA,3,63,30,2025-06-25
ARISINFRA,6,125,85,2025-06-25
ARISINFRA,12,218,154,2025-06-25
ARISINFRA,24,218,154,2025-06-25
ARISINFRA,36,218,154,2025-06-25
ARKADE,3,62,43,2024-09-24
ARKADE,6,125,106,2024-09-24
ARKADE,12,249,230,2024-09-24
ARKADE,24,482,300,2024-09-24
ARKADE,36,482,300,2024-09-24
ARMANFIN,3,61,0,2016-06-14
ARMANFIN,6,122,0,2016-06-14
ARMANFIN,12,247,0,2016-06-14
ARMANFIN,24,496,0,2016-06-14
ARMANFIN,36,739,0,2016-06-14
AROGRANITE,3,63,0,2007-04-24
AROGRANITE,6,126,0,2007-04-24
AROGRANITE,12,250,0,2007-04-24
AROGRANITE,24,491,0,2007-04-24
AROGRANITE,36,735,0,2007-04-24
ARROWGREEN,3,65,0,2015-05-21
ARROWGREEN,6,124,0,2015-05-21
ARROWGREEN,12,246,0,2015-05-21
ARROWGREEN,24,492,0,2015-05-21
ARROWGREEN,36,740,0,2015-05-21
ARROWGREEN-BE,3,65,0,2015-05-21
ARROWGREEN-BE,6,125,0,2015-05-21
ARROWGREEN-BE,12,247,0,2015-05-21
ARROWGREEN-BE,24,493,0,2015-05-21
ARROWGREEN-BE,36,740,0,2015-05-21
ARSSBL,3,61,42,2025-09-30
ARSSBL,6,122,103,2025-09-30
ARSSBL,12,227,208,2025-09-30
ARSSBL,24,227,208,2025-09-30
ARSSBL,36,227,208,2025-09-30
ARTEMISMED,3,59,0,2020-01-24
ARTEMISMED,6,122,0,2020-01-24
ARTEMISMED,12,249,0,2020-01-24
ARTEMISMED,24,496,0,2020-01-24
ARTEMISMED,36,743,0,2020-01-24
ARTNIRMAN,3,62,0,2017-03-15
ARTNIRMAN,6,124,0,2017-03-15
ARTNIRMAN,12,249,0,2017-03-15
ARTNIRMAN,24,496,0,2017-03-15
ARTNIRMAN,36,737,0,2017-03-15
ARVEE,3,22,0,2018-02-22
ARVEE,6,31,0,2018-02-22
ARVEE,12,42,0,2018-02-22
ARVEE,24,47,0,2018-02-22
ARVEE,36,71,0,2018-02-22
ARVIND,3,62,43,2005-01-03
ARVIND,6,126,107,2005-01-03
ARVIND,12,250,231,2005-01-03
ARVIND,24,497,441,2005-01-03
ARVIND,36,747,627,2005-01-03
ARVINDFASN,3,58,34,2019-03-08
ARVINDFASN,6,120,35,2019-03-08
ARVINDFASN,12,243,35,2019-03-08
ARVINDFASN,24,492,96,2019-03-08
ARVINDFASN,36,739,247,2019-03-08
ARVSMART,3,58,0,2015-08-26
ARVSMART,6,121,0,2015-08-26
ARVSMART,12,244,0,2015-08-26
ARVSMART,24,490,0,2015-08-26
ARVSMART,36,739,0,2015-08-26
ASAHIINDIA,3,62,0,2005-01-03
ASAHIINDIA,6,126,0,2005-01-03
ASAHIINDIA,12,250,0,2005-01-03
ASAHIINDIA,24,497,0,2005-01-03
ASAHIINDIA,36,747,0,2005-01-03
ASAHISONG,3,58,0,2011-08-29
ASAHISONG,6,120,0,2011-08-29
ASAHISONG,12,245,0,2011-08-29
ASAHISONG,24,491,0,2011-08-29
ASAHISONG,36,738,0,2011-08-29
ASAHISONG-BE,3,58,0,2011-08-29
ASAHISONG-BE,6,120,0,2011-08-29
ASAHISONG-BE,12,245,0,2011-08-29
ASAHISONG-BE,24,493,0,2011-08-29
ASAHISONG-BE,36,739,0,2011-08-29
ASAL,3,62,0,2005-01-03
ASAL,6,126,0,2005-01-03
ASAL,12,250,0,2005-01-03
ASAL,24,497,0,2005-01-03
ASAL,36,747,0,2005-01-03
ASALCBR,3,58,0,2020-02-12
ASALCBR,6,122,0,2020-02-12
ASALCBR,12,249,0,2020-02-12
ASALCBR,24,497,32,2020-02-12
ASALCBR,36,745,36,2020-02-12
ASHAPURMIN,3,62,0,2005-01-03
ASHAPURMIN,6,126,0,2005-01-03
ASHAPURMIN,12,250,0,2005-01-03
ASHAPURMIN,24,497,0,2005-01-03
ASHAPURMIN,36,747,15,2005-01-03
ASHIANA,3,62,0,2011-06-29
ASHIANA,6,121,0,2011-06-29
ASHIANA,12,246,0,2011-06-29
ASHIANA,24,492,0,2011-06-29
ASHIANA,36,738,0,2011-06-29
ASHIKAG-BE,3,62,14,2026-04-20
ASHIKAG-BE,6,93,40,2026-04-20
ASHIKAG-BE,12,93,40,2026-04-20
ASHIKAG-BE,24,93,40,2026-04-20
ASHIKAG-BE,36,93,40,2026-04-20
ASHIMASYN,3,62,0,2005-01-03
ASHIMASYN,6,126,0,2005-01-03
ASHIMASYN,12,250,0,2005-01-03
ASHIMASYN,24,497,0,2005-01-03
ASHIMASYN,36,747,0,2005-01-03
ASHOKA,3,63,0,2010-10-14
ASHOKA,6,124,0,2010-10-14
ASHOKA,12,250,0,2010-10-14
ASHOKA,24,495,0,2010-10-14
ASHOKA,36,742,0,2010-10-14
ASHOKAMET,3,62,0,2023-06-27
ASHOKAMET,6,122,0,2023-06-27
ASHOKAMET,12,243,0,2023-06-27
ASHOKAMET,24,492,0,2023-06-27
ASHOKAMET,36,737,0,2023-06-27
ASHOKLEY,3,62,12,2005-01-03
ASHOKLEY,6,126,12,2005-01-03
ASHOKLEY,12,250,125,2005-01-03
ASHOKLEY,24,497,372,2005-01-03
ASHOKLEY,36,747,601,2005-01-03
ASIANENE,3,63,0,2021-12-09
ASIANENE,6,124,0,2021-12-09
ASIANENE,12,249,0,2021-12-09
ASIANENE,24,495,0,2021-12-09
ASIANENE,36,739,43,2021-12-09
ASIANHOTNR,3,62,0,2005-01-03
ASIANHOTNR,6,126,0,2005-01-03
ASIANHOTNR,12,250,0,2005-01-03
ASIANHOTNR,24,497,0,2005-01-03
ASIANHOTNR,36,747,0,2005-01-03
ASIANPAINT,3,60,0,2003-01-27
ASIANPAINT,6,124,0,2003-01-27
ASIANPAINT,12,250,0,2003-01-27
ASIANPAINT,24,478,0,2003-01-27
ASIANPAINT,36,728,0,2003-01-27
ASIANTILES,3,64,1,2007-08-23
ASIANTILES,6,127,1,2007-08-23
ASIANTILES,12,250,1,2007-08-23
ASIANTILES,24,491,1,2007-08-23
ASIANTILES,36,736,1,2007-08-23
ASKAUTOLTD,3,60,41,2023-11-15
ASKAUTOLTD,6,119,99,2023-11-15
ASKAUTOLTD,12,242,207,2023-11-15
ASKAUTOLTD,24,489,440,2023-11-15
ASKAUTOLTD,36,688,606,2023-11-15
ASMS-BE,3,59,0,2023-02-09
ASMS-BE,6,114,0,2023-02-09
ASMS-BE,12,238,0,2023-02-09
ASMS-BE,24,487,13,2023-02-09
ASMS-BE,36,733,13,2023-02-09
ASPINWALL,3,61,0,2016-06-14
ASPINWALL,6,122,0,2016-06-14
ASPINWALL,12,247,0,2016-06-14
ASPINWALL,24,496,0,2016-06-14
ASPINWALL,36,739,0,2016-06-14
ASTAR,3,54,0,2026-04-20
ASTAR,6,80,0,2026-04-20
ASTAR,12,80,0,2026-04-20
ASTAR,24,80,0,2026-04-20
ASTAR,36,80,0,2026-04-20
ASTEC,3,60,5,2009-11-25
ASTEC,6,121,5,2009-11-25
ASTEC,12,250,5,2009-11-25
ASTEC,24,497,5,2009-11-25
ASTEC,36,744,5,2009-11-25
ASTERDM,3,61,6,2018-02-26
ASTERDM,6,124,6,2018-02-26
ASTERDM,12,247,6,2018-02-26
ASTERDM,24,492,6,2018-02-26
ASTERDM,36,742,39,2018-02-26
ASTRAL,3,61,0,2007-03-20
ASTRAL,6,125,0,2007-03-20
ASTRAL,12,252,0,2007-03-20
ASTRAL,24,493,0,2007-03-20
ASTRAL,36,736,0,2007-03-20
ASTRAMICRO,3,62,0,2005-01-03
ASTRAMICRO,6,126,0,2005-01-03
ASTRAMICRO,12,250,0,2005-01-03
ASTRAMICRO,24,497,0,2005-01-03
ASTRAMICRO,36,747,0,2005-01-03
ASTRAZEN,3,62,0,2005-01-03
ASTRAZEN,6,126,0,2005-01-03
ASTRAZEN,12,250,0,2005-01-03
ASTRAZEN,24,497,0,2005-01-03
ASTRAZEN,36,747,0,2005-01-03
ASTRON,3,60,21,2017-12-29
ASTRON,6,124,21,2017-12-29
ASTRON,12,245,21,2017-12-29
ASTRON,24,487,25,2017-12-29
ASTRON,36,737,25,2017-12-29
ATALREAL,3,62,0,2020-11-19
ATALREAL,6,121,0,2020-11-19
ATALREAL,12,246,0,2020-11-19
ATALREAL,24,494,0,2020-11-19
ATALREAL,36,741,0,2020-11-19
ATAM,3,64,0,2023-05-10
ATAM,6,125,0,2023-05-10
ATAM,12,245,0,2023-05-10
ATAM,24,492,0,2023-05-10
ATAM,36,738,0,2023-05-10
ATGL,3,62,30,2018-11-05
ATGL,6,119,53,2018-11-05
ATGL,12,242,164,2018-11-05
ATGL,24,492,414,2018-11-05
ATGL,36,740,662,2018-11-05
ATHERENERG,3,65,46,2025-05-06
ATHERENERG,6,126,107,2025-05-06
ATHERENERG,12,248,229,2025-05-06
ATHERENERG,24,333,314,2025-05-06
ATHERENERG,36,333,314,2025-05-06
ATL,3,61,27,2023-08-10
ATL,6,120,86,2023-08-10
ATL,12,242,104,2023-08-10
ATL,24,488,104,2023-08-10
ATL,36,732,104,2023-08-10
ATLANTAA,3,61,42,2006-09-25
ATLANTAA,6,122,91,2006-09-25
ATLANTAA,12,248,111,2006-09-25
ATLANTAA,24,497,128,2006-09-25
ATLANTAA,36,739,128,2006-09-25
ATLANTAELE,3,61,42,2025-09-29
ATLANTAELE,6,122,103,2025-09-29
ATLANTAELE,12,152,133,2025-09-29
ATLANTAELE,24,152,133,2025-09-29
ATLANTAELE,36,152,133,2025-09-29
ATLASCYCLE,3,61,0,2015-01-01
ATLASCYCLE,6,123,0,2015-01-01
ATLASCYCLE,12,247,0,2015-01-01
ATLASCYCLE,24,492,15,2015-01-01
ATLASCYCLE,36,739,27,2015-01-01
ATUL,3,62,0,2005-01-03
ATUL,6,126,0,2005-01-03
ATUL,12,250,0,2005-01-03
ATUL,24,497,0,2005-01-03
ATUL,36,747,0,2005-01-03
ATULAUTO,3,62,0,2013-06-26
ATULAUTO,6,122,0,2013-06-26
ATULAUTO,12,247,0,2013-06-26
ATULAUTO,24,490,58,2013-06-26
ATULAUTO,36,735,66,2013-06-26
AUBANK,3,62,43,2017-07-10
AUBANK,6,124,105,2017-07-10
AUBANK,12,249,225,2017-07-10
AUBANK,24,493,469,2017-07-10
AUBANK,36,738,709,2017-07-10
AURIONPRO,3,61,3,2005-10-25
AURIONPRO,6,120,3,2005-10-25
AURIONPRO,12,246,3,2005-10-25
AURIONPRO,24,496,3,2005-10-25
AURIONPRO,36,744,3,2005-10-25
AUROPHARMA,3,62,0,2005-01-03
AUROPHARMA,6,126,0,2005-01-03
AUROPHARMA,12,250,33,2005-01-03
AUROPHARMA,24,497,179,2005-01-03
AUROPHARMA,36,747,330,2005-01-03
AURUM,3,59,0,2015-08-19
AURUM,6,121,0,2015-08-19
AURUM,12,244,0,2015-08-19
AURUM,24,491,0,2015-08-19
AURUM,36,740,0,2015-08-19
AURUS,3,63,0,2013-11-05
AURUS,6,121,0,2013-11-05
AURUS,12,243,0,2013-11-05
AURUS,24,491,0,2013-11-05
AURUS,36,735,0,2013-11-05
AUSOMENT,3,62,0,2005-01-03
AUSOMENT,6,126,0,2005-01-03
AUSOMENT,12,250,0,2005-01-03
AUSOMENT,24,497,0,2005-01-03
AUSOMENT,36,747,0,2005-01-03
AUTOAXLES,3,62,0,2005-01-03
AUTOAXLES,6,126,0,2005-01-03
AUTOAXLES,12,250,0,2005-01-03
AUTOAXLES,24,497,0,2005-01-03
AUTOAXLES,36,747,0,2005-01-03
AUTOIND,3,60,11,2007-01-31
AUTOIND,6,125,11,2007-01-31
AUTOIND,12,252,11,2007-01-31
AUTOIND,24,495,11,2007-01-31
AUTOIND,36,736,11,2007-01-31
AVADHSUGAR,3,61,0,2017-08-02
AVADHSUGAR,6,124,0,2017-08-02
AVADHSUGAR,12,250,0,2017-08-02
AVADHSUGAR,24,493,17,2017-08-02
AVADHSUGAR,36,736,22,2017-08-02
AVALON,3,63,44,2023-04-18
AVALON,6,125,106,2023-04-18
AVALON,12,245,224,2023-04-18
AVALON,24,493,401,2023-04-18
AVALON,36,739,647,2023-04-18
AVANTEL,3,61,42,2024-07-31
AVANTEL,6,122,103,2024-07-31
AVANTEL,12,247,228,2024-07-31
AVANTEL,24,492,473,2024-07-31
AVANTEL,36,517,498,2024-07-31
AVANTIFEED,3,61,0,2010-01-08
AVANTIFEED,6,125,0,2010-01-08
AVANTIFEED,12,251,0,2010-01-08
AVANTIFEED,24,497,0,2010-01-08
AVANTIFEED,36,742,0,2010-01-08
AVG,3,64,0,2018-04-25
AVG,6,123,0,2018-04-25
AVG,12,245,0,2018-04-25
AVG,24,487,0,2018-04-25
AVG,36,736,0,2018-04-25
AVG-BE,3,46,0,2018-04-11
AVG-BE,6,81,0,2018-04-11
AVG-BE,12,126,0,2018-04-11
AVG-BE,24,243,0,2018-04-11
AVG-BE,36,335,0,2018-04-11
AVL,3,63,26,2024-11-06
AVL,6,121,47,2024-11-06
AVL,12,247,127,2024-11-06
AVL,24,452,321,2024-11-06
AVL,36,452,321,2024-11-06
AVONMORE,3,61,0,2023-01-04
AVONMORE,6,122,0,2023-01-04
AVONMORE,12,246,0,2023-01-04
AVONMORE,24,491,0,2023-01-04
AVONMORE,36,739,3,2023-01-04
AVROIND,3,29,0,2018-07-26
AVROIND,6,33,0,2018-07-26
AVROIND,12,52,0,2018-07-26
AVROIND,24,101,0,2018-07-26
AVROIND,36,166,0,2018-07-26
AVTNPL,3,60,0,2007-01-10
AVTNPL,6,123,0,2007-01-10
AVTNPL,12,250,0,2007-01-10
AVTNPL,24,494,0,2007-01-10
AVTNPL,36,735,0,2007-01-10
AWFIS,3,62,43,2024-05-30
AWFIS,6,124,105,2024-05-30
AWFIS,12,248,229,2024-05-30
AWFIS,24,494,474,2024-05-30
AWFIS,36,563,522,2024-05-30
AWHCL,3,61,16,2021-01-01
AWHCL,6,123,16,2021-01-01
AWHCL,12,247,66,2021-01-01
AWHCL,24,495,86,2021-01-01
AWHCL,36,741,142,2021-01-01
AWL,3,60,41,2022-02-08
AWL,6,124,105,2022-02-08
AWL,12,249,230,2022-02-08
AWL,24,494,475,2022-02-08
AWL,36,742,723,2022-02-08
AXISBANK,3,62,0,2003-01-01
AXISBANK,6,124,0,2003-01-01
AXISBANK,12,251,26,2003-01-01
AXISBANK,24,480,68,2003-01-01
AXISBANK,36,729,279,2003-01-01
AXISCADES,3,62,0,2005-01-03
AXISCADES,6,126,0,2005-01-03
AXISCADES,12,250,0,2005-01-03
AXISCADES,24,497,0,2005-01-03
AXISCADES,36,747,0,2005-01-03
AXISVALUE,3,60,0,2025-03-20
AXISVALUE,6,123,0,2025-03-20
AXISVALUE,12,247,0,2025-03-20
AXISVALUE,24,360,0,2025-03-20
AXISVALUE,36,360,0,2025-03-20
AXITA,3,62,0,2022-06-21
AXITA,6,124,0,2022-06-21
AXITA,12,248,67,2022-06-21
AXITA,24,495,133,2022-06-21
AXITA,36,744,201,2022-06-21
AYE,3,59,40,2026-02-16
AYE,6,122,103,2026-02-16
AYE,12,133,114,2026-02-16
AYE,24,133,114,2026-02-16
AYE,36,133,114,2026-02-16
AYMSYNTEX,3,59,0,2015-08-14
AYMSYNTEX,6,121,0,2015-08-14
AYMSYNTEX,12,244,0,2015-08-14
AYMSYNTEX,24,490,0,2015-08-14
AYMSYNTEX,36,740,0,2015-08-14
AZAD,3,61,42,2023-12-28
AZAD,6,120,101,2023-12-28
AZAD,12,245,226,2023-12-28
AZAD,24,493,474,2023-12-28
AZAD,36,663,644,2023-12-28
BAFNAPH-BE,3,35,0,2020-03-02
BAFNAPH-BE,6,48,0,2020-03-02
BAFNAPH-BE,12,167,0,2020-03-02
BAFNAPH-BE,24,414,0,2020-03-02
BAFNAPH-BE,36,664,0,2020-03-02
BAGFILMS,3,62,0,2005-01-03
BAGFILMS,6,126,0,2005-01-03
BAGFILMS,12,250,0,2005-01-03
BAGFILMS,24,497,0,2005-01-03
BAGFILMS,36,747,20,2005-01-03
BAIDFIN,3,59,0,2023-01-20
BAIDFIN,6,122,0,2023-01-20
BAIDFIN,12,245,17,2023-01-20
BAIDFIN,24,489,17,2023-01-20
BAIDFIN,36,737,17,2023-01-20
BAJAJ-AUTO,3,64,30,2008-05-26
BAJAJ-AUTO,6,124,83,2008-05-26
BAJAJ-AUTO,12,241,130,2008-05-26
BAJAJ-AUTO,24,487,376,2008-05-26
BAJAJ-AUTO,36,740,629,2008-05-26
BAJAJCON,3,63,1,2010-08-18
BAJAJCON,6,126,1,2010-08-18
