symbol,mode,ipo_short_window,base_qualify_date,rim_date,rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,tv20_cr_at_q,tv20_cr_at_breakout,breakout_date,breakout_close,breakout_day_move_pct,days_q_to_breakout,fill_a_nextopen_date,fill_a_nextopen,fill_b_buystop,gap_pct_a_vs_rim,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
ALKEM,L180,0,2017-12-05,2017-03-27,2211.3,2017-08-11,1705.75,22.86,180,0.57,0.847,2.026e-05,0.57,0.517,1,1,0.927,0.0867,0.0742,0,2.77,6.37,2018-01-01,2225.95,1.09,18,2018-01-02,2220.3,2220.3,0.41,0.4829,-13.55,-12.0,-11.96,2018-03-20,2104.1,-5.23,53,0,11.2,-22.26
ALKEM,VAR,0,2017-12-05,2017-03-27,2211.3,2017-08-11,1705.75,22.86,173,0.552,0.878,2.212e-05,0.556,0.538,1,1,0.965,0.0867,0.0742,0,2.77,6.37,2018-01-01,2225.95,1.09,18,2018-01-02,2220.3,2220.3,0.41,0.555,-13.55,-12.0,-11.96,2018-03-20,2104.1,-5.23,53,0,11.2,-22.26
ALKYLAMINE,L180,0,2025-06-25,2024-10-14,2335.7,2025-03-17,1568.6,32.84,180,0.626,0.831,3.283e-05,0.569,0.506,1,1,1.315,0.4961,0.1859,1,8.99,8.99,2025-06-25,2336.2,6.3,0,2025-06-26,2342.0,2342.0,0.27,0.5559,-11.27,-32.55,-24.6,2025-08-08,2064.1,-11.87,32,0,4.13,-48.25
AMANTA-BE,L250,1,2026-07-08,2025-09-10,148.72,2026-03-17,95.03,36.1,204,0.635,0.844,4.353e-05,0.47,0.446,1,1,1.299,0.6278,0.6177,1,2.12,2.12,2026-07-08,186.47,3.71,0,2026-07-09,186.45,186.45,25.37,0.5323,8.22,8.22,8.22,2026-08-11,159.58,-14.41,24,0,12.6,-19.54
AMBER,L180,0,2023-06-20,2022-10-04,2381.35,2023-03-27,1790.95,24.79,180,0.687,0.723,2.198e-05,0.553,0.55,1,0,1.255,0.4769,0.3304,1,22.38,17.17,2023-07-26,2411.5,6.49,25,2023-07-27,2397.0,2397.0,0.66,0.3474,16.56,59.59,81.37,2024-02-12,3696.6,54.22,136,0,103.92,-2.51
AMBER,L250,0,2023-07-26,2022-08-02,2495.35,2023-03-27,1790.95,28.23,250,0.675,0.781,1.518e-05,0.558,0.496,1,0,1.449,0.5101,0.5587,1,17.17,28.13,2023-08-04,2504.25,3.91,7,2023-08-07,2525.0,2525.0,1.19,0.4195,15.66,77.67,71.98,2024-02-12,3696.6,46.4,129,0,93.58,-3.32
AMBER,VAR,0,2020-07-09,2020-02-20,1639.75,2020-04-13,1004.65,38.73,93,0.348,0.721,1.670e-04,0.447,0.441,1,0,0.669,0.2799,0.3171,0,7.88,6.78,2020-08-03,1722.2,16.17,17,2020-08-04,1744.9,1744.9,6.41,0.3062,25.66,43.6,73.24,2021-03-25,3002.8,72.09,163,0,109.87,-5.89
AMBER,VAR,0,2023-07-26,2022-08-02,2495.35,2023-03-27,1790.95,28.23,243,0.665,0.762,1.568e-05,0.547,0.51,1,0,1.433,0.5101,0.5587,1,17.17,28.13,2023-08-04,2504.25,3.91,7,2023-08-07,2525.0,2525.0,1.19,0.4176,15.66,77.67,71.98,2024-02-12,3696.6,46.4,129,0,93.58,-3.32
AMBUJACEM,L120,0,2011-10-17,2011-04-29,158.2,2011-07-12,121.95,22.91,120,0.454,0.717,4.548e-05,0.462,0.492,1,0,1.312,0.3283,0.3367,1,27.09,28.1,2011-10-28,160.45,4.39,7,2011-10-31,160.0,160.0,1.14,0.3944,0.81,-6.13,27.69,2011-11-21,149.35,-6.66,14,0,39.38,-15.16
AMBUJACEM,L250,0,2016-06-22,2015-07-15,255.2,2016-01-20,186.95,26.74,250,0.586,0.723,1.362e-05,0.517,0.464,1,0,1.027,0.2309,0.1815,0,57.66,58.78,2016-06-29,255.9,1.59,5,2016-06-30,255.1,255.2,-0.04,0.3276,1.2,-22.25,-0.73,2016-09-26,254.85,-0.1,59,0,10.43,-25.13
AMBUJACEM,VAR,0,2016-06-22,2015-07-15,255.2,2016-01-20,186.95,26.74,232,0.554,0.73,1.521e-05,0.49,0.5,1,0,0.949,0.2309,0.1815,0,57.66,58.78,2016-06-29,255.9,1.59,5,2016-06-30,255.1,255.2,-0.04,0.3972,1.2,-22.25,-0.73,2016-09-26,254.85,-0.1,59,0,10.43,-25.13
AMDIND,L120,0,2022-09-09,2022-04-08,63.4,2022-05-16,39.15,38.25,120,0.319,0.72,1.646e-04,0.397,0.442,1,0,0.907,0.4927,0.4504,0,2.89,2.89,2022-09-09,96.15,-2.73,0,2022-09-12,96.5,96.5,52.21,0.3219,-42.69,-49.07,-42.69,2022-09-21,78.05,-19.12,8,0,4.61,-55.18
AMRUTANJAN,L120,0,2023-06-30,2023-01-13,736.0,2023-03-29,574.65,21.92,120,0.487,0.795,3.998e-05,0.652,0.608,1,0,1.385,0.7033,0.1215,1,2.51,2.51,2023-06-30,738.25,10.53,0,2023-07-03,737.15,737.15,0.16,0.6273,-14.28,-18.69,4.42,2023-07-24,655.0,-11.14,16,0,11.94,-23.5
AMRUTANJAN,L250,0,2024-06-20,2023-06-30,738.25,2024-02-06,572.85,22.4,250,0.635,0.711,1.275e-05,0.444,0.508,1,0,1.423,0.2737,0.1134,1,3.2,3.2,2024-06-20,758.8,0.0,0,2024-06-21,758.2,758.2,2.7,0.3041,3.68,-1.08,-3.7,2024-08-06,710.85,-6.25,32,0,13.77,-28.24
ANDHRAPAP,L180,0,2011-05-10,2010-09-06,47.05,2011-02-10,25.85,45.06,180,0.67,0.715,9.838e-05,0.442,0.478,1,0,2.053,0.1922,0.3405,1,2.37,2.37,2011-05-10,73.05,0.0,0,2011-05-11,73.1,73.1,55.37,0.3086,0.07,-52.46,-36.11,2011-08-26,72.0,-1.5,77,0,6.36,-67.37
ANDHRAPAP,L180,0,2012-06-19,2011-09-26,52.95,2012-01-02,25.2,52.41,180,0.358,0.713,5.277e-05,0.373,0.489,1,0,4.507,0.4036,0.4949,1,2.3,2.3,2012-06-20,55.9,9.29,1,2012-06-21,56.55,56.55,6.8,0.389,15.56,0.09,-9.46,2012-10-30,60.45,6.9,89,0,31.92,-36.96
ANDHRAPAP,L180,0,2018-09-11,2018-01-11,81.2,2018-03-26,57.5,29.19,180,0.352,0.705,4.180e-05,0.403,0.539,1,0,0.502,0.5526,0.4421,0,7.14,7.14,2018-09-11,109.9,-6.03,0,2018-09-12,109.25,109.25,34.54,0.374,-16.7,-11.44,-17.94,2018-09-24,93.45,-14.46,7,0,3.3,-30.43
ANDHRAPAP,L250,0,2014-09-22,2013-10-03,62.75,2014-04-28,45.9,26.85,250,0.594,0.772,1.753e-05,0.488,0.532,1,0,1.731,0.4073,0.2643,1,2.09,2.09,2014-09-22,76.65,7.5,0,2014-09-23,76.8,76.8,22.39,0.5065,-38.35,-15.82,-29.49,2014-10-16,58.95,-23.24,14,0,1.82,-42.38
ANDHRSUGAR,L120,0,2008-01-14,2007-09-19,21.0,2007-11-06,16.15,23.1,120,0.605,0.738,8.362e-05,0.351,0.425,1,0,2.15,0.5713,0.6246,1,2.02,2.02,2008-01-14,27.9,3.33,0,2008-01-15,28.4,28.4,35.24,0.3822,-38.03,-38.56,-46.83,2008-01-18,24.15,-14.96,4,0,1.41,-63.91
ANDHRSUGAR,L250,0,2009-09-01,2008-09-08,22.2,2009-03-30,11.6,47.75,250,0.582,0.814,3.887e-05,0.418,0.464,1,1,4.213,0.4285,0.3264,1,2.1,2.1,2009-09-01,30.7,2.16,0,2009-09-02,29.9,29.9,34.68,0.5825,-20.4,-20.07,-9.53,2009-10-09,25.5,-14.72,25,0,6.86,-28.76
ANDREWYU,L180,0,2023-09-07,2022-12-19,31.95,2023-03-28,19.0,40.53,180,0.385,0.764,3.591e-05,0.466,0.406,1,0,1.54,0.461,0.2753,1,2.12,3.09,2023-09-14,33.65,15.64,5,2023-09-15,34.05,34.05,6.57,0.4176,-20.88,-20.88,-20.88,2026-08-17,26.23,-22.97,27,0,19.53,-28.02
ANDREWYU,VAR,0,2023-09-11,2022-12-16,32.65,2023-03-28,19.0,41.81,183,0.385,0.778,3.679e-05,0.466,0.432,1,0,1.541,0.4848,0.2903,1,2.61,3.09,2023-09-14,33.65,15.64,3,2023-09-15,34.05,34.05,4.29,0.4533,-20.88,-20.88,-20.88,2026-08-17,26.23,-22.97,27,0,19.53,-28.02
ANMOL,L120,0,2022-02-17,2021-09-01,41.84,2021-10-26,29.33,29.9,120,0.336,0.723,8.485e-05,0.437,0.4,1,0,0.376,0.3617,0.2754,0,2.39,2.39,2022-02-17,45.2,5.83,0,2022-02-18,45.26,45.26,8.17,0.2406,-19.42,-22.87,-31.22,2022-02-24,39.11,-13.59,5,0,8.71,-40.61
ANUP,L180,0,2021-08-12,2020-12-14,395.11,2021-04-12,267.83,32.21,180,0.531,0.702,4.437e-05,0.365,0.417,1,0,1.989,0.4768,0.5692,1,6.55,6.55,2021-08-12,496.28,6.79,0,2021-08-13,502.18,502.18,27.1,0.4481,0.38,-11.06,-20.1,2021-10-21,450.75,-10.24,47,0,18.94,-40.78
APARINDS,L120,0,2022-06-30,2022-01-25,822.75,2022-05-11,590.55,28.22,120,0.697,0.709,9.788e-05,0.457,0.475,1,0,1.907,0.4698,0.6271,1,31.51,31.51,2022-06-30,926.0,-1.47,0,2022-07-01,928.0,928.0,12.79,0.3089,34.08,78.21,278.23,2023-01-23,1567.1,68.87,141,0,289.01,-2.35
APARINDS,L120,0,2025-07-18,2025-01-24,9311.7,2025-04-09,4817.3,48.27,120,0.429,0.724,1.155e-04,0.395,0.4,1,0,0.428,0.5136,0.5074,0,60.74,59.49,2025-07-29,9681.5,11.73,7,2025-07-30,9710.0,9710.0,4.28,0.3425,-7.4,-25.7,58.94,2025-08-20,8353.5,-13.97,15,0,76.69,-29.96
APLAPOLLO,L120,0,2019-11-27,2019-07-04,165.8,2019-08-29,126.4,23.76,120,0.513,0.712,5.653e-05,0.557,0.433,1,0,0.918,0.1426,0.0344,0,2.5,2.28,2019-12-23,169.35,3.74,18,2019-12-24,169.35,169.35,2.14,0.3261,-26.28,-6.05,114.53,2020-03-02,181.2,7.0,49,0,136.94,-39.18
APLAPOLLO,VAR,0,2019-11-27,2019-07-04,165.8,2019-08-29,126.4,23.76,97,0.396,0.855,9.630e-05,0.494,0.536,1,1,0.891,0.1426,0.0344,0,2.5,2.28,2019-12-23,169.35,3.74,18,2019-12-24,169.35,169.35,2.14,0.4917,-26.28,-6.05,114.53,2020-03-02,181.2,7.0,49,0,136.94,-39.18
APOLLO,L120,0,2025-06-24,2025-01-20,151.16,2025-02-18,105.96,29.9,120,0.311,0.795,1.154e-04,0.38,0.425,1,0,0.927,0.3605,0.4125,0,223.06,223.06,2025-06-24,204.0,-4.59,0,2025-06-25,205.73,205.73,36.1,0.3225,67.06,11.12,106.12,2025-07-24,171.49,-16.64,22,0,117.23,-21.15
APOLLO,L250,0,2022-12-08,2022-01-03,18.24,2022-05-12,11.1,39.14,250,0.422,0.818,3.147e-05,0.359,0.448,1,1,1.399,0.5599,0.6987,1,2.77,2.77,2022-12-08,27.34,0.89,0,2022-12-09,27.61,27.61,51.37,0.5634,14.85,25.46,335.31,2022-12-23,24.41,-11.59,11,0,484.9,-15.94
APOLLOPIPE,L120,0,2026-03-16,2025-09-19,403.8,2026-01-21,254.45,36.99,120,0.697,0.727,8.310e-05,0.508,0.508,1,0,3.487,0.2281,0.234,1,12.06,39.43,2026-03-24,416.2,3.17,6,2026-03-25,417.4,417.4,3.37,0.4179,16.76,36.32,36.32,,,36.32,115,1,60.23,-2.64
APOLLOTYRE,L120,0,2009-05-07,2008-11-10,26.25,2009-02-26,15.05,42.67,120,0.647,0.779,1.032e-04,0.555,0.417,1,0,1.864,0.277,0.317,1,2.19,2.29,2009-05-08,26.6,4.93,1,2009-05-11,27.0,27.0,2.86,0.3793,48.7,77.96,154.07,2009-10-29,45.65,69.07,119,0,205.93,-7.04
APOLLOTYRE,L180,0,2009-07-16,2008-10-16,34.05,2009-02-26,15.05,55.8,180,0.486,0.818,7.836e-05,0.431,0.489,1,1,4.187,0.1488,0.1516,1,7.44,7.44,2009-07-17,35.9,5.43,1,2009-07-20,36.25,36.25,6.46,0.5715,44.28,50.76,75.45,2009-10-29,45.65,25.93,69,0,127.86,-4.55
APOLLOTYRE,L180,0,2012-02-29,2011-07-18,81.1,2011-10-04,51.9,36.0,180,0.453,0.706,4.446e-05,0.518,0.428,1,0,0.821,0.1389,0.088,0,23.09,23.09,2012-02-29,85.4,3.08,0,2012-03-01,83.3,83.3,2.71,0.3517,6.96,14.05,2.64,2012-05-04,80.75,-3.06,43,0,22.99,-11.46
APOLLOTYRE,L250,0,2009-07-31,2008-08-26,40.25,2009-02-26,15.05,62.61,250,0.586,0.705,5.169e-05,0.526,0.44,1,0,3.666,0.207,0.1505,1,12.39,14.7,2009-08-03,40.45,0.75,1,2009-08-04,40.5,40.5,0.62,0.2941,17.28,39.88,60.99,2009-10-29,45.65,12.72,58,0,103.95,-8.64
APOLLOTYRE,VAR,0,2009-07-27,2008-08-26,40.25,2009-02-26,15.05,62.61,221,0.55,0.869,7.406e-05,0.51,0.498,1,1,3.602,0.1518,0.1485,1,8.29,14.7,2009-08-03,40.45,0.75,5,2009-08-04,40.5,40.5,0.62,0.5649,17.28,39.88,60.99,2009-10-29,45.65,12.72,58,0,103.95,-8.64
APOLLOTYRE,VAR,0,2017-04-18,2016-10-05,229.45,2017-02-15,174.2,24.08,131,0.692,0.704,4.506e-05,0.51,0.542,1,0,1.39,0.4732,0.5101,1,93.82,92.43,2017-04-19,230.55,1.56,1,2017-04-20,231.45,231.45,0.87,0.3139,8.45,2.89,24.91,2017-05-24,221.45,-4.32,24,0,32.75,-6.14
APTECHT-BE,L120,0,2016-06-20,2016-01-08,51.48,2016-02-29,36.47,29.16,120,0.378,0.705,6.240e-05,0.459,0.425,1,0,0.788,0.4579,0.3389,0,2.54,2.54,2016-06-20,53.12,-1.59,0,2016-06-21,53.21,53.21,3.36,0.2971,113.08,115.52,157.81,2016-11-04,124.42,133.83,92,0,223.0,-11.73
ARIES,L180,0,2025-07-31,2024-12-13,385.85,2025-03-03,227.52,41.03,180,0.43,0.721,4.588e-05,0.461,0.417,1,0,1.433,0.3043,0.2727,1,3.21,3.21,2025-07-31,390.75,3.73,0,2025-08-01,389.0,389.0,0.82,0.3809,2.83,-22.96,-11.56,2025-09-30,371.35,-4.54,41,0,18.23,-26.65
ARIES,VAR,0,2025-07-15,2024-12-13,385.85,2025-03-03,227.52,41.03,146,0.379,0.773,5.752e-05,0.429,0.507,1,0,2.352,0.2987,0.2933,1,2.45,3.21,2025-07-31,390.75,3.73,12,2025-08-01,389.0,389.0,0.82,0.5125,2.83,-22.96,-11.56,2025-09-30,371.35,-4.54,41,0,18.23,-26.65
ARIHANTCAP,L180,0,2023-09-14,2023-01-03,66.83,2023-03-28,33.56,49.78,180,0.358,0.892,7.870e-05,0.511,0.539,1,1,0.716,0.4592,0.3105,0,2.72,3.05,2023-09-15,71.39,8.5,1,2023-09-18,70.3,70.3,5.19,0.5724,2.12,-24.38,53.73,2023-10-16,65.94,-6.2,19,0,74.62,-30.65
ARIHANTCAP,L180,0,2025-08-20,2024-12-09,112.68,2025-03-04,59.23,47.44,180,0.369,0.851,6.270e-05,0.528,0.45,1,1,1.009,0.3828,0.309,0,6.2,3.56,2025-09-09,113.83,7.97,13,2025-09-10,115.32,115.32,2.34,0.4588,-16.81,-35.05,-33.74,2025-10-15,99.78,-13.48,25,0,4.06,-50.6
ARIHANTCAP,L250,0,2023-10-05,2022-10-11,75.24,2023-03-28,33.56,55.4,250,0.486,0.788,4.350e-05,0.563,0.448,1,0,0.876,0.4132,0.3643,0,3.95,4.53,2023-10-09,75.61,0.93,2,2023-10-10,75.41,75.41,0.23,0.4567,-7.23,-22.99,55.11,2023-10-16,65.94,-12.56,5,0,64.74,-35.35
ARIHANTCAP,VAR,0,2023-10-05,2022-10-11,75.24,2023-03-28,33.56,55.4,245,0.475,0.8,4.600e-05,0.556,0.457,1,0,0.877,0.4132,0.3643,0,3.95,4.53,2023-10-09,75.61,0.93,2,2023-10-10,75.41,75.41,0.23,0.4678,-7.23,-22.99,55.11,2023-10-16,65.94,-12.56,5,0,64.74,-35.35
ARIHANTSUP,L180,0,2024-01-12,2023-05-17,219.12,2023-10-25,163.97,25.17,180,0.698,0.884,5.414e-05,0.383,0.506,1,1,1.043,0.6735,0.6314,0,4.56,4.56,2024-01-12,335.34,0.97,0,2024-01-15,336.58,336.58,53.61,0.4881,3.97,7.71,55.1,2024-03-11,309.37,-8.08,38,0,63.88,-22.42
ARVIND,L120,0,2023-05-15,2022-12-05,101.85,2023-02-24,79.85,21.6,120,0.58,0.717,6.574e-05,0.471,0.417,1,0,1.336,0.4528,0.4767,1,10.37,10.37,2023-05-15,108.45,1.21,0,2023-05-16,108.8,108.8,6.82,0.3163,27.62,87.78,237.91,2023-07-27,126.05,15.85,52,0,258.41,-2.39
ARVIND,L180,0,2007-11-06,2007-02-20,42.8,2007-08-21,33.7,21.26,180,0.698,0.819,3.827e-05,0.36,0.494,1,1,4.451,0.3407,0.3507,1,49.69,49.69,2007-11-06,57.35,3.15,0,2007-11-07,58.15,58.15,35.86,0.4443,-36.54,-25.8,-73.43,2008-01-10,60.5,4.04,45,0,28.37,-82.2
ARVIND,L180,0,2009-07-06,2008-10-03,19.1,2009-03-09,8.9,53.4,180,0.57,0.732,7.623e-05,0.387,0.406,1,0,3.038,0.2908,0.3906,1,10.56,10.56,2009-07-06,20.7,-10.39,0,2009-07-07,20.9,20.9,9.42,0.3858,52.87,49.52,29.9,2009-07-07,20.05,-4.07,1,0,67.22,-19.38
ARVIND,L250,0,2007-12-05,2007-02-06,48.85,2007-08-21,33.7,31.01,250,0.699,0.788,2.744e-05,0.421,0.456,1,0,4.36,0.3707,0.381,1,30.43,30.43,2007-12-05,63.7,-1.55,0,2007-12-06,64.7,64.7,32.45,0.4393,-39.18,-45.21,-78.98,2008-01-10,60.5,-6.49,24,0,15.38,-84.08
ASAHIINDIA,L120,0,2022-07-05,2022-02-03,596.5,2022-05-12,387.75,35.0,120,0.681,0.722,8.054e-05,0.566,0.5,1,0,0.897,0.5451,0.3958,0,13.39,12.73,2022-08-24,623.2,6.67,34,2022-08-25,634.0,634.0,6.29,0.3639,-2.52,-19.35,-6.55,2022-09-16,605.65,-4.47,16,0,9.46,-33.81
ASAHIINDIA,VAR,0,2022-07-19,2022-02-03,596.5,2022-05-12,387.75,35.0,114,0.575,0.706,9.103e-05,0.461,0.526,1,0,1.115,0.4249,0.5156,0,20.15,12.73,2022-08-24,623.2,6.67,24,2022-08-25,634.0,634.0,6.29,0.4634,-2.52,-19.35,-6.55,2022-09-16,605.65,-4.47,16,0,9.46,-33.81
ASHAPURMIN,L120,0,2025-07-15,2025-01-23,543.8,2025-03-12,308.9,43.2,120,0.303,0.706,1.072e-04,0.511,0.45,1,0,0.708,0.509,0.3592,0,22.06,24.6,2025-07-17,543.85,2.55,2,2025-07-18,546.0,546.0,0.4,0.2672,21.7,58.79,25.82,2025-08-22,488.8,-10.48,25,0,69.4,-16.65
ASHAPURMIN,L180,0,2017-12-19,2017-04-06,78.75,2017-08-11,48.95,37.84,180,0.514,0.706,6.430e-05,0.461,0.456,1,0,4.765,0.4198,0.5149,1,7.84,7.84,2017-12-19,99.95,8.88,0,2017-12-20,100.7,100.7,27.87,0.5714,-31.78,-46.72,-69.27,2018-01-23,94.45,-6.21,24,0,18.87,-74.58
ASHIANA,L120,0,2023-04-27,2022-11-07,174.61,2022-12-23,131.67,24.59,120,0.303,0.706,5.719e-05,0.445,0.567,1,0,0.789,0.4591,0.3279,0,2.43,2.43,2023-04-27,179.33,0.63,0,2023-04-28,179.73,179.73,2.93,0.3124,14.74,25.22,107.83,2023-10-25,205.55,14.37,123,0,119.23,-9.59
ASHOKLEY,L250,0,2008-01-02,2007-02-06,10.0,2007-08-23,6.0,40.0,250,0.635,0.701,2.510e-05,0.492,0.552,1,0,1.993,0.245,0.2499,1,48.25,48.25,2008-01-02,10.5,-0.47,0,2008-01-03,10.5,10.5,5.0,0.4274,-39.05,-52.38,-87.62,2008-01-18,9.0,-14.29,12,0,13.33,-94.29
ASTEC,L120,0,2016-06-28,2016-01-05,248.95,2016-02-29,176.2,29.22,120,0.328,0.878,9.860e-05,0.359,0.4,1,1,0.894,0.3645,0.2373,0,2.24,2.24,2016-06-28,367.85,-0.58,0,2016-06-29,371.85,371.85,49.37,0.414,8.89,64.61,50.42,2016-11-21,484.25,30.23,96,0,85.22,-7.66
ASTEC,L120,0,2021-06-11,2021-01-04,1298.95,2021-03-31,996.2,23.31,120,0.597,0.718,8.058e-05,0.46,0.475,1,0,0.994,0.332,0.4242,0,5.9,5.9,2021-06-11,1378.0,-0.19,0,2021-06-14,1387.1,1387.1,6.79,0.3192,-7.48,-4.41,24.71,2021-08-11,1271.9,-8.31,42,0,50.23,-20.22
ASTEC,VAR,0,2021-05-18,2021-01-04,1298.95,2021-03-31,996.2,23.31,90,0.663,0.799,1.102e-04,0.538,0.633,1,0,1.022,0.2885,0.3053,0,6.7,6.08,2021-05-24,1461.65,15.52,4,2021-05-25,1483.65,1483.65,14.22,0.4292,-12.07,-7.41,12.67,2021-08-11,1271.9,-14.27,56,0,40.45,-25.41
ASTERDM,L180,0,2020-01-09,2019-05-30,154.25,2019-08-07,112.85,26.84,180,0.43,0.802,3.772e-05,0.456,0.444,1,1,1.496,0.3828,0.3872,1,2.03,2.03,2020-01-09,165.55,3.37,0,2020-01-10,166.3,166.3,7.81,0.4765,-43.14,-27.69,0.09,2020-03-06,156.7,-5.77,41,0,9.32,-53.1
ASTRAL,L120,0,2022-09-08,2022-04-25,1641.3,2022-06-20,1208.75,26.35,120,0.538,0.704,8.169e-05,0.504,0.458,1,0,0.771,0.3421,0.2444,0,64.83,64.83,2022-09-08,1858.2,1.31,0,2022-09-09,1875.95,1875.95,14.3,0.3669,-18.45,-23.73,2.11,2022-09-26,1660.65,-11.48,12,0,9.7,-30.82
ASTRAZEN,L120,0,2018-06-14,2018-01-05,1247.9,2018-03-28,927.55,25.67,120,0.555,0.801,7.546e-05,0.501,0.408,1,1,1.155,0.3745,0.4239,0,2.38,2.38,2018-06-14,1297.9,0.17,0,2018-06-15,1294.5,1294.5,3.73,0.4357,40.91,6.49,50.28,2018-09-28,1563.85,20.81,72,0,85.22,-0.66
ASTRAZEN,L120,0,2024-07-04,2024-02-06,6927.05,2024-03-14,4928.05,28.86,120,0.378,0.758,7.479e-05,0.486,0.525,1,0,0.827,0.4138,0.2885,0,6.66,6.66,2024-07-04,7128.85,11.42,0,2024-07-05,7190.0,7190.0,3.8,0.4333,10.85,-11.56,27.27,2024-11-14,6772.95,-5.8,92,0,48.69,-13.49
ASTRAZEN,L250,0,2015-06-17,2014-07-02,1187.65,2014-12-29,802.45,32.43,250,0.538,0.767,1.759e-05,0.588,0.604,1,0,1.116,0.5055,0.2496,0,2.01,2.01,2015-06-17,1239.59,-1.83,0,2015-06-18,1250.9,1250.9,5.33,0.6177,-5.17,-14.0,-13.52,2015-11-05,1167.59,-6.66,97,0,7.92,-19.58
ASTRON,L180,0,2021-08-27,2020-12-09,58.0,2021-04-19,37.8,34.83,180,0.497,0.702,4.651e-05,0.42,0.428,1,0,4.98,0.2111,0.282,1,3.4,3.4,2021-08-27,58.75,-0.59,0,2021-08-30,58.3,58.3,0.52,0.4989,-14.49,-24.44,-33.28,2021-08-30,59.3,1.72,1,0,7.29,-41.68
ATALREAL,L120,0,2024-10-25,2024-05-02,9.7,2024-07-19,6.85,29.38,120,0.429,0.702,7.166e-05,0.468,0.467,1,0,2.033,0.4971,0.2564,1,4.21,4.21,2024-10-25,11.16,3.53,0,2024-10-28,11.6,11.6,19.59,0.4393,19.83,37.07,110.86,2025-02-17,12.65,9.05,79,0,115.52,-8.02
ATULAUTO,L250,0,2022-10-13,2021-11-02,261.85,2022-06-20,153.4,41.42,250,0.683,0.752,1.680e-05,0.596,0.544,1,0,0.635,0.599,0.2449,0,3.76,4.68,2022-10-14,279.25,7.67,1,2022-10-17,279.5,279.5,6.74,0.4258,0.7,45.4,117.37,2022-12-21,269.5,-3.58,46,0,135.28,-14.38
ATULAUTO,VAR,0,2022-10-13,2021-11-02,261.85,2022-06-20,153.4,41.42,236,0.664,0.702,1.806e-05,0.573,0.576,1,0,0.665,0.599,0.2449,0,3.76,4.68,2022-10-14,279.25,7.67,1,2022-10-17,279.5,279.5,6.74,0.4116,0.7,45.4,117.37,2022-12-21,269.5,-3.58,46,0,135.28,-14.38
AUBANK,L120,1,2017-11-23,2017-07-13,345.55,2017-08-23,262.6,24.01,94,0.333,0.714,6.269e-05,0.417,0.479,1,0,0.292,0.2805,0.2319,0,20.45,20.45,2017-11-30,349.0,1.23,5,2017-12-01,349.85,349.85,1.24,0.2405,-15.98,-1.94,-12.63,2018-01-31,328.25,-6.17,42,0,6.96,-28.47
AUBANK,L180,1,2017-11-23,2017-07-13,345.55,2017-08-23,262.6,24.01,94,0.333,0.714,6.269e-05,0.417,0.479,1,0,0.292,0.2805,0.2319,0,20.45,20.45,2017-11-30,349.0,1.23,5,2017-12-01,349.85,349.85,1.24,0.2405,-15.98,-1.94,-12.63,2018-01-31,328.25,-6.17,42,0,6.96,-28.47
AUBANK,L250,1,2017-11-23,2017-07-13,345.55,2017-08-23,262.6,24.01,94,0.333,0.714,6.269e-05,0.417,0.479,1,0,0.292,0.2805,0.2319,0,20.45,20.45,2017-11-30,349.0,1.23,5,2017-12-01,349.85,349.85,1.24,0.2405,-15.98,-1.94,-12.63,2018-01-31,328.25,-6.17,42,0,6.96,-28.47
AUBANK,VAR,1,2017-11-23,2017-07-13,345.55,2017-08-23,262.6,24.01,91,0.311,0.777,6.823e-05,0.413,0.473,1,0,0.388,0.2805,0.2319,0,20.45,20.45,2017-11-30,349.0,1.23,5,2017-12-01,349.85,349.85,1.24,0.2892,-15.98,-1.94,-12.63,2018-01-31,328.25,-6.17,42,0,6.96,-28.47
AUROPHARMA,L120,0,2012-10-04,2012-04-20,66.75,2012-07-27,50.62,24.16,120,0.622,0.715,6.949e-05,0.473,0.517,1,0,1.345,0.3531,0.4031,1,23.55,23.55,2012-10-04,72.35,-1.19,0,2012-10-05,70.0,70.0,4.87,0.3518,44.07,4.24,47.14,2013-01-11,92.25,31.79,67,0,53.57,-9.17
AUROPHARMA,L180,0,2009-05-18,2008-09-08,32.31,2008-11-06,10.63,67.1,180,0.318,0.81,1.193e-04,0.539,0.572,1,1,2.29,0.1996,0.1578,1,4.65,4.65,2009-05-18,32.56,9.63,0,2009-05-19,32.5,32.5,0.59,0.3987,90.49,146.34,168.22,2010-05-07,88.33,171.78,239,0,204.58,-16.92
AUROPHARMA,L250,0,2009-06-25,2008-06-17,34.78,2008-11-06,10.63,69.44,250,0.398,0.707,7.271e-05,0.505,0.432,1,0,2.005,0.2509,0.2026,1,8.11,8.11,2009-06-25,50.4,4.8,0,2009-06-26,51.28,51.28,47.44,0.2334,34.96,74.57,79.49,2010-05-07,88.33,72.25,211,0,93.04,-22.99
