symbol,mode,ipo_short_window,left_rim_date,left_rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,base_qualify_date,tv20_cr_at_q,trigger_date,trigger_close,trigger_level,trigger_N,vol_multiple,volx_ge_2,volx_ge_5,fired_n40,fired_n60,fired_n100,days_q_to_trigger,trigger_day_move_pct,tv20_cr_at_trigger,entry_date,entry_open,dist_to_left_rim_pct,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
HUBTOWN,L180,1,2007-02-07,563.45,2007-06-29,324.45,42.42,152,0.642,0.702,6.408e-05,0.399,0.461,1,0,1.367,0.6216,0.4244,1,2007-09-14,5.17,2007-09-17,632.3,632.2,60,3.96,1,0,1,1,1,1,0.02,5.47,2007-09-18,636.0,-12.22,0.3497,79.83,39.63,24.82,2008-03-04,996.9,56.75,118,0,119.34,-4.87
HUBTOWN,L250,1,2007-02-07,563.45,2007-06-29,324.45,42.42,152,0.642,0.702,6.408e-05,0.399,0.461,1,0,1.367,0.6216,0.4244,1,2007-09-14,5.17,2007-09-17,632.3,632.2,60,3.96,1,0,1,1,1,1,0.02,5.47,2007-09-18,636.0,-12.22,0.3497,79.83,39.63,24.82,2008-03-04,996.9,56.75,118,0,119.34,-4.87
HUDCO,L120,0,2020-01-27,44.05,2020-03-25,18.85,57.21,120,0.487,0.8,1.207e-04,0.688,0.575,1,1,1.239,0.3916,0.368,1,2020-06-26,7.12,2020-06-29,33.45,27.95,60,6.71,1,1,1,1,0,1,19.89,7.35,2020-06-30,35.0,24.06,0.5758,-9.71,14.43,58.43,2020-09-16,34.5,-1.43,57,0,66.43,-14.71
HUDCO,L120,0,2024-07-11,342.2,2024-10-25,193.99,43.31,120,0.63,0.87,7.033e-05,0.698,0.483,1,1,0.617,0.2619,0.2895,0,2024-12-31,130.6,2025-05-26,238.26,234.77,60,4.17,1,0,1,1,0,98,4.6,127.8,2025-05-27,239.0,30.37,0.5103,-10.36,0.06,-14.85,2025-06-17,224.7,-5.98,16,0,6.16,-33.47
HUDCO,L250,0,2021-09-23,46.4,2022-05-12,31.4,32.33,250,0.679,0.716,1.024e-05,0.691,0.416,1,0,0.639,0.3695,0.2632,0,2022-09-06,6.65,2022-11-16,47.25,42.85,60,42.97,1,1,1,1,1,48,13.58,9.62,2022-11-17,47.5,-1.83,0.2465,-1.37,13.58,69.89,2022-12-23,45.8,-3.58,27,0,101.89,-14.95
HUDCO,L250,0,2024-07-11,342.2,2025-02-28,165.14,51.74,250,0.699,0.704,1.785e-05,0.657,0.4,1,0,0.981,0.2044,0.1603,0,2025-06-23,151.4,2025-11-18,243.93,239.96,60,6.68,1,1,1,1,1,101,2.0,76.85,2025-11-19,243.99,28.72,0.1119,-17.24,-15.35,-28.69,2025-12-08,212.79,-12.79,14,0,0.14,-34.83
HUDCO,VAR,0,2020-01-27,44.05,2020-03-25,18.85,57.21,90,0.461,0.896,2.314e-04,0.662,0.667,1,1,1.095,0.3851,0.3653,0,2020-06-09,3.56,2020-06-29,33.45,27.95,60,6.71,1,1,1,1,0,14,19.89,7.35,2020-06-30,35.0,24.06,0.6595,-9.71,14.43,58.43,2020-09-16,34.5,-1.43,57,0,66.43,-14.71
HUDCO,VAR,0,2021-09-23,46.4,2022-05-12,31.4,32.33,232,0.675,0.767,1.197e-05,0.694,0.448,1,0,0.591,0.3324,0.2386,0,2022-08-29,4.99,2022-11-16,47.25,42.85,60,42.97,1,1,1,1,1,53,13.58,9.62,2022-11-17,47.5,-1.83,0.3304,-1.37,13.58,69.89,2022-12-23,45.8,-3.58,27,0,101.89,-14.95
HUDCO,VAR,0,2024-07-11,342.2,2024-10-25,193.99,43.31,112,0.658,0.875,8.033e-05,0.699,0.464,1,1,0.668,0.3193,0.3823,0,2024-12-20,167.18,2025-05-26,238.26,234.77,60,4.17,1,0,1,1,0,104,4.6,127.8,2025-05-27,239.0,30.37,0.4852,-10.36,0.06,-14.85,2025-06-17,224.7,-5.98,16,0,6.16,-33.47
HUHTAMAKI,L120,0,2024-12-13,305.05,2025-02-28,176.06,42.28,120,0.487,0.936,7.786e-05,0.694,0.642,1,1,2.313,0.292,0.351,1,2025-06-03,2.61,2025-07-07,231.73,220.87,60,5.37,1,1,1,1,1,24,4.92,4.32,2025-07-08,233.0,24.04,0.8655,0.55,-11.03,-4.92,2025-08-08,207.48,-10.95,24,0,17.02,-36.22
HUHTAMAKI,L180,0,2021-11-17,241.65,2022-03-29,148.8,38.42,180,0.503,0.742,2.728e-05,0.67,0.483,1,0,0.851,0.3358,0.2197,0,2022-08-04,2.11,2022-09-02,201.5,199.7,60,6.48,1,1,1,1,1,18,6.02,2.19,2022-09-05,204.6,16.61,0.5284,-4.52,-0.1,25.64,2022-11-14,199.3,-2.59,48,0,45.65,-11.24
HUHTAMAKI,L180,0,2024-10-23,327.25,2025-02-28,176.06,46.2,180,0.497,0.795,3.388e-05,0.696,0.578,1,0,1.989,0.4184,0.3526,1,2025-07-14,4.42,2025-09-05,238.15,236.12,60,4.56,1,0,1,1,1,37,1.59,1.54,2025-09-08,239.45,27.23,0.6904,-9.8,-26.28,11.86,2025-11-07,236.03,-1.43,42,0,37.82,-37.94
HUHTAMAKI,L180,0,2025-10-23,270.03,2026-03-30,149.9,44.49,180,0.642,0.849,2.932e-05,0.691,0.55,1,1,0.984,0.261,0.1241,0,2026-07-06,3.79,2026-07-16,232.69,222.29,60,4.69,1,0,1,1,1,8,4.68,3.93,2026-07-17,233.8,13.83,0.5218,12.02,12.02,12.02,2026-09-07,250.05,6.95,37,0,41.15,-4.32
HUHTAMAKI,L250,0,2024-09-24,400.3,2025-02-28,176.06,56.02,250,0.466,0.888,2.868e-05,0.655,0.664,1,1,1.775,0.3365,0.3875,1,2025-09-15,2.31,2025-09-22,240.31,240.01,60,5.25,1,1,1,1,1,5,0.12,3.74,2025-09-23,241.6,39.97,0.6863,-14.94,-32.76,8.4,2025-11-07,236.03,-2.31,31,0,36.59,-38.49
HUHTAMAKI,VAR,0,2021-09-17,277.2,2022-03-29,148.8,46.32,239,0.55,0.857,1.948e-05,0.699,0.527,1,1,1.215,0.3154,0.2196,1,2022-09-02,2.19,2022-09-05,209.9,201.5,60,7.27,1,1,1,1,1,1,4.17,2.19,2022-09-06,212.0,24.28,0.6154,-8.11,-4.76,26.39,2022-11-14,199.3,-5.99,47,0,40.57,-14.34
HUHTAMAKI,VAR,0,2024-09-24,400.3,2025-02-28,176.06,56.02,243,0.45,0.874,2.972e-05,0.643,0.683,1,1,1.814,0.3365,0.3875,1,2025-09-15,2.31,2025-09-22,240.31,240.01,60,5.25,1,1,1,1,1,5,0.12,3.74,2025-09-23,241.6,39.97,0.6565,-14.94,-32.76,8.4,2025-11-07,236.03,-2.31,31,0,36.59,-38.49
HUHTAMAKI,VAR,0,2025-10-23,270.03,2026-03-30,149.9,44.49,169,0.637,0.871,3.073e-05,0.699,0.586,1,1,0.928,0.2725,0.083,0,2026-07-01,3.18,2026-07-16,232.69,222.29,60,4.69,1,0,1,1,1,11,4.68,3.93,2026-07-17,233.8,13.83,0.5813,12.02,12.02,12.02,2026-09-07,250.05,6.95,37,0,41.15,-4.32
HYUNDAI,L120,0,2026-01-07,2362.0,2026-04-06,1691.4,28.39,120,0.504,0.784,4.134e-05,0.693,0.433,1,0,1.661,0.2942,0.3732,1,2026-07-02,119.39,2026-07-31,2177.5,2030.1,60,10.79,1,1,1,1,1,21,8.87,94.82,2026-08-03,2212.1,7.81,0.5121,-0.09,-0.09,-0.09,,,-0.09,29,1,3.11,-5.26
IBULLSLTD,L120,1,2025-10-30,21.23,2026-02-24,9.11,57.09,93,0.641,0.879,2.279e-04,0.676,0.634,1,1,2.14,0.4163,0.1853,1,2026-04-17,7.6,2026-04-30,19.73,17.94,60,3.17,1,0,1,1,0,9,9.98,16.22,2026-05-04,21.0,7.07,0.5963,41.0,16.62,16.62,2026-05-19,17.56,-16.38,12,0,54.76,-19.9
IBULLSLTD,L180,1,2025-10-30,21.23,2026-02-24,9.11,57.09,93,0.641,0.879,2.279e-04,0.676,0.634,1,1,2.14,0.4163,0.1853,1,2026-04-17,7.6,2026-04-30,19.73,17.94,60,3.17,1,0,1,1,0,9,9.98,16.22,2026-05-04,21.0,7.07,0.5963,41.0,16.62,16.62,2026-05-19,17.56,-16.38,12,0,54.76,-19.9
IBULLSLTD,L250,1,2025-10-30,21.23,2026-02-24,9.11,57.09,93,0.641,0.879,2.279e-04,0.676,0.634,1,1,2.14,0.4163,0.1853,1,2026-04-17,7.6,2026-04-30,19.73,17.94,60,3.17,1,0,1,1,0,9,9.98,16.22,2026-05-04,21.0,7.07,0.5963,41.0,16.62,16.62,2026-05-19,17.56,-16.38,12,0,54.76,-19.9
IBULLSLTD,VAR,1,2025-10-30,21.23,2026-02-24,9.11,57.09,93,0.641,0.879,2.279e-04,0.676,0.634,1,1,2.14,0.4163,0.1853,1,2026-04-17,7.6,2026-04-30,19.73,17.94,60,3.17,1,0,1,1,0,9,9.98,16.22,2026-05-04,21.0,7.07,0.5963,41.0,16.62,16.62,2026-05-19,17.56,-16.38,12,0,54.76,-19.9
ICICIBANK,L180,0,2019-12-27,549.4,2020-03-23,284.0,48.31,180,0.385,0.738,4.056e-05,0.699,0.55,1,0,2.816,0.1716,0.152,1,2020-09-01,1322.68,2021-02-01,603.8,556.5,60,3.25,1,0,1,1,1,105,12.44,1169.85,2021-02-02,613.0,-9.9,0.4669,-2.65,11.75,31.97,2021-02-26,597.75,-2.49,19,0,41.44,-13.35
ICICIBANK,L250,0,2019-12-27,549.4,2020-03-23,284.0,48.31,250,0.321,0.705,2.866e-05,0.588,0.46,1,0,2.348,0.2028,0.1609,1,2020-11-24,1466.08,2021-02-01,603.8,556.5,60,3.25,1,0,1,1,1,46,12.44,1169.85,2021-02-02,613.0,-9.9,0.27,-2.65,11.75,31.97,2021-02-26,597.75,-2.49,19,0,41.44,-13.35
ICICIBANK,VAR,0,2018-01-23,362.3,2018-04-02,261.85,27.73,90,0.494,0.812,7.004e-05,0.656,0.511,1,1,0.982,0.1991,0.1595,0,2018-06-05,499.05,2018-08-09,333.0,318.7,60,4.26,1,0,1,1,1,47,4.49,541.99,2018-08-10,334.05,8.09,0.5523,8.04,7.36,23.35,2018-09-24,308.75,-7.57,28,0,32.88,-11.75
ICICIBANK,VAR,0,2019-12-27,549.4,2020-03-23,284.0,48.31,163,0.37,0.75,4.946e-05,0.7,0.601,1,0,2.789,0.1502,0.1596,1,2020-08-20,1300.17,2021-02-01,603.8,556.5,60,3.25,1,0,1,1,1,113,12.44,1169.85,2021-02-02,613.0,-9.9,0.4845,-2.65,11.75,31.97,2021-02-26,597.75,-2.49,19,0,41.44,-13.35
ICICIGI,L180,0,2024-09-23,2275.2,2025-03-04,1639.7,27.93,180,0.698,0.809,1.536e-05,0.692,0.444,1,1,1.345,-0.0124,-0.1055,0,2025-05-27,125.11,2025-06-06,2006.2,1895.1,60,3.84,1,0,1,1,1,8,6.85,125.11,2025-06-09,2014.9,11.82,0.2798,-9.54,-2.2,-15.01,2025-07-18,1912.8,-5.07,30,0,2.67,-19.13
ICICIGI,VAR,0,2024-09-23,2275.2,2025-03-04,1639.7,27.93,161,0.7,0.746,1.652e-05,0.688,0.484,1,0,1.401,0.0477,-0.0935,0,2025-05-19,116.29,2025-06-06,2006.2,1895.1,60,3.84,1,0,1,1,1,14,6.85,125.11,2025-06-09,2014.9,11.82,0.2474,-9.54,-2.2,-15.01,2025-07-18,1912.8,-5.07,30,0,2.67,-19.13
ICICIPRULI,L180,0,2017-07-05,494.45,2017-12-06,367.3,25.72,180,0.654,0.701,1.654e-05,0.649,0.483,1,0,0.889,0.0797,0.1332,0,2018-03-08,25.7,2018-04-25,438.35,434.6,60,18.66,1,1,1,1,0,32,4.83,40.2,2018-04-26,438.35,11.35,0.2118,-20.34,-25.11,-15.12,2018-05-23,408.35,-6.84,19,0,5.44,-36.73
ICICIPRULI,L180,0,2018-07-30,421.25,2019-02-04,284.75,32.4,180,0.698,0.725,2.766e-05,0.572,0.478,1,0,1.455,0.3792,0.3565,1,2019-04-25,76.32,2019-05-30,386.8,386.25,60,3.49,1,0,1,1,1,23,1.12,45.43,2019-05-31,389.0,8.18,0.3139,2.56,27.62,2.28,2019-12-06,492.45,26.59,127,0,38.12,-41.88
ICICIPRULI,VAR,0,2017-07-05,494.45,2017-12-06,367.3,25.72,151,0.7,0.838,2.865e-05,0.622,0.497,1,1,1.03,0.1345,0.194,0,2018-02-09,58.82,2018-04-25,438.35,434.6,60,18.66,1,1,1,1,0,49,4.83,40.2,2018-04-26,438.35,11.35,0.3538,-20.34,-25.11,-15.12,2018-05-23,408.35,-6.84,19,0,5.44,-36.73
ICIL,L120,0,2017-06-21,185.25,2017-09-27,95.85,48.26,120,0.622,0.86,8.593e-05,0.698,0.608,1,1,1.758,0.2101,0.2068,1,2017-12-04,23.65,2018-01-10,134.15,128.35,60,6.26,1,1,1,1,1,26,7.02,20.67,2018-01-11,135.65,27.58,0.5852,-28.86,-48.32,-59.93,2018-01-17,120.4,-11.24,5,0,2.36,-60.27
ICIL,L120,0,2024-12-16,411.15,2025-04-07,249.35,39.35,120,0.689,0.702,7.337e-05,0.585,0.467,1,0,1.774,0.2093,0.3094,1,2025-06-03,23.41,2025-11-12,313.9,299.12,60,26.04,1,1,1,1,1,111,15.38,5.74,2025-11-13,315.0,23.65,0.2883,-3.9,-6.41,39.13,2025-12-08,281.35,-10.68,18,0,50.68,-31.14
IDBI,L120,0,2006-05-10,95.6,2006-07-19,49.2,48.54,120,0.63,0.708,1.031e-04,0.633,0.517,1,0,0.649,0.4379,0.4148,0,2006-09-20,11.5,2006-09-21,75.25,73.95,60,4.05,1,0,1,1,0,1,1.76,11.5,2006-09-22,76.0,21.29,0.3479,-4.14,1.84,105.39,2006-11-20,76.15,0.2,39,0,112.24,-12.5
IDBI,L120,0,2014-07-03,108.0,2014-09-25,59.5,44.91,120,0.496,0.843,6.724e-05,0.699,0.583,1,1,1.194,-0.0046,-0.0738,0,2014-12-30,21.55,2015-03-03,81.95,76.95,60,3.98,1,0,1,1,1,43,11.42,22.25,2015-03-04,83.2,24.12,0.6329,-18.63,-32.57,-18.09,2015-05-07,68.0,-18.27,42,0,15.02,-43.21
IDBI,L120,0,2020-02-01,37.25,2020-03-25,17.8,52.21,120,0.437,0.71,2.205e-04,0.519,0.425,1,0,0.886,0.4746,0.383,0,2020-07-06,19.29,2020-12-07,41.35,39.75,60,4.44,1,0,1,1,0,108,4.16,6.78,2020-12-08,41.8,-11.01,0.3267,-15.31,-7.18,29.07,2020-12-22,33.8,-19.14,11,0,56.1,-36.96
IDBI,L120,0,2022-04-06,48.75,2022-07-05,30.75,36.92,120,0.613,0.703,9.655e-05,0.551,0.408,1,0,1.46,0.3768,0.4319,1,2022-09-12,33.83,2022-09-14,46.25,45.75,60,4.06,1,0,1,1,0,2,4.28,33.83,2022-09-15,46.75,5.13,0.3425,18.29,4.6,48.88,2022-09-26,40.25,-13.9,8,0,57.01,-14.87
IDBI,L180,0,2013-05-17,90.8,2013-09-03,53.0,41.63,180,0.57,0.765,2.825e-05,0.699,0.45,1,0,0.989,0.2128,0.1998,0,2013-12-27,6.8,2014-05-14,74.15,70.45,60,3.18,1,0,1,1,1,91,5.25,12.31,2014-05-15,74.85,18.34,0.4181,13.03,-4.21,-9.15,2014-07-09,93.75,25.25,40,0,55.51,-21.91
IDBI,L180,0,2014-06-10,112.7,2014-09-25,59.5,47.2,180,0.453,0.83,3.507e-05,0.695,0.628,1,1,0.998,0.0325,-0.0305,0,2015-02-24,18.99,2015-03-03,81.95,76.95,60,3.98,1,0,1,1,1,5,11.42,22.25,2015-03-04,83.2,27.28,0.5574,-18.63,-32.57,-18.09,2015-05-07,68.0,-18.27,42,0,15.02,-43.21
IDBI,L180,0,2018-03-05,84.65,2018-07-05,48.1,43.18,180,0.503,0.727,2.126e-05,0.7,0.433,1,0,0.473,0.2211,0.1124,0,2018-11-19,20.8,2019-01-09,64.65,62.0,60,4.06,1,0,1,1,1,35,4.44,17.19,2019-01-10,64.3,23.63,0.4178,-30.48,-44.09,-43.93,2019-01-17,60.7,-5.6,6,0,0.93,-63.22
IDBI,L250,0,2014-06-10,112.7,2014-09-25,59.5,47.2,250,0.349,0.7,1.768e-05,0.65,0.66,1,0,1.001,0.0485,0.0321,0,2015-06-01,24.89,2015-09-23,73.05,70.75,60,9.34,1,1,1,1,0,81,9.29,22.96,2015-09-24,73.15,35.18,0.301,22.01,-3.9,-6.08,2015-12-11,82.45,12.71,52,0,30.83,-35.41
IDBI,L250,0,2017-02-14,84.2,2017-10-23,51.8,38.48,250,0.699,0.782,1.773e-05,0.641,0.628,1,0,1.199,0.0996,0.0582,0,2018-02-07,33.37,2018-02-12,67.55,65.35,60,4.3,1,0,1,1,0,3,7.65,39.6,2018-02-14,67.6,19.77,0.4241,-6.36,-6.51,-37.57,2018-03-12,64.85,-4.07,18,0,35.36,-38.61
IDBI,L250,0,2019-01-09,64.65,2019-08-22,24.45,62.18,250,0.663,0.865,2.528e-05,0.696,0.608,1,1,0.55,0.2417,0.1767,0,2019-12-27,9.77,2020-06-03,31.9,29.9,60,6.24,1,1,1,1,0,106,10.0,2.16,2020-06-04,33.75,50.66,0.4354,23.56,10.52,16.15,2020-07-09,46.0,36.3,26,0,66.52,-21.93
IDBI,VAR,1,2005-01-20,118.35,2005-05-03,77.4,34.6,100,0.697,0.733,8.742e-05,0.631,0.45,1,0,1.109,0.4314,0.5189,0,2005-06-14,32.5,2005-09-16,120.05,116.25,60,5.07,1,1,1,1,1,65,3.4,21.39,2005-09-19,120.75,-1.44,0.3083,-17.97,-29.36,-38.76,2005-10-18,110.2,-8.74,21,0,8.41,-60.0
IDBI,VAR,0,2014-06-10,112.7,2014-09-25,59.5,47.2,147,0.507,0.882,5.344e-05,0.698,0.592,1,1,1.09,0.005,-0.0495,0,2015-01-15,20.43,2015-03-03,81.95,76.95,60,3.98,1,0,1,1,1,31,11.42,22.25,2015-03-04,83.2,27.28,0.6591,-18.63,-32.57,-18.09,2015-05-07,68.0,-18.27,42,0,15.02,-43.21
IDBI,VAR,0,2015-11-30,93.55,2016-02-12,51.55,44.9,90,0.584,0.741,1.895e-04,0.627,0.411,1,0,0.897,0.4179,0.5252,0,2016-04-08,36.68,2016-09-09,79.5,76.8,60,6.78,1,1,1,1,1,104,4.88,35.68,2016-09-12,78.0,15.02,0.3636,-7.82,-0.51,-27.37,2016-09-29,67.0,-14.1,13,0,10.77,-35.64
IDBI,VAR,0,2017-02-14,84.2,2017-10-23,51.8,38.48,244,0.691,0.766,1.849e-05,0.631,0.643,1,0,1.228,0.0996,0.0582,1,2018-02-07,33.37,2018-02-12,67.55,65.35,60,4.3,1,0,1,1,0,3,7.65,39.6,2018-02-14,67.6,19.77,0.4134,-6.36,-6.51,-37.57,2018-03-12,64.85,-4.07,18,0,35.36,-38.61
IDBI,VAR,0,2018-03-05,84.65,2018-07-05,48.1,43.18,172,0.497,0.701,2.224e-05,0.698,0.453,1,0,0.5,0.2194,0.1069,0,2018-11-14,21.68,2019-01-09,64.65,62.0,60,4.06,1,0,1,1,1,38,4.44,17.19,2019-01-10,64.3,23.63,0.403,-30.48,-44.09,-43.93,2019-01-17,60.7,-5.6,6,0,0.93,-63.22
IDBI,VAR,0,2019-01-09,64.65,2019-08-22,24.45,62.18,231,0.661,0.826,2.586e-05,0.7,0.632,1,1,0.552,0.2315,0.1784,0,2019-12-18,10.49,2020-06-03,31.9,29.9,60,6.24,1,1,1,1,0,112,10.0,2.16,2020-06-04,33.75,50.66,0.3884,23.56,10.52,16.15,2020-07-09,46.0,36.3,26,0,66.52,-21.93
IDEA,L120,0,2009-08-21,50.0,2009-11-27,29.55,40.9,120,0.639,0.716,7.193e-05,0.697,0.492,1,0,0.65,0.2557,0.182,0,2010-02-02,25.22,2010-03-18,40.7,38.85,60,5.64,1,1,1,1,1,30,4.76,13.7,2010-03-19,40.75,18.6,0.3377,-19.39,9.82,-11.17,2010-04-29,37.15,-8.83,27,0,18.53,-28.1
IDEA,L120,0,2017-02-23,72.25,2017-06-15,46.25,35.99,120,0.697,0.821,7.188e-05,0.607,0.65,1,1,0.84,0.1409,0.1032,0,2017-08-07,126.27,2017-10-23,59.3,59.0,60,8.73,1,1,1,1,1,50,10.74,52.45,2017-10-24,59.85,17.92,0.4672,3.76,-27.9,-62.41,2018-01-24,56.7,-5.26,66,0,19.97,-67.17
IDEA,L120,0,2021-01-15,13.65,2021-05-11,8.1,40.66,120,0.681,0.79,6.466e-05,0.693,0.5,1,0,0.87,-0.0532,0.0037,0,2021-07-05,201.09,2021-09-16,11.25,10.6,60,7.15,1,1,1,1,1,50,25.7,285.68,2021-09-17,12.0,17.58,0.3421,27.08,-14.58,-24.17,2022-01-11,11.8,-1.67,80,0,40.0,-35.42
IDEA,L180,0,2008-07-23,55.25,2008-10-24,22.25,59.73,180,0.352,0.814,5.450e-05,0.691,0.606,1,1,0.859,0.1986,0.1378,0,2009-04-24,35.32,2009-05-27,47.65,45.85,60,5.64,1,1,1,1,1,21,12.25,47.37,2009-05-28,47.7,13.76,0.3948,-1.05,-36.27,-32.29,2009-07-10,40.85,-14.36,32,0,16.25,-39.52
IDEA,L180,0,2012-04-03,60.6,2012-08-09,43.65,27.97,180,0.592,0.702,3.006e-05,0.528,0.489,1,0,0.761,0.1008,0.1073,0,2012-11-29,18.96,2013-01-15,74.0,68.3,60,5.5,1,1,1,1,1,32,8.35,26.94,2013-01-16,74.05,-22.11,0.2968,-9.05,15.33,23.16,2013-03-20,65.25,-11.88,46,0,53.68,-17.56
IDEA,L250,0,2008-05-21,67.55,2008-10-24,22.25,67.06,250,0.45,0.809,3.300e-05,0.698,0.524,1,1,0.834,0.1277,0.1029,0,2009-05-27,47.37,2009-05-29,50.85,47.65,60,5.27,1,1,1,1,1,2,6.72,52.9,2009-06-01,50.9,24.72,0.4097,-1.77,-41.45,-33.6,2009-07-10,40.85,-19.74,30,0,8.94,-43.32
IDEA,L250,0,2013-10-14,111.75,2014-02-26,76.1,31.9,250,0.434,0.703,1.710e-05,0.568,0.456,1,0,1.354,0.2512,0.2987,1,2014-09-25,107.55,2015-03-12,105.7,102.85,60,4.97,1,0,1,1,1,109,6.77,66.6,2015-03-13,105.3,5.41,0.3681,0.66,-11.4,-43.16,2015-04-30,105.7,0.38,32,0,17.0,-44.25
IDEA,L250,0,2025-01-20,9.94,2025-08-14,6.15,38.13,250,0.659,0.708,2.451e-05,0.441,0.416,1,0,1.917,0.2288,0.2165,1,2025-12-18,791.65,2026-05-11,12.18,11.85,60,4.56,1,0,1,1,1,94,8.36,416.58,2026-05-12,12.04,-22.54,0.3016,6.64,23.26,23.26,2026-07-15,13.62,13.12,45,0,31.15,-3.41
IDEA,VAR,0,2008-05-21,67.55,2008-10-24,22.25,67.06,245,0.443,0.81,3.414e-05,0.696,0.535,1,1,0.851,0.077,0.1075,0,2009-05-26,47.37,2009-05-27,47.65,45.85,60,5.64,1,1,1,1,1,1,12.25,47.37,2009-05-28,47.7,29.46,0.4028,-1.05,-36.27,-32.29,2009-07-10,40.85,-14.36,32,0,16.25,-39.52
IDEA,VAR,0,2017-02-23,72.25,2017-06-15,46.25,35.99,109,0.694,0.827,8.680e-05,0.59,0.716,1,1,0.87,0.1359,0.1143,0,2017-08-02,126.27,2017-10-23,59.3,59.0,60,8.73,1,1,1,1,1,53,10.74,52.45,2017-10-24,59.85,17.92,0.476,3.76,-27.9,-62.41,2018-01-24,56.7,-5.26,66,0,19.97,-67.17
IDEA,VAR,0,2020-09-03,12.55,2020-10-19,7.95,36.65,90,0.348,0.759,1.660e-04,0.49,0.422,1,0,0.715,0.2004,0.1909,0,2021-01-11,327.97,2021-01-15,13.65,12.3,60,3.53,1,0,1,1,1,4,10.98,406.34,2021-01-18,13.65,-8.76,0.3231,-35.16,-35.16,-12.45,2021-02-19,10.9,-20.15,24,0,23.08,-66.67
IDEA,VAR,0,2021-01-15,13.65,2021-05-11,8.1,40.66,110,0.697,0.848,8.594e-05,0.672,0.518,1,1,0.79,0.0672,0.1083,0,2021-06-28,196.74,2021-09-16,11.25,10.6,60,7.15,1,1,1,1,1,55,25.7,285.68,2021-09-17,12.0,17.58,0.4239,27.08,-14.58,-24.17,2022-01-11,11.8,-1.67,80,0,40.0,-35.42
IDEAFORGE,L120,0,2024-12-12,646.4,2025-03-17,324.4,49.81,120,0.63,0.707,1.100e-04,0.665,0.475,1,0,2.832,0.6707,0.6737,1,2025-05-23,42.64,2025-06-23,631.05,615.55,60,5.44,1,1,1,1,1,21,10.0,42.1,2025-06-24,654.5,2.37,0.4089,-18.2,-34.75,23.9,2025-07-23,500.9,-23.47,22,0,51.6,-44.08
IDFCFIRSTB,L120,0,2019-04-01,55.9,2019-07-24,37.6,32.74,120,0.697,0.802,4.581e-05,0.698,0.583,1,1,1.295,-0.0181,-0.1243,0,2019-09-18,56.21,2019-11-29,46.85,44.65,60,6.44,1,1,1,1,1,48,5.76,57.81,2019-12-02,47.0,16.19,0.4107,-16.38,-56.6,-23.83,2019-12-10,42.1,-10.43,7,0,1.38,-62.45
IDFCFIRSTB,L120,0,2020-01-15,45.0,2020-03-23,18.15,59.67,120,0.429,0.798,1.356e-04,0.697,0.592,1,0,2.031,0.1507,0.1277,1,2020-07-03,125.36,2020-11-23,36.85,34.3,60,5.24,1,1,1,1,1,100,9.67,78.35,2020-11-24,37.3,18.11,0.4946,55.76,53.49,21.05,2020-12-21,34.25,-8.18,19,0,85.79,-11.8
IDFCFIRSTB,L180,0,2019-11-29,46.85,2020-03-23,18.15,61.26,180,0.447,0.714,5.693e-05,0.695,0.506,1,0,2.296,0.1642,0.1225,1,2020-08-17,104.19,2020-11-23,36.85,34.3,60,5.24,1,1,1,1,1,69,9.67,78.35,2020-11-24,37.3,21.34,0.3564,55.76,53.49,21.05,2020-12-21,34.25,-8.18,19,0,85.79,-11.8
IDFCFIRSTB,VAR,0,2016-09-28,81.1,2016-12-26,56.2,30.7,153,0.388,0.848,2.597e-05,0.7,0.569,1,1,0.762,0.0845,0.0566,0,2017-05-12,64.48,2017-11-01,62.3,60.8,60,5.79,1,1,1,1,0,117,9.97,45.42,2017-11-02,62.0,23.18,0.532,-6.13,-23.87,-43.15,2017-11-15,54.6,-11.94,10,0,13.55,-47.26
IDFCFIRSTB,VAR,0,2019-04-01,55.9,2019-07-24,37.6,32.74,111,0.7,0.805,5.709e-05,0.667,0.604,1,1,1.354,0.0037,-0.1104,0,2019-09-13,64.99,2019-11-29,46.85,44.65,60,6.44,1,1,1,1,1,51,5.76,57.81,2019-12-02,47.0,16.19,0.4164,-16.38,-56.6,-23.83,2019-12-10,42.1,-10.43,7,0,1.38,-62.45
IDFCFIRSTB,VAR,0,2019-11-29,46.85,2020-03-23,18.15,61.26,178,0.446,0.716,5.827e-05,0.695,0.511,1,0,2.334,0.1738,0.1208,1,2020-08-14,113.55,2020-11-23,36.85,34.3,60,5.24,1,1,1,1,1,70,9.67,78.35,2020-11-24,37.3,21.34,0.3673,55.76,53.49,21.05,2020-12-21,34.25,-8.18,19,0,85.79,-11.8
