symbol,mode,ipo_short_window,left_rim_date,left_rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,base_qualify_date,tv20_cr_at_q,trigger_date,trigger_close,trigger_level,trigger_N,vol_multiple,volx_ge_2,volx_ge_5,fired_n40,fired_n60,fired_n100,days_q_to_trigger,trigger_day_move_pct,tv20_cr_at_trigger,entry_date,entry_open,dist_to_left_rim_pct,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
ACC,VAR,0,2010-03-10,1013.5,2010-07-14,805.45,20.53,126,0.696,0.843,2.612e-05,0.67,0.571,1,1,0.771,0.3134,0.1856,0,2010-09-06,22.53,2010-09-07,961.95,902.95,60,8.59,1,1,1,1,1,1,6.53,24.86,2010-09-08,961.4,5.09,0.4289,4.0,0.83,10.92,2010-11-19,1019.0,5.99,51,0,18.99,-4.56
ACC,VAR,0,2016-08-05,1721.05,2016-11-21,1272.25,26.08,149,0.466,0.733,2.644e-05,0.698,0.443,1,0,0.891,0.1523,0.1686,0,2017-03-15,36.38,2017-04-24,1607.0,1511.35,60,6.83,1,1,1,1,1,26,7.46,46.41,2017-04-25,1610.05,6.63,0.3536,7.74,11.16,-4.02,2017-06-30,1568.05,-2.61,47,0,16.14,-6.9
ACC,VAR,0,2022-12-14,2668.6,2023-03-28,1613.95,39.52,193,0.375,0.805,3.441e-05,0.558,0.663,1,1,1.042,0.3235,0.3107,0,2023-09-22,106.96,2023-12-05,2184.8,2063.05,60,15.13,1,1,1,1,1,49,8.19,47.47,2023-12-06,2201.0,18.13,0.5556,19.46,13.45,2.61,2024-03-13,2389.1,8.55,69,0,29.21,-15.12
ACCELYA,L120,0,2023-10-12,1611.9,2023-12-13,1235.6,23.35,120,0.58,0.704,8.182e-05,0.42,0.425,1,0,1.718,0.5544,0.6321,1,2024-02-23,7.78,2024-07-12,1811.0,1743.8,60,17.99,1,1,1,1,0,94,8.67,2.73,2024-07-15,1835.4,-12.35,0.3466,-12.88,-22.27,-28.3,2024-08-14,1584.4,-13.68,22,0,1.1,-37.51
ACCELYA,L250,0,2021-10-14,1322.7,2022-06-20,793.3,40.02,250,0.699,0.771,1.824e-05,0.566,0.528,1,0,0.587,0.4374,0.5861,0,2022-10-07,2.31,2022-10-19,1134.4,1116.0,60,24.19,1,1,1,1,1,8,8.91,1.7,2022-10-20,1134.1,14.24,0.4152,23.04,10.92,18.1,2022-12-21,1346.5,18.73,43,0,45.24,-11.6
ACCELYA,L250,0,2024-10-10,1671.5,2025-04-07,1164.2,30.35,250,0.494,0.733,1.102e-05,0.585,0.54,1,0,0.723,0.0716,0.0203,0,2025-10-09,2.19,2026-02-03,1312.7,1307.6,60,4.07,1,0,1,1,0,79,3.13,1.7,2026-02-04,1353.8,21.47,0.4721,-14.32,-15.6,-17.64,2026-02-09,1211.7,-10.5,4,0,0.0,-25.22
ACCELYA,VAR,0,2021-10-14,1322.7,2022-06-20,793.3,40.02,241,0.7,0.739,1.851e-05,0.561,0.548,1,0,0.568,0.4694,0.6061,0,2022-10-03,2.12,2022-10-19,1134.4,1116.0,60,24.19,1,1,1,1,1,11,8.91,1.7,2022-10-20,1134.1,14.24,0.3982,23.04,10.92,18.1,2022-12-21,1346.5,18.73,43,0,45.24,-11.6
ACCELYA,VAR,0,2024-10-10,1671.5,2025-04-07,1164.2,30.35,249,0.492,0.727,1.102e-05,0.584,0.542,1,0,0.721,0.0716,0.0203,0,2025-10-09,2.19,2026-02-03,1312.7,1307.6,60,4.07,1,0,1,1,0,79,3.13,1.7,2026-02-04,1353.8,21.47,0.4645,-14.32,-15.6,-17.64,2026-02-09,1211.7,-10.5,4,0,0.0,-25.22
ACE,L120,0,2020-01-17,89.55,2020-04-03,31.6,64.71,120,0.546,0.712,1.320e-04,0.698,0.483,1,0,1.487,0.541,0.4248,1,2020-06-25,2.19,2020-07-02,58.8,58.0,60,3.64,1,0,1,1,0,5,8.49,2.55,2020-07-03,59.15,34.34,0.3614,14.03,114.71,277.01,2021-05-04,144.2,143.79,209,0,318.77,-7.02
ACE,VAR,1,2006-12-05,78.68,2007-03-07,34.15,56.6,157,0.391,0.719,7.819e-05,0.55,0.42,1,0,0.252,0.3095,0.2609,0,2007-07-24,2.08,2007-08-06,64.47,60.57,60,8.81,1,1,1,1,1,9,7.61,3.42,2007-08-07,65.2,18.06,0.2279,39.37,42.09,20.4,2008-01-21,97.93,50.2,116,0,103.44,-20.09
ACE,VAR,0,2020-01-17,89.55,2020-04-03,31.6,64.71,120,0.445,0.797,1.980e-04,0.583,0.483,1,0,1.885,0.4635,0.4188,1,2020-07-13,2.96,2020-08-19,70.3,66.6,60,12.02,1,1,1,1,1,27,8.15,1.67,2020-08-20,68.8,21.5,0.4678,8.58,134.45,202.54,2021-05-04,144.2,109.59,175,0,295.2,-15.33
ACI,L120,0,2025-09-17,715.6,2025-12-12,489.45,31.6,120,0.58,0.754,5.175e-05,0.694,0.4,1,0,0.93,0.2762,0.2083,0,2026-02-25,7.05,2026-03-23,612.15,601.25,60,3.29,1,0,1,1,0,17,1.81,8.1,2026-03-24,620.0,14.46,0.3545,-14.13,-22.43,-22.43,2026-05-13,560.0,-9.68,32,0,3.19,-23.06
ACI,VAR,0,2025-09-17,715.6,2025-12-12,489.45,31.6,99,0.602,0.781,7.605e-05,0.696,0.465,1,0,0.96,0.2708,0.1842,0,2026-02-10,7.75,2026-03-23,612.15,601.25,60,3.29,1,0,1,1,0,28,1.81,8.1,2026-03-24,620.0,14.46,0.4175,-14.13,-22.43,-22.43,2026-05-13,560.0,-9.68,32,0,3.19,-23.06
ACMESOLAR,L120,1,2024-12-03,280.38,2025-01-28,173.53,38.11,119,0.432,0.719,5.195e-05,0.699,0.42,1,0,0.582,0.0826,0.0394,0,2025-05-12,12.71,2025-05-14,237.57,233.72,60,4.27,1,0,1,1,0,2,7.57,13.12,2025-05-15,240.12,15.27,0.3343,10.85,13.93,17.8,2025-09-26,266.71,11.07,95,0,34.94,-18.49
ACMESOLAR,L180,1,2024-12-03,280.38,2025-01-28,173.53,38.11,119,0.432,0.719,5.195e-05,0.699,0.42,1,0,0.582,0.0826,0.0394,0,2025-05-12,12.71,2025-05-14,237.57,233.72,60,4.27,1,0,1,1,0,2,7.57,13.12,2025-05-15,240.12,15.27,0.3343,10.85,13.93,17.8,2025-09-26,266.71,11.07,95,0,34.94,-18.49
ACMESOLAR,L180,0,2025-09-12,318.52,2026-01-23,198.78,37.59,180,0.609,0.71,4.027e-05,0.541,0.417,1,0,0.985,0.4051,0.5838,0,2026-05-12,38.71,2026-05-29,310.1,309.2,60,3.81,1,0,1,1,1,12,1.47,36.49,2026-06-01,314.0,2.64,0.3476,30.3,26.67,26.67,,,26.67,73,1,37.1,-5.76
ACMESOLAR,L250,1,2024-12-03,280.38,2025-01-28,173.53,38.11,119,0.432,0.719,5.195e-05,0.699,0.42,1,0,0.582,0.0826,0.0394,0,2025-05-12,12.71,2025-05-14,237.57,233.72,60,4.27,1,0,1,1,0,2,7.57,13.12,2025-05-15,240.12,15.27,0.3343,10.85,13.93,17.8,2025-09-26,266.71,11.07,95,0,34.94,-18.49
ACMESOLAR,VAR,1,2024-12-03,280.38,2025-01-28,173.53,38.11,96,0.411,0.808,8.396e-05,0.699,0.51,1,1,1.224,0.1098,0.0356,1,2025-04-24,18.43,2025-05-14,237.57,233.72,60,4.27,1,0,1,1,0,13,7.57,13.12,2025-05-15,240.12,15.27,0.5112,10.85,13.93,17.8,2025-09-26,266.71,11.07,95,0,34.94,-18.49
ACMESOLAR,VAR,0,2025-09-12,318.52,2026-01-23,198.78,37.59,130,0.698,0.831,4.617e-05,0.682,0.577,1,1,0.717,0.4464,0.3508,0,2026-03-23,13.79,2026-03-27,269.41,262.03,60,17.72,1,1,1,1,0,3,6.02,17.23,2026-03-30,269.31,15.42,0.546,40.82,47.69,47.69,,,47.69,113,1,59.85,-4.2
ADANIENSOL,L120,0,2020-01-17,340.75,2020-03-12,163.85,51.91,120,0.395,0.779,1.144e-04,0.688,0.567,1,0,2.0,0.5672,0.4106,1,2020-06-30,42.48,2020-08-24,287.2,276.85,60,4.72,1,0,1,1,1,39,5.55,8.7,2020-08-25,288.9,15.72,0.5425,27.6,117.22,350.14,2020-09-24,234.8,-18.73,23,0,469.38,-19.82
ADANIENSOL,L120,0,2023-03-24,1124.55,2023-07-14,742.3,33.99,120,0.689,0.702,4.861e-05,0.681,0.608,1,0,1.496,0.3167,0.3488,1,2023-09-06,349.38,2023-11-29,875.7,874.9,60,42.15,1,1,1,1,0,56,1.23,24.65,2023-11-30,873.95,22.13,0.3803,23.78,26.63,-7.66,2024-03-13,947.95,8.47,73,0,54.24,-32.72
ADANIENSOL,VAR,0,2020-01-02,356.65,2020-03-12,163.85,54.06,122,0.405,0.779,1.081e-04,0.698,0.557,1,0,1.996,0.5672,0.4106,1,2020-06-30,42.48,2020-08-24,287.2,276.85,60,4.72,1,0,1,1,1,39,5.55,8.7,2020-08-25,288.9,19.47,0.5318,27.6,117.22,350.14,2020-09-24,234.8,-18.73,23,0,469.38,-19.82
ADANIENSOL,VAR,0,2024-08-01,1275.2,2024-11-26,600.75,52.89,182,0.436,0.717,2.914e-05,0.699,0.467,1,0,0.902,0.3343,0.1979,0,2025-04-25,209.73,2025-09-22,937.4,891.05,60,20.32,1,1,1,1,1,103,6.87,68.53,2025-09-23,941.5,26.49,0.3371,3.7,6.28,46.89,2026-01-09,960.6,2.03,75,0,90.02,-14.7
ADANIENT,L120,0,2006-06-01,27.3,2006-07-25,15.1,44.69,120,0.454,0.71,9.407e-05,0.565,0.575,1,0,1.145,0.354,0.3455,0,2006-10-27,3.54,2006-11-10,21.8,21.4,60,3.72,1,0,1,1,1,10,1.87,2.67,2006-11-13,22.0,20.15,0.4962,55.0,44.55,411.36,2007-02-12,30.2,37.27,62,0,468.64,-5.91
ADANIENT,L120,0,2008-11-17,53.5,2009-03-05,35.0,34.58,120,0.605,0.705,1.430e-04,0.422,0.425,1,0,4.022,0.5241,0.6472,1,2009-05-21,13.43,2009-06-05,109.7,104.5,60,4.16,1,0,1,1,1,11,4.98,9.93,2009-06-08,110.7,-105.05,0.4543,-8.13,5.51,39.02,2009-07-13,97.0,-12.38,26,0,59.44,-19.69
ADANIENT,L120,0,2010-11-04,221.7,2011-01-31,162.3,26.79,120,0.555,0.718,4.058e-05,0.646,0.525,1,0,0.682,-0.0599,-0.0026,0,2011-04-19,13.51,2011-07-19,210.4,205.9,60,3.78,1,0,1,1,1,64,2.38,10.84,2011-07-20,212.1,5.1,0.3568,-36.78,-56.44,-73.03,2011-07-29,168.4,-20.6,8,0,3.96,-74.63
ADANIENT,L120,0,2020-02-20,250.8,2020-03-23,117.2,53.27,120,0.395,0.706,1.082e-04,0.679,0.658,1,0,0.912,0.403,0.3923,0,2020-07-09,59.65,2020-07-29,173.6,168.3,60,6.73,1,1,1,1,0,14,3.15,38.87,2020-07-30,173.7,30.78,0.3884,73.86,183.48,681.52,2021-06-17,1326.0,663.39,221,0,858.43,-4.43
ADANIENT,L120,0,2022-12-21,3782.9,2023-02-27,1157.1,69.41,120,0.395,0.77,2.191e-04,0.575,0.583,1,0,1.163,0.3172,0.1771,0,2023-06-15,924.62,2023-08-18,2498.8,2474.5,60,3.98,1,0,1,1,0,44,3.94,1094.22,2023-08-21,2509.0,33.94,0.4,-14.01,22.48,19.75,2023-08-31,2345.4,-6.52,9,0,44.67,-17.23
ADANIENT,L180,0,2005-09-19,10.1,2006-03-22,7.9,21.78,180,0.698,0.705,8.973e-05,0.38,0.428,1,0,0.876,0.4883,0.7304,0,2006-06-09,3.76,2006-11-10,21.8,21.4,60,3.72,1,0,1,1,1,108,1.87,2.67,2006-11-13,22.0,-115.84,0.1843,55.0,44.55,411.36,2007-02-12,30.2,37.27,62,0,468.64,-5.91
ADANIENT,L180,0,2008-09-10,94.5,2009-03-05,35.0,62.96,180,0.698,0.785,1.083e-04,0.529,0.65,1,0,3.107,0.5389,0.6633,1,2009-06-01,9.02,2009-06-05,109.7,104.5,60,4.16,1,0,1,1,1,4,4.98,9.93,2009-06-08,110.7,-16.08,0.4536,-8.13,5.51,39.02,2009-07-13,97.0,-12.38,26,0,59.44,-19.69
ADANIENT,L180,0,2020-02-20,250.8,2020-03-23,117.2,53.27,180,0.318,0.712,8.999e-05,0.492,0.483,1,0,1.094,0.3735,0.3724,0,2020-09-17,200.4,2020-10-05,316.6,298.7,60,3.17,1,0,1,1,1,11,5.99,181.19,2020-10-06,319.3,-26.24,0.2366,47.01,200.06,349.23,2021-06-17,1326.0,315.28,174,0,421.39,-7.99
ADANIENT,L180,0,2024-10-01,3088.9,2025-02-28,2032.0,34.22,180,0.682,0.794,2.390e-05,0.694,0.539,1,0,0.858,0.1777,0.146,0,2025-05-28,232.37,2025-06-27,2565.5,2533.4,60,4.73,1,0,1,1,1,22,2.32,235.36,2025-06-30,2569.1,16.94,0.4125,1.0,-12.85,25.03,2025-07-31,2356.5,-8.28,24,0,25.71,-31.77
ADANIENT,L250,0,2024-08-01,3119.1,2025-02-28,2032.0,34.85,250,0.647,0.746,1.254e-05,0.696,0.412,1,0,0.765,0.2305,0.1803,0,2025-07-10,174.77,2025-09-23,2594.7,2565.5,60,10.42,1,1,1,1,1,51,1.78,126.58,2025-09-24,2574.0,16.81,0.2989,-13.01,-22.02,19.0,2025-11-04,2346.0,-8.86,28,0,26.07,-31.9
ADANIENT,VAR,0,2010-11-04,221.7,2011-01-31,162.3,26.79,103,0.578,0.781,4.883e-05,0.689,0.612,1,0,0.728,-0.0477,-0.0836,0,2011-04-01,20.2,2011-07-19,210.4,205.9,60,3.78,1,0,1,1,1,74,2.38,10.84,2011-07-20,212.1,5.1,0.4547,-36.78,-56.44,-73.03,2011-07-29,168.4,-20.6,8,0,3.96,-74.63
ADANIENT,VAR,0,2024-08-01,3119.1,2025-02-28,2032.0,34.85,223,0.658,0.784,1.599e-05,0.699,0.462,1,0,0.775,0.1971,0.1314,0,2025-06-24,193.92,2025-06-27,2565.5,2533.4,60,4.73,1,0,1,1,1,3,2.32,235.36,2025-06-30,2569.1,17.75,0.3681,1.0,-12.85,25.03,2025-07-31,2356.5,-8.28,24,0,25.71,-31.77
ADANIGREEN,L120,0,2024-12-02,1327.95,2025-03-04,768.55,42.13,120,0.571,0.729,5.809e-05,0.647,0.467,1,0,1.147,0.1996,0.1741,0,2025-05-22,350.4,2025-09-22,1152.15,1050.1,60,39.09,1,1,1,1,1,85,11.78,94.16,2025-09-23,1164.0,13.24,0.3887,-13.14,-25.37,11.45,2025-10-28,1004.2,-13.73,24,0,40.16,-34.28
ADANIGREEN,L180,0,2024-09-24,2070.55,2025-03-04,768.55,62.88,180,0.637,0.929,5.796e-05,0.694,0.722,1,1,1.356,0.2146,0.1949,1,2025-06-11,256.94,2025-09-22,1152.15,1050.1,60,39.09,1,1,1,1,1,71,11.78,94.16,2025-09-23,1164.0,44.36,0.5484,-13.14,-25.37,11.45,2025-10-28,1004.2,-13.73,24,0,40.16,-34.28
ADANIGREEN,L250,0,2024-09-24,2070.55,2025-03-04,768.55,62.88,250,0.546,0.886,3.114e-05,0.692,0.712,1,1,1.228,0.1949,0.1976,1,2025-08-19,162.33,2025-09-22,1152.15,1050.1,60,39.09,1,1,1,1,1,23,11.78,94.16,2025-09-23,1164.0,44.36,0.577,-13.14,-25.37,11.45,2025-10-28,1004.2,-13.73,24,0,40.16,-34.28
ADANIGREEN,VAR,0,2021-05-24,1360.95,2021-08-02,876.15,35.62,90,0.551,0.816,1.604e-04,0.558,0.411,1,1,2.696,0.3211,0.412,1,2021-09-29,139.61,2021-11-08,1226.0,1222.2,60,6.22,1,1,1,1,1,26,2.13,32.11,2021-11-09,1215.0,9.92,0.5855,57.72,119.86,79.09,2022-05-13,2171.55,78.73,127,0,151.03,-0.98
ADANIGREEN,VAR,0,2024-09-24,2070.55,2025-03-04,768.55,62.88,174,0.642,0.924,5.940e-05,0.698,0.73,1,1,1.4,0.1993,0.1929,1,2025-06-06,258.62,2025-09-22,1152.15,1050.1,60,39.09,1,1,1,1,1,74,11.78,94.16,2025-09-23,1164.0,44.36,0.5371,-13.14,-25.37,11.45,2025-10-28,1004.2,-13.73,24,0,40.16,-34.28
ADANIPORTS,L120,0,2008-08-12,125.3,2008-11-28,51.59,58.83,120,0.63,0.845,1.203e-04,0.692,0.525,1,1,0.646,0.3359,0.416,0,2009-02-04,10.16,2009-04-15,79.94,78.91,60,3.97,1,0,1,1,1,43,5.16,10.21,2009-04-16,77.06,36.2,0.4369,33.95,32.49,103.57,2009-07-06,107.97,40.11,56,0,109.19,-5.98
ADANIPORTS,L180,0,2009-06-10,137.48,2009-11-03,96.28,29.97,180,0.592,0.701,2.688e-05,0.486,0.444,1,0,0.648,0.1809,0.2282,0,2010-02-19,16.58,2010-03-03,142.92,137.52,60,3.29,1,0,1,1,1,7,3.93,26.5,2010-03-04,142.8,-3.96,0.2874,-2.46,14.15,3.78,2010-05-04,142.36,-0.31,41,0,29.73,-20.17
ADANIPORTS,L180,0,2024-09-03,1479.55,2025-03-03,1053.05,28.83,180,0.698,0.799,3.049e-05,0.588,0.406,1,0,1.006,0.3041,0.3246,0,2025-05-26,401.07,2025-10-16,1479.5,1450.7,60,3.37,1,0,1,1,1,100,1.99,275.47,2025-10-17,1479.5,0.0,0.2839,-3.44,2.18,19.36,2025-12-29,1454.4,-1.7,49,0,27.82,-12.67
ADANIPORTS,L250,0,2008-08-12,125.3,2008-11-28,51.59,58.83,250,0.382,0.701,4.728e-05,0.495,0.432,1,0,0.912,0.1905,0.1753,0,2009-07-21,16.39,2010-01-05,115.19,114.75,60,3.04,1,0,1,1,0,111,3.45,7.79,2010-01-06,115.8,8.07,0.1698,28.0,27.55,25.26,2010-05-04,142.36,22.94,79,0,59.97,-9.33
ADANIPORTS,L250,0,2015-08-31,355.45,2016-05-19,171.55,51.74,250,0.699,0.806,2.229e-05,0.633,0.476,1,1,1.4,0.2367,0.1687,1,2016-09-06,130.67,2016-10-25,312.8,285.75,60,5.28,1,1,1,1,1,32,9.5,111.78,2016-10-26,312.95,12.0,0.3233,-5.62,6.22,37.34,2016-11-15,266.65,-14.79,13,0,40.28,-21.66
ADANIPORTS,VAR,1,2008-01-02,261.49,2008-03-24,93.84,64.11,90,0.618,0.871,2.609e-04,0.62,0.567,1,1,1.751,0.4682,0.487,1,2008-05-14,35.11,2008-05-20,176.81,161.51,60,8.23,1,1,1,1,0,3,13.98,35.11,2008-05-21,178.91,32.38,0.5575,-29.96,-61.29,-29.69,2008-06-04,140.44,-21.5,11,0,3.52,-71.64
ADANIPORTS,VAR,0,2009-06-10,137.48,2009-11-03,96.28,29.97,176,0.56,0.706,2.689e-05,0.456,0.455,1,0,0.7,0.2054,0.1976,0,2010-02-25,24.26,2010-03-03,142.92,137.52,60,3.29,1,0,1,1,1,3,3.93,26.5,2010-03-04,142.8,-3.96,0.3382,-2.46,14.15,3.78,2010-05-04,142.36,-0.31,41,0,29.73,-20.17
ADANIPORTS,VAR,0,2010-10-08,181.5,2011-02-09,129.0,28.93,130,0.659,0.714,2.738e-05,0.697,0.592,1,0,1.045,0.2219,0.1731,0,2011-04-15,10.96,2011-05-31,161.45,156.85,60,9.34,1,1,1,1,1,31,3.76,33.24,2011-06-01,162.1,11.05,0.3527,-9.44,-23.9,-24.21,2011-07-29,143.55,-11.44,43,0,5.15,-32.7
ADANIPORTS,VAR,0,2012-01-20,155.4,2012-08-27,108.0,30.5,213,0.698,0.733,1.599e-05,0.604,0.455,1,0,1.32,0.137,0.1473,1,2012-11-30,9.19,2012-12-06,135.05,134.85,60,4.35,1,0,1,1,1,4,1.01,9.32,2012-12-07,135.65,13.1,0.2387,3.28,12.09,17.91,2013-03-20,132.35,-2.43,73,0,29.01,-14.01
ADANIPORTS,VAR,0,2015-08-31,355.45,2016-05-19,171.55,51.74,250,0.699,0.806,2.229e-05,0.633,0.476,1,1,1.4,0.2367,0.1687,1,2016-09-06,130.67,2016-10-25,312.8,285.75,60,5.28,1,1,1,1,1,32,9.5,111.78,2016-10-26,312.95,12.0,0.3233,-5.62,6.22,37.34,2016-11-15,266.65,-14.79,13,0,40.28,-21.66
ADANIPORTS,VAR,0,2024-08-01,1590.15,2025-03-03,1053.05,33.78,211,0.7,0.784,2.432e-05,0.591,0.436,1,0,1.026,0.3135,0.338,0,2025-06-06,327.65,2025-10-16,1479.5,1450.7,60,3.37,1,0,1,1,1,91,1.99,275.47,2025-10-17,1479.5,6.96,0.3223,-3.44,2.18,19.36,2025-12-29,1454.4,-1.7,49,0,27.82,-12.67
ADANIPOWER,L120,0,2013-06-05,11.75,2013-08-06,6.2,47.23,120,0.403,0.867,7.191e-05,0.692,0.767,1,1,0.752,0.2142,0.1901,0,2013-11-22,14.05,2013-12-04,7.65,7.3,60,8.13,1,1,1,1,0,8,6.25,15.05,2013-12-05,8.0,34.89,0.5877,-10.0,54.37,8.13,2014-01-08,7.15,-10.62,24,0,70.62,-20.63
ADANIPOWER,L120,0,2015-05-18,8.4,2015-09-07,4.15,50.6,120,0.697,0.782,9.892e-05,0.631,0.417,1,0,0.809,0.4363,0.4112,0,2015-11-02,17.11,2015-12-31,6.45,6.35,60,3.76,1,0,1,1,1,40,2.38,14.4,2016-01-01,6.5,23.21,0.2739,0.0,-10.0,0.0,2016-01-15,5.9,-9.23,11,0,10.77,-30.77
ADANIPOWER,L120,0,2017-04-06,8.85,2017-05-29,5.35,39.55,120,0.462,0.702,6.730e-05,0.658,0.6,1,0,0.769,0.199,0.1588,0,2017-08-30,22.72,2017-12-22,7.75,7.3,60,3.3,1,0,1,1,1,79,6.16,45.73,2017-12-26,7.9,12.43,0.4915,-36.08,-53.16,27.85,2018-01-17,8.15,3.16,17,0,47.47,-61.39
ADANIPOWER,L120,0,2020-01-16,13.0,2020-03-23,5.15,60.38,120,0.479,0.741,1.378e-04,0.697,0.558,1,0,1.583,0.1697,0.2224,1,2020-06-25,48.96,2020-08-25,8.2,8.05,60,9.0,1,1,1,1,1,43,6.49,13.04,2020-08-26,8.2,36.92,0.4359,-3.66,39.02,107.93,2020-10-19,7.15,-12.8,38,0,307.32,-15.85
ADANIPOWER,L120,0,2021-10-19,24.95,2021-12-20,19.4,22.24,120,0.412,0.711,6.297e-05,0.362,0.425,1,0,3.608,0.3648,0.2907,1,2022-03-31,336.35,2022-04-01,40.7,37.0,60,5.18,1,1,1,1,1,1,10.0,336.35,2022-04-04,41.4,-63.13,0.3771,30.43,77.05,-8.21,2022-05-12,48.5,17.15,26,0,108.94,-35.99
ADANIPOWER,L120,0,2022-11-16,69.05,2023-02-27,27.85,59.67,120,0.605,0.721,1.125e-04,0.697,0.442,1,0,4.03,0.2646,0.161,1,2023-05-11,144.2,2023-06-07,54.95,52.6,60,4.42,1,0,1,1,0,19,4.47,103.92,2023-06-08,55.95,20.42,0.3246,18.05,54.24,175.16,2023-06-23,48.5,-13.32,12,0,220.2,-17.43
ADANIPOWER,L180,0,2012-03-01,15.65,2012-08-29,7.55,51.76,180,0.698,0.851,4.438e-05,0.667,0.611,1,1,0.673,0.2369,0.2226,0,2012-11-19,5.39,2012-12-06,11.5,11.05,60,6.56,1,1,1,1,1,12,6.98,3.69,2012-12-07,11.6,26.52,0.4442,-21.98,-2.16,-33.19,2013-01-30,11.85,2.16,38,0,20.26,-49.57
ADANIPOWER,L180,0,2013-05-21,12.15,2013-08-06,6.2,48.97,180,0.441,0.74,3.268e-05,0.698,0.706,1,0,1.165,0.2708,0.3127,0,2014-01-03,21.39,2014-03-07,7.95,7.9,60,3.14,1,0,1,1,0,44,6.71,10.8,2014-03-10,7.9,34.57,0.4832,62.66,24.68,20.25,2014-05-02,9.6,21.52,34,0,72.78,-1.9
ADANIPOWER,L180,0,2015-03-12,10.55,2015-09-07,4.15,60.66,180,0.687,0.872,5.302e-05,0.694,0.667,1,1,1.016,0.2315,0.2146,0,2015-12-02,15.82,2015-12-31,6.45,6.35,60,3.76,1,0,1,1,1,20,2.38,14.4,2016-01-01,6.5,38.86,0.4276,0.0,-10.0,0.0,2016-01-15,5.9,-9.23,11,0,10.77,-30.77
ADANIPOWER,L180,0,2018-01-08,9.4,2018-06-28,3.1,67.02,180,0.698,0.774,8.629e-05,0.574,0.467,1,0,2.333,0.2623,0.3469,1,2018-09-17,83.42,2018-10-29,8.45,7.15,60,4.34,1,0,1,1,1,26,19.01,71.01,2018-10-30,8.4,10.11,0.2652,17.26,20.83,67.86,2019-01-28,8.0,-4.76,61,0,75.6,-20.83
ADANIPOWER,L180,0,2024-08-16,139.5,2024-11-26,87.55,37.24,180,0.391,0.809,2.276e-05,0.699,0.411,1,1,1.566,0.2173,0.1843,1,2025-05-07,261.39,2025-06-10,119.2,115.9,60,8.62,1,1,1,1,1,24,5.86,191.82,2025-06-11,120.55,14.55,0.4514,1.0,21.74,82.93,2025-06-20,106.05,-12.03,8,0,110.87,-12.57
ADANIPOWER,L250,0,2012-02-21,18.45,2012-08-29,7.55,59.08,250,0.675,0.703,2.472e-05,0.666,0.576,1,0,0.77,0.2687,0.21,0,2012-12-28,22.05,2013-05-20,10.8,10.3,60,3.34,1,0,1,1,0,96,6.93,7.81,2013-05-21,10.9,41.46,0.2497,-33.94,-38.07,11.47,2013-06-13,9.55,-12.39,18,0,25.23,-46.33
ADANIPOWER,L250,0,2013-05-21,12.15,2013-08-06,6.2,48.97,250,0.309,0.706,2.788e-05,0.552,0.696,1,0,1.06,0.2693,0.2609,0,2014-04-22,45.01,2014-05-19,12.0,11.25,60,3.34,1,0,1,1,1,17,8.11,54.17,2014-05-20,12.15,1.23,0.3041,-11.11,-22.22,-36.63,2014-07-08,11.95,-1.65,36,0,12.35,-37.04
ADANIPOWER,L250,0,2024-06-20,148.65,2024-11-26,87.55,41.1,250,0.434,0.844,1.432e-05,0.695,0.4,1,1,1.263,0.1951,0.1803,1,2025-06-20,182.34,2025-07-10,121.15,120.45,60,3.55,1,0,1,1,1,14,0.58,249.29,2025-07-11,121.4,18.5,0.4872,24.78,22.05,78.36,2025-11-10,150.06,23.61,82,0,109.39,-9.02
ADANIPOWER,VAR,0,2012-02-21,18.45,2012-08-29,7.55,59.08,187,0.699,0.866,4.248e-05,0.677,0.722,1,1,0.651,0.2342,0.2087,0,2012-11-21,4.61,2012-12-06,11.5,11.05,60,6.56,1,1,1,1,1,10,6.98,3.69,2012-12-07,11.6,37.67,0.4173,-21.98,-2.16,-33.19,2013-01-30,11.85,2.16,38,0,20.26,-49.57
ADANIPOWER,VAR,0,2013-05-21,12.15,2013-08-06,6.2,48.97,181,0.306,0.728,3.562e-05,0.642,0.84,1,0,0.881,0.2403,0.3132,0,2014-02-07,6.59,2014-03-07,7.95,7.9,60,3.14,1,0,1,1,0,19,6.71,10.8,2014-03-10,7.9,34.57,0.3188,62.66,24.68,20.25,2014-05-02,9.6,21.52,34,0,72.78,-1.9
ADANIPOWER,VAR,0,2015-03-05,11.9,2015-09-07,4.15,65.13,186,0.686,0.881,5.113e-05,0.697,0.683,1,1,1.008,0.223,0.2052,0,2015-12-04,14.9,2015-12-31,6.45,6.35,60,3.76,1,0,1,1,1,18,2.38,14.4,2016-01-01,6.5,45.8,0.4255,0.0,-10.0,0.0,2016-01-15,5.9,-9.23,11,0,10.77,-30.77
