Symbol,Trough_Date,Trough_Close,Depth_%,Shelf_Start_Date,Shelf_High,Shelf_Range_%,ATH_Before_Breakout,DistToATH_%,Breakout_Close_Date,Breakout_Close,VolMultiple,Entry_Date,Entry_Price_NextOpen,History_Bars,Pattern_Score,Info_Fwd250_%,Info_ST73_Ret_%
PNCINFRA,25-Mar-2020,84.95,59.22,11-Jan-2021,196.75,4.98,217.2,-0.12,02-Feb-2021,216.95,3.1,03-Feb-2021,220.0,1407,0.22,33.91,8.05
CRISIL,03-Jun-2024,4043.95,22.58,29-Oct-2024,5531.75,6.17,5531.75,1.04,21-Nov-2024,5589.5,4.7,22-Nov-2024,5589.5,4913,0.22,-18.8,-4.41
MRF,23-Mar-2020,51970.25,29.05,21-Dec-2020,82507.9,8.76,82507.9,3.93,12-Jan-2021,85746.9,3.83,13-Jan-2021,86200.0,3957,0.21,-11.68,-3.47
PIDILITIND,23-Feb-2023,1134.1,21.83,23-May-2023,1327.4,4.96,1450.9,-7.42,13-Jun-2023,1343.3,3.73,14-Jun-2023,1343.0,4554,0.21,15.78,-6.18
WIPRO,03-Mar-2009,19.5,59.42,21-Dec-2009,69.5,7.55,69.5,3.6,14-Jan-2010,72.0,3.51,15-Jan-2010,70.25,1722,0.21,7.83,-9.32
MRF,24-May-2016,31164.45,27.32,25-Aug-2016,41124.0,11.63,45699.9,-5.69,19-Sep-2016,43101.65,3.0,20-Sep-2016,43350.0,2890,0.2,46.01,7.04
MCLEODRUSS,02-Dec-2008,35.6,62.68,11-Dec-2009,274.15,9.17,280.85,7.6,06-Jan-2010,302.2,5.79,07-Jan-2010,303.0,1091,0.2,-27.49,-15.46
DRREDDY,07-Apr-2025,1087.9,21.7,12-Nov-2025,1275.2,3.84,1412.5,-9.33,03-Dec-2025,1280.7,4.65,04-Dec-2025,1280.6,5651,0.2,-10.9,-5.76
GPIL,14-Jun-2006,2.35,62.7,04-Apr-2007,5.8,6.9,6.3,-3.17,26-Apr-2007,6.1,13.58,27-Apr-2007,6.25,250,0.19,63.2,125.6
AUROPHARMA,24-Sep-2020,743.75,21.62,09-Dec-2020,909.0,6.96,948.85,-2.9,31-Dec-2020,921.3,3.95,01-Jan-2021,923.7,3949,0.19,-21.81,-7.29
MARICO,26-Dec-2016,239.15,20.3,22-Feb-2017,293.15,8.27,300.85,-2.41,17-Mar-2017,293.6,3.26,20-Mar-2017,296.2,3012,0.19,9.99,5.55
IGL,13-Oct-2020,182.7,27.61,07-May-2021,262.8,4.41,284.5,-7.07,31-May-2021,264.4,3.41,01-Jun-2021,266.3,4049,0.19,-30.08,-1.46
VGUARD,30-Jun-2017,172.55,20.45,01-Jan-2018,243.6,4.78,243.8,1.56,22-Jan-2018,247.6,3.01,23-Jan-2018,250.0,2426,0.19,-19.88,-13.96
KPRMILL,11-Mar-2026,810.9,27.7,10-Aug-2026,1152.2,6.38,1306.25,-9.85,31-Aug-2026,1177.6,5.62,01-Sep-2026,1185.0,4694,0.18,-4.98,-4.98
MRF,08-Jul-2013,12207.9,20.71,21-Nov-2013,19115.95,11.93,19115.95,2.36,12-Dec-2013,19567.35,4.2,13-Dec-2013,19450.0,2212,0.18,89.9,11.55
PETRONET,24-Apr-2015,77.0,23.08,09-Dec-2015,114.4,3.72,114.4,3.1,31-Dec-2015,117.95,5.96,01-Jan-2016,118.35,2714,0.18,47.28,-5.7
MARUTI,04-Jun-2012,1067.5,23.27,04-Jan-2013,1584.6,5.77,1701.4,-5.99,25-Jan-2013,1599.45,3.71,28-Jan-2013,1621.0,2347,0.18,3.26,-8.37
NESTLEIND,20-May-2014,228.3,20.78,16-Jul-2014,265.0,6.23,288.2,-6.25,07-Aug-2014,270.2,4.39,08-Aug-2014,270.3,1136,0.18,13.5,11.43
CMSINFO,28-Mar-2023,256.67,21.99,24-May-2023,312.58,6.25,329.02,-4.48,14-Jun-2023,314.29,6.09,15-Jun-2023,312.67,359,0.18,49.36,8.02
SKFINDIA,27-Mar-2023,1903.9,20.74,06-Jun-2023,2319.5,6.12,2402.1,-2.41,27-Jun-2023,2344.2,7.57,28-Jun-2023,2364.0,4564,0.17,29.59,-1.16
DEEPAKNTR,26-Dec-2018,208.05,24.88,09-Apr-2019,273.05,6.3,298.75,-4.17,06-May-2019,286.3,25.9,07-May-2019,289.0,2026,0.17,76.57,0.45
M&M,04-May-2021,741.15,20.17,19-Oct-2021,917.5,7.47,983.85,-6.53,10-Nov-2021,919.65,5.04,11-Nov-2021,918.95,4642,0.17,39.09,-7.1
SOLARINDS,11-Jul-2023,3543.85,21.18,16-Oct-2023,5585.75,8.74,5585.75,6.37,07-Nov-2023,5941.45,4.08,08-Nov-2023,5969.0,4342,0.17,71.17,3.68
AXISBANK,05-Sep-2012,186.05,26.98,08-Jan-2013,284.86,5.24,317.75,-7.13,29-Jan-2013,295.09,6.77,30-Jan-2013,295.5,2478,0.16,-24.0,-7.43
