cell,exit,hard_stop,time_stop,shelf_S,vol_K,ath,obv_filter,market_gate,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
ST_10_3|h0|t0|s20|k5|a0.90|o1|g1,ST_10_3,0,0,20,5,0.9,1,1,188,10,8.49,8.49,8.49,-11.68,-11.68,0.727,1.531,169,46.2,31.27,-9.62,9.255,7,7.8,5861278.0
ST_10_3|h0|t0|s20|k5|a0.95|o1|g0,ST_10_3,0,0,20,5,0.95,1,0,150,10,8.7,8.7,8.7,-10.29,-10.29,0.846,1.66,150,46.7,35.18,-10.24,10.956,7,6.9,6111250.0
ST_10_3|h0|t0|s20|k5|a1.00|o0|g1,ST_10_3,0,0,20,5,1.0,0,1,280,10,7.67,7.67,7.67,-18.66,-18.66,0.411,1.161,239,39.3,30.6,-9.79,6.093,10,11.0,4968754.0
ST_10_3|h0|t120|s15|k2|a0.90|o0|g0,ST_10_3,0,120,15,2,0.9,0,0,1020,10,11.54,11.43,11.64,-22.39,-23.63,0.511,1.053,662,41.4,25.4,-8.66,5.453,11,30.5,10674714.0
ST_10_3|h0|t120|s15|k2|a0.90|o1|g1,ST_10_3,0,120,15,2,0.9,1,1,361,10,8.39,8.39,8.39,-16.67,-16.67,0.503,1.171,301,40.5,27.33,-8.98,5.736,8,13.9,5735048.0
ST_10_3|h0|t120|s15|k2|a0.95|o1|g0,ST_10_3,0,120,15,2,0.95,1,0,279,10,7.83,7.83,7.83,-16.03,-16.03,0.489,1.156,272,36.4,30.95,-9.21,5.406,14,12.5,5132588.0
ST_10_3|h0|t120|s15|k2|a1.00|o0|g1,ST_10_3,0,120,15,2,1.0,0,1,559,10,8.05,8.05,8.05,-15.52,-15.52,0.518,0.94,416,37.3,26.73,-9.1,4.249,15,19.2,5359378.0
ST_10_3|h0|t120|s15|k3|a0.90|o0|g0,ST_10_3,0,120,15,3,0.9,0,0,889,10,10.84,10.77,10.91,-20.94,-20.94,0.518,1.024,609,41.1,25.78,-8.89,5.368,12,28.1,9324898.0
ST_10_3|h0|t120|s15|k3|a0.90|o1|g1,ST_10_3,0,120,15,3,0.9,1,1,312,10,7.73,7.73,7.73,-18.51,-18.51,0.417,1.168,269,40.5,26.8,-9.4,5.266,9,12.4,5026695.0
ST_10_3|h0|t120|s15|k3|a0.95|o1|g0,ST_10_3,0,120,15,3,0.95,1,0,238,10,7.76,7.76,7.76,-16.53,-16.53,0.469,1.222,235,39.1,30.43,-9.94,5.864,11,10.8,5053108.0
ST_10_3|h0|t120|s15|k3|a1.00|o0|g1,ST_10_3,0,120,15,3,1.0,0,1,473,10,7.51,7.4,7.51,-16.61,-16.61,0.452,0.929,377,36.9,26.78,-9.41,3.932,14,17.4,4808726.0
ST_10_3|h0|t120|s15|k5|a0.90|o0|g0,ST_10_3,0,120,15,5,0.9,0,0,628,10,9.63,9.56,9.63,-18.97,-18.97,0.508,1.033,486,39.1,28.49,-9.41,5.403,11,22.4,7348578.0
ST_10_3|h0|t120|s15|k5|a0.90|o1|g1,ST_10_3,0,120,15,5,0.9,1,1,227,10,7.43,7.43,7.43,-14.45,-14.45,0.514,1.311,203,41.9,27.69,-10.15,5.695,9,9.4,4733826.0
ST_10_3|h0|t120|s15|k5|a0.95|o1|g0,ST_10_3,0,120,15,5,0.95,1,0,179,10,7.71,7.71,7.71,-11.54,-11.54,0.668,1.472,179,43.0,30.01,-10.52,6.914,12,8.3,5011148.0
ST_10_3|h0|t120|s15|k5|a1.00|o0|g1,ST_10_3,0,120,15,5,1.0,0,1,343,10,7.25,7.25,7.25,-13.98,-13.98,0.519,1.017,297,39.1,26.97,-10.13,4.362,12,13.7,4564733.0
ST_10_3|h0|t120|s20|k2|a0.90|o0|g0,ST_10_3,0,120,20,2,0.9,0,0,881,10,9.93,9.8,10.08,-26.31,-28.1,0.378,1.024,605,39.3,25.31,-8.38,4.873,15,27.9,7789262.0
ST_10_3|h0|t120|s20|k2|a0.90|o1|g1,ST_10_3,0,120,20,2,0.9,1,1,289,10,8.42,8.42,8.42,-16.55,-16.55,0.509,1.296,252,40.5,29.32,-8.65,6.721,7,11.6,5771253.0
ST_10_3|h0|t120|s20|k2|a0.95|o1|g0,ST_10_3,0,120,20,2,0.95,1,0,228,10,8.28,8.28,8.28,-13.72,-13.72,0.603,1.342,227,38.3,33.72,-9.59,7.007,12,10.5,5609430.0
ST_10_3|h0|t120|s20|k2|a1.00|o0|g1,ST_10_3,0,120,20,2,1.0,0,1,462,10,8.07,8.02,8.07,-21.53,-21.53,0.375,1.03,359,36.2,29.58,-8.83,5.074,13,16.6,5383863.0
ST_10_3|h0|t120|s20|k3|a0.90|o0|g0,ST_10_3,0,120,20,3,0.9,0,0,772,10,9.09,8.99,9.09,-26.61,-28.05,0.342,0.957,563,38.6,25.76,-8.88,4.5,16,26.0,6597959.0
ST_10_3|h0|t120|s20|k3|a0.90|o1|g1,ST_10_3,0,120,20,3,0.9,1,1,254,10,7.66,7.66,7.66,-15.03,-15.03,0.51,1.302,226,38.5,29.97,-9.16,5.904,9,10.4,4958887.0
ST_10_3|h0|t120|s20|k3|a0.95|o1|g0,ST_10_3,0,120,20,3,0.95,1,0,197,10,7.93,7.93,7.93,-12.21,-12.21,0.65,1.425,197,39.1,33.9,-10.17,7.056,9,9.1,5234352.0
ST_10_3|h0|t120|s20|k3|a1.00|o0|g1,ST_10_3,0,120,20,3,1.0,0,1,389,10,7.2,7.2,7.2,-21.7,-21.7,0.332,0.971,321,34.3,30.67,-9.27,4.419,12,14.8,4521709.0
ST_10_3|h0|t120|s20|k5|a0.90|o0|g0,ST_10_3,0,120,20,5,0.9,0,0,541,10,10.04,10.02,10.04,-25.01,-25.24,0.401,1.109,438,40.9,29.02,-9.3,6.363,14,20.2,7951180.0
ST_10_3|h0|t120|s20|k5|a0.90|o1|g1,ST_10_3,0,120,20,5,0.9,1,1,188,10,8.3,8.3,8.3,-10.84,-10.84,0.765,1.567,171,45.6,30.19,-9.65,8.523,7,7.9,5637458.0
ST_10_3|h0|t120|s20|k5|a0.95|o1|g0,ST_10_3,0,120,20,5,0.95,1,0,150,10,8.36,8.36,8.36,-10.05,-10.05,0.832,1.702,150,46.7,32.7,-10.24,9.799,7,6.9,5710442.0
ST_10_3|h0|t120|s20|k5|a1.00|o0|g1,ST_10_3,0,120,20,5,1.0,0,1,280,10,7.35,7.35,7.35,-18.95,-18.95,0.388,1.146,243,39.9,27.99,-9.8,5.284,10,11.2,4661326.0
ST_10_3|h1|t0|s15|k2|a0.90|o0|g0,ST_10_3,1,0,15,2,0.9,0,0,1020,10,11.2,11.2,11.25,-20.16,-20.17,0.556,1.053,700,36.7,26.38,-7.52,4.928,15,32.3,10007919.0
ST_10_3|h1|t0|s15|k2|a0.90|o1|g1,ST_10_3,1,0,15,2,0.9,1,1,361,10,8.88,8.88,8.88,-15.72,-15.72,0.565,1.286,306,36.3,30.33,-7.66,6.123,9,14.1,6335765.0
ST_10_3|h1|t0|s15|k2|a0.95|o1|g0,ST_10_3,1,0,15,2,0.95,1,0,279,10,7.9,7.9,7.9,-16.57,-16.57,0.477,1.249,276,31.9,33.19,-7.81,5.26,17,12.7,5203156.0
ST_10_3|h1|t0|s15|k2|a1.00|o0|g1,ST_10_3,1,0,15,2,1.0,0,1,559,10,8.55,8.55,8.55,-13.35,-13.35,0.64,1.028,432,34.7,27.79,-7.91,4.487,18,19.9,5925846.0
ST_10_3|h1|t0|s15|k3|a0.90|o0|g0,ST_10_3,1,0,15,3,0.9,0,0,889,10,10.23,10.2,10.28,-19.89,-19.9,0.514,0.996,649,35.4,26.94,-7.58,4.63,14,29.9,8267418.0
ST_10_3|h1|t0|s15|k3|a0.90|o1|g1,ST_10_3,1,0,15,3,0.9,1,1,312,10,8.04,8.04,8.04,-16.72,-16.72,0.481,1.266,272,36.0,29.32,-7.84,5.548,10,12.5,5351125.0
ST_10_3|h1|t0|s15|k3|a0.95|o1|g0,ST_10_3,1,0,15,3,0.95,1,0,238,10,7.53,7.53,7.53,-13.17,-13.17,0.572,1.298,236,33.9,31.75,-8.26,5.303,14,10.9,4830446.0
ST_10_3|h1|t0|s15|k3|a1.00|o0|g1,ST_10_3,1,0,15,3,1.0,0,1,473,10,8.06,8.06,8.06,-14.52,-14.52,0.555,1.034,381,34.4,28.17,-8.13,4.356,17,17.6,5376032.0
ST_10_3|h1|t0|s15|k5|a0.90|o0|g0,ST_10_3,1,0,15,5,0.9,0,0,628,10,10.02,9.99,10.11,-19.73,-20.14,0.508,1.088,501,35.4,30.12,-7.94,5.537,11,23.1,7936085.0
ST_10_3|h1|t0|s15|k5|a0.90|o1|g1,ST_10_3,1,0,15,5,0.9,1,1,227,10,7.34,7.34,7.34,-11.62,-11.62,0.632,1.395,203,36.9,28.22,-8.24,5.228,11,9.4,4648032.0
ST_10_3|h1|t0|s15|k5|a0.95|o1|g0,ST_10_3,1,0,15,5,0.95,1,0,179,10,7.66,7.66,7.66,-9.71,-9.71,0.789,1.54,179,38.5,31.28,-8.89,6.595,14,8.3,4955110.0
ST_10_3|h1|t0|s15|k5|a1.00|o0|g1,ST_10_3,1,0,15,5,1.0,0,1,343,10,7.93,7.93,7.93,-13.59,-13.59,0.584,1.153,298,35.6,29.96,-8.48,5.193,13,13.7,5238092.0
ST_10_3|h1|t0|s20|k2|a0.90|o0|g0,ST_10_3,1,0,20,2,0.9,0,0,881,10,9.14,9.03,9.22,-28.6,-29.9,0.32,0.964,638,33.8,26.57,-7.4,4.061,14,29.4,6666715.0
ST_10_3|h1|t0|s20|k2|a0.90|o1|g1,ST_10_3,1,0,20,2,0.9,1,1,289,10,8.63,8.63,8.63,-14.86,-14.86,0.58,1.358,252,36.9,31.54,-7.38,6.983,8,11.6,6016008.0
ST_10_3|h1|t0|s20|k2|a0.95|o1|g0,ST_10_3,1,0,20,2,0.95,1,0,228,10,8.38,8.38,8.38,-12.52,-12.52,0.669,1.42,227,33.5,36.66,-7.86,7.049,18,10.5,5722822.0
ST_10_3|h1|t0|s20|k2|a1.00|o0|g1,ST_10_3,1,0,20,2,1.0,0,1,462,10,8.44,8.44,8.44,-19.7,-19.7,0.428,1.078,362,32.6,32.82,-7.79,5.448,16,16.7,5798644.0
ST_10_3|h1|t0|s20|k3|a0.90|o0|g0,ST_10_3,1,0,20,3,0.9,0,0,772,10,9.45,9.35,9.45,-30.98,-32.37,0.305,0.987,583,34.3,28.21,-7.6,4.683,15,26.9,7090008.0
ST_10_3|h1|t0|s20|k3|a0.90|o1|g1,ST_10_3,1,0,20,3,0.9,1,1,254,10,7.61,7.61,7.61,-11.93,-11.93,0.638,1.347,227,34.4,31.54,-7.89,5.657,8,10.5,4909520.0
ST_10_3|h1|t0|s20|k3|a0.95|o1|g0,ST_10_3,1,0,20,3,0.95,1,0,197,10,7.83,7.83,7.83,-9.18,-9.18,0.853,1.491,197,34.0,36.09,-8.41,6.724,16,9.1,5128844.0
ST_10_3|h1|t0|s20|k3|a1.00|o0|g1,ST_10_3,1,0,20,3,1.0,0,1,389,10,7.77,7.77,7.77,-18.48,-18.48,0.421,1.046,322,31.4,34.01,-8.15,5.077,15,14.8,5070088.0
ST_10_3|h1|t0|s20|k5|a0.90|o0|g0,ST_10_3,1,0,20,5,0.9,0,0,541,10,10.34,10.3,10.34,-23.22,-23.77,0.445,1.161,440,38.2,29.76,-7.86,6.504,14,20.3,8453045.0
ST_10_3|h1|t0|s20|k5|a0.90|o1|g1,ST_10_3,1,0,20,5,0.9,1,1,188,10,7.87,7.87,7.87,-7.76,-7.76,1.015,1.576,171,40.9,29.63,-8.2,7.287,9,7.9,5172309.0
ST_10_3|h1|t0|s20|k5|a0.95|o1|g0,ST_10_3,1,0,20,5,0.95,1,0,150,10,8.29,8.29,8.29,-8.06,-8.06,1.029,1.738,150,43.3,33.25,-8.8,9.42,8,6.9,5626885.0
ST_10_3|h1|t0|s20|k5|a1.00|o0|g1,ST_10_3,1,0,20,5,1.0,0,1,280,10,7.86,7.86,7.86,-15.86,-15.86,0.495,1.232,244,37.3,30.16,-8.37,6.003,9,11.3,5159008.0
ST_10_3|h1|t120|s15|k2|a0.90|o0|g0,ST_10_3,1,120,15,2,0.9,0,0,1020,10,10.64,10.6,10.71,-19.99,-20.0,0.532,1.037,709,37.1,24.65,-7.53,4.421,16,32.7,8970416.0
ST_10_3|h1|t120|s15|k2|a0.90|o1|g1,ST_10_3,1,120,15,2,0.9,1,1,361,10,8.17,8.17,8.17,-15.3,-15.3,0.534,1.25,309,36.2,27.34,-7.67,5.02,9,14.2,5487312.0
ST_10_3|h1|t120|s15|k2|a0.95|o1|g0,ST_10_3,1,120,15,2,0.95,1,0,279,10,7.3,7.3,7.3,-16.13,-16.13,0.452,1.22,276,31.9,29.97,-7.81,4.234,16,12.7,4607155.0
ST_10_3|h1|t120|s15|k2|a1.00|o0|g1,ST_10_3,1,120,15,2,1.0,0,1,559,10,7.91,7.9,7.91,-13.4,-13.4,0.59,0.998,434,34.6,25.77,-7.9,3.737,18,20.0,5207958.0
ST_10_3|h1|t120|s15|k3|a0.90|o0|g0,ST_10_3,1,120,15,3,0.9,0,0,889,10,9.79,9.79,9.85,-19.84,-19.85,0.493,0.99,659,36.0,25.08,-7.63,4.154,13,30.4,7592392.0
ST_10_3|h1|t120|s15|k3|a0.90|o1|g1,ST_10_3,1,120,15,3,0.9,1,1,312,10,7.59,7.59,7.59,-16.0,-16.0,0.475,1.265,274,36.1,26.94,-7.87,4.71,10,12.6,4888592.0
ST_10_3|h1|t120|s15|k3|a0.95|o1|g0,ST_10_3,1,120,15,3,0.95,1,0,238,10,7.23,7.23,7.23,-12.28,-12.28,0.588,1.308,236,33.9,29.86,-8.26,4.663,14,10.9,4541297.0
ST_10_3|h1|t120|s15|k3|a1.00|o0|g1,ST_10_3,1,120,15,3,1.0,0,1,473,10,7.61,7.61,7.61,-14.57,-14.57,0.522,1.009,385,34.0,26.6,-8.07,3.729,17,17.8,4906578.0
ST_10_3|h1|t120|s15|k5|a0.90|o0|g0,ST_10_3,1,120,15,5,0.9,0,0,628,10,9.55,9.47,9.55,-19.21,-20.4,0.497,1.08,512,35.7,28.01,-7.97,4.886,11,23.6,7231144.0
ST_10_3|h1|t120|s15|k5|a0.90|o1|g1,ST_10_3,1,120,15,5,0.9,1,1,227,10,7.2,7.2,7.2,-11.05,-11.05,0.652,1.416,203,36.9,27.29,-8.24,4.885,11,9.4,4521284.0
ST_10_3|h1|t120|s15|k5|a0.95|o1|g0,ST_10_3,1,120,15,5,0.95,1,0,179,10,7.47,7.47,7.47,-9.45,-9.45,0.791,1.567,179,38.5,29.97,-8.89,6.094,14,8.3,4773646.0
ST_10_3|h1|t120|s15|k5|a1.00|o0|g1,ST_10_3,1,120,15,5,1.0,0,1,343,10,7.54,7.54,7.54,-13.12,-13.12,0.575,1.129,299,35.8,27.69,-8.46,4.476,13,13.8,4843430.0
ST_10_3|h1|t120|s20|k2|a0.90|o0|g0,ST_10_3,1,120,20,2,0.9,0,0,881,10,8.7,8.58,8.72,-28.25,-29.95,0.308,0.961,648,34.3,24.87,-7.43,3.63,14,29.9,6111176.0
ST_10_3|h1|t120|s20|k2|a0.90|o1|g1,ST_10_3,1,120,20,2,0.9,1,1,289,10,8.02,8.02,8.02,-14.35,-14.35,0.559,1.35,255,36.5,28.68,-7.36,5.782,8,11.8,5332702.0
ST_10_3|h1|t120|s20|k2|a0.95|o1|g0,ST_10_3,1,120,20,2,0.95,1,0,228,10,7.87,7.87,7.87,-11.7,-11.7,0.673,1.43,227,33.5,33.48,-7.86,5.983,18,10.5,5167842.0
ST_10_3|h1|t120|s20|k2|a1.00|o0|g1,ST_10_3,1,120,20,2,1.0,0,1,462,10,7.78,7.72,7.78,-20.0,-20.0,0.389,1.05,367,32.2,30.19,-7.79,4.423,17,16.9,5075380.0
ST_10_3|h1|t120|s20|k3|a0.90|o0|g0,ST_10_3,1,120,20,3,0.9,0,0,772,10,8.75,8.61,8.85,-31.78,-33.84,0.276,0.96,598,34.1,26.28,-7.61,3.941,15,27.6,6180422.0
ST_10_3|h1|t120|s20|k3|a0.90|o1|g1,ST_10_3,1,120,20,3,0.9,1,1,254,10,7.26,7.26,7.26,-11.17,-11.17,0.65,1.374,227,34.4,29.32,-7.89,4.893,9,10.5,4577318.0
ST_10_3|h1|t120|s20|k3|a0.95|o1|g0,ST_10_3,1,120,20,3,0.95,1,0,197,10,7.48,7.48,7.48,-8.29,-8.29,0.903,1.517,197,34.0,33.48,-8.41,5.835,15,9.1,4781777.0
ST_10_3|h1|t120|s20|k3|a1.00|o0|g1,ST_10_3,1,120,20,3,1.0,0,1,389,10,7.24,7.24,7.24,-18.16,-18.16,0.399,1.029,324,31.5,30.76,-8.11,4.129,15,14.9,4555460.0
ST_10_3|h1|t120|s20|k5|a0.90|o0|g0,ST_10_3,1,120,20,5,0.9,0,0,541,10,9.62,9.62,9.62,-22.84,-22.85,0.421,1.136,452,36.9,28.45,-7.87,5.549,13,20.8,7332662.0
ST_10_3|h1|t120|s20|k5|a0.90|o1|g1,ST_10_3,1,120,20,5,0.9,1,1,188,10,7.76,7.76,7.76,-7.6,-7.6,1.021,1.622,171,40.9,28.77,-8.2,6.936,9,7.9,5062009.0
ST_10_3|h1|t120|s20|k5|a0.95|o1|g0,ST_10_3,1,120,20,5,0.95,1,0,150,10,8.02,8.02,8.02,-8.07,-8.07,0.994,1.773,150,43.3,31.18,-8.8,8.526,8,6.9,5328845.0
ST_10_3|h1|t120|s20|k5|a1.00|o0|g1,ST_10_3,1,120,20,5,1.0,0,1,280,10,7.43,7.43,7.43,-15.89,-15.89,0.468,1.214,246,37.4,27.52,-8.36,5.057,9,11.3,4735876.0
ST_14_4|h0|t0|s15|k2|a0.90|o0|g0,ST_14_4,0,0,15,2,0.9,0,0,1020,10,13.24,13.24,13.71,-26.54,-26.54,0.499,0.985,525,45.5,33.69,-11.09,9.296,18,24.2,14819371.0
ST_14_4|h0|t0|s15|k2|a0.90|o1|g1,ST_14_4,0,0,15,2,0.9,1,1,361,10,10.94,10.94,10.94,-16.13,-16.13,0.678,1.068,265,43.8,40.0,-10.6,11.55,7,12.2,9512729.0
ST_14_4|h0|t0|s15|k2|a0.95|o1|g0,ST_14_4,0,0,15,2,0.95,1,0,279,10,10.79,10.79,10.79,-17.33,-17.33,0.623,1.165,247,43.7,43.31,-11.65,12.383,10,11.4,9235012.0
ST_14_4|h0|t0|s15|k2|a1.00|o0|g1,ST_14_4,0,0,15,2,1.0,0,1,559,10,12.35,12.35,12.35,-23.3,-23.3,0.53,1.109,340,45.3,40.74,-11.22,12.314,13,15.7,12494769.0
ST_14_4|h0|t0|s15|k3|a0.90|o0|g0,ST_14_4,0,0,15,3,0.9,0,0,889,10,14.63,14.57,14.75,-24.94,-24.94,0.587,1.105,472,46.3,37.82,-11.27,11.49,14,21.8,19320415.0
ST_14_4|h0|t0|s15|k3|a0.90|o1|g1,ST_14_4,0,0,15,3,0.9,1,1,312,10,10.38,10.38,10.38,-15.16,-15.16,0.685,1.107,239,45.2,39.71,-11.4,11.694,7,11.0,8517258.0
ST_14_4|h0|t0|s15|k3|a0.95|o1|g0,ST_14_4,0,0,15,3,0.95,1,0,238,10,10.55,10.55,10.55,-18.63,-18.63,0.566,1.167,218,45.4,44.1,-12.33,13.296,7,10.1,8801668.0
ST_14_4|h0|t0|s15|k3|a1.00|o0|g1,ST_14_4,0,0,15,3,1.0,0,1,473,10,11.28,11.28,11.28,-20.09,-20.09,0.561,1.079,312,41.7,44.38,-11.29,11.905,10,14.4,10155445.0
ST_14_4|h0|t0|s15|k5|a0.90|o0|g0,ST_14_4,0,0,15,5,0.9,0,0,628,10,12.74,12.74,12.74,-25.43,-25.43,0.501,1.102,382,44.5,40.75,-11.61,11.691,8,17.6,13479913.0
ST_14_4|h0|t0|s15|k5|a0.90|o1|g1,ST_14_4,0,0,15,5,0.9,1,1,227,10,10.21,10.21,10.21,-16.52,-16.52,0.618,1.179,189,47.1,43.33,-12.17,13.967,7,8.7,8233292.0
ST_14_4|h0|t0|s15|k5|a0.95|o1|g0,ST_14_4,0,0,15,5,0.95,1,0,179,10,9.59,9.59,9.59,-17.56,-17.56,0.546,1.245,173,45.1,45.85,-12.96,13.555,7,8.0,7293026.0
ST_14_4|h0|t0|s15|k5|a1.00|o0|g1,ST_14_4,0,0,15,5,1.0,0,1,343,10,8.68,8.58,8.72,-17.92,-18.32,0.479,0.989,260,40.4,38.58,-11.86,8.556,14,12.0,6077273.0
ST_14_4|h0|t0|s20|k2|a0.90|o0|g0,ST_14_4,0,0,20,2,0.9,0,0,881,10,13.06,13.01,13.14,-20.22,-20.22,0.647,1.065,466,44.7,36.02,-10.64,10.219,15,21.5,14339090.0
ST_14_4|h0|t0|s20|k2|a0.90|o1|g1,ST_14_4,0,0,20,2,0.9,1,1,289,10,11.04,11.04,11.04,-14.21,-14.21,0.777,1.199,230,45.7,40.73,-10.05,13.134,6,10.6,9698806.0
ST_14_4|h0|t0|s20|k2|a0.95|o1|g0,ST_14_4,0,0,20,2,0.95,1,0,228,10,11.06,11.06,11.06,-16.09,-16.09,0.688,1.266,209,45.9,45.98,-12.08,14.585,9,9.6,9737826.0
ST_14_4|h0|t0|s20|k2|a1.00|o0|g1,ST_14_4,0,0,20,2,1.0,0,1,462,10,10.28,10.28,10.28,-16.75,-16.75,0.614,1.065,296,41.6,41.08,-11.02,10.63,11,13.6,8350542.0
ST_14_4|h0|t0|s20|k3|a0.90|o0|g0,ST_14_4,0,0,20,3,0.9,0,0,772,10,13.09,13.09,13.09,-19.21,-19.21,0.681,1.091,437,44.2,37.79,-10.78,10.673,13,20.2,14398985.0
ST_14_4|h0|t0|s20|k3|a0.90|o1|g1,ST_14_4,0,0,20,3,0.9,1,1,254,10,10.54,10.54,10.54,-14.17,-14.17,0.744,1.189,208,44.7,43.58,-10.85,13.484,8,9.6,8783867.0
ST_14_4|h0|t0|s20|k3|a0.95|o1|g0,ST_14_4,0,0,20,3,0.95,1,0,197,10,10.47,10.47,10.47,-15.94,-15.94,0.657,1.272,186,45.2,47.81,-12.42,14.777,9,8.6,8672353.0
ST_14_4|h0|t0|s20|k3|a1.00|o0|g1,ST_14_4,0,0,20,3,1.0,0,1,389,10,9.72,9.72,9.72,-24.11,-24.11,0.403,1.066,267,38.2,46.82,-11.27,10.922,12,12.3,7475524.0
ST_14_4|h0|t0|s20|k5|a0.90|o0|g0,ST_14_4,0,0,20,5,0.9,0,0,541,10,13.15,13.08,13.22,-22.48,-22.48,0.585,1.171,349,44.5,42.79,-10.88,13.036,8,16.1,14581264.0
ST_14_4|h0|t0|s20|k5|a0.90|o1|g1,ST_14_4,0,0,20,5,0.9,1,1,188,10,10.7,10.7,10.7,-14.44,-14.44,0.741,1.318,163,48.5,47.13,-11.53,16.901,6,7.5,9063437.0
ST_14_4|h0|t0|s20|k5|a0.95|o1|g0,ST_14_4,0,0,20,5,0.95,1,0,150,10,10.4,10.4,10.4,-14.87,-14.87,0.7,1.386,147,48.3,50.31,-12.54,17.814,5,6.8,8553046.0
ST_14_4|h0|t0|s20|k5|a1.00|o0|g1,ST_14_4,0,0,20,5,1.0,0,1,280,10,8.11,8.11,8.11,-19.55,-19.55,0.415,1.026,220,39.1,40.46,-11.68,8.701,12,10.1,5424766.0
ST_14_4|h0|t120|s15|k2|a0.90|o0|g0,ST_14_4,0,120,15,2,0.9,0,0,1020,10,12.58,12.57,12.68,-27.28,-27.79,0.461,0.967,568,47.7,27.49,-10.83,7.452,16,26.2,13059586.0
ST_14_4|h0|t120|s15|k2|a0.90|o1|g1,ST_14_4,0,120,15,2,0.9,1,1,361,10,9.22,9.22,9.22,-23.46,-23.46,0.393,0.988,281,44.1,31.26,-10.77,7.776,6,13.0,6774215.0
ST_14_4|h0|t120|s15|k2|a0.95|o1|g0,ST_14_4,0,120,15,2,0.95,1,0,279,10,8.93,8.93,8.93,-23.15,-23.15,0.386,1.118,255,43.9,33.3,-11.59,8.125,8,11.8,6394664.0
ST_14_4|h0|t120|s15|k2|a1.00|o0|g1,ST_14_4,0,120,15,2,1.0,0,1,559,10,9.7,9.67,9.74,-18.4,-18.4,0.527,0.962,374,43.0,32.06,-11.29,7.37,13,17.2,7450913.0
ST_14_4|h0|t120|s15|k3|a0.90|o0|g0,ST_14_4,0,120,15,3,0.9,0,0,889,10,12.82,12.75,12.9,-28.01,-28.66,0.456,1.052,522,46.7,30.19,-11.13,8.187,14,24.1,13691423.0
ST_14_4|h0|t120|s15|k3|a0.90|o1|g1,ST_14_4,0,120,15,3,0.9,1,1,312,10,8.79,8.79,8.79,-22.4,-22.4,0.393,1.065,254,44.9,31.27,-11.44,7.726,8,11.7,6221502.0
ST_14_4|h0|t120|s15|k3|a0.95|o1|g0,ST_14_4,0,120,15,3,0.95,1,0,238,10,9.06,9.06,9.06,-25.37,-25.37,0.357,1.156,228,46.1,34.25,-12.3,9.136,8,10.5,6558322.0
ST_14_4|h0|t120|s15|k3|a1.00|o0|g1,ST_14_4,0,120,15,3,1.0,0,1,473,10,9.39,9.31,9.41,-20.41,-20.54,0.46,0.996,338,40.5,35.86,-11.33,7.8,9,15.6,7001143.0
ST_14_4|h0|t120|s15|k5|a0.90|o0|g0,ST_14_4,0,120,15,5,0.9,0,0,628,10,11.34,11.29,11.52,-22.47,-22.47,0.504,1.06,426,45.9,31.56,-11.4,8.303,9,19.6,10268995.0
ST_14_4|h0|t120|s15|k5|a0.90|o1|g1,ST_14_4,0,120,15,5,0.9,1,1,227,10,8.31,8.31,8.31,-19.1,-19.1,0.435,1.138,198,47.0,31.8,-12.46,8.328,8,9.1,5653647.0
ST_14_4|h0|t120|s15|k5|a0.95|o1|g0,ST_14_4,0,120,15,5,0.95,1,0,179,10,8.11,8.11,8.11,-17.49,-17.49,0.464,1.261,176,46.6,33.8,-12.98,8.816,9,8.1,5424994.0
ST_14_4|h0|t120|s15|k5|a1.00|o0|g1,ST_14_4,0,120,15,5,1.0,0,1,343,10,8.14,8.14,8.23,-17.12,-17.12,0.475,0.98,275,41.1,33.95,-11.85,6.968,15,12.7,5458444.0
ST_14_4|h0|t120|s20|k2|a0.90|o0|g0,ST_14_4,0,120,20,2,0.9,0,0,881,10,12.05,12.0,12.18,-24.37,-24.54,0.496,1.071,519,45.3,29.47,-10.41,7.596,13,23.9,11797049.0
ST_14_4|h0|t120|s20|k2|a0.90|o1|g1,ST_14_4,0,120,20,2,0.9,1,1,289,10,9.92,9.92,9.92,-22.07,-22.07,0.45,1.194,244,45.5,33.92,-10.16,9.896,10,11.3,7782558.0
ST_14_4|h0|t120|s20|k2|a0.95|o1|g0,ST_14_4,0,120,20,2,0.95,1,0,228,10,9.41,9.41,9.41,-19.93,-19.93,0.472,1.26,219,45.2,36.43,-11.87,9.964,9,10.1,7038908.0
ST_14_4|h0|t120|s20|k2|a1.00|o0|g1,ST_14_4,0,120,20,2,1.0,0,1,462,10,8.94,8.92,8.96,-20.69,-21.52,0.432,0.996,321,38.9,37.61,-11.2,7.807,11,14.8,6409919.0
ST_14_4|h0|t120|s20|k3|a0.90|o0|g0,ST_14_4,0,120,20,3,0.9,0,0,772,10,11.76,11.76,11.76,-24.87,-24.87,0.473,1.066,486,44.7,30.6,-10.69,7.748,17,22.4,11141686.0
ST_14_4|h0|t120|s20|k3|a0.90|o1|g1,ST_14_4,0,120,20,3,0.9,1,1,254,10,9.13,9.13,9.13,-21.15,-21.15,0.432,1.173,222,44.1,34.84,-10.85,9.319,7,10.2,6650886.0
