label,exit_strategy,exit_params,vol_multiplier,ath_lookback,vol_avg_period,total_trades,winners,losers,win_rate,avg_return_pct,avg_winner_pct,avg_loser_pct,max_return_pct,max_loss_pct,profit_factor,expectancy,total_pnl,final_capital,total_return_pct,avg_hold_days,median_return_pct,exit_breakdown
FIX_T25_SL10_V1.25_ATH10_VA30,fixed_target,"T=25%,SL=10%",1.25,10,30,380,165,215,43.4,5.51,27.68,-11.5,49.96,-22.35,1.72,5.51,17921031,27921031,179.21,57.7,-10.13,end_of_data=18; stop_loss=208; target_hit=154
FIX_T25_SL10_V1.5_ATH3_VA15,fixed_target,"T=25%,SL=10%",1.5,3,15,235,105,130,44.7,6.42,28.28,-11.24,49.96,-21.83,1.88,6.42,10977525,20977525,109.78,62.1,-10.07,end_of_data=12; stop_loss=123; target_hit=100
FIX_T25_SL10_V1.5_ATH3_VA20,fixed_target,"T=25%,SL=10%",1.5,3,20,233,100,133,42.9,5.74,28.31,-11.24,49.96,-21.83,1.76,5.74,9266320,19266320,92.66,61.7,-10.11,end_of_data=12; stop_loss=126; target_hit=95
FIX_T25_SL10_V1.5_ATH3_VA30,fixed_target,"T=25%,SL=10%",1.5,3,30,225,94,131,41.8,5.26,28.25,-11.23,49.96,-21.83,1.69,5.26,7860229,17860229,78.6,60.2,-10.13,end_of_data=12; stop_loss=124; target_hit=89
FIX_T25_SL10_V1.5_ATH5_VA15,fixed_target,"T=25%,SL=10%",1.5,5,15,262,114,148,43.5,5.83,28.05,-11.29,49.96,-21.83,1.78,5.83,11157431,21157431,111.57,60.3,-10.12,end_of_data=13; stop_loss=141; target_hit=108
FIX_T25_SL10_V1.5_ATH5_VA20,fixed_target,"T=25%,SL=10%",1.5,5,20,259,108,151,41.7,5.13,28.07,-11.28,49.96,-21.83,1.66,5.13,9165327,19165328,91.65,60.0,-10.15,end_of_data=13; stop_loss=144; target_hit=102
FIX_T25_SL10_V1.5_ATH5_VA30,fixed_target,"T=25%,SL=10%",1.5,5,30,254,103,151,40.6,4.65,28.0,-11.27,49.96,-21.83,1.59,4.65,7817432,17817432,78.17,58.7,-10.2,end_of_data=13; stop_loss=144; target_hit=97
FIX_T25_SL10_V1.5_ATH7_VA15,fixed_target,"T=25%,SL=10%",1.5,7,15,285,129,156,45.3,6.31,27.73,-11.39,49.96,-21.83,1.87,6.31,14198456,24198456,141.98,64.1,-10.09,end_of_data=14; stop_loss=150; target_hit=121
FIX_T25_SL10_V1.5_ATH7_VA20,fixed_target,"T=25%,SL=10%",1.5,7,20,280,123,157,43.9,5.82,27.73,-11.35,49.96,-21.83,1.78,5.82,12236240,22236240,122.36,64.2,-10.12,end_of_data=14; stop_loss=151; target_hit=115
FIX_T25_SL10_V1.5_ATH7_VA30,fixed_target,"T=25%,SL=10%",1.5,7,30,275,117,158,42.5,5.23,27.64,-11.36,49.96,-21.83,1.7,5.23,10234909,20234909,102.35,61.6,-10.13,end_of_data=14; stop_loss=152; target_hit=109
FIX_T25_SL10_V1.5_ATH10_VA15,fixed_target,"T=25%,SL=10%",1.5,10,15,355,160,195,45.1,6.29,27.99,-11.51,49.96,-22.35,1.84,6.29,19947610,29947610,199.48,57.6,-10.1,end_of_data=15; stop_loss=188; target_hit=152
FIX_T25_SL10_V1.5_ATH10_VA20,fixed_target,"T=25%,SL=10%",1.5,10,20,351,155,196,44.2,5.95,27.98,-11.48,49.96,-22.35,1.78,5.95,17866617,27866617,178.67,57.5,-10.12,end_of_data=15; stop_loss=189; target_hit=147
FIX_T25_SL10_V1.5_ATH10_VA30,fixed_target,"T=25%,SL=10%",1.5,10,30,343,146,197,42.6,5.29,27.93,-11.48,49.96,-22.35,1.7,5.29,14335826,24335826,143.36,55.3,-10.15,end_of_data=15; stop_loss=190; target_hit=138
FIX_T25_SL10_V2.0_ATH3_VA15,fixed_target,"T=25%,SL=10%",2.0,3,15,198,82,116,41.4,5.02,28.17,-11.35,49.96,-21.83,1.65,5.02,6259012,16259012,62.59,58.8,-10.12,end_of_data=8; stop_loss=111; target_hit=79
FIX_T25_SL10_V2.0_ATH3_VA20,fixed_target,"T=25%,SL=10%",2.0,3,20,195,78,117,40.0,4.49,28.27,-11.37,49.96,-21.83,1.57,4.49,5330627,15330627,53.31,59.0,-10.13,end_of_data=8; stop_loss=112; target_hit=75
FIX_T25_SL10_V2.0_ATH3_VA30,fixed_target,"T=25%,SL=10%",2.0,3,30,188,75,113,39.9,4.44,28.31,-11.4,49.96,-21.83,1.57,4.44,5034545,15034545,50.35,56.4,-10.16,end_of_data=8; stop_loss=108; target_hit=72
FIX_T25_SL10_V2.0_ATH5_VA15,fixed_target,"T=25%,SL=10%",2.0,5,15,222,89,133,40.1,4.34,27.85,-11.39,49.96,-21.83,1.55,4.34,6011036,16011036,60.11,58.4,-10.18,end_of_data=9; stop_loss=128; target_hit=85
FIX_T25_SL10_V2.0_ATH5_VA20,fixed_target,"T=25%,SL=10%",2.0,5,20,217,86,131,39.6,4.2,27.96,-11.39,49.96,-21.83,1.53,4.2,5603910,15603910,56.04,57.9,-10.2,end_of_data=9; stop_loss=126; target_hit=82
FIX_T25_SL10_V2.0_ATH5_VA30,fixed_target,"T=25%,SL=10%",2.0,5,30,209,82,127,39.2,4.05,28.01,-11.42,49.96,-21.83,1.51,4.05,5103002,15103002,51.03,56.6,-10.25,end_of_data=9; stop_loss=122; target_hit=78
FIX_T25_SL10_V2.0_ATH7_VA15,fixed_target,"T=25%,SL=10%",2.0,7,15,245,105,140,42.9,5.32,27.76,-11.51,49.96,-21.83,1.7,5.32,8929743,18929743,89.3,66.3,-10.13,end_of_data=10; stop_loss=136; target_hit=99
FIX_T25_SL10_V2.0_ATH7_VA20,fixed_target,"T=25%,SL=10%",2.0,7,20,240,102,138,42.5,5.23,27.84,-11.49,49.96,-21.83,1.68,5.23,8490218,18490218,84.9,66.3,-10.13,end_of_data=10; stop_loss=134; target_hit=96
FIX_T25_SL10_V2.0_ATH7_VA30,fixed_target,"T=25%,SL=10%",2.0,7,30,228,96,132,42.1,5.04,27.82,-11.53,49.96,-21.83,1.68,5.04,7542776,17542776,75.43,63.8,-10.16,end_of_data=10; stop_loss=128; target_hit=90
FIX_T25_SL10_V2.0_ATH10_VA15,fixed_target,"T=25%,SL=10%",2.0,10,15,308,134,174,43.5,5.68,28.08,-11.56,49.96,-22.35,1.76,5.68,13590232,23590232,135.9,59.5,-10.12,end_of_data=11; stop_loss=169; target_hit=128
FIX_T25_SL10_V2.0_ATH10_VA20,fixed_target,"T=25%,SL=10%",2.0,10,20,298,130,168,43.6,5.81,28.17,-11.49,49.96,-21.83,1.78,5.81,13393949,23393949,133.94,58.2,-10.12,end_of_data=11; stop_loss=163; target_hit=124
FIX_T25_SL10_V2.0_ATH10_VA30,fixed_target,"T=25%,SL=10%",2.0,10,30,284,122,162,43.0,5.52,28.16,-11.53,49.96,-21.83,1.77,5.52,11557739,21557739,115.58,55.7,-10.15,end_of_data=11; stop_loss=157; target_hit=116
FIX_T25_SL10_V2.5_ATH3_VA15,fixed_target,"T=25%,SL=10%",2.5,3,15,168,70,98,41.7,5.16,28.3,-11.38,49.96,-21.83,1.67,5.16,5282901,15282901,52.83,52.6,-10.13,end_of_data=7; stop_loss=94; target_hit=67
FIX_T25_SL10_V2.5_ATH3_VA20,fixed_target,"T=25%,SL=10%",2.5,3,20,163,68,95,41.7,5.17,28.47,-11.51,49.96,-21.83,1.66,5.17,5106112,15106112,51.06,54.2,-10.13,end_of_data=6; stop_loss=92; target_hit=65
FIX_T25_SL10_V2.5_ATH3_VA30,fixed_target,"T=25%,SL=10%",2.5,3,30,156,65,91,41.7,5.3,28.87,-11.54,49.96,-21.83,1.68,5.3,4989111,14989111,49.89,53.4,-10.12,end_of_data=5; stop_loss=88; target_hit=63
FIX_T25_SL10_V2.5_ATH5_VA15,fixed_target,"T=25%,SL=10%",2.5,5,15,190,76,114,40.0,4.33,27.95,-11.42,49.96,-21.83,1.54,4.33,4940244,14940244,49.4,53.3,-10.25,end_of_data=8; stop_loss=110; target_hit=72
FIX_T25_SL10_V2.5_ATH5_VA20,fixed_target,"T=25%,SL=10%",2.5,5,20,184,74,110,40.2,4.42,28.1,-11.51,49.96,-21.83,1.56,4.42,4870216,14870216,48.7,54.5,-10.24,end_of_data=7; stop_loss=107; target_hit=70
FIX_T25_SL10_V2.5_ATH5_VA30,fixed_target,"T=25%,SL=10%",2.5,5,30,175,72,103,41.1,4.93,28.47,-11.53,49.96,-21.83,1.63,4.93,5242776,15242776,52.43,53.4,-10.2,end_of_data=6; stop_loss=100; target_hit=69
FIX_T25_SL10_V2.5_ATH7_VA15,fixed_target,"T=25%,SL=10%",2.5,7,15,209,90,119,43.1,5.42,27.76,-11.48,49.96,-21.83,1.71,5.42,7414883,17414883,74.15,61.5,-10.13,end_of_data=9; stop_loss=116; target_hit=84
FIX_T25_SL10_V2.5_ATH7_VA20,fixed_target,"T=25%,SL=10%",2.5,7,20,204,88,116,43.1,5.43,27.87,-11.59,49.96,-21.83,1.71,5.43,7213431,17213431,72.13,63.0,-10.13,end_of_data=8; stop_loss=114; target_hit=82
FIX_T25_SL10_V2.5_ATH7_VA30,fixed_target,"T=25%,SL=10%",2.5,7,30,191,84,107,44.0,5.85,28.12,-11.63,49.96,-21.83,1.79,5.85,7295800,17295800,72.96,60.4,-10.13,end_of_data=7; stop_loss=105; target_hit=79
FIX_T25_SL10_V2.5_ATH10_VA15,fixed_target,"T=25%,SL=10%",2.5,10,15,259,116,143,44.8,6.17,28.03,-11.57,49.96,-22.35,1.83,6.17,11904102,21904102,119.04,55.2,-10.11,end_of_data=10; stop_loss=139; target_hit=110
FIX_T25_SL10_V2.5_ATH10_VA20,fixed_target,"T=25%,SL=10%",2.5,10,20,249,112,137,45.0,6.29,28.2,-11.61,49.96,-21.83,1.86,6.29,11587059,21587059,115.87,55.2,-10.11,end_of_data=9; stop_loss=134; target_hit=106
FIX_T25_SL10_V2.5_ATH10_VA30,fixed_target,"T=25%,SL=10%",2.5,10,30,233,106,127,45.5,6.57,28.37,-11.63,49.96,-21.83,1.92,6.57,11199090,21199090,111.99,52.5,-10.11,end_of_data=8; stop_loss=124; target_hit=101
FIX_T15_SL7_V1.0_ATH3_VA15,fixed_target,"T=15%,SL=7%",1.0,3,15,272,121,151,44.5,3.22,17.78,-8.44,29.62,-14.53,1.62,3.22,5400024,15400024,54.0,29.4,-7.07,end_of_data=7; stop_loss=146; target_hit=119
FIX_T15_SL7_V1.0_ATH3_VA20,fixed_target,"T=15%,SL=7%",1.0,3,20,273,122,151,44.7,3.31,17.8,-8.39,29.62,-14.53,1.65,3.31,5616558,15616558,56.17,29.3,-7.07,end_of_data=8; stop_loss=145; target_hit=120
FIX_T15_SL7_V1.0_ATH3_VA30,fixed_target,"T=15%,SL=7%",1.0,3,30,266,117,149,44.0,3.14,17.81,-8.37,28.25,-14.53,1.61,3.14,5097010,15097010,50.97,29.6,-7.07,end_of_data=8; stop_loss=143; target_hit=115
FIX_T15_SL7_V1.0_ATH5_VA15,fixed_target,"T=15%,SL=7%",1.0,5,15,304,134,170,44.1,3.14,17.89,-8.49,29.62,-14.53,1.62,3.14,5990066,15990066,59.9,28.7,-7.08,end_of_data=8; stop_loss=165; target_hit=131
FIX_T15_SL7_V1.0_ATH5_VA20,fixed_target,"T=15%,SL=7%",1.0,5,20,303,134,169,44.2,3.2,17.91,-8.45,29.62,-14.53,1.63,3.2,6134439,16134439,61.34,28.7,-7.07,end_of_data=9; stop_loss=163; target_hit=131
FIX_T15_SL7_V1.0_ATH5_VA30,fixed_target,"T=15%,SL=7%",1.0,5,30,297,130,167,43.8,3.09,17.92,-8.45,28.25,-14.53,1.61,3.09,5722304,15722304,57.22,28.8,-7.07,end_of_data=9; stop_loss=161; target_hit=127
FIX_T15_SL7_V1.0_ATH7_VA15,fixed_target,"T=15%,SL=7%",1.0,7,15,336,151,185,44.9,3.35,17.79,-8.44,29.62,-14.53,1.69,3.35,7418838,17418839,74.19,31.0,-7.07,end_of_data=10; stop_loss=180; target_hit=146
FIX_T15_SL7_V1.0_ATH7_VA20,fixed_target,"T=15%,SL=7%",1.0,7,20,335,151,184,45.1,3.41,17.81,-8.4,29.62,-14.53,1.7,3.41,7576112,17576112,75.76,31.0,-7.07,end_of_data=11; stop_loss=178; target_hit=146
FIX_T15_SL7_V1.0_ATH7_VA30,fixed_target,"T=15%,SL=7%",1.0,7,30,330,147,183,44.5,3.28,17.82,-8.39,28.25,-14.53,1.67,3.28,7056100,17056100,70.56,31.1,-7.07,end_of_data=11; stop_loss=177; target_hit=142
FIX_T15_SL7_V1.0_ATH10_VA15,fixed_target,"T=15%,SL=7%",1.0,10,15,420,191,229,45.5,3.46,17.93,-8.6,29.62,-22.35,1.7,3.46,10482083,20482083,104.82,28.9,-7.1,end_of_data=10; stop_loss=224; target_hit=186
FIX_T15_SL7_V1.0_ATH10_VA20,fixed_target,"T=15%,SL=7%",1.0,10,20,418,192,226,45.9,3.58,17.93,-8.61,29.62,-22.35,1.72,3.58,10925052,20925052,109.25,28.8,-7.08,end_of_data=10; stop_loss=221; target_hit=187
FIX_T15_SL7_V1.0_ATH10_VA30,fixed_target,"T=15%,SL=7%",1.0,10,30,413,188,225,45.5,3.48,17.94,-8.6,28.25,-22.35,1.7,3.48,10308535,20308535,103.09,29.0,-7.1,end_of_data=10; stop_loss=220; target_hit=183
FIX_T15_SL7_V1.25_ATH3_VA15,fixed_target,"T=15%,SL=7%",1.25,3,15,255,115,140,45.1,3.38,17.77,-8.43,29.62,-14.53,1.67,3.38,5303871,15303871,53.04,29.4,-7.04,end_of_data=7; stop_loss=135; target_hit=113
FIX_T15_SL7_V1.25_ATH3_VA20,fixed_target,"T=15%,SL=7%",1.25,3,20,250,113,137,45.2,3.41,17.78,-8.43,29.62,-14.53,1.67,3.41,5233942,15233942,52.34,29.3,-7.05,end_of_data=7; stop_loss=132; target_hit=111
FIX_T15_SL7_V1.25_ATH3_VA30,fixed_target,"T=15%,SL=7%",1.25,3,30,247,108,139,43.7,2.99,17.66,-8.41,28.25,-14.53,1.58,2.99,4380091,14380091,43.8,29.5,-7.07,end_of_data=7; stop_loss=134; target_hit=106
FIX_T15_SL7_V1.25_ATH5_VA15,fixed_target,"T=15%,SL=7%",1.25,5,15,286,127,159,44.4,3.23,17.89,-8.48,29.62,-14.53,1.64,3.23,5757008,15757008,57.57,28.6,-7.07,end_of_data=8; stop_loss=154; target_hit=124
FIX_T15_SL7_V1.25_ATH5_VA20,fixed_target,"T=15%,SL=7%",1.25,5,20,281,125,156,44.5,3.24,17.89,-8.49,29.62,-14.53,1.64,3.24,5668762,15668762,56.69,28.5,-7.07,end_of_data=8; stop_loss=151; target_hit=122
FIX_T15_SL7_V1.25_ATH5_VA30,fixed_target,"T=15%,SL=7%",1.25,5,30,278,121,157,43.5,2.95,17.79,-8.48,28.25,-14.53,1.58,2.95,4975692,14975692,49.76,28.7,-7.08,end_of_data=8; stop_loss=152; target_hit=118
FIX_T15_SL7_V1.25_ATH7_VA15,fixed_target,"T=15%,SL=7%",1.25,7,15,312,142,170,45.5,3.53,17.79,-8.38,29.62,-14.53,1.73,3.53,7221550,17221550,72.22,31.0,-7.05,end_of_data=10; stop_loss=165; target_hit=137
FIX_T15_SL7_V1.25_ATH7_VA20,fixed_target,"T=15%,SL=7%",1.25,7,20,308,140,168,45.5,3.49,17.8,-8.42,29.62,-14.53,1.72,3.49,7003294,17003294,70.03,30.9,-7.06,end_of_data=10; stop_loss=163; target_hit=135
FIX_T15_SL7_V1.25_ATH7_VA30,fixed_target,"T=15%,SL=7%",1.25,7,30,304,136,168,44.7,3.29,17.7,-8.38,28.25,-14.53,1.68,3.29,6367614,16367614,63.68,31.2,-7.07,end_of_data=10; stop_loss=163; target_hit=131
FIX_T15_SL7_V1.25_ATH10_VA15,fixed_target,"T=15%,SL=7%",1.25,10,15,388,181,207,46.6,3.8,17.93,-8.54,29.62,-22.35,1.79,3.8,10719926,20719926,107.2,28.1,-7.05,end_of_data=10; stop_loss=202; target_hit=176
FIX_T15_SL7_V1.25_ATH10_VA20,fixed_target,"T=15%,SL=7%",1.25,10,20,384,179,205,46.6,3.78,17.93,-8.58,29.62,-22.35,1.77,3.78,10457334,20457334,104.57,28.0,-7.07,end_of_data=10; stop_loss=200; target_hit=174
FIX_T15_SL7_V1.25_ATH10_VA30,fixed_target,"T=15%,SL=7%",1.25,10,30,380,175,205,46.1,3.62,17.86,-8.54,28.25,-22.35,1.75,3.62,9695022,19695022,96.95,28.2,-7.07,end_of_data=10; stop_loss=200; target_hit=170
FIX_T15_SL7_V1.5_ATH3_VA15,fixed_target,"T=15%,SL=7%",1.5,3,15,235,106,129,45.1,3.38,17.83,-8.5,29.62,-14.53,1.67,3.38,4789213,14789213,47.89,29.0,-7.07,end_of_data=7; stop_loss=124; target_hit=104
FIX_T15_SL7_V1.5_ATH3_VA20,fixed_target,"T=15%,SL=7%",1.5,3,20,233,102,131,43.8,3.06,17.85,-8.47,29.62,-14.53,1.59,3.06,4197592,14197592,41.98,28.9,-7.1,end_of_data=7; stop_loss=126; target_hit=100
FIX_T15_SL7_V1.5_ATH3_VA30,fixed_target,"T=15%,SL=7%",1.5,3,30,225,97,128,43.1,2.83,17.7,-8.44,28.25,-14.53,1.55,2.83,3678098,13678098,36.78,28.4,-7.14,end_of_data=7; stop_loss=123; target_hit=95
FIX_T15_SL7_V1.5_ATH5_VA15,fixed_target,"T=15%,SL=7%",1.5,5,15,262,118,144,45.0,3.4,17.94,-8.52,29.62,-14.53,1.69,3.4,5505839,15505839,55.06,28.6,-7.07,end_of_data=8; stop_loss=139; target_hit=115
FIX_T15_SL7_V1.5_ATH5_VA20,fixed_target,"T=15%,SL=7%",1.5,5,20,259,113,146,43.6,3.01,17.87,-8.49,29.62,-14.53,1.59,3.01,4683061,14683061,46.83,28.5,-7.12,end_of_data=8; stop_loss=141; target_hit=110
FIX_T15_SL7_V1.5_ATH5_VA30,fixed_target,"T=15%,SL=7%",1.5,5,30,254,109,145,42.9,2.78,17.74,-8.46,28.25,-14.53,1.55,2.78,4149924,14149924,41.5,28.2,-7.14,end_of_data=8; stop_loss=140; target_hit=106
FIX_T15_SL7_V1.5_ATH7_VA15,fixed_target,"T=15%,SL=7%",1.5,7,15,285,131,154,46.0,3.65,17.83,-8.41,29.62,-14.53,1.77,3.65,6711171,16711171,67.11,31.4,-7.07,end_of_data=10; stop_loss=149; target_hit=126
FIX_T15_SL7_V1.5_ATH7_VA20,fixed_target,"T=15%,SL=7%",1.5,7,20,280,126,154,45.0,3.39,17.77,-8.37,29.62,-14.53,1.7,3.39,5975398,15975398,59.75,31.5,-7.07,end_of_data=10; stop_loss=149; target_hit=121
FIX_T15_SL7_V1.5_ATH7_VA30,fixed_target,"T=15%,SL=7%",1.5,7,30,275,121,154,44.0,3.08,17.66,-8.38,28.25,-14.53,1.63,3.08,5167356,15167356,51.67,31.2,-7.1,end_of_data=10; stop_loss=149; target_hit=116
FIX_T15_SL7_V1.5_ATH10_VA15,fixed_target,"T=15%,SL=7%",1.5,10,15,355,165,190,46.5,3.79,18.03,-8.57,29.62,-22.35,1.79,3.79,9433719,19433719,94.34,27.9,-7.07,end_of_data=10; stop_loss=185; target_hit=160
FIX_T15_SL7_V1.5_ATH10_VA20,fixed_target,"T=15%,SL=7%",1.5,10,20,351,161,190,45.9,3.62,17.98,-8.54,29.62,-22.35,1.74,3.62,8726246,18726246,87.26,28.0,-7.07,end_of_data=10; stop_loss=185; target_hit=156
FIX_T15_SL7_V1.5_ATH10_VA30,fixed_target,"T=15%,SL=7%",1.5,10,30,343,153,190,44.6,3.24,17.88,-8.55,28.25,-22.35,1.66,3.24,7285254,17285254,72.85,27.8,-7.14,end_of_data=10; stop_loss=185; target_hit=148
FIX_T15_SL7_V2.0_ATH3_VA15,fixed_target,"T=15%,SL=7%",2.0,3,15,198,84,114,42.4,2.55,17.7,-8.62,29.62,-14.53,1.48,2.55,2807552,12807553,28.08,28.3,-7.2,end_of_data=5; stop_loss=111; target_hit=82
FIX_T15_SL7_V2.0_ATH3_VA20,fixed_target,"T=15%,SL=7%",2.0,3,20,195,84,111,43.1,2.73,17.74,-8.63,29.62,-14.53,1.52,2.73,2989627,12989627,29.9,28.5,-7.17,end_of_data=5; stop_loss=108; target_hit=82
FIX_T15_SL7_V2.0_ATH3_VA30,fixed_target,"T=15%,SL=7%",2.0,3,30,188,80,108,42.6,2.54,17.65,-8.65,27.11,-14.53,1.48,2.54,2641042,12641042,26.41,27.1,-7.16,end_of_data=5; stop_loss=105; target_hit=78
FIX_T15_SL7_V2.0_ATH5_VA15,fixed_target,"T=15%,SL=7%",2.0,5,15,222,94,128,42.3,2.52,17.66,-8.6,29.62,-14.53,1.48,2.52,3161191,13161191,31.61,28.6,-7.24,end_of_data=6; stop_loss=125; target_hit=91
FIX_T15_SL7_V2.0_ATH5_VA20,fixed_target,"T=15%,SL=7%",2.0,5,20,217,95,122,43.8,2.89,17.68,-8.62,29.62,-14.53,1.57,2.89,3615597,13615597,36.16,28.5,-7.15,end_of_data=6; stop_loss=119; target_hit=92
FIX_T15_SL7_V2.0_ATH5_VA30,fixed_target,"T=15%,SL=7%",2.0,5,30,209,90,119,43.1,2.66,17.59,-8.64,27.11,-14.53,1.52,2.66,3137079,13137079,31.37,27.8,-7.15,end_of_data=6; stop_loss=116; target_hit=87
FIX_T15_SL7_V2.0_ATH7_VA15,fixed_target,"T=15%,SL=7%",2.0,7,15,245,107,138,43.7,2.95,17.72,-8.5,29.62,-14.53,1.59,2.95,4270491,14270491,42.7,31.9,-7.16,end_of_data=7; stop_loss=135; target_hit=103
FIX_T15_SL7_V2.0_ATH7_VA20,fixed_target,"T=15%,SL=7%",2.0,7,20,240,108,132,45.0,3.29,17.73,-8.52,29.62,-14.53,1.67,3.29,4760126,14760126,47.6,32.0,-7.11,end_of_data=7; stop_loss=129; target_hit=104
FIX_T15_SL7_V2.0_ATH7_VA30,fixed_target,"T=15%,SL=7%",2.0,7,30,228,101,127,44.3,3.08,17.69,-8.53,27.11,-14.53,1.63,3.08,4132765,14132765,41.33,31.1,-7.1,end_of_data=7; stop_loss=124; target_hit=97
FIX_T15_SL7_V2.0_ATH10_VA15,fixed_target,"T=15%,SL=7%",2.0,10,15,308,138,170,44.8,3.27,17.92,-8.61,29.62,-22.35,1.67,3.27,6433417,16433417,64.33,28.2,-7.16,end_of_data=7; stop_loss=167; target_hit=134
FIX_T15_SL7_V2.0_ATH10_VA20,fixed_target,"T=15%,SL=7%",2.0,10,20,298,137,161,46.0,3.6,17.89,-8.56,29.62,-14.53,1.75,3.6,6982527,16982527,69.83,27.4,-7.11,end_of_data=7; stop_loss=158; target_hit=133
FIX_T15_SL7_V2.0_ATH10_VA30,fixed_target,"T=15%,SL=7%",2.0,10,30,284,128,156,45.1,3.36,17.9,-8.56,27.87,-14.53,1.71,3.36,6014850,16014850,60.15,26.8,-7.12,end_of_data=7; stop_loss=153; target_hit=124
FIX_T15_SL7_V2.5_ATH3_VA15,fixed_target,"T=15%,SL=7%",2.5,3,15,168,72,96,42.9,2.64,17.78,-8.71,29.62,-14.53,1.5,2.64,2434826,12434826,24.35,27.0,-7.16,end_of_data=4; stop_loss=94; target_hit=70
FIX_T15_SL7_V2.5_ATH3_VA20,fixed_target,"T=15%,SL=7%",2.5,3,20,163,71,92,43.6,2.8,17.82,-8.79,29.62,-14.53,1.53,2.8,2514058,12514058,25.14,27.7,-7.17,end_of_data=3; stop_loss=91; target_hit=69
FIX_T15_SL7_V2.5_ATH3_VA30,fixed_target,"T=15%,SL=7%",2.5,3,30,156,70,86,44.9,3.08,17.7,-8.83,27.11,-14.53,1.59,3.08,2665881,12665881,26.66,27.8,-7.11,end_of_data=3; stop_loss=85; target_hit=68
FIX_T15_SL7_V2.5_ATH5_VA15,fixed_target,"T=15%,SL=7%",2.5,5,15,190,81,109,42.6,2.58,17.73,-8.69,29.62,-14.53,1.5,2.58,2715175,12715175,27.15,27.6,-7.21,end_of_data=5; stop_loss=107; target_hit=78
FIX_T15_SL7_V2.5_ATH5_VA20,fixed_target,"T=15%,SL=7%",2.5,5,20,184,80,104,43.5,2.78,17.76,-8.75,29.62,-14.53,1.54,2.78,2854946,12854946,28.55,28.3,-7.21,end_of_data=4; stop_loss=103; target_hit=77
FIX_T15_SL7_V2.5_ATH5_VA30,fixed_target,"T=15%,SL=7%",2.5,5,30,175,80,95,45.7,3.28,17.63,-8.81,27.11,-14.53,1.66,3.28,3267607,13267607,32.68,28.0,-7.07,end_of_data=4; stop_loss=94; target_hit=77
FIX_T15_SL7_V2.5_ATH7_VA15,fixed_target,"T=15%,SL=7%",2.5,7,15,209,93,116,44.5,3.13,17.72,-8.57,29.62,-14.53,1.63,3.13,3800036,13800036,38.0,32.1,-7.12,end_of_data=6; stop_loss=114; target_hit=89
FIX_T15_SL7_V2.5_ATH7_VA20,fixed_target,"T=15%,SL=7%",2.5,7,20,204,92,112,45.1,3.27,17.75,-8.63,29.62,-14.53,1.66,3.27,3887967,13887967,38.88,32.8,-7.12,end_of_data=5; stop_loss=111; target_hit=88
FIX_T15_SL7_V2.5_ATH7_VA30,fixed_target,"T=15%,SL=7%",2.5,7,30,191,90,101,47.1,3.74,17.67,-8.68,27.11,-14.53,1.79,3.74,4224467,14224467,42.24,32.4,-7.07,end_of_data=5; stop_loss=100; target_hit=86
FIX_T15_SL7_V2.5_ATH10_VA15,fixed_target,"T=15%,SL=7%",2.5,10,15,259,120,139,46.3,3.65,17.96,-8.7,29.62,-22.35,1.76,3.65,5947220,15947220,59.47,28.1,-7.07,end_of_data=6; stop_loss=137; target_hit=116
FIX_T15_SL7_V2.5_ATH10_VA20,fixed_target,"T=15%,SL=7%",2.5,10,20,249,117,132,47.0,3.79,17.84,-8.66,29.62,-14.53,1.8,3.79,5933793,15933793,59.34,27.3,-7.07,end_of_data=5; stop_loss=131; target_hit=113
FIX_T15_SL7_V2.5_ATH10_VA30,fixed_target,"T=15%,SL=7%",2.5,10,30,233,113,120,48.5,4.18,17.87,-8.71,27.87,-14.53,1.92,4.18,6177942,16177941,61.78,27.0,-7.04,end_of_data=5; stop_loss=119; target_hit=109
FIX_T60_SL20_V1.0_ATH3_VA15,fixed_target,"T=60%,SL=20%",1.0,3,15,272,119,153,43.8,14.63,59.32,-20.13,157.21,-34.8,1.96,14.63,58454734,68454734,584.55,214.9,-15.86,end_of_data=33; stop_loss=136; target_hit=103
FIX_T60_SL20_V1.0_ATH3_VA20,fixed_target,"T=60%,SL=20%",1.0,3,20,273,119,154,43.6,14.72,59.62,-19.98,157.21,-34.8,1.98,14.72,59743601,69743601,597.44,212.4,-11.71,end_of_data=33; stop_loss=136; target_hit=104
FIX_T60_SL20_V1.0_ATH3_VA30,fixed_target,"T=60%,SL=20%",1.0,3,30,266,117,149,44.0,14.95,59.59,-20.1,157.21,-34.8,2.02,14.95,58442624,68442624,584.43,209.0,-14.75,end_of_data=31; stop_loss=133; target_hit=102
FIX_T60_SL20_V1.0_ATH5_VA15,fixed_target,"T=60%,SL=20%",1.0,5,15,304,129,175,42.4,13.24,58.67,-20.24,157.21,-34.8,1.88,13.24,59723942,69723942,597.24,213.3,-20.05,end_of_data=37; stop_loss=157; target_hit=110
FIX_T60_SL20_V1.0_ATH5_VA20,fixed_target,"T=60%,SL=20%",1.0,5,20,303,128,175,42.2,13.31,59.01,-20.11,157.21,-34.8,1.88,13.31,59987764,69987764,599.88,212.0,-20.04,end_of_data=36; stop_loss=156; target_hit=111
