cell,phase,params,seeds,window,x_med,cagr_med,cagr_min,cagr_max,cagr_worst_seed,dd_med,dd_worst,calmar_med,n_med,win_med,avg_win,avg_loss,mean_tr,median_tr,streak,tpy,signals,passed_up,yearly_med,runtime_s
p6C_stop0.07_be0.2,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.07, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.2, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,56.11,31.59,26.18,51.09,26.18,-43.21,-52.53,0.776,276,42.9,26.16,-6.09,7.489,-1.911,10,18.8,29714,29438,"{""2012"": 76.2, ""2013"": 24.3, ""2014"": 83.2, ""2015"": -2.8, ""2016"": 38.1, ""2017"": 99.9, ""2018"": -22.1, ""2019"": 13.9, ""2020"": 53.9, ""2021"": 92.6, ""2022"": 16.5, ""2023"": 49.4, ""2024"": 24.0, ""2025"": -12.0, ""2026"": 12.4}",2.7
p6C_stop0.08_be0.0,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,48.85,30.35,20.27,44.95,20.27,-42.38,-53.54,0.664,282,43.7,26.71,-6.4,8.528,-1.94,11,19.2,29714,29432,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 5.0, ""2020"": 38.1, ""2021"": 102.4, ""2022"": 14.4, ""2023"": 69.4, ""2024"": 26.3, ""2025"": -13.3, ""2026"": 11.6}",3.1
p6C_stop0.08_be0.05,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.05, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,42.14,29.04,23.36,33.97,23.36,-44.24,-56.06,0.586,331,35.2,28.05,-4.56,7.005,-1.086,14,22.6,29714,29383,"{""2012"": 45.0, ""2013"": 11.0, ""2014"": 81.4, ""2015"": -10.1, ""2016"": 4.4, ""2017"": 118.5, ""2018"": -23.5, ""2019"": 28.2, ""2020"": 39.4, ""2021"": 126.9, ""2022"": 2.5, ""2023"": 71.4, ""2024"": 34.2, ""2025"": -12.8, ""2026"": -0.1}",2.9
p6C_stop0.08_be0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.1, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,55.25,31.37,21.16,44.65,21.16,-42.89,-53.32,0.683,291,41.2,27.9,-5.94,8.223,-1.719,11,19.8,29714,29423,"{""2012"": 64.0, ""2013"": 20.2, ""2014"": 66.2, ""2015"": -7.8, ""2016"": 35.2, ""2017"": 95.1, ""2018"": -20.0, ""2019"": 22.3, ""2020"": 43.5, ""2021"": 99.8, ""2022"": 9.9, ""2023"": 74.4, ""2024"": 34.8, ""2025"": -14.4, ""2026"": 14.3}",2.8
p6C_stop0.08_be0.2,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.2, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,46.08,29.83,20.19,44.95,20.19,-42.31,-54.87,0.65,280,43.8,26.62,-6.36,8.335,-1.887,11,19.1,29714,29433,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.6, ""2017"": 75.0, ""2018"": -19.6, ""2019"": 6.0, ""2020"": 38.1, ""2021"": 102.4, ""2022"": 14.4, ""2023"": 68.8, ""2024"": 26.3, ""2025"": -16.0, ""2026"": 11.9}",2.7
p6C_stop0.1_be0.0,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.1, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,50.46,30.66,22.11,37.81,22.11,-45.46,-58.06,0.623,361,44.0,26.63,-6.59,8.234,-1.972,13,24.7,29714,29281,"{""2012"": 67.8, ""2013"": 15.6, ""2014"": 76.8, ""2015"": -3.6, ""2016"": 33.6, ""2017"": 90.2, ""2018"": -23.8, ""2019"": 15.2, ""2020"": 41.0, ""2021"": 96.8, ""2022"": 12.1, ""2023"": 89.2, ""2024"": 23.6, ""2025"": -15.5, ""2026"": 11.8}",2.9
p6C_stop0.1_be0.05,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.1, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.05, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,38.13,28.18,20.42,37.4,20.42,-44.79,-56.0,0.62,433,36.0,26.15,-4.82,6.469,-1.156,18,29.6,29714,29249,"{""2012"": 43.4, ""2013"": 9.0, ""2014"": 82.9, ""2015"": -11.8, ""2016"": 10.3, ""2017"": 113.6, ""2018"": -22.5, ""2019"": 15.0, ""2020"": 42.9, ""2021"": 97.8, ""2022"": 4.2, ""2023"": 88.6, ""2024"": 35.1, ""2025"": -8.8, ""2026"": 10.6}",3.0
p6C_stop0.1_be0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.1, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.1, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,43.05,29.25,21.84,35.82,21.84,-43.34,-53.51,0.652,372,41.0,27.24,-6.17,7.688,-1.874,13,25.4,29714,29312,"{""2012"": 66.5, ""2013"": 18.2, ""2014"": 74.9, ""2015"": -6.2, ""2016"": 29.8, ""2017"": 104.8, ""2018"": -18.5, ""2019"": 12.2, ""2020"": 28.8, ""2021"": 85.5, ""2022"": 8.8, ""2023"": 57.5, ""2024"": 30.9, ""2025"": -14.6, ""2026"": 11.1}",2.7
p6C_stop0.1_be0.2,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.1, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.2, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,48.46,30.3,22.42,36.99,22.42,-47.23,-58.31,0.626,365,43.4,26.83,-6.7,8.217,-2.013,14,24.9,29714,29244,"{""2012"": 67.8, ""2013"": 15.6, ""2014"": 76.8, ""2015"": -9.0, ""2016"": 36.2, ""2017"": 100.0, ""2018"": -23.6, ""2019"": 10.2, ""2020"": 40.8, ""2021"": 103.6, ""2022"": 11.4, ""2023"": 71.6, ""2024"": 26.8, ""2025"": -10.2, ""2026"": 17.4}",2.8
p6C_stop0.15_be0.0,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.15, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,32.46,26.78,21.51,30.15,21.51,-36.49,-39.42,0.726,445,44.3,26.69,-6.84,8.354,-1.665,16,30.3,29714,2078,"{""2012"": 52.4, ""2013"": 18.4, ""2014"": 59.2, ""2015"": 4.8, ""2016"": 22.0, ""2017"": 83.4, ""2018"": -17.9, ""2019"": 2.5, ""2020"": 37.7, ""2021"": 77.0, ""2022"": 7.6, ""2023"": 55.5, ""2024"": 37.2, ""2025"": -10.9, ""2026"": 8.2}",1.1
p6C_stop0.15_be0.05,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.15, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.05, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,24.76,24.45,17.6,31.31,17.6,-35.92,-44.66,0.697,541,35.2,26.83,-5.1,6.262,-1.177,20,36.9,29714,2555,"{""2012"": 51.0, ""2013"": 3.8, ""2014"": 71.2, ""2015"": -17.5, ""2016"": 11.8, ""2017"": 91.1, ""2018"": -16.3, ""2019"": 6.2, ""2020"": 41.8, ""2021"": 81.2, ""2022"": -2.9, ""2023"": 61.8, ""2024"": 29.4, ""2025"": -5.1, ""2026"": 17.4}",1.3
p6C_stop0.15_be0.1,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.15, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.1, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,28.23,25.58,23.34,31.63,23.34,-37.1,-40.76,0.747,467,42.9,28.49,-6.42,7.706,-1.267,16,31.8,29714,2160,"{""2012"": 51.8, ""2013"": 16.8, ""2014"": 51.4, ""2015"": -1.0, ""2016"": 23.0, ""2017"": 91.4, ""2018"": -23.0, ""2019"": 14.5, ""2020"": 47.2, ""2021"": 85.9, ""2022"": 9.6, ""2023"": 54.2, ""2024"": 25.8, ""2025"": -8.9, ""2026"": 11.4}",1.3
p6C_stop0.15_be0.2,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.15, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.2, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,28.22,25.58,19.63,30.33,19.63,-36.69,-45.86,0.685,448,44.5,26.62,-6.89,7.87,-1.712,14,30.6,29714,2185,"{""2012"": 52.4, ""2013"": 18.4, ""2014"": 59.2, ""2015"": 4.8, ""2016"": 22.8, ""2017"": 78.4, ""2018"": -19.7, ""2019"": 17.4, ""2020"": 32.1, ""2021"": 82.4, ""2022"": 7.4, ""2023"": 53.9, ""2024"": 22.7, ""2025"": -10.8, ""2026"": 9.6}",1.3
p6D_gateoff_200,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": """", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,48.85,30.35,20.27,44.95,20.27,-42.38,-53.54,0.664,282,43.7,26.71,-6.4,8.528,-1.94,11,19.2,29714,29432,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 5.0, ""2020"": 38.1, ""2021"": 102.4, ""2022"": 14.4, ""2023"": 69.4, ""2024"": 26.3, ""2025"": -13.3, ""2026"": 11.6}",2.6
p6D_gateNIFTYBEES_100,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYBEES"", ""gate_sma"": 100, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,28.1,25.38,20.38,35.35,20.38,-37.15,-41.55,0.657,220,46.4,26.52,-6.3,9.106,-1.409,7,15.0,29714,22785,"{""2012"": 38.7, ""2013"": 7.2, ""2014"": 80.8, ""2015"": 4.2, ""2016"": 1.1, ""2017"": 105.4, ""2018"": -15.7, ""2019"": 0.1, ""2020"": 32.9, ""2021"": 106.6, ""2022"": 3.4, ""2023"": 39.6, ""2024"": 21.9, ""2025"": 0.5, ""2026"": 4.0}",2.1
p6D_gateNIFTYBEES_150,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYBEES"", ""gate_sma"": 150, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,22.02,23.46,22.06,27.83,22.06,-35.84,-51.04,0.668,222,49.0,23.67,-6.51,8.068,-0.252,9,15.2,29714,23404,"{""2012"": 38.7, ""2013"": 5.0, ""2014"": 86.2, ""2015"": -2.1, ""2016"": 7.4, ""2017"": 98.8, ""2018"": -9.2, ""2019"": -0.6, ""2020"": 11.4, ""2021"": 116.8, ""2022"": 6.0, ""2023"": 39.4, ""2024"": 27.7, ""2025"": 2.1, ""2026"": -2.0}",2.1
p6D_gateNIFTYBEES_200,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYBEES"", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,44.25,29.43,23.74,36.47,23.74,-40.14,-50.38,0.689,219,47.8,27.68,-6.27,9.959,-0.547,9,14.9,29714,23728,"{""2012"": 25.3, ""2013"": 15.4, ""2014"": 84.0, ""2015"": 0.7, ""2016"": 32.5, ""2017"": 120.4, ""2018"": -20.5, ""2019"": 13.9, ""2020"": 29.8, ""2021"": 89.5, ""2022"": -5.4, ""2023"": 83.5, ""2024"": 44.0, ""2025"": 4.8, ""2026"": -1.2}",2.3
p6D_gateJUNIORBEES_100,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""JUNIORBEES"", ""gate_sma"": 100, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,27.35,25.3,21.22,31.89,21.22,-39.95,-48.49,0.653,232,45.2,25.22,-6.31,7.815,-1.749,9,15.8,29714,24107,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -18.5, ""2016"": -0.4, ""2017"": 108.1, ""2018"": -8.2, ""2019"": 0.8, ""2020"": 41.7, ""2021"": 64.8, ""2022"": 7.6, ""2023"": 32.1, ""2024"": 37.2, ""2025"": 4.9, ""2026"": 14.4}",2.4
p6D_gateJUNIORBEES_150,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""JUNIORBEES"", ""gate_sma"": 150, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,21.36,23.21,17.63,33.62,17.63,-39.95,-51.23,0.639,239,45.1,25.07,-6.29,7.247,-1.88,10,16.3,29714,24340,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -13.1, ""2016"": 16.4, ""2017"": 61.8, ""2018"": -11.1, ""2019"": 2.5, ""2020"": 21.4, ""2021"": 107.6, ""2022"": -8.9, ""2023"": 49.5, ""2024"": 22.6, ""2025"": 7.0, ""2026"": 8.4}",2.4
p6D_gateJUNIORBEES_200,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""JUNIORBEES"", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,37.32,27.99,17.65,32.85,17.65,-41.87,-50.97,0.632,233,45.9,27.24,-6.53,8.969,-1.283,10,15.9,29714,24084,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -4.1, ""2016"": 9.9, ""2017"": 117.2, ""2018"": -22.5, ""2019"": 3.2, ""2020"": 25.6, ""2021"": 87.8, ""2022"": -11.3, ""2023"": 40.6, ""2024"": 49.7, ""2025"": 1.6, ""2026"": 15.5}",2.2
p6D_gateNIFTYMIDCAP150_100,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYMIDCAP150"", ""gate_sma"": 100, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,43.97,29.44,23.16,34.34,23.16,-41.13,-44.07,0.729,246,45.2,28.1,-6.46,8.736,-1.589,10,16.8,29714,25782,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 2.0, ""2020"": 34.6, ""2021"": 87.6, ""2022"": -8.8, ""2023"": 76.4, ""2024"": 43.7, ""2025"": -5.2, ""2026"": 32.3}",2.5
p6D_gateNIFTYMIDCAP150_150,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYMIDCAP150"", ""gate_sma"": 150, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,31.3,26.47,18.95,35.41,18.95,-40.5,-45.15,0.665,255,44.2,26.05,-6.53,8.036,-1.452,10,17.4,29714,26000,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": 0.8, ""2020"": 34.8, ""2021"": 104.2, ""2022"": -3.1, ""2023"": 52.5, ""2024"": 35.3, ""2025"": 2.3, ""2026"": 14.8}",2.7
p6D_gateNIFTYMIDCAP150_200,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYMIDCAP150"", ""gate_sma"": 200, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,44.33,29.16,22.76,33.86,22.76,-40.83,-47.08,0.699,251,45.7,26.76,-6.43,8.743,-1.192,10,17.2,29714,26532,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": -0.5, ""2020"": 16.2, ""2021"": 91.2, ""2022"": 5.6, ""2023"": 54.9, ""2024"": 57.8, ""2025"": 8.5, ""2026"": 9.4}",2.4
p6D_gateNIFTYSMLCAP250_100,p6,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 25.0, ""fill"": ""realistic"", ""gate"": ""NIFTYSMLCAP250"", ""gate_sma"": 100, ""tax"": true, ""cash_yield"": 0.05, ""start"": ""2012-01-01"", ""end"": ""2026-09-01"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2012-01-01:2026-09-01,37.13,27.95,18.86,39.98,18.86,-41.17,-48.62,0.661,241,45.1,27.61,-6.49,8.47,-1.67,10,16.4,29714,24265,"{""2012"": 67.8, ""2013"": 21.1, ""2014"": 59.7, ""2015"": -1.2, ""2016"": 35.0, ""2017"": 74.3, ""2018"": -19.6, ""2019"": -4.0, ""2020"": 46.0, ""2021"": 89.8, ""2022"": 1.8, ""2023"": 54.0, ""2024"": 16.8, ""2025"": -0.8, ""2026"": 14.5}",2.3
