venue,dte,cell,scope,n_days,exc_p50,exc_p90,exc_p95,exc_p99,exc_max,term_p50,term_p90,term_p95,term_p99,term_max
SENSEX,0,G_09:20_H,dte_matched_ex2122,122,61.3,142.9,185.7,236.8,262.3,39.2,120.7,149.7,210.9,217.6
SENSEX,0,G_09:20_H,all_days,1353,63.1,131.5,160.3,238.9,634.9,38.4,110.8,135.8,210.9,424.2
SENSEX,0,G_09:50_120,dte_matched,122,35.2,69.3,95.6,147.1,162.8,22.9,52.5,66.6,146.1,153.3
SENSEX,0,G_09:50_120,dte_matched_ex2122,122,35.2,69.3,95.6,147.1,162.8,22.9,52.5,66.6,146.1,153.3
SENSEX,0,G_09:50_120,all_days,1353,34.2,71.2,87.4,131.9,324.6,19.3,53.9,67.8,117.3,230.3
SENSEX,0,G_09:50_120,dte_matched,122,35.2,69.3,95.6,147.1,162.8,22.9,52.5,66.6,146.1,153.3
SENSEX,0,G_09:50_120,dte_matched_ex2122,122,35.2,69.3,95.6,147.1,162.8,22.9,52.5,66.6,146.1,153.3
SENSEX,0,G_09:50_120,all_days,1353,34.2,71.2,87.4,131.9,324.6,19.3,53.9,67.8,117.3,230.3
SENSEX,0,G_09:50_120,dte_matched,122,35.2,69.3,95.6,147.1,162.8,22.9,52.5,66.6,146.1,153.3
SENSEX,0,G_09:50_120,dte_matched_ex2122,122,35.2,69.3,95.6,147.1,162.8,22.9,52.5,66.6,146.1,153.3
SENSEX,0,G_09:50_120,all_days,1353,34.2,71.2,87.4,131.9,324.6,19.3,53.9,67.8,117.3,230.3
SENSEX,0,G_09:50_60,dte_matched,122,25.1,57.3,69.3,95.6,124.7,15.4,43.8,54.1,79.4,115.6
SENSEX,0,G_09:50_60,dte_matched_ex2122,122,25.1,57.3,69.3,95.6,124.7,15.4,43.8,54.1,79.4,115.6
SENSEX,0,G_09:50_60,all_days,1353,26.6,54.1,68.0,96.1,192.5,15.3,41.9,53.6,79.4,157.0
SENSEX,0,G_09:50_60,dte_matched,122,25.1,57.3,69.3,95.6,124.7,15.4,43.8,54.1,79.4,115.6
SENSEX,0,G_09:50_60,dte_matched_ex2122,122,25.1,57.3,69.3,95.6,124.7,15.4,43.8,54.1,79.4,115.6
SENSEX,0,G_09:50_60,all_days,1353,26.6,54.1,68.0,96.1,192.5,15.3,41.9,53.6,79.4,157.0
SENSEX,0,G_09:50_60,dte_matched,122,25.1,57.3,69.3,95.6,124.7,15.4,43.8,54.1,79.4,115.6
SENSEX,0,G_09:50_60,dte_matched_ex2122,122,25.1,57.3,69.3,95.6,124.7,15.4,43.8,54.1,79.4,115.6
SENSEX,0,G_09:50_60,all_days,1353,26.6,54.1,68.0,96.1,192.5,15.3,41.9,53.6,79.4,157.0
SENSEX,0,G_09:50_90,dte_matched,122,31.3,64.9,78.1,104.7,150.1,19.3,46.7,55.7,104.7,138.8
SENSEX,0,G_09:50_90,dte_matched_ex2122,122,31.3,64.9,78.1,104.7,150.1,19.3,46.7,55.7,104.7,138.8
SENSEX,0,G_09:50_90,all_days,1353,30.7,65.9,78.3,114.7,324.6,17.3,47.2,62.6,95.6,231.8
SENSEX,0,G_09:50_90,dte_matched,122,31.3,64.9,78.1,104.7,150.1,19.3,46.7,55.7,104.7,138.8
SENSEX,0,G_09:50_90,dte_matched_ex2122,122,31.3,64.9,78.1,104.7,150.1,19.3,46.7,55.7,104.7,138.8
SENSEX,0,G_09:50_90,all_days,1353,30.7,65.9,78.3,114.7,324.6,17.3,47.2,62.6,95.6,231.8
SENSEX,0,G_09:50_90,dte_matched,122,31.3,64.9,78.1,104.7,150.1,19.3,46.7,55.7,104.7,138.8
SENSEX,0,G_09:50_90,dte_matched_ex2122,122,31.3,64.9,78.1,104.7,150.1,19.3,46.7,55.7,104.7,138.8
SENSEX,0,G_09:50_90,all_days,1353,30.7,65.9,78.3,114.7,324.6,17.3,47.2,62.6,95.6,231.8
SENSEX,0,G_09:50_H,dte_matched,122,59.3,133.2,171.4,227.3,258.7,31.1,104.0,141.4,197.2,214.0
SENSEX,0,G_09:50_H,dte_matched_ex2122,122,59.3,133.2,171.4,227.3,258.7,31.1,104.0,141.4,197.2,214.0
SENSEX,0,G_09:50_H,all_days,1353,57.4,122.3,147.6,225.9,605.9,34.1,97.6,127.7,197.2,436.1
SENSEX,0,G_09:50_H,dte_matched,122,59.3,133.2,171.4,227.3,258.7,31.1,104.0,141.4,197.2,214.0
SENSEX,0,G_09:50_H,dte_matched_ex2122,122,59.3,133.2,171.4,227.3,258.7,31.1,104.0,141.4,197.2,214.0
SENSEX,0,G_09:50_H,all_days,1353,57.4,122.3,147.6,225.9,605.9,34.1,97.6,127.7,197.2,436.1
SENSEX,0,G_09:50_H,dte_matched,122,59.3,133.2,171.4,227.3,258.7,31.1,104.0,141.4,197.2,214.0
SENSEX,0,G_09:50_H,dte_matched_ex2122,122,59.3,133.2,171.4,227.3,258.7,31.1,104.0,141.4,197.2,214.0
SENSEX,0,G_09:50_H,all_days,1353,57.4,122.3,147.6,225.9,605.9,34.1,97.6,127.7,197.2,436.1
SENSEX,0,G_10:20_120,dte_matched,122,28.9,75.1,105.8,136.0,143.6,17.0,60.3,74.2,117.5,126.5
SENSEX,0,G_10:20_120,dte_matched_ex2122,122,28.9,75.1,105.8,136.0,143.6,17.0,60.3,74.2,117.5,126.5
SENSEX,0,G_10:20_120,all_days,1353,30.2,64.8,80.2,128.2,518.3,17.0,49.7,64.1,104.0,461.4
SENSEX,0,G_10:20_120,dte_matched,122,28.9,75.1,105.8,136.0,143.6,17.0,60.3,74.2,117.5,126.5
SENSEX,0,G_10:20_120,dte_matched_ex2122,122,28.9,75.1,105.8,136.0,143.6,17.0,60.3,74.2,117.5,126.5
SENSEX,0,G_10:20_120,all_days,1353,30.2,64.8,80.2,128.2,518.3,17.0,49.7,64.1,104.0,461.4
SENSEX,0,G_10:20_120,dte_matched,122,28.9,75.1,105.8,136.0,143.6,17.0,60.3,74.2,117.5,126.5
SENSEX,0,G_10:20_120,dte_matched_ex2122,122,28.9,75.1,105.8,136.0,143.6,17.0,60.3,74.2,117.5,126.5
SENSEX,0,G_10:20_120,all_days,1353,30.2,64.8,80.2,128.2,518.3,17.0,49.7,64.1,104.0,461.4
SENSEX,0,G_10:20_60,dte_matched,122,22.7,55.4,71.9,109.2,118.3,13.7,37.8,57.0,74.0,106.9
SENSEX,0,G_10:20_60,dte_matched_ex2122,122,22.7,55.4,71.9,109.2,118.3,13.7,37.8,57.0,74.0,106.9
SENSEX,0,G_10:20_60,all_days,1353,22.2,48.5,63.2,94.2,313.4,12.2,36.4,47.7,77.2,220.5
SENSEX,0,G_10:20_60,dte_matched,122,22.7,55.4,71.9,109.2,118.3,13.7,37.8,57.0,74.0,106.9
SENSEX,0,G_10:20_60,dte_matched_ex2122,122,22.7,55.4,71.9,109.2,118.3,13.7,37.8,57.0,74.0,106.9
SENSEX,0,G_10:20_60,all_days,1353,22.2,48.5,63.2,94.2,313.4,12.2,36.4,47.7,77.2,220.5
SENSEX,0,G_10:20_60,dte_matched,122,22.7,55.4,71.9,109.2,118.3,13.7,37.8,57.0,74.0,106.9
SENSEX,0,G_10:20_60,dte_matched_ex2122,122,22.7,55.4,71.9,109.2,118.3,13.7,37.8,57.0,74.0,106.9
SENSEX,0,G_10:20_60,all_days,1353,22.2,48.5,63.2,94.2,313.4,12.2,36.4,47.7,77.2,220.5
SENSEX,0,G_10:20_90,dte_matched,122,26.7,65.6,96.6,130.7,131.0,12.3,49.4,73.8,121.5,126.1
SENSEX,0,G_10:20_90,dte_matched_ex2122,122,26.7,65.6,96.6,130.7,131.0,12.3,49.4,73.8,121.5,126.1
SENSEX,0,G_10:20_90,all_days,1353,26.9,57.5,73.1,106.6,313.4,14.1,43.3,54.2,95.2,219.1
SENSEX,0,G_10:20_90,dte_matched,122,26.7,65.6,96.6,130.7,131.0,12.3,49.4,73.8,121.5,126.1
SENSEX,0,G_10:20_90,dte_matched_ex2122,122,26.7,65.6,96.6,130.7,131.0,12.3,49.4,73.8,121.5,126.1
SENSEX,0,G_10:20_90,all_days,1353,26.9,57.5,73.1,106.6,313.4,14.1,43.3,54.2,95.2,219.1
SENSEX,0,G_10:20_90,dte_matched,122,26.7,65.6,96.6,130.7,131.0,12.3,49.4,73.8,121.5,126.1
SENSEX,0,G_10:20_90,dte_matched_ex2122,122,26.7,65.6,96.6,130.7,131.0,12.3,49.4,73.8,121.5,126.1
SENSEX,0,G_10:20_90,all_days,1353,26.9,57.5,73.1,106.6,313.4,14.1,43.3,54.2,95.2,219.1
SENSEX,0,G_10:20_H,dte_matched,122,52.7,124.3,146.8,215.8,262.8,32.5,90.8,130.5,209.0,218.2
SENSEX,0,G_10:20_H,dte_matched_ex2122,122,52.7,124.3,146.8,215.8,262.8,32.5,90.8,130.5,209.0,218.2
SENSEX,0,G_10:20_H,all_days,1353,53.5,115.0,141.9,209.2,595.0,32.0,91.1,117.2,185.5,400.5
SENSEX,0,G_10:20_H,dte_matched,122,52.7,124.3,146.8,215.8,262.8,32.5,90.8,130.5,209.0,218.2
SENSEX,0,G_10:20_H,dte_matched_ex2122,122,52.7,124.3,146.8,215.8,262.8,32.5,90.8,130.5,209.0,218.2
SENSEX,0,G_10:20_H,all_days,1353,53.5,115.0,141.9,209.2,595.0,32.0,91.1,117.2,185.5,400.5
SENSEX,0,G_10:20_H,dte_matched,122,52.7,124.3,146.8,215.8,262.8,32.5,90.8,130.5,209.0,218.2
SENSEX,0,G_10:20_H,dte_matched_ex2122,122,52.7,124.3,146.8,215.8,262.8,32.5,90.8,130.5,209.0,218.2
SENSEX,0,G_10:20_H,all_days,1353,53.5,115.0,141.9,209.2,595.0,32.0,91.1,117.2,185.5,400.5
SENSEX,0,G_10:50_120,dte_matched,122,27.7,79.4,98.3,168.2,175.6,14.9,58.3,81.9,147.0,165.4
SENSEX,0,G_10:50_120,dte_matched_ex2122,122,27.7,79.4,98.3,168.2,175.6,14.9,58.3,81.9,147.0,165.4
SENSEX,0,G_10:50_120,all_days,1353,29.9,63.4,82.4,116.0,531.1,17.1,52.0,65.9,100.0,278.3
SENSEX,0,G_10:50_120,dte_matched,122,27.7,79.4,98.3,168.2,175.6,14.9,58.3,81.9,147.0,165.4
SENSEX,0,G_10:50_120,dte_matched_ex2122,122,27.7,79.4,98.3,168.2,175.6,14.9,58.3,81.9,147.0,165.4
SENSEX,0,G_10:50_120,all_days,1353,29.9,63.4,82.4,116.0,531.1,17.1,52.0,65.9,100.0,278.3
SENSEX,0,G_10:50_120,dte_matched,122,27.7,79.4,98.3,168.2,175.6,14.9,58.3,81.9,147.0,165.4
SENSEX,0,G_10:50_120,dte_matched_ex2122,122,27.7,79.4,98.3,168.2,175.6,14.9,58.3,81.9,147.0,165.4
SENSEX,0,G_10:50_120,all_days,1353,29.9,63.4,82.4,116.0,531.1,17.1,52.0,65.9,100.0,278.3
SENSEX,0,G_10:50_60,dte_matched,122,20.3,47.7,71.7,120.0,131.4,11.5,43.8,60.4,79.3,87.9
SENSEX,0,G_10:50_60,dte_matched_ex2122,122,20.3,47.7,71.7,120.0,131.4,11.5,43.8,60.4,79.3,87.9
SENSEX,0,G_10:50_60,all_days,1353,20.6,45.4,55.1,92.2,247.5,11.1,35.8,45.1,72.3,152.5
SENSEX,0,G_10:50_60,dte_matched,122,20.3,47.7,71.7,120.0,131.4,11.5,43.8,60.4,79.3,87.9
SENSEX,0,G_10:50_60,dte_matched_ex2122,122,20.3,47.7,71.7,120.0,131.4,11.5,43.8,60.4,79.3,87.9
SENSEX,0,G_10:50_60,all_days,1353,20.6,45.4,55.1,92.2,247.5,11.1,35.8,45.1,72.3,152.5
SENSEX,0,G_10:50_60,dte_matched,122,20.3,47.7,71.7,120.0,131.4,11.5,43.8,60.4,79.3,87.9
SENSEX,0,G_10:50_60,dte_matched_ex2122,122,20.3,47.7,71.7,120.0,131.4,11.5,43.8,60.4,79.3,87.9
SENSEX,0,G_10:50_60,all_days,1353,20.6,45.4,55.1,92.2,247.5,11.1,35.8,45.1,72.3,152.5
SENSEX,0,G_10:50_90,dte_matched,122,23.2,64.7,96.7,131.4,161.5,13.0,50.7,62.1,115.4,158.5
SENSEX,0,G_10:50_90,dte_matched_ex2122,122,23.2,64.7,96.7,131.4,161.5,13.0,50.7,62.1,115.4,158.5
SENSEX,0,G_10:50_90,all_days,1353,25.1,55.0,68.4,104.7,453.8,14.7,41.4,54.5,90.1,396.5
SENSEX,0,G_10:50_90,dte_matched,122,23.2,64.7,96.7,131.4,161.5,13.0,50.7,62.1,115.4,158.5
SENSEX,0,G_10:50_90,dte_matched_ex2122,122,23.2,64.7,96.7,131.4,161.5,13.0,50.7,62.1,115.4,158.5
SENSEX,0,G_10:50_90,all_days,1353,25.1,55.0,68.4,104.7,453.8,14.7,41.4,54.5,90.1,396.5
SENSEX,0,G_10:50_90,dte_matched,122,23.2,64.7,96.7,131.4,161.5,13.0,50.7,62.1,115.4,158.5
SENSEX,0,G_10:50_90,dte_matched_ex2122,122,23.2,64.7,96.7,131.4,161.5,13.0,50.7,62.1,115.4,158.5
SENSEX,0,G_10:50_90,all_days,1353,25.1,55.0,68.4,104.7,453.8,14.7,41.4,54.5,90.1,396.5
SENSEX,0,G_10:50_H,dte_matched,122,47.5,126.6,145.5,248.1,271.4,25.8,93.1,124.2,226.6,241.2
SENSEX,0,G_10:50_H,dte_matched_ex2122,122,47.5,126.6,145.5,248.1,271.4,25.8,93.1,124.2,226.6,241.2
SENSEX,0,G_10:50_H,all_days,1353,50.4,106.9,137.8,194.9,531.1,30.2,87.9,115.8,178.0,374.0
SENSEX,0,G_10:50_H,dte_matched,122,47.5,126.6,145.5,248.1,271.4,25.8,93.1,124.2,226.6,241.2
SENSEX,0,G_10:50_H,dte_matched_ex2122,122,47.5,126.6,145.5,248.1,271.4,25.8,93.1,124.2,226.6,241.2
SENSEX,0,G_10:50_H,all_days,1353,50.4,106.9,137.8,194.9,531.1,30.2,87.9,115.8,178.0,374.0
SENSEX,0,G_10:50_H,dte_matched,122,47.5,126.6,145.5,248.1,271.4,25.8,93.1,124.2,226.6,241.2
SENSEX,0,G_10:50_H,dte_matched_ex2122,122,47.5,126.6,145.5,248.1,271.4,25.8,93.1,124.2,226.6,241.2
SENSEX,0,G_10:50_H,all_days,1353,50.4,106.9,137.8,194.9,531.1,30.2,87.9,115.8,178.0,374.0
SENSEX,0,G_11:20_120,dte_matched,122,26.0,81.5,95.3,129.8,161.2,15.4,70.5,84.5,118.4,122.6
SENSEX,0,G_11:20_120,dte_matched_ex2122,122,26.0,81.5,95.3,129.8,161.2,15.4,70.5,84.5,118.4,122.6
SENSEX,0,G_11:20_120,all_days,1353,28.8,66.2,83.1,116.8,383.0,16.1,52.1,67.2,97.9,217.9
SENSEX,0,G_11:20_120,dte_matched,122,26.0,81.5,95.3,129.8,161.2,15.4,70.5,84.5,118.4,122.6
SENSEX,0,G_11:20_120,dte_matched_ex2122,122,26.0,81.5,95.3,129.8,161.2,15.4,70.5,84.5,118.4,122.6
SENSEX,0,G_11:20_120,all_days,1353,28.8,66.2,83.1,116.8,383.0,16.1,52.1,67.2,97.9,217.9
SENSEX,0,G_11:20_120,dte_matched,122,26.0,81.5,95.3,129.8,161.2,15.4,70.5,84.5,118.4,122.6
SENSEX,0,G_11:20_120,dte_matched_ex2122,122,26.0,81.5,95.3,129.8,161.2,15.4,70.5,84.5,118.4,122.6
SENSEX,0,G_11:20_120,all_days,1353,28.8,66.2,83.1,116.8,383.0,16.1,52.1,67.2,97.9,217.9
SENSEX,0,G_11:20_60,dte_matched,122,18.9,49.8,66.9,123.2,129.8,10.3,33.2,43.3,71.8,120.3
SENSEX,0,G_11:20_60,dte_matched_ex2122,122,18.9,49.8,66.9,123.2,129.8,10.3,33.2,43.3,71.8,120.3
SENSEX,0,G_11:20_60,all_days,1353,19.4,43.9,56.1,79.9,304.5,11.7,32.6,42.4,66.2,246.3
SENSEX,0,G_11:20_60,dte_matched,122,18.9,49.8,66.9,123.2,129.8,10.3,33.2,43.3,71.8,120.3
SENSEX,0,G_11:20_60,dte_matched_ex2122,122,18.9,49.8,66.9,123.2,129.8,10.3,33.2,43.3,71.8,120.3
SENSEX,0,G_11:20_60,all_days,1353,19.4,43.9,56.1,79.9,304.5,11.7,32.6,42.4,66.2,246.3
SENSEX,0,G_11:20_60,dte_matched,122,18.9,49.8,66.9,123.2,129.8,10.3,33.2,43.3,71.8,120.3
SENSEX,0,G_11:20_60,dte_matched_ex2122,122,18.9,49.8,66.9,123.2,129.8,10.3,33.2,43.3,71.8,120.3
SENSEX,0,G_11:20_60,all_days,1353,19.4,43.9,56.1,79.9,304.5,11.7,32.6,42.4,66.2,246.3
SENSEX,0,G_11:20_90,dte_matched,122,24.2,68.5,87.9,129.8,129.9,13.8,60.7,73.6,108.9,119.3
SENSEX,0,G_11:20_90,dte_matched_ex2122,122,24.2,68.5,87.9,129.8,129.9,13.8,60.7,73.6,108.9,119.3
SENSEX,0,G_11:20_90,all_days,1353,25.0,56.2,69.6,98.8,383.0,13.8,44.2,58.1,86.7,126.8
SENSEX,0,G_11:20_90,dte_matched,122,24.2,68.5,87.9,129.8,129.9,13.8,60.7,73.6,108.9,119.3
SENSEX,0,G_11:20_90,dte_matched_ex2122,122,24.2,68.5,87.9,129.8,129.9,13.8,60.7,73.6,108.9,119.3
SENSEX,0,G_11:20_90,all_days,1353,25.0,56.2,69.6,98.8,383.0,13.8,44.2,58.1,86.7,126.8
SENSEX,0,G_11:20_90,dte_matched,122,24.2,68.5,87.9,129.8,129.9,13.8,60.7,73.6,108.9,119.3
SENSEX,0,G_11:20_90,dte_matched_ex2122,122,24.2,68.5,87.9,129.8,129.9,13.8,60.7,73.6,108.9,119.3
SENSEX,0,G_11:20_90,all_days,1353,25.0,56.2,69.6,98.8,383.0,13.8,44.2,58.1,86.7,126.8
SENSEX,0,G_11:20_H,dte_matched,122,44.7,120.2,136.7,209.5,268.6,25.2,91.6,124.0,202.7,223.9
SENSEX,0,G_11:20_H,dte_matched_ex2122,122,44.7,120.2,136.7,209.5,268.6,25.2,91.6,124.0,202.7,223.9
SENSEX,0,G_11:20_H,all_days,1353,47.7,106.2,130.7,188.7,383.0,27.8,83.9,109.1,157.9,352.9
SENSEX,0,G_11:20_H,dte_matched,122,44.7,120.2,136.7,209.5,268.6,25.2,91.6,124.0,202.7,223.9
SENSEX,0,G_11:20_H,dte_matched_ex2122,122,44.7,120.2,136.7,209.5,268.6,25.2,91.6,124.0,202.7,223.9
SENSEX,0,G_11:20_H,all_days,1353,47.7,106.2,130.7,188.7,383.0,27.8,83.9,109.1,157.9,352.9
SENSEX,0,G_11:20_H,dte_matched,122,44.7,120.2,136.7,209.5,268.6,25.2,91.6,124.0,202.7,223.9
SENSEX,0,G_11:20_H,dte_matched_ex2122,122,44.7,120.2,136.7,209.5,268.6,25.2,91.6,124.0,202.7,223.9
SENSEX,0,G_11:20_H,all_days,1353,47.7,106.2,130.7,188.7,383.0,27.8,83.9,109.1,157.9,352.9
SENSEX,0,G_11:50_120,dte_matched,122,25.3,74.6,114.5,143.0,157.8,15.5,62.8,83.6,131.8,153.2
SENSEX,0,G_11:50_120,dte_matched_ex2122,122,25.3,74.6,114.5,143.0,157.8,15.5,62.8,83.6,131.8,153.2
SENSEX,0,G_11:50_120,all_days,1352,28.7,66.3,83.9,134.4,384.4,15.9,52.3,65.8,105.9,230.8
SENSEX,0,G_11:50_120,dte_matched,122,25.3,74.6,114.5,143.0,157.8,15.5,62.8,83.6,131.8,153.2
SENSEX,0,G_11:50_120,dte_matched_ex2122,122,25.3,74.6,114.5,143.0,157.8,15.5,62.8,83.6,131.8,153.2
SENSEX,0,G_11:50_120,all_days,1352,28.7,66.3,83.9,134.4,384.4,15.9,52.3,65.8,105.9,230.8
SENSEX,0,G_11:50_120,dte_matched,122,25.3,74.6,114.5,143.0,157.8,15.5,62.8,83.6,131.8,153.2
SENSEX,0,G_11:50_120,dte_matched_ex2122,122,25.3,74.6,114.5,143.0,157.8,15.5,62.8,83.6,131.8,153.2
SENSEX,0,G_11:50_120,all_days,1352,28.7,66.3,83.9,134.4,384.4,15.9,52.3,65.8,105.9,230.8
SENSEX,0,G_11:50_60,dte_matched,122,17.8,50.7,72.0,123.8,127.2,11.1,45.8,58.5,104.8,117.1
SENSEX,0,G_11:50_60,dte_matched_ex2122,122,17.8,50.7,72.0,123.8,127.2,11.1,45.8,58.5,104.8,117.1
SENSEX,0,G_11:50_60,all_days,1352,20.5,45.8,58.1,87.8,384.4,11.6,34.5,48.0,79.6,127.7
SENSEX,0,G_11:50_60,dte_matched,122,17.8,50.7,72.0,123.8,127.2,11.1,45.8,58.5,104.8,117.1
SENSEX,0,G_11:50_60,dte_matched_ex2122,122,17.8,50.7,72.0,123.8,127.2,11.1,45.8,58.5,104.8,117.1
SENSEX,0,G_11:50_60,all_days,1352,20.5,45.8,58.1,87.8,384.4,11.6,34.5,48.0,79.6,127.7
SENSEX,0,G_11:50_60,dte_matched,122,17.8,50.7,72.0,123.8,127.2,11.1,45.8,58.5,104.8,117.1
SENSEX,0,G_11:50_60,dte_matched_ex2122,122,17.8,50.7,72.0,123.8,127.2,11.1,45.8,58.5,104.8,117.1
SENSEX,0,G_11:50_60,all_days,1352,20.5,45.8,58.1,87.8,384.4,11.6,34.5,48.0,79.6,127.7
SENSEX,0,G_11:50_90,dte_matched,122,23.4,61.6,83.0,127.2,130.4,12.9,48.3,75.6,116.2,122.3
SENSEX,0,G_11:50_90,dte_matched_ex2122,122,23.4,61.6,83.0,127.2,130.4,12.9,48.3,75.6,116.2,122.3
SENSEX,0,G_11:50_90,all_days,1352,24.4,57.2,72.0,116.1,384.4,13.5,44.2,60.5,92.5,152.6
SENSEX,0,G_11:50_90,dte_matched,122,23.4,61.6,83.0,127.2,130.4,12.9,48.3,75.6,116.2,122.3
SENSEX,0,G_11:50_90,dte_matched_ex2122,122,23.4,61.6,83.0,127.2,130.4,12.9,48.3,75.6,116.2,122.3
SENSEX,0,G_11:50_90,all_days,1352,24.4,57.2,72.0,116.1,384.4,13.5,44.2,60.5,92.5,152.6
SENSEX,0,G_11:50_90,dte_matched,122,23.4,61.6,83.0,127.2,130.4,12.9,48.3,75.6,116.2,122.3
SENSEX,0,G_11:50_90,dte_matched_ex2122,122,23.4,61.6,83.0,127.2,130.4,12.9,48.3,75.6,116.2,122.3
SENSEX,0,G_11:50_90,all_days,1352,24.4,57.2,72.0,116.1,384.4,13.5,44.2,60.5,92.5,152.6
SENSEX,0,G_11:50_H,dte_matched,122,38.7,109.3,135.8,188.1,258.3,20.3,72.7,122.9,171.8,213.7
SENSEX,0,G_11:50_H,dte_matched_ex2122,122,38.7,109.3,135.8,188.1,258.3,20.3,72.7,122.9,171.8,213.7
SENSEX,0,G_11:50_H,all_days,1352,43.3,100.6,124.3,185.4,384.4,25.9,80.3,105.6,156.1,286.7
SENSEX,0,G_11:50_H,dte_matched,122,38.7,109.3,135.8,188.1,258.3,20.3,72.7,122.9,171.8,213.7
SENSEX,0,G_11:50_H,dte_matched_ex2122,122,38.7,109.3,135.8,188.1,258.3,20.3,72.7,122.9,171.8,213.7
SENSEX,0,G_11:50_H,all_days,1352,43.3,100.6,124.3,185.4,384.4,25.9,80.3,105.6,156.1,286.7
SENSEX,0,G_11:50_H,dte_matched,122,38.7,109.3,135.8,188.1,258.3,20.3,72.7,122.9,171.8,213.7
SENSEX,0,G_11:50_H,dte_matched_ex2122,122,38.7,109.3,135.8,188.1,258.3,20.3,72.7,122.9,171.8,213.7
SENSEX,0,G_11:50_H,all_days,1352,43.3,100.6,124.3,185.4,384.4,25.9,80.3,105.6,156.1,286.7
SENSEX,0,G_12:20_120,dte_matched,122,28.9,69.4,113.8,173.3,190.5,13.1,56.2,93.3,173.3,185.9
SENSEX,0,G_12:20_120,dte_matched_ex2122,122,28.9,69.4,113.8,173.3,190.5,13.1,56.2,93.3,173.3,185.9
SENSEX,0,G_12:20_120,all_days,1352,30.0,70.3,90.0,139.3,303.8,16.3,56.2,71.0,122.4,271.6
SENSEX,0,G_12:20_120,dte_matched,122,28.9,69.4,113.8,173.3,190.5,13.1,56.2,93.3,173.3,185.9
SENSEX,0,G_12:20_120,dte_matched_ex2122,122,28.9,69.4,113.8,173.3,190.5,13.1,56.2,93.3,173.3,185.9
SENSEX,0,G_12:20_120,all_days,1352,30.0,70.3,90.0,139.3,303.8,16.3,56.2,71.0,122.4,271.6
SENSEX,0,G_12:20_120,dte_matched,122,28.9,69.4,113.8,173.3,190.5,13.1,56.2,93.3,173.3,185.9
SENSEX,0,G_12:20_120,dte_matched_ex2122,122,28.9,69.4,113.8,173.3,190.5,13.1,56.2,93.3,173.3,185.9
SENSEX,0,G_12:20_120,all_days,1352,30.0,70.3,90.0,139.3,303.8,16.3,56.2,71.0,122.4,271.6
SENSEX,0,G_12:20_60,dte_matched,122,18.8,52.0,61.5,108.6,154.6,10.2,41.0,51.8,99.5,152.7
SENSEX,0,G_12:20_60,dte_matched_ex2122,122,18.8,52.0,61.5,108.6,154.6,10.2,41.0,51.8,99.5,152.7
SENSEX,0,G_12:20_60,all_days,1352,19.4,44.4,57.9,95.6,223.6,10.4,33.9,46.1,79.5,209.3
SENSEX,0,G_12:20_60,dte_matched,122,18.8,52.0,61.5,108.6,154.6,10.2,41.0,51.8,99.5,152.7
SENSEX,0,G_12:20_60,dte_matched_ex2122,122,18.8,52.0,61.5,108.6,154.6,10.2,41.0,51.8,99.5,152.7
SENSEX,0,G_12:20_60,all_days,1352,19.4,44.4,57.9,95.6,223.6,10.4,33.9,46.1,79.5,209.3
SENSEX,0,G_12:20_60,dte_matched,122,18.8,52.0,61.5,108.6,154.6,10.2,41.0,51.8,99.5,152.7
SENSEX,0,G_12:20_60,dte_matched_ex2122,122,18.8,52.0,61.5,108.6,154.6,10.2,41.0,51.8,99.5,152.7
SENSEX,0,G_12:20_60,all_days,1352,19.4,44.4,57.9,95.6,223.6,10.4,33.9,46.1,79.5,209.3
SENSEX,0,G_12:20_90,dte_matched,122,22.3,64.4,77.7,136.4,170.1,11.9,53.9,69.4,125.1,152.9
SENSEX,0,G_12:20_90,dte_matched_ex2122,122,22.3,64.4,77.7,136.4,170.1,11.9,53.9,69.4,125.1,152.9
SENSEX,0,G_12:20_90,all_days,1352,24.9,57.4,71.0,119.2,303.8,13.6,44.5,57.8,95.9,288.0
SENSEX,0,G_12:20_90,dte_matched,122,22.3,64.4,77.7,136.4,170.1,11.9,53.9,69.4,125.1,152.9
SENSEX,0,G_12:20_90,dte_matched_ex2122,122,22.3,64.4,77.7,136.4,170.1,11.9,53.9,69.4,125.1,152.9
SENSEX,0,G_12:20_90,all_days,1352,24.9,57.4,71.0,119.2,303.8,13.6,44.5,57.8,95.9,288.0
SENSEX,0,G_12:20_90,dte_matched,122,22.3,64.4,77.7,136.4,170.1,11.9,53.9,69.4,125.1,152.9
SENSEX,0,G_12:20_90,dte_matched_ex2122,122,22.3,64.4,77.7,136.4,170.1,11.9,53.9,69.4,125.1,152.9
SENSEX,0,G_12:20_90,all_days,1352,24.9,57.4,71.0,119.2,303.8,13.6,44.5,57.8,95.9,288.0
SENSEX,0,G_12:20_H,dte_matched,122,36.8,93.0,119.2,197.0,251.6,20.1,75.5,95.0,170.6,206.9
SENSEX,0,G_12:20_H,dte_matched_ex2122,122,36.8,93.0,119.2,197.0,251.6,20.1,75.5,95.0,170.6,206.9
SENSEX,0,G_12:20_H,all_days,1352,40.9,93.1,115.3,176.4,359.3,24.0,77.2,95.0,153.2,344.2
SENSEX,0,G_12:20_H,dte_matched,122,36.8,93.0,119.2,197.0,251.6,20.1,75.5,95.0,170.6,206.9
