venue,dte,cell,scope,n_days,exc_p50,exc_p90,exc_p95,exc_p99,exc_max,term_p50,term_p90,term_p95,term_p99,term_max
NIFTY,0,G_11:20_90,all_days,2753,24.8,56.3,73.3,120.0,406.3,13.4,43.8,57.5,98.4,404.6
NIFTY,0,G_11:20_90,dte_matched,358,26.9,58.5,71.7,129.5,192.1,13.4,46.4,59.3,112.1,173.4
NIFTY,0,G_11:20_90,dte_matched_ex2122,163,22.9,49.7,61.6,94.4,142.2,12.2,37.3,47.0,79.3,134.5
NIFTY,0,G_11:20_90,all_days,2753,24.8,56.3,73.3,120.0,406.3,13.4,43.8,57.5,98.4,404.6
NIFTY,0,G_11:20_90,dte_matched,358,26.9,58.5,71.7,129.5,192.1,13.4,46.4,59.3,112.1,173.4
NIFTY,0,G_11:20_90,dte_matched_ex2122,163,22.9,49.7,61.6,94.4,142.2,12.2,37.3,47.0,79.3,134.5
NIFTY,0,G_11:20_90,all_days,2753,24.8,56.3,73.3,120.0,406.3,13.4,43.8,57.5,98.4,404.6
NIFTY,0,G_11:20_H,dte_matched,358,50.9,121.3,156.8,224.7,418.5,30.7,96.8,133.7,180.1,248.3
NIFTY,0,G_11:20_H,dte_matched_ex2122,163,42.5,94.9,128.5,167.0,203.7,24.8,82.0,107.4,144.4,180.1
NIFTY,0,G_11:20_H,all_days,2753,50.8,114.3,142.3,248.4,710.3,30.6,92.7,118.8,195.2,615.8
NIFTY,0,G_11:20_H,dte_matched,358,50.9,121.3,156.8,224.7,418.5,30.7,96.8,133.7,180.1,248.3
NIFTY,0,G_11:20_H,dte_matched_ex2122,163,42.5,94.9,128.5,167.0,203.7,24.8,82.0,107.4,144.4,180.1
NIFTY,0,G_11:20_H,all_days,2753,50.8,114.3,142.3,248.4,710.3,30.6,92.7,118.8,195.2,615.8
NIFTY,0,G_11:20_H,dte_matched,358,50.9,121.3,156.8,224.7,418.5,30.7,96.8,133.7,180.1,248.3
NIFTY,0,G_11:20_H,dte_matched_ex2122,163,42.5,94.9,128.5,167.0,203.7,24.8,82.0,107.4,144.4,180.1
NIFTY,0,G_11:20_H,all_days,2753,50.8,114.3,142.3,248.4,710.3,30.6,92.7,118.8,195.2,615.8
NIFTY,0,G_11:50_120,dte_matched,357,31.3,70.9,92.4,146.7,186.8,16.5,55.5,72.8,115.5,177.1
NIFTY,0,G_11:50_120,dte_matched_ex2122,162,25.7,63.4,79.6,105.9,181.7,12.5,55.4,65.3,93.4,177.1
NIFTY,0,G_11:50_120,all_days,2753,30.6,71.1,91.8,152.8,637.4,16.5,53.4,71.6,118.1,447.2
NIFTY,0,G_11:50_120,dte_matched,357,31.3,70.9,92.4,146.7,186.8,16.5,55.5,72.8,115.5,177.1
NIFTY,0,G_11:50_120,dte_matched_ex2122,162,25.7,63.4,79.6,105.9,181.7,12.5,55.4,65.3,93.4,177.1
NIFTY,0,G_11:50_120,all_days,2753,30.6,71.1,91.8,152.8,637.4,16.5,53.4,71.6,118.1,447.2
NIFTY,0,G_11:50_120,dte_matched,357,31.3,70.9,92.4,146.7,186.8,16.5,55.5,72.8,115.5,177.1
NIFTY,0,G_11:50_120,dte_matched_ex2122,162,25.7,63.4,79.6,105.9,181.7,12.5,55.4,65.3,93.4,177.1
NIFTY,0,G_11:50_120,all_days,2753,30.6,71.1,91.8,152.8,637.4,16.5,53.4,71.6,118.1,447.2
NIFTY,0,G_11:50_60,dte_matched,357,20.9,45.8,56.7,93.7,167.0,11.0,34.6,45.4,75.0,106.7
NIFTY,0,G_11:50_60,dte_matched_ex2122,162,17.5,42.7,46.1,65.9,105.6,9.0,32.6,38.3,60.7,97.8
NIFTY,0,G_11:50_60,all_days,2753,20.3,46.6,58.3,101.3,368.3,11.0,34.3,47.5,84.6,318.8
NIFTY,0,G_11:50_60,dte_matched,357,20.9,45.8,56.7,93.7,167.0,11.0,34.6,45.4,75.0,106.7
NIFTY,0,G_11:50_60,dte_matched_ex2122,162,17.5,42.7,46.1,65.9,105.6,9.0,32.6,38.3,60.7,97.8
NIFTY,0,G_11:50_60,all_days,2753,20.3,46.6,58.3,101.3,368.3,11.0,34.3,47.5,84.6,318.8
NIFTY,0,G_11:50_60,dte_matched,357,20.9,45.8,56.7,93.7,167.0,11.0,34.6,45.4,75.0,106.7
NIFTY,0,G_11:50_60,dte_matched_ex2122,162,17.5,42.7,46.1,65.9,105.6,9.0,32.6,38.3,60.7,97.8
NIFTY,0,G_11:50_60,all_days,2753,20.3,46.6,58.3,101.3,368.3,11.0,34.3,47.5,84.6,318.8
NIFTY,0,G_11:50_90,dte_matched,357,25.6,61.9,79.6,117.3,167.0,12.5,45.8,66.1,93.9,127.5
NIFTY,0,G_11:50_90,dte_matched_ex2122,162,19.9,52.5,67.3,85.4,117.3,9.4,37.5,59.1,82.2,102.0
NIFTY,0,G_11:50_90,all_days,2753,25.6,58.3,77.6,122.6,603.9,13.5,44.1,60.1,104.8,507.4
NIFTY,0,G_11:50_90,dte_matched,357,25.6,61.9,79.6,117.3,167.0,12.5,45.8,66.1,93.9,127.5
NIFTY,0,G_11:50_90,dte_matched_ex2122,162,19.9,52.5,67.3,85.4,117.3,9.4,37.5,59.1,82.2,102.0
NIFTY,0,G_11:50_90,all_days,2753,25.6,58.3,77.6,122.6,603.9,13.5,44.1,60.1,104.8,507.4
NIFTY,0,G_11:50_90,dte_matched,357,25.6,61.9,79.6,117.3,167.0,12.5,45.8,66.1,93.9,127.5
NIFTY,0,G_11:50_90,dte_matched_ex2122,162,19.9,52.5,67.3,85.4,117.3,9.4,37.5,59.1,82.2,102.0
NIFTY,0,G_11:50_90,all_days,2753,25.6,58.3,77.6,122.6,603.9,13.5,44.1,60.1,104.8,507.4
NIFTY,0,G_11:50_H,dte_matched,357,47.3,112.7,149.7,197.9,386.2,26.6,90.7,119.8,165.5,231.5
NIFTY,0,G_11:50_H,dte_matched_ex2122,162,39.6,92.9,119.2,145.4,197.9,24.9,83.2,106.3,131.0,174.4
NIFTY,0,G_11:50_H,all_days,2753,48.0,109.7,138.6,235.9,637.4,28.5,88.4,113.6,189.0,492.7
NIFTY,0,G_11:50_H,dte_matched,357,47.3,112.7,149.7,197.9,386.2,26.6,90.7,119.8,165.5,231.5
NIFTY,0,G_11:50_H,dte_matched_ex2122,162,39.6,92.9,119.2,145.4,197.9,24.9,83.2,106.3,131.0,174.4
NIFTY,0,G_11:50_H,all_days,2753,48.0,109.7,138.6,235.9,637.4,28.5,88.4,113.6,189.0,492.7
NIFTY,0,G_11:50_H,dte_matched,357,47.3,112.7,149.7,197.9,386.2,26.6,90.7,119.8,165.5,231.5
NIFTY,0,G_11:50_H,dte_matched_ex2122,162,39.6,92.9,119.2,145.4,197.9,24.9,83.2,106.3,131.0,174.4
NIFTY,0,G_11:50_H,all_days,2753,48.0,109.7,138.6,235.9,637.4,28.5,88.4,113.6,189.0,492.7
NIFTY,0,G_12:20_120,dte_matched,357,33.0,81.3,104.7,164.0,418.7,18.8,66.7,87.0,139.1,326.8
NIFTY,0,G_12:20_120,dte_matched_ex2122,162,26.7,76.8,90.6,113.8,182.2,14.0,58.5,73.6,107.9,173.2
NIFTY,0,G_12:20_120,all_days,2753,33.6,76.5,98.2,185.8,503.1,18.3,60.9,82.7,155.1,503.1
NIFTY,0,G_12:20_120,dte_matched,357,33.0,81.3,104.7,164.0,418.7,18.8,66.7,87.0,139.1,326.8
NIFTY,0,G_12:20_120,dte_matched_ex2122,162,26.7,76.8,90.6,113.8,182.2,14.0,58.5,73.6,107.9,173.2
NIFTY,0,G_12:20_120,all_days,2753,33.6,76.5,98.2,185.8,503.1,18.3,60.9,82.7,155.1,503.1
NIFTY,0,G_12:20_120,dte_matched,357,33.0,81.3,104.7,164.0,418.7,18.8,66.7,87.0,139.1,326.8
NIFTY,0,G_12:20_120,dte_matched_ex2122,162,26.7,76.8,90.6,113.8,182.2,14.0,58.5,73.6,107.9,173.2
NIFTY,0,G_12:20_120,all_days,2753,33.6,76.5,98.2,185.8,503.1,18.3,60.9,82.7,155.1,503.1
NIFTY,0,G_12:20_60,dte_matched,357,21.0,51.0,69.6,104.6,196.0,10.4,38.6,58.0,87.3,112.2
NIFTY,0,G_12:20_60,dte_matched_ex2122,162,16.1,43.2,63.2,85.7,104.6,8.5,29.9,57.2,81.6,89.3
NIFTY,0,G_12:20_60,all_days,2753,21.2,48.5,63.3,115.7,418.0,11.2,36.9,50.3,88.1,389.0
NIFTY,0,G_12:20_60,dte_matched,357,21.0,51.0,69.6,104.6,196.0,10.4,38.6,58.0,87.3,112.2
NIFTY,0,G_12:20_60,dte_matched_ex2122,162,16.1,43.2,63.2,85.7,104.6,8.5,29.9,57.2,81.6,89.3
NIFTY,0,G_12:20_60,all_days,2753,21.2,48.5,63.3,115.7,418.0,11.2,36.9,50.3,88.1,389.0
NIFTY,0,G_12:20_60,dte_matched,357,21.0,51.0,69.6,104.6,196.0,10.4,38.6,58.0,87.3,112.2
NIFTY,0,G_12:20_60,dte_matched_ex2122,162,16.1,43.2,63.2,85.7,104.6,8.5,29.9,57.2,81.6,89.3
NIFTY,0,G_12:20_60,all_days,2753,21.2,48.5,63.3,115.7,418.0,11.2,36.9,50.3,88.1,389.0
NIFTY,0,G_12:20_90,dte_matched,357,27.3,70.7,87.7,131.3,218.7,15.8,49.8,69.2,103.4,207.6
NIFTY,0,G_12:20_90,dte_matched_ex2122,162,22.0,53.5,80.5,104.7,168.9,12.3,47.3,59.8,82.7,164.2
NIFTY,0,G_12:20_90,all_days,2753,27.6,62.6,80.7,145.8,450.9,15.2,47.9,62.8,116.8,419.6
NIFTY,0,G_12:20_90,dte_matched,357,27.3,70.7,87.7,131.3,218.7,15.8,49.8,69.2,103.4,207.6
NIFTY,0,G_12:20_90,dte_matched_ex2122,162,22.0,53.5,80.5,104.7,168.9,12.3,47.3,59.8,82.7,164.2
NIFTY,0,G_12:20_90,all_days,2753,27.6,62.6,80.7,145.8,450.9,15.2,47.9,62.8,116.8,419.6
NIFTY,0,G_12:20_90,dte_matched,357,27.3,70.7,87.7,131.3,218.7,15.8,49.8,69.2,103.4,207.6
NIFTY,0,G_12:20_90,dte_matched_ex2122,162,22.0,53.5,80.5,104.7,168.9,12.3,47.3,59.8,82.7,164.2
NIFTY,0,G_12:20_90,all_days,2753,27.6,62.6,80.7,145.8,450.9,15.2,47.9,62.8,116.8,419.6
NIFTY,0,G_12:20_H,dte_matched,357,44.6,105.0,153.4,200.4,418.7,25.9,87.3,117.0,160.0,200.3
NIFTY,0,G_12:20_H,dte_matched_ex2122,162,37.5,84.1,101.4,158.2,185.0,22.6,72.6,94.3,130.0,161.5
NIFTY,0,G_12:20_H,all_days,2753,45.6,103.6,131.1,229.2,558.1,26.9,84.4,107.5,175.7,465.0
NIFTY,0,G_12:20_H,dte_matched,357,44.6,105.0,153.4,200.4,418.7,25.9,87.3,117.0,160.0,200.3
NIFTY,0,G_12:20_H,dte_matched_ex2122,162,37.5,84.1,101.4,158.2,185.0,22.6,72.6,94.3,130.0,161.5
NIFTY,0,G_12:20_H,all_days,2753,45.6,103.6,131.1,229.2,558.1,26.9,84.4,107.5,175.7,465.0
NIFTY,0,G_12:20_H,dte_matched,357,44.6,105.0,153.4,200.4,418.7,25.9,87.3,117.0,160.0,200.3
NIFTY,0,G_12:20_H,dte_matched_ex2122,162,37.5,84.1,101.4,158.2,185.0,22.6,72.6,94.3,130.0,161.5
NIFTY,0,G_12:20_H,all_days,2753,45.6,103.6,131.1,229.2,558.1,26.9,84.4,107.5,175.7,465.0
NIFTY,0,G_12:50_120,dte_matched,357,35.3,80.2,110.9,178.1,367.5,20.9,62.0,88.6,136.8,214.1
NIFTY,0,G_12:50_120,dte_matched_ex2122,162,29.3,63.2,78.4,117.5,178.1,16.3,56.0,66.9,114.8,158.1
NIFTY,0,G_12:50_120,all_days,2753,35.5,82.1,108.3,188.4,400.0,20.1,62.9,83.2,142.8,290.0
NIFTY,0,G_12:50_120,dte_matched,357,35.3,80.2,110.9,178.1,367.5,20.9,62.0,88.6,136.8,214.1
NIFTY,0,G_12:50_120,dte_matched_ex2122,162,29.3,63.2,78.4,117.5,178.1,16.3,56.0,66.9,114.8,158.1
NIFTY,0,G_12:50_120,all_days,2753,35.5,82.1,108.3,188.4,400.0,20.1,62.9,83.2,142.8,290.0
NIFTY,0,G_12:50_120,dte_matched,357,35.3,80.2,110.9,178.1,367.5,20.9,62.0,88.6,136.8,214.1
NIFTY,0,G_12:50_120,dte_matched_ex2122,162,29.3,63.2,78.4,117.5,178.1,16.3,56.0,66.9,114.8,158.1
NIFTY,0,G_12:50_120,all_days,2753,35.5,82.1,108.3,188.4,400.0,20.1,62.9,83.2,142.8,290.0
NIFTY,0,G_12:50_60,dte_matched,357,21.7,53.6,70.6,136.3,240.6,11.8,42.2,53.8,105.7,227.5
NIFTY,0,G_12:50_60,dte_matched_ex2122,162,17.3,44.9,53.6,76.6,161.9,10.1,35.7,46.7,65.6,157.3
NIFTY,0,G_12:50_60,all_days,2753,22.6,51.7,68.1,124.4,308.7,12.3,39.7,52.6,91.6,227.5
NIFTY,0,G_12:50_60,dte_matched,357,21.7,53.6,70.6,136.3,240.6,11.8,42.2,53.8,105.7,227.5
NIFTY,0,G_12:50_60,dte_matched_ex2122,162,17.3,44.9,53.6,76.6,161.9,10.1,35.7,46.7,65.6,157.3
NIFTY,0,G_12:50_60,all_days,2753,22.6,51.7,68.1,124.4,308.7,12.3,39.7,52.6,91.6,227.5
NIFTY,0,G_12:50_60,dte_matched,357,21.7,53.6,70.6,136.3,240.6,11.8,42.2,53.8,105.7,227.5
NIFTY,0,G_12:50_60,dte_matched_ex2122,162,17.3,44.9,53.6,76.6,161.9,10.1,35.7,46.7,65.6,157.3
NIFTY,0,G_12:50_60,all_days,2753,22.6,51.7,68.1,124.4,308.7,12.3,39.7,52.6,91.6,227.5
NIFTY,0,G_12:50_90,dte_matched,357,28.5,70.8,94.6,163.9,367.5,15.9,54.3,74.9,134.6,276.1
NIFTY,0,G_12:50_90,dte_matched_ex2122,162,23.1,54.3,72.6,96.6,175.3,11.8,45.6,58.0,80.8,166.2
NIFTY,0,G_12:50_90,all_days,2753,29.5,68.0,91.6,157.8,367.5,15.8,53.6,70.4,135.9,296.5
NIFTY,0,G_12:50_90,dte_matched,357,28.5,70.8,94.6,163.9,367.5,15.9,54.3,74.9,134.6,276.1
NIFTY,0,G_12:50_90,dte_matched_ex2122,162,23.1,54.3,72.6,96.6,175.3,11.8,45.6,58.0,80.8,166.2
NIFTY,0,G_12:50_90,all_days,2753,29.5,68.0,91.6,157.8,367.5,15.8,53.6,70.4,135.9,296.5
NIFTY,0,G_12:50_90,dte_matched,357,28.5,70.8,94.6,163.9,367.5,15.9,54.3,74.9,134.6,276.1
NIFTY,0,G_12:50_90,dte_matched_ex2122,162,23.1,54.3,72.6,96.6,175.3,11.8,45.6,58.0,80.8,166.2
NIFTY,0,G_12:50_90,all_days,2753,29.5,68.0,91.6,157.8,367.5,15.8,53.6,70.4,135.9,296.5
NIFTY,0,G_12:50_H,dte_matched,357,42.7,96.7,128.6,195.5,367.5,25.4,79.9,115.8,145.5,189.3
NIFTY,0,G_12:50_H,dte_matched_ex2122,162,36.4,77.7,88.4,150.1,179.6,22.6,63.8,76.6,134.1,154.6
NIFTY,0,G_12:50_H,all_days,2753,42.4,98.1,124.4,206.1,400.0,25.7,77.2,101.3,164.3,344.9
NIFTY,0,G_12:50_H,dte_matched,357,42.7,96.7,128.6,195.5,367.5,25.4,79.9,115.8,145.5,189.3
NIFTY,0,G_12:50_H,dte_matched_ex2122,162,36.4,77.7,88.4,150.1,179.6,22.6,63.8,76.6,134.1,154.6
NIFTY,0,G_12:50_H,all_days,2753,42.4,98.1,124.4,206.1,400.0,25.7,77.2,101.3,164.3,344.9
NIFTY,0,G_12:50_H,dte_matched,357,42.7,96.7,128.6,195.5,367.5,25.4,79.9,115.8,145.5,189.3
NIFTY,0,G_12:50_H,dte_matched_ex2122,162,36.4,77.7,88.4,150.1,179.6,22.6,63.8,76.6,134.1,154.6
NIFTY,0,G_12:50_H,all_days,2753,42.4,98.1,124.4,206.1,400.0,25.7,77.2,101.3,164.3,344.9
NIFTY,0,G_13:20_120,dte_matched,358,39.3,91.2,124.3,169.4,368.9,21.8,69.8,93.8,149.4,157.6
NIFTY,0,G_13:20_120,dte_matched_ex2122,163,32.4,63.7,81.4,147.4,169.4,17.1,56.9,70.2,124.6,155.5
NIFTY,0,G_13:20_120,all_days,2754,39.0,91.2,117.6,185.8,442.6,23.3,71.6,94.1,149.7,418.3
NIFTY,0,G_13:20_120,dte_matched,358,39.3,91.2,124.3,169.4,368.9,21.8,69.8,93.8,149.4,157.6
NIFTY,0,G_13:20_120,dte_matched_ex2122,163,32.4,63.7,81.4,147.4,169.4,17.1,56.9,70.2,124.6,155.5
NIFTY,0,G_13:20_120,all_days,2754,39.0,91.2,117.6,185.8,442.6,23.3,71.6,94.1,149.7,418.3
NIFTY,0,G_13:20_120,dte_matched,358,39.3,91.2,124.3,169.4,368.9,21.8,69.8,93.8,149.4,157.6
NIFTY,0,G_13:20_120,dte_matched_ex2122,163,32.4,63.7,81.4,147.4,169.4,17.1,56.9,70.2,124.6,155.5
NIFTY,0,G_13:20_120,all_days,2754,39.0,91.2,117.6,185.8,442.6,23.3,71.6,94.1,149.7,418.3
NIFTY,0,G_13:20_60,dte_matched,358,25.4,61.8,81.4,126.2,368.9,13.3,46.0,67.6,101.9,277.5
NIFTY,0,G_13:20_60,dte_matched_ex2122,163,21.1,46.9,60.5,92.2,101.5,10.9,33.9,44.1,67.6,95.6
NIFTY,0,G_13:20_60,all_days,2754,25.1,60.2,77.3,124.4,368.9,13.5,46.5,62.2,108.2,277.5
NIFTY,0,G_13:20_60,dte_matched,358,25.4,61.8,81.4,126.2,368.9,13.3,46.0,67.6,101.9,277.5
NIFTY,0,G_13:20_60,dte_matched_ex2122,163,21.1,46.9,60.5,92.2,101.5,10.9,33.9,44.1,67.6,95.6
NIFTY,0,G_13:20_60,all_days,2754,25.1,60.2,77.3,124.4,368.9,13.5,46.5,62.2,108.2,277.5
NIFTY,0,G_13:20_60,dte_matched,358,25.4,61.8,81.4,126.2,368.9,13.3,46.0,67.6,101.9,277.5
NIFTY,0,G_13:20_60,dte_matched_ex2122,163,21.1,46.9,60.5,92.2,101.5,10.9,33.9,44.1,67.6,95.6
NIFTY,0,G_13:20_60,all_days,2754,25.1,60.2,77.3,124.4,368.9,13.5,46.5,62.2,108.2,277.5
NIFTY,0,G_13:20_90,dte_matched,358,32.1,74.0,103.8,133.5,368.9,18.1,56.2,81.9,114.6,178.4
NIFTY,0,G_13:20_90,dte_matched_ex2122,163,26.4,55.4,66.4,111.7,131.3,13.1,41.2,57.8,111.1,126.6
NIFTY,0,G_13:20_90,all_days,2754,31.5,75.2,99.9,156.4,391.8,17.2,57.3,76.3,126.6,281.7
NIFTY,0,G_13:20_90,dte_matched,358,32.1,74.0,103.8,133.5,368.9,18.1,56.2,81.9,114.6,178.4
NIFTY,0,G_13:20_90,dte_matched_ex2122,163,26.4,55.4,66.4,111.7,131.3,13.1,41.2,57.8,111.1,126.6
NIFTY,0,G_13:20_90,all_days,2754,31.5,75.2,99.9,156.4,391.8,17.2,57.3,76.3,126.6,281.7
NIFTY,0,G_13:20_90,dte_matched,358,32.1,74.0,103.8,133.5,368.9,18.1,56.2,81.9,114.6,178.4
NIFTY,0,G_13:20_90,dte_matched_ex2122,163,26.4,55.4,66.4,111.7,131.3,13.1,41.2,57.8,111.1,126.6
NIFTY,0,G_13:20_90,all_days,2754,31.5,75.2,99.9,156.4,391.8,17.2,57.3,76.3,126.6,281.7
NIFTY,0,G_13:20_H,dte_matched,358,39.3,91.2,124.3,169.4,368.9,21.8,69.8,93.8,149.4,157.6
NIFTY,0,G_13:20_H,dte_matched_ex2122,163,32.4,63.7,81.4,147.4,169.4,17.1,56.9,70.2,124.6,155.5
NIFTY,0,G_13:20_H,all_days,2754,39.0,91.2,117.6,185.8,442.6,23.3,71.6,94.1,149.7,418.3
NIFTY,0,G_13:20_H,dte_matched,358,39.3,91.2,124.3,169.4,368.9,21.8,69.8,93.8,149.4,157.6
NIFTY,0,G_13:20_H,dte_matched_ex2122,163,32.4,63.7,81.4,147.4,169.4,17.1,56.9,70.2,124.6,155.5
NIFTY,0,G_13:20_H,all_days,2754,39.0,91.2,117.6,185.8,442.6,23.3,71.6,94.1,149.7,418.3
NIFTY,0,G_13:20_H,dte_matched,358,39.3,91.2,124.3,169.4,368.9,21.8,69.8,93.8,149.4,157.6
NIFTY,0,G_13:20_H,dte_matched_ex2122,163,32.4,63.7,81.4,147.4,169.4,17.1,56.9,70.2,124.6,155.5
NIFTY,0,G_13:20_H,all_days,2754,39.0,91.2,117.6,185.8,442.6,23.3,71.6,94.1,149.7,418.3
NIFTY,0,G_13:50_120,dte_matched,358,34.3,74.8,95.3,175.4,300.1,19.8,61.0,78.6,142.9,176.9
NIFTY,0,G_13:50_120,dte_matched_ex2122,163,27.8,57.0,66.0,101.3,175.4,15.2,47.1,60.0,101.3,153.2
NIFTY,0,G_13:50_120,all_days,2754,34.7,79.1,99.4,157.4,351.4,20.9,63.6,81.5,129.7,326.9
NIFTY,0,G_13:50_120,dte_matched,358,34.3,74.8,95.3,175.4,300.1,19.8,61.0,78.6,142.9,176.9
NIFTY,0,G_13:50_120,dte_matched_ex2122,163,27.8,57.0,66.0,101.3,175.4,15.2,47.1,60.0,101.3,153.2
NIFTY,0,G_13:50_120,all_days,2754,34.7,79.1,99.4,157.4,351.4,20.9,63.6,81.5,129.7,326.9
NIFTY,0,G_13:50_120,dte_matched,358,34.3,74.8,95.3,175.4,300.1,19.8,61.0,78.6,142.9,176.9
NIFTY,0,G_13:50_120,dte_matched_ex2122,163,27.8,57.0,66.0,101.3,175.4,15.2,47.1,60.0,101.3,153.2
NIFTY,0,G_13:50_120,all_days,2754,34.7,79.1,99.4,157.4,351.4,20.9,63.6,81.5,129.7,326.9
NIFTY,0,G_13:50_60,dte_matched,358,26.6,57.7,72.8,109.4,300.1,14.1,42.6,52.4,96.9,236.3
NIFTY,0,G_13:50_60,dte_matched_ex2122,163,21.3,41.8,49.1,65.3,137.3,10.8,34.1,43.0,61.8,132.6
NIFTY,0,G_13:50_60,all_days,2754,26.7,62.4,79.7,123.7,341.5,14.4,45.8,61.6,101.2,236.3
NIFTY,0,G_13:50_60,dte_matched,358,26.6,57.7,72.8,109.4,300.1,14.1,42.6,52.4,96.9,236.3
NIFTY,0,G_13:50_60,dte_matched_ex2122,163,21.3,41.8,49.1,65.3,137.3,10.8,34.1,43.0,61.8,132.6
NIFTY,0,G_13:50_60,all_days,2754,26.7,62.4,79.7,123.7,341.5,14.4,45.8,61.6,101.2,236.3
NIFTY,0,G_13:50_60,dte_matched,358,26.6,57.7,72.8,109.4,300.1,14.1,42.6,52.4,96.9,236.3
NIFTY,0,G_13:50_60,dte_matched_ex2122,163,21.3,41.8,49.1,65.3,137.3,10.8,34.1,43.0,61.8,132.6
NIFTY,0,G_13:50_60,all_days,2754,26.7,62.4,79.7,123.7,341.5,14.4,45.8,61.6,101.2,236.3
NIFTY,0,G_13:50_90,dte_matched,358,34.3,74.8,95.3,175.4,300.1,19.8,61.0,78.6,142.9,176.9
NIFTY,0,G_13:50_90,dte_matched_ex2122,163,27.8,57.0,66.0,101.3,175.4,15.2,47.1,60.0,101.3,153.2
NIFTY,0,G_13:50_90,all_days,2754,34.7,79.1,99.4,157.4,351.4,20.9,63.6,81.5,129.7,326.9
NIFTY,0,G_13:50_90,dte_matched,358,34.3,74.8,95.3,175.4,300.1,19.8,61.0,78.6,142.9,176.9
NIFTY,0,G_13:50_90,dte_matched_ex2122,163,27.8,57.0,66.0,101.3,175.4,15.2,47.1,60.0,101.3,153.2
NIFTY,0,G_13:50_90,all_days,2754,34.7,79.1,99.4,157.4,351.4,20.9,63.6,81.5,129.7,326.9
NIFTY,0,G_13:50_90,dte_matched,358,34.3,74.8,95.3,175.4,300.1,19.8,61.0,78.6,142.9,176.9
NIFTY,0,G_13:50_90,dte_matched_ex2122,163,27.8,57.0,66.0,101.3,175.4,15.2,47.1,60.0,101.3,153.2
NIFTY,0,G_13:50_90,all_days,2754,34.7,79.1,99.4,157.4,351.4,20.9,63.6,81.5,129.7,326.9
NIFTY,0,G_13:50_H,dte_matched,358,34.3,74.8,95.3,175.4,300.1,19.8,61.0,78.6,142.9,176.9
NIFTY,0,G_13:50_H,dte_matched_ex2122,163,27.8,57.0,66.0,101.3,175.4,15.2,47.1,60.0,101.3,153.2
NIFTY,0,G_13:50_H,all_days,2754,34.7,79.1,99.4,157.4,351.4,20.9,63.6,81.5,129.7,326.9
NIFTY,0,G_13:50_H,dte_matched,358,34.3,74.8,95.3,175.4,300.1,19.8,61.0,78.6,142.9,176.9
NIFTY,0,G_13:50_H,dte_matched_ex2122,163,27.8,57.0,66.0,101.3,175.4,15.2,47.1,60.0,101.3,153.2
NIFTY,0,G_13:50_H,all_days,2754,34.7,79.1,99.4,157.4,351.4,20.9,63.6,81.5,129.7,326.9
NIFTY,0,G_13:50_H,dte_matched,358,34.3,74.8,95.3,175.4,300.1,19.8,61.0,78.6,142.9,176.9
NIFTY,0,G_13:50_H,dte_matched_ex2122,163,27.8,57.0,66.0,101.3,175.4,15.2,47.1,60.0,101.3,153.2
NIFTY,0,G_13:50_H,all_days,2754,34.7,79.1,99.4,157.4,351.4,20.9,63.6,81.5,129.7,326.9
NIFTY,0,G_14:20_120,dte_matched,358,28.7,67.9,79.8,139.8,338.7,16.5,52.3,71.3,118.6,282.2
NIFTY,0,G_14:20_120,dte_matched_ex2122,163,21.9,53.8,70.5,87.2,136.1,13.2,46.4,52.3,80.2,131.9
NIFTY,0,G_14:20_120,all_days,2754,29.3,65.6,83.1,133.8,338.7,17.1,52.8,70.2,110.5,282.2
NIFTY,0,G_14:20_120,dte_matched,358,28.7,67.9,79.8,139.8,338.7,16.5,52.3,71.3,118.6,282.2
NIFTY,0,G_14:20_120,dte_matched_ex2122,163,21.9,53.8,70.5,87.2,136.1,13.2,46.4,52.3,80.2,131.9
NIFTY,0,G_14:20_120,all_days,2754,29.3,65.6,83.1,133.8,338.7,17.1,52.8,70.2,110.5,282.2
NIFTY,0,G_14:20_120,dte_matched,358,28.7,67.9,79.8,139.8,338.7,16.5,52.3,71.3,118.6,282.2
NIFTY,0,G_14:20_120,dte_matched_ex2122,163,21.9,53.8,70.5,87.2,136.1,13.2,46.4,52.3,80.2,131.9
NIFTY,0,G_14:20_120,all_days,2754,29.3,65.6,83.1,133.8,338.7,17.1,52.8,70.2,110.5,282.2
NIFTY,0,G_14:20_60,dte_matched,358,28.7,67.9,79.8,139.8,338.7,16.5,52.3,71.3,118.6,282.2
NIFTY,0,G_14:20_60,dte_matched_ex2122,163,21.9,53.8,70.5,87.2,136.1,13.2,46.4,52.3,80.2,131.9
NIFTY,0,G_14:20_60,all_days,2754,29.3,65.6,83.1,133.8,338.7,17.1,52.8,70.2,110.5,282.2
NIFTY,0,G_14:20_60,dte_matched,358,28.7,67.9,79.8,139.8,338.7,16.5,52.3,71.3,118.6,282.2
NIFTY,0,G_14:20_60,dte_matched_ex2122,163,21.9,53.8,70.5,87.2,136.1,13.2,46.4,52.3,80.2,131.9
NIFTY,0,G_14:20_60,all_days,2754,29.3,65.6,83.1,133.8,338.7,17.1,52.8,70.2,110.5,282.2
NIFTY,0,G_14:20_60,dte_matched,358,28.7,67.9,79.8,139.8,338.7,16.5,52.3,71.3,118.6,282.2
NIFTY,0,G_14:20_60,dte_matched_ex2122,163,21.9,53.8,70.5,87.2,136.1,13.2,46.4,52.3,80.2,131.9
