venue,cell,weekday,n,exc_p50,exc_p90,exc_p95,exc_max,mon_cur_era_n,mon_cur_p50,mon_cur_p95
SENSEX,W_0916_0946,Mon,280,29.4,61.6,79.2,142.0,50,25.2,62.1
SENSEX,W_0916_0946,Thu,242,25.6,50.6,58.4,114.2,,,
SENSEX,W_0916_0946,Tue,279,26.0,53.0,61.9,224.7,,,
SENSEX,W_0916_0946,Wed,277,25.4,46.3,51.7,119.3,,,
SENSEX,W_0916_1001,Fri,275,31.3,58.3,77.4,119.5,,,
SENSEX,W_0916_1001,Mon,280,34.1,72.0,90.0,142.0,50,29.1,67.9
SENSEX,W_0916_1001,Thu,242,29.0,59.2,67.4,130.3,,,
SENSEX,W_0916_1001,Tue,279,31.3,58.0,70.1,224.7,,,
SENSEX,W_0916_1001,Wed,277,28.4,50.8,60.6,121.2,,,
SENSEX,W_0916_1016,Fri,275,34.6,65.9,85.2,149.4,,,
SENSEX,W_0916_1016,Mon,280,37.5,73.8,96.5,174.4,50,32.2,67.9
SENSEX,W_0916_1016,Thu,242,33.2,64.8,73.6,130.3,,,
SENSEX,W_0916_1016,Tue,279,34.9,63.4,73.8,224.7,,,
SENSEX,W_0916_1016,Wed,277,31.2,57.7,70.5,121.2,,,
SENSEX,W_0916_1031,Fri,275,37.9,74.9,88.8,162.9,,,
SENSEX,W_0916_1031,Mon,280,39.6,78.9,96.5,199.6,50,33.1,68.4
SENSEX,W_0916_1031,Thu,242,35.8,69.6,80.5,130.3,,,
SENSEX,W_0916_1031,Tue,279,37.8,69.2,81.1,224.7,,,
SENSEX,W_0916_1031,Wed,277,33.2,66.0,73.7,125.4,,,
SENSEX,W_0916_1046,Fri,275,38.8,81.7,90.9,162.9,,,
SENSEX,W_0916_1046,Mon,280,41.2,81.3,99.0,199.6,50,33.1,73.4
SENSEX,W_0916_1046,Thu,242,36.2,73.7,90.2,130.3,,,
SENSEX,W_0916_1046,Tue,279,39.8,74.4,85.6,224.7,,,
SENSEX,W_0916_1046,Wed,277,36.3,68.2,85.7,140.4,,,
SENSEX,W_0916_1101,Fri,275,40.1,86.8,100.9,179.2,,,
SENSEX,W_0916_1101,Mon,280,42.9,86.4,102.7,199.6,50,34.0,73.4
SENSEX,W_0916_1101,Thu,242,38.3,80.4,94.4,148.1,,,
SENSEX,W_0916_1101,Tue,279,39.9,75.7,92.1,275.9,,,
SENSEX,W_0916_1101,Wed,277,38.0,72.4,89.6,140.4,,,
SENSEX,W_0916_1116,Fri,275,42.1,89.8,108.2,179.2,,,
SENSEX,W_0916_1116,Mon,280,43.8,91.3,110.3,214.1,50,37.7,73.4
SENSEX,W_0916_1116,Thu,242,40.1,82.4,100.6,148.1,,,
SENSEX,W_0916_1116,Tue,279,40.6,77.9,92.1,400.1,,,
SENSEX,W_0916_1116,Wed,277,39.1,73.2,94.1,140.4,,,
SENSEX,W_0930_1000,Fri,275,22.3,50.0,59.4,128.3,,,
SENSEX,W_0930_1000,Mon,280,24.1,50.8,57.3,132.8,50,20.5,55.5
SENSEX,W_0930_1000,Thu,242,22.6,43.8,52.2,120.9,,,
SENSEX,W_0930_1000,Tue,279,22.3,45.5,57.6,211.2,,,
SENSEX,W_0930_1000,Wed,277,20.5,39.0,50.4,101.5,,,
SENSEX,W_0930_1015,Fri,275,27.8,54.2,66.8,137.7,,,
SENSEX,W_0930_1015,Mon,280,27.5,54.7,73.8,151.8,50,21.7,57.1
SENSEX,W_0930_1015,Thu,242,27.9,48.0,57.8,120.9,,,
SENSEX,W_0930_1015,Tue,279,26.6,52.9,67.2,211.2,,,
SENSEX,W_0930_1015,Wed,277,25.4,48.7,60.8,101.5,,,
SENSEX,W_0930_1030,Fri,275,32.4,62.3,82.0,147.7,,,
SENSEX,W_0930_1030,Mon,280,31.8,59.2,77.7,190.1,50,24.6,62.1
SENSEX,W_0930_1030,Thu,242,29.9,55.6,68.6,120.9,,,
SENSEX,W_0930_1030,Tue,279,29.7,61.6,71.4,211.2,,,
SENSEX,W_0930_1030,Wed,277,28.4,54.8,65.0,123.8,,,
SENSEX,W_0930_1045,Fri,275,34.6,71.4,90.4,151.2,,,
SENSEX,W_0930_1045,Mon,280,33.8,65.9,79.4,190.1,50,26.8,65.8
SENSEX,W_0930_1045,Thu,242,31.0,60.7,71.9,120.9,,,
SENSEX,W_0930_1045,Tue,279,31.3,68.3,84.0,211.2,,,
SENSEX,W_0930_1045,Wed,277,30.7,60.3,74.8,138.8,,,
SENSEX,W_0930_1100,Fri,275,36.0,72.9,96.0,171.9,,,
SENSEX,W_0930_1100,Mon,280,36.7,70.1,87.5,190.1,50,29.6,71.9
SENSEX,W_0930_1100,Thu,242,33.0,68.6,78.2,144.1,,,
SENSEX,W_0930_1100,Tue,279,33.9,74.2,88.3,211.2,,,
SENSEX,W_0930_1100,Wed,277,32.9,67.4,77.5,138.8,,,
SENSEX,W_0930_1115,Fri,275,37.8,78.4,97.9,186.7,,,
SENSEX,W_0930_1115,Mon,280,38.6,75.1,96.6,204.6,50,30.0,71.9
SENSEX,W_0930_1115,Thu,242,35.7,71.2,85.7,144.1,,,
SENSEX,W_0930_1115,Tue,279,35.0,77.3,93.3,211.2,,,
SENSEX,W_0930_1115,Wed,277,34.6,68.1,80.3,138.8,,,
SENSEX,W_0930_1130,Fri,275,38.6,78.4,101.4,186.7,,,
SENSEX,W_0930_1130,Mon,280,40.2,79.4,99.1,204.6,50,30.2,76.2
SENSEX,W_0930_1130,Thu,242,37.3,74.0,87.9,144.1,,,
SENSEX,W_0930_1130,Tue,279,36.2,80.6,97.1,211.2,,,
SENSEX,W_0930_1130,Wed,277,36.5,69.2,85.7,163.6,,,
SENSEX,W_0945_1015,Fri,275,21.2,46.4,52.4,107.7,,,
SENSEX,W_0945_1015,Mon,280,21.2,44.7,52.3,160.5,50,17.2,50.0
SENSEX,W_0945_1015,Thu,242,20.4,38.8,43.9,83.5,,,
SENSEX,W_0945_1015,Tue,279,19.7,42.8,50.0,113.0,,,
SENSEX,W_0945_1015,Wed,277,19.7,40.3,45.2,62.4,,,
SENSEX,W_0945_1030,Fri,275,25.3,54.3,59.6,110.7,,,
SENSEX,W_0945_1030,Mon,280,25.5,50.4,60.4,198.8,50,19.3,58.6
SENSEX,W_0945_1030,Thu,242,24.9,44.6,54.1,83.6,,,
SENSEX,W_0945_1030,Tue,279,24.1,52.0,59.3,117.3,,,
SENSEX,W_0945_1030,Wed,277,24.0,45.8,52.3,78.9,,,
SENSEX,W_0945_1045,Fri,275,28.8,58.3,65.5,114.8,,,
SENSEX,W_0945_1045,Mon,280,30.2,57.3,68.2,198.8,50,24.7,68.2
SENSEX,W_0945_1045,Thu,242,26.4,52.8,61.3,111.0,,,
SENSEX,W_0945_1045,Tue,279,26.6,54.4,67.5,125.2,,,
SENSEX,W_0945_1045,Wed,277,26.5,50.7,63.5,89.1,,,
SENSEX,W_0945_1100,Fri,275,31.8,59.8,78.2,144.3,,,
SENSEX,W_0945_1100,Mon,280,30.8,63.0,79.4,198.8,50,25.3,83.0
SENSEX,W_0945_1100,Thu,242,28.7,56.7,69.3,138.9,,,
SENSEX,W_0945_1100,Tue,279,27.9,62.1,71.7,147.2,,,
SENSEX,W_0945_1100,Wed,277,28.7,58.4,67.5,119.8,,,
SENSEX,W_0945_1115,Fri,275,34.7,65.2,81.3,159.1,,,
SENSEX,W_0945_1115,Mon,280,33.0,69.7,84.7,213.2,50,26.1,84.7
SENSEX,W_0945_1115,Thu,242,30.8,62.2,73.4,138.9,,,
SENSEX,W_0945_1115,Tue,279,30.2,66.9,74.4,275.1,,,
SENSEX,W_0945_1115,Wed,277,30.4,62.2,73.6,175.5,,,
SENSEX,W_0945_1130,Fri,275,36.1,68.6,84.5,159.1,,,
SENSEX,W_0945_1130,Mon,280,33.7,74.4,88.5,213.2,50,28.7,84.7
SENSEX,W_0945_1130,Thu,242,33.3,69.1,79.1,138.9,,,
SENSEX,W_0945_1130,Tue,279,32.0,68.9,80.0,275.1,,,
SENSEX,W_0945_1130,Wed,277,31.5,63.2,74.7,209.6,,,
SENSEX,W_0945_1145,Fri,275,37.7,72.3,88.9,159.1,,,
SENSEX,W_0945_1145,Mon,280,35.3,78.1,93.9,213.2,50,30.8,92.7
SENSEX,W_0945_1145,Thu,242,35.6,69.3,83.6,147.9,,,
SENSEX,W_0945_1145,Tue,279,33.0,70.2,85.9,275.1,,,
SENSEX,W_0945_1145,Wed,277,32.9,69.1,81.0,216.1,,,
SENSEX,W_1000_1030,Fri,275,18.8,42.4,48.4,78.6,,,
SENSEX,W_1000_1030,Mon,280,18.5,39.3,47.3,108.5,50,14.6,45.6
SENSEX,W_1000_1030,Thu,242,18.0,39.1,46.2,69.2,,,
SENSEX,W_1000_1030,Tue,279,17.6,36.9,47.5,116.2,,,
SENSEX,W_1000_1030,Wed,277,18.6,39.2,45.6,75.3,,,
SENSEX,W_1000_1045,Fri,275,23.5,48.3,58.1,93.6,,,
SENSEX,W_1000_1045,Mon,280,21.6,47.8,58.7,108.5,50,19.4,47.4
SENSEX,W_1000_1045,Thu,242,20.5,43.5,54.1,102.4,,,
SENSEX,W_1000_1045,Tue,279,20.9,46.1,66.6,154.0,,,
SENSEX,W_1000_1045,Wed,277,22.2,43.7,53.3,110.3,,,
SENSEX,W_1000_1100,Fri,275,26.7,55.8,68.8,111.9,,,
SENSEX,W_1000_1100,Mon,280,23.7,54.0,70.8,108.5,50,19.7,55.1
SENSEX,W_1000_1100,Thu,242,23.7,47.6,65.3,107.9,,,
SENSEX,W_1000_1100,Tue,279,23.3,50.9,69.3,194.6,,,
SENSEX,W_1000_1100,Wed,277,24.7,48.4,58.9,141.8,,,
SENSEX,W_1000_1115,Fri,275,28.8,60.9,72.5,126.6,,,
SENSEX,W_1000_1115,Mon,280,25.9,58.2,73.9,128.2,50,21.0,62.8
SENSEX,W_1000_1115,Thu,242,26.2,56.8,69.2,120.9,,,
SENSEX,W_1000_1115,Tue,279,25.3,56.1,80.0,323.4,,,
SENSEX,W_1000_1115,Wed,277,26.5,52.7,67.4,197.6,,,
SENSEX,W_1000_1130,Fri,275,29.9,63.8,74.2,138.3,,,
SENSEX,W_1000_1130,Mon,280,28.3,62.8,78.0,171.7,50,21.4,64.2
SENSEX,W_1000_1130,Thu,242,27.8,62.8,79.8,120.9,,,
SENSEX,W_1000_1130,Tue,279,27.1,57.4,87.6,323.4,,,
SENSEX,W_1000_1130,Wed,277,28.4,56.6,71.0,231.8,,,
SENSEX,W_1000_1145,Fri,275,32.0,66.7,79.9,150.9,,,
SENSEX,W_1000_1145,Mon,280,30.3,65.9,85.1,171.7,50,23.3,75.7
SENSEX,W_1000_1145,Thu,242,31.2,64.0,83.2,141.1,,,
SENSEX,W_1000_1145,Tue,279,29.1,61.2,90.0,323.4,,,
SENSEX,W_1000_1145,Wed,277,29.7,61.2,75.1,238.3,,,
SENSEX,W_1000_1200,Fri,275,32.7,68.8,84.4,150.9,,,
SENSEX,W_1000_1200,Mon,280,32.3,70.3,89.1,171.7,50,26.7,75.7
SENSEX,W_1000_1200,Thu,242,33.4,65.3,84.4,173.3,,,
SENSEX,W_1000_1200,Tue,279,30.0,65.9,92.5,361.0,,,
SENSEX,W_1000_1200,Wed,277,32.4,66.2,77.5,238.3,,,
SENSEX,W_1015_1045,Fri,275,18.9,42.0,52.1,72.3,,,
SENSEX,W_1015_1045,Mon,280,17.0,37.5,42.9,81.0,50,15.2,36.5
SENSEX,W_1015_1045,Thu,242,15.3,31.2,39.3,107.2,,,
SENSEX,W_1015_1045,Tue,279,16.0,42.0,51.3,129.3,,,
SENSEX,W_1015_1045,Wed,277,17.9,33.8,39.5,79.7,,,
SENSEX,W_1015_1100,Fri,275,21.5,51.4,60.9,101.5,,,
SENSEX,W_1015_1100,Mon,280,19.7,44.2,58.2,92.6,50,17.8,50.1
SENSEX,W_1015_1100,Thu,242,17.9,38.8,46.5,112.7,,,
SENSEX,W_1015_1100,Tue,279,18.9,46.7,57.0,224.8,,,
SENSEX,W_1015_1100,Wed,277,21.0,39.5,47.3,88.5,,,
SENSEX,W_1015_1115,Fri,275,24.9,56.1,66.0,116.2,,,
SENSEX,W_1015_1115,Mon,280,22.0,48.6,60.2,128.1,50,19.1,53.7
SENSEX,W_1015_1115,Thu,242,21.3,46.5,55.8,112.7,,,
SENSEX,W_1015_1115,Tue,279,21.5,51.7,64.1,353.2,,,
SENSEX,W_1015_1115,Wed,277,23.9,44.5,55.8,134.6,,,
SENSEX,W_1015_1130,Fri,275,26.7,58.0,73.2,134.3,,,
SENSEX,W_1015_1130,Mon,280,24.7,53.2,70.7,154.3,50,23.3,59.2
SENSEX,W_1015_1130,Thu,242,24.2,52.6,62.7,119.8,,,
SENSEX,W_1015_1130,Tue,279,24.1,52.8,69.1,353.2,,,
SENSEX,W_1015_1130,Wed,277,25.7,52.1,59.7,168.7,,,
SENSEX,W_1015_1145,Fri,275,28.6,59.0,83.3,146.9,,,
SENSEX,W_1015_1145,Mon,280,26.2,57.1,72.1,154.3,50,23.9,72.1
SENSEX,W_1015_1145,Thu,242,25.7,54.0,65.0,128.0,,,
SENSEX,W_1015_1145,Tue,279,26.5,57.7,73.0,353.2,,,
SENSEX,W_1015_1145,Wed,277,28.1,55.8,62.1,175.1,,,
SENSEX,W_1015_1200,Fri,275,30.4,63.7,88.5,146.9,,,
SENSEX,W_1015_1200,Mon,280,27.7,61.8,74.0,181.3,50,23.9,72.1
SENSEX,W_1015_1200,Thu,242,27.7,58.7,65.8,160.3,,,
SENSEX,W_1015_1200,Tue,279,28.6,59.8,76.3,390.7,,,
SENSEX,W_1015_1200,Wed,277,30.0,59.5,66.1,175.1,,,
SENSEX,W_1015_1215,Fri,275,31.6,67.0,90.0,180.1,,,
SENSEX,W_1015_1215,Mon,280,30.1,66.1,86.8,181.3,50,24.9,72.1
SENSEX,W_1015_1215,Thu,242,30.4,63.5,73.0,160.3,,,
SENSEX,W_1015_1215,Tue,279,30.1,64.5,82.4,557.2,,,
SENSEX,W_1015_1215,Wed,277,31.0,63.5,72.1,175.1,,,
SENSEX,W_1030_1100,Fri,275,15.4,35.0,48.8,80.8,,,
SENSEX,W_1030_1100,Mon,280,14.7,34.6,47.8,84.3,50,13.0,41.7
SENSEX,W_1030_1100,Thu,242,14.9,32.9,42.7,100.3,,,
SENSEX,W_1030_1100,Tue,279,15.4,33.1,46.3,184.9,,,
SENSEX,W_1030_1100,Wed,277,15.6,31.2,39.0,115.7,,,
SENSEX,W_1030_1115,Fri,275,19.0,43.9,54.0,112.1,,,
SENSEX,W_1030_1115,Mon,280,18.1,42.1,54.8,109.5,50,16.2,45.4
SENSEX,W_1030_1115,Thu,242,17.4,44.2,52.1,111.0,,,
SENSEX,W_1030_1115,Tue,279,18.6,39.9,50.5,313.8,,,
SENSEX,W_1030_1115,Wed,277,19.1,37.8,46.4,171.4,,,
SENSEX,W_1030_1130,Fri,275,22.4,49.7,58.5,112.1,,,
SENSEX,W_1030_1130,Mon,280,21.2,45.9,62.8,153.0,50,17.3,60.2
SENSEX,W_1030_1130,Thu,242,20.0,49.0,59.0,111.0,,,
SENSEX,W_1030_1130,Tue,279,21.7,43.0,58.8,313.8,,,
SENSEX,W_1030_1130,Wed,277,21.7,43.0,51.7,205.6,,,
SENSEX,W_1030_1145,Fri,275,24.0,53.6,64.3,112.1,,,
SENSEX,W_1030_1145,Mon,280,22.5,52.5,73.9,153.0,50,19.3,67.7
SENSEX,W_1030_1145,Thu,242,22.7,50.9,64.3,120.0,,,
SENSEX,W_1030_1145,Tue,279,24.5,53.4,70.2,313.8,,,
SENSEX,W_1030_1145,Wed,277,23.8,47.4,55.9,212.0,,,
SENSEX,W_1030_1200,Fri,275,26.5,57.1,72.1,149.6,,,
SENSEX,W_1030_1200,Mon,280,24.4,56.6,78.1,153.0,50,20.1,67.7
SENSEX,W_1030_1200,Thu,242,25.1,53.1,65.8,152.3,,,
SENSEX,W_1030_1200,Tue,279,26.2,54.3,70.5,351.4,,,
SENSEX,W_1030_1200,Wed,277,25.9,52.5,62.4,212.0,,,
SENSEX,W_1030_1215,Fri,275,28.7,59.7,73.7,149.6,,,
SENSEX,W_1030_1215,Mon,280,27.1,66.4,84.8,153.0,50,21.7,67.7
SENSEX,W_1030_1215,Thu,242,28.5,59.3,70.1,152.3,,,
SENSEX,W_1030_1215,Tue,279,29.4,56.8,70.5,518.6,,,
SENSEX,W_1030_1215,Wed,277,27.4,57.0,65.1,212.0,,,
SENSEX,W_1030_1230,Fri,275,30.2,62.7,78.5,157.0,,,
SENSEX,W_1030_1230,Mon,280,29.7,68.6,91.8,153.0,50,23.6,67.7
SENSEX,W_1030_1230,Thu,242,30.4,64.3,73.1,152.3,,,
SENSEX,W_1030_1230,Tue,279,30.5,63.4,79.5,595.4,,,
SENSEX,W_1030_1230,Wed,277,30.1,59.2,66.5,212.0,,,
SENSEX,W_1045_1115,Fri,275,15.2,33.8,41.7,108.6,,,
SENSEX,W_1045_1115,Mon,280,14.7,35.7,44.3,93.8,50,11.3,44.3
SENSEX,W_1045_1115,Thu,242,13.9,34.9,39.1,80.1,,,
SENSEX,W_1045_1115,Tue,279,14.2,31.1,41.6,232.6,,,
SENSEX,W_1045_1115,Wed,277,15.7,31.9,39.1,135.2,,,
SENSEX,W_1045_1130,Fri,275,18.9,41.8,50.4,108.6,,,
SENSEX,W_1045_1130,Mon,280,17.3,40.7,52.9,115.6,50,15.0,51.9
SENSEX,W_1045_1130,Thu,242,17.9,41.9,49.6,80.1,,,
SENSEX,W_1045_1130,Tue,279,17.8,40.6,50.0,232.6,,,
SENSEX,W_1045_1130,Wed,277,18.6,39.1,45.8,169.3,,,
SENSEX,W_1045_1145,Fri,275,21.5,47.6,60.2,108.6,,,
SENSEX,W_1045_1145,Mon,280,19.4,48.5,62.0,115.6,50,16.2,64.9
SENSEX,W_1045_1145,Thu,242,21.0,42.6,51.0,112.6,,,
SENSEX,W_1045_1145,Tue,279,20.9,46.6,56.4,232.6,,,
SENSEX,W_1045_1145,Wed,277,22.2,43.7,48.8,175.7,,,
SENSEX,W_1045_1200,Fri,275,23.2,52.9,63.7,159.9,,,
SENSEX,W_1045_1200,Mon,280,21.2,51.2,64.6,115.6,50,17.7,64.9
SENSEX,W_1045_1200,Thu,242,22.4,47.3,55.5,144.9,,,
SENSEX,W_1045_1200,Tue,279,23.3,51.4,59.5,270.6,,,
SENSEX,W_1045_1200,Wed,277,24.9,47.1,56.1,175.7,,,
SENSEX,W_1045_1215,Fri,275,25.7,54.4,67.5,159.9,,,
SENSEX,W_1045_1215,Mon,280,24.0,58.5,77.0,115.6,50,19.0,64.9
SENSEX,W_1045_1215,Thu,242,24.6,53.5,66.3,144.9,,,
SENSEX,W_1045_1215,Tue,279,25.2,53.1,66.4,439.2,,,
SENSEX,W_1045_1215,Wed,277,27.1,52.0,58.6,175.7,,,
SENSEX,W_1045_1230,Fri,275,29.2,58.8,71.2,167.4,,,
SENSEX,W_1045_1230,Mon,280,26.3,65.7,85.3,118.9,50,21.8,64.9
SENSEX,W_1045_1230,Thu,242,27.0,56.7,71.7,144.9,,,
SENSEX,W_1045_1230,Tue,279,27.0,56.4,78.3,516.6,,,
SENSEX,W_1045_1230,Wed,277,28.2,56.9,62.8,175.7,,,
SENSEX,W_1045_1245,Fri,275,30.9,67.3,79.9,167.4,,,
SENSEX,W_1045_1245,Mon,280,30.1,75.6,94.9,118.9,50,25.4,69.9
SENSEX,W_1045_1245,Thu,242,29.0,62.5,75.3,144.9,,,
SENSEX,W_1045_1245,Tue,279,29.3,61.7,81.7,516.6,,,
SENSEX,W_1045_1245,Wed,277,30.8,61.1,74.9,175.7,,,
SENSEX,W_1100_1130,Fri,275,15.4,34.5,45.4,65.4,,,
SENSEX,W_1100_1130,Mon,280,14.7,31.5,39.9,78.1,50,13.2,33.2
SENSEX,W_1100_1130,Thu,242,14.2,32.5,44.2,74.5,,,
SENSEX,W_1100_1130,Tue,279,14.2,32.6,42.4,157.4,,,
SENSEX,W_1100_1130,Wed,277,14.1,29.2,35.4,91.3,,,
SENSEX,W_1100_1145,Fri,275,18.1,43.5,52.6,91.7,,,
SENSEX,W_1100_1145,Mon,280,17.2,39.9,45.5,85.6,50,14.4,41.3
SENSEX,W_1100_1145,Thu,242,17.4,37.1,46.3,117.2,,,
SENSEX,W_1100_1145,Tue,279,17.1,45.9,55.6,157.4,,,
SENSEX,W_1100_1145,Wed,277,16.6,35.5,42.3,97.7,,,
SENSEX,W_1100_1200,Fri,275,20.4,45.4,61.0,143.3,,,
SENSEX,W_1100_1200,Mon,280,19.9,44.8,53.2,93.8,50,15.6,44.7
SENSEX,W_1100_1200,Thu,242,20.6,43.4,53.4,149.5,,,
SENSEX,W_1100_1200,Tue,279,18.9,49.2,61.9,195.7,,,
SENSEX,W_1100_1200,Wed,277,20.3,40.6,50.4,97.7,,,
SENSEX,W_1100_1215,Fri,275,23.0,49.8,61.2,143.3,,,
SENSEX,W_1100_1215,Mon,280,22.5,52.1,64.8,117.6,50,17.7,53.2
SENSEX,W_1100_1215,Thu,242,23.5,52.8,62.7,149.5,,,
SENSEX,W_1100_1215,Tue,279,22.4,52.0,68.3,365.6,,,
SENSEX,W_1100_1215,Wed,277,22.5,46.7,55.8,97.7,,,
SENSEX,W_1100_1230,Fri,275,25.4,56.0,68.5,150.7,,,
SENSEX,W_1100_1230,Mon,280,25.8,62.0,71.8,117.7,50,20.6,55.8
SENSEX,W_1100_1230,Thu,242,25.0,53.7,64.2,149.5,,,
SENSEX,W_1100_1230,Tue,279,24.9,56.8,73.3,443.6,,,
SENSEX,W_1100_1230,Wed,277,25.1,50.8,61.0,97.7,,,
SENSEX,W_1100_1245,Fri,275,28.1,66.5,75.2,150.7,,,
SENSEX,W_1100_1245,Mon,280,27.7,66.5,78.2,117.7,50,20.6,70.6
SENSEX,W_1100_1245,Thu,242,27.7,59.6,71.8,149.5,,,
SENSEX,W_1100_1245,Tue,279,26.4,63.7,73.9,443.6,,,
SENSEX,W_1100_1245,Wed,277,27.2,56.3,69.0,109.9,,,
SENSEX,W_1100_1300,Fri,275,29.9,68.0,85.6,174.5,,,
SENSEX,W_1100_1300,Mon,280,30.1,73.0,85.8,240.4,50,24.5,85.5
SENSEX,W_1100_1300,Thu,242,29.7,61.7,76.9,149.5,,,
SENSEX,W_1100_1300,Tue,279,28.9,68.5,83.2,443.6,,,
SENSEX,W_1100_1300,Wed,277,29.1,61.0,78.0,121.1,,,
SENSEX,W_1115_1145,Fri,275,14.4,30.2,40.8,65.9,,,
SENSEX,W_1115_1145,Mon,280,13.9,32.9,42.8,75.0,50,10.6,43.3
SENSEX,W_1115_1145,Thu,242,13.4,31.0,40.4,97.3,,,
SENSEX,W_1115_1145,Tue,279,14.0,35.6,49.5,99.8,,,
SENSEX,W_1115_1145,Wed,277,13.9,29.8,37.0,69.3,,,
SENSEX,W_1115_1200,Fri,275,18.1,36.5,49.2,139.1,,,
SENSEX,W_1115_1200,Mon,280,16.6,38.4,49.9,96.7,50,14.8,50.3
SENSEX,W_1115_1200,Thu,242,17.4,37.0,45.7,129.7,,,
SENSEX,W_1115_1200,Tue,279,16.8,41.8,55.1,129.4,,,
SENSEX,W_1115_1200,Wed,277,16.7,37.7,44.4,69.3,,,
SENSEX,W_1115_1215,Fri,275,20.2,40.3,56.0,139.1,,,
SENSEX,W_1115_1215,Mon,280,20.0,45.0,57.8,96.7,50,17.3,50.3
SENSEX,W_1115_1215,Thu,242,20.6,45.8,55.2,129.7,,,
SENSEX,W_1115_1215,Tue,279,19.6,47.6,61.9,261.9,,,
SENSEX,W_1115_1215,Wed,277,19.5,41.8,51.1,73.3,,,
SENSEX,W_1115_1230,Fri,275,22.8,48.1,64.9,146.5,,,
SENSEX,W_1115_1230,Mon,280,23.3,50.6,67.1,105.4,50,18.6,57.9
SENSEX,W_1115_1230,Thu,242,23.6,48.8,57.0,129.7,,,
SENSEX,W_1115_1230,Tue,279,22.4,52.2,68.1,340.8,,,
SENSEX,W_1115_1230,Wed,277,21.2,49.2,56.7,79.4,,,
SENSEX,W_1115_1245,Fri,275,26.2,58.0,73.1,146.5,,,
SENSEX,W_1115_1245,Mon,280,26.2,59.0,74.8,105.4,50,21.7,74.7
SENSEX,W_1115_1245,Thu,242,25.4,56.2,66.0,129.7,,,
SENSEX,W_1115_1245,Tue,279,25.2,55.0,70.8,340.8,,,
SENSEX,W_1115_1245,Wed,277,25.0,52.3,64.0,97.3,,,
SENSEX,W_1115_1300,Fri,275,28.2,58.9,78.3,170.3,,,
SENSEX,W_1115_1300,Mon,280,28.6,63.4,83.0,254.7,50,22.1,83.0
SENSEX,W_1115_1300,Thu,242,28.1,62.5,74.1,134.4,,,
SENSEX,W_1115_1300,Tue,279,28.2,64.9,76.9,340.8,,,
SENSEX,W_1115_1300,Wed,277,26.5,59.1,70.8,116.1,,,
SENSEX,W_1115_1315,Fri,275,29.7,65.6,82.0,177.8,,,
SENSEX,W_1115_1315,Mon,280,29.4,66.6,86.6,254.7,50,24.4,86.6
SENSEX,W_1115_1315,Thu,242,28.8,67.4,81.0,160.5,,,
SENSEX,W_1115_1315,Tue,279,30.0,69.5,89.6,340.8,,,
SENSEX,W_1115_1315,Wed,277,29.9,62.6,73.5,121.3,,,
SENSEX,W_1130_1200,Fri,274,14.5,30.1,34.6,127.6,,,
SENSEX,W_1130_1200,Mon,280,14.0,29.1,35.9,72.7,50,12.9,30.5
SENSEX,W_1130_1200,Thu,242,13.0,27.5,36.1,87.6,,,
SENSEX,W_1130_1200,Tue,279,13.5,32.3,46.7,137.4,,,
SENSEX,W_1130_1200,Wed,277,15.4,30.4,36.1,81.1,,,
SENSEX,W_1130_1215,Fri,274,16.7,36.0,45.7,127.6,,,
SENSEX,W_1130_1215,Mon,280,16.5,38.9,51.0,79.6,50,16.5,49.6
SENSEX,W_1130_1215,Thu,242,16.3,37.2,49.2,113.8,,,
SENSEX,W_1130_1215,Tue,279,17.5,35.9,51.2,308.3,,,
SENSEX,W_1130_1215,Wed,277,17.6,34.9,45.5,81.1,,,
SENSEX,W_1130_1230,Fri,274,20.4,43.6,52.4,135.0,,,
SENSEX,W_1130_1230,Mon,280,19.5,50.1,60.2,98.8,50,18.6,54.4
SENSEX,W_1130_1230,Thu,242,20.5,41.5,56.3,120.9,,,
SENSEX,W_1130_1230,Tue,279,20.7,42.0,64.5,386.7,,,
SENSEX,W_1130_1230,Wed,277,20.4,43.6,55.2,81.1,,,
SENSEX,W_1130_1245,Fri,274,22.9,52.3,63.3,135.0,,,
SENSEX,W_1130_1245,Mon,280,23.1,56.4,68.0,98.8,50,20.5,57.7
SENSEX,W_1130_1245,Thu,242,22.7,49.3,64.9,120.9,,,
SENSEX,W_1130_1245,Tue,279,23.3,48.8,65.9,386.7,,,
SENSEX,W_1130_1245,Wed,277,23.0,46.2,60.7,102.2,,,
SENSEX,W_1130_1300,Fri,274,24.8,56.2,69.3,158.7,,,
SENSEX,W_1130_1300,Mon,280,26.3,63.0,78.5,191.9,50,25.2,84.6
SENSEX,W_1130_1300,Thu,242,24.9,56.4,71.2,134.9,,,
SENSEX,W_1130_1300,Tue,279,25.0,57.0,71.9,386.7,,,
SENSEX,W_1130_1300,Wed,277,25.0,54.5,70.5,121.0,,,
SENSEX,W_1130_1315,Fri,274,26.7,61.1,71.3,166.2,,,
SENSEX,W_1130_1315,Mon,280,27.7,70.1,82.1,191.9,50,25.2,88.0
SENSEX,W_1130_1315,Thu,242,26.4,64.2,83.8,160.9,,,
SENSEX,W_1130_1315,Tue,279,26.4,64.5,81.3,386.7,,,
SENSEX,W_1130_1315,Wed,277,28.3,61.0,74.6,122.2,,,
