src,K,slots,stocksig,clock,offset,cagr,maxdd,calmar,sharpe,vol,turnover_yr,exposure
real8,4,10,riskadj126,Q,3,22.188,-42.685,0.52,0.738,25.239,24.22,1.004
real8,4,10,disthigh252,M,0,6.799,-54.7,0.124,0.198,27.64,24.26,1.006
real8,4,10,disthigh252,M,1,6.575,-52.636,0.125,0.191,28.053,33.21,1.004
real8,4,10,disthigh252,M,2,5.659,-54.108,0.105,0.158,27.693,28.97,1.004
real8,4,10,disthigh252,M,3,11.751,-49.26,0.239,0.398,21.943,37.13,1.004
real8,4,10,disthigh252,Q,0,12.018,-53.84,0.223,0.38,26.678,12.23,1.012
real8,4,10,disthigh252,Q,1,12.969,-51.094,0.254,0.425,24.835,16.66,1.004
real8,4,10,disthigh252,Q,2,10.625,-48.846,0.218,0.338,24.885,14.53,1.004
real8,4,10,disthigh252,Q,3,14.974,-51.973,0.288,0.515,23.2,15.64,1.005
real8,4,15,mom126,M,0,13.22,-51.789,0.255,0.416,27.645,24.37,1.005
real8,4,15,mom126,M,1,15.472,-52.17,0.297,0.487,27.765,26.97,1.002
real8,4,15,mom126,M,2,13.883,-52.192,0.266,0.439,27.4,22.99,1.002
real8,4,15,mom126,M,3,14.805,-46.097,0.321,0.47,27.161,25.93,1.003
real8,4,15,mom126,Q,0,18.211,-42.672,0.427,0.6,25.525,16.48,1.012
real8,4,15,mom126,Q,1,20.809,-43.034,0.484,0.686,25.6,19.5,1.003
real8,4,15,mom126,Q,2,20.528,-44.634,0.46,0.676,25.62,19.39,1.004
real8,4,15,mom126,Q,3,18.731,-48.31,0.388,0.616,25.629,17.58,1.004
real8,4,15,momskip126,M,0,12.633,-47.193,0.268,0.401,26.791,27.71,1.005
real8,4,15,momskip126,M,1,14.423,-48.924,0.295,0.463,26.421,29.36,1.002
real8,4,15,momskip126,M,2,11.646,-48.272,0.241,0.37,26.188,23.9,1.003
real8,4,15,momskip126,M,3,14.21,-42.066,0.338,0.458,26.194,28.95,1.003
real8,4,15,momskip126,Q,0,18.505,-41.586,0.445,0.605,25.903,18.9,1.012
real8,4,15,momskip126,Q,1,20.638,-43.051,0.479,0.687,25.179,20.53,1.004
real8,4,15,momskip126,Q,2,19.917,-42.722,0.466,0.66,25.356,19.36,1.004
real8,4,15,momskip126,Q,3,20.517,-44.05,0.466,0.678,25.473,20.67,1.004
real8,4,15,riskadj126,M,0,12.42,-47.603,0.261,0.388,27.612,26.08,1.005
real8,4,15,riskadj126,M,1,11.252,-49.456,0.228,0.357,25.767,25.24,1.002
real8,4,15,riskadj126,M,2,12.388,-49.75,0.249,0.398,25.712,25.07,1.002
real8,4,15,riskadj126,M,3,17.346,-35.952,0.482,0.573,25.33,32.61,1.003
real8,4,15,riskadj126,Q,0,16.889,-39.807,0.424,0.576,23.898,17.95,1.012
real8,4,15,riskadj126,Q,1,20.886,-40.042,0.522,0.723,23.711,21.63,1.003
real8,4,15,riskadj126,Q,2,20.537,-40.839,0.503,0.715,23.509,21.17,1.004
real8,4,15,riskadj126,Q,3,19.377,-41.626,0.466,0.671,23.619,18.84,1.004
real8,4,15,disthigh252,M,0,9.606,-48.084,0.2,0.303,23.364,29.56,1.006
real8,4,15,disthigh252,M,1,8.741,-50.699,0.172,0.268,23.831,31.88,1.003
real8,4,15,disthigh252,M,2,8.734,-51.139,0.171,0.268,23.167,29.71,1.004
real8,4,15,disthigh252,M,3,13.753,-39.06,0.352,0.487,21.386,39.24,1.004
real8,4,15,disthigh252,Q,0,13.548,-47.935,0.283,0.45,24.171,13.91,1.012
real8,4,15,disthigh252,Q,1,14.619,-47.41,0.308,0.493,23.879,16.43,1.004
real8,4,15,disthigh252,Q,2,12.18,-50.531,0.241,0.411,22.656,13.73,1.004
real8,4,15,disthigh252,Q,3,12.023,-53.046,0.227,0.408,22.237,12.8,1.004
real8,4,20,mom126,M,0,14.416,-47.851,0.301,0.462,26.49,25.85,1.005
real8,4,20,mom126,M,1,14.212,-51.636,0.275,0.457,26.277,25.57,1.002
real8,4,20,mom126,M,2,14.799,-48.674,0.304,0.478,26.202,24.77,1.002
real8,4,20,mom126,M,3,17.095,-43.025,0.397,0.56,25.679,28.86,1.002
real8,4,20,mom126,Q,0,17.242,-42.646,0.404,0.579,24.583,15.44,1.011
real8,4,20,mom126,Q,1,17.959,-43.577,0.412,0.603,24.744,16.42,1.003
real8,4,20,mom126,Q,2,17.787,-43.162,0.412,0.594,24.918,16.04,1.003
real8,4,20,mom126,Q,3,17.809,-47.469,0.375,0.598,24.665,15.43,1.004
real8,4,20,momskip126,M,0,14.234,-45.221,0.315,0.455,26.572,29.68,1.005
real8,4,20,momskip126,M,1,16.327,-45.241,0.361,0.537,25.475,30.54,1.002
real8,4,20,momskip126,M,2,12.984,-46.667,0.278,0.427,24.507,24.33,1.002
real8,4,20,momskip126,M,3,16.281,-41.589,0.391,0.532,25.723,29.69,1.003
real8,4,20,momskip126,Q,0,18.928,-42.877,0.441,0.639,24.56,17.98,1.012
real8,4,20,momskip126,Q,1,21.663,-43.214,0.501,0.735,24.476,21.33,1.003
real8,4,20,momskip126,Q,2,18.392,-43.866,0.419,0.626,24.224,17.53,1.004
real8,4,20,momskip126,Q,3,19.893,-43.916,0.453,0.679,24.185,18.97,1.004
real8,4,20,riskadj126,M,0,14.323,-43.107,0.332,0.474,24.656,28.24,1.005
real8,4,20,riskadj126,M,1,14.249,-47.074,0.303,0.467,25.194,26.67,1.002
real8,4,20,riskadj126,M,2,13.121,-45.574,0.288,0.429,24.839,24.01,1.002
real8,4,20,riskadj126,M,3,17.609,-35.764,0.492,0.597,24.229,30.66,1.002
real8,4,20,riskadj126,Q,0,15.891,-40.36,0.394,0.553,22.904,15.53,1.011
real8,4,20,riskadj126,Q,1,18.598,-40.937,0.454,0.655,22.966,17.86,1.003
real8,4,20,riskadj126,Q,2,17.515,-41.167,0.425,0.616,22.813,16.81,1.004
real8,4,20,riskadj126,Q,3,18.136,-40.909,0.443,0.643,22.669,17.19,1.004
real8,4,20,disthigh252,M,0,11.513,-46.183,0.249,0.382,22.767,30.42,1.006
real8,4,20,disthigh252,M,1,9.924,-50.11,0.198,0.318,22.875,30.33,1.003
real8,4,20,disthigh252,M,2,9.938,-45.511,0.218,0.319,22.578,29.64,1.003
real8,4,20,disthigh252,M,3,13.755,-36.867,0.373,0.478,22.095,35.47,1.003
real8,4,20,disthigh252,Q,0,14.667,-46.887,0.313,0.507,22.787,14.47,1.011
real8,4,20,disthigh252,Q,1,14.857,-47.805,0.311,0.513,22.94,15.36,1.004
real8,4,20,disthigh252,Q,2,14.273,-45.811,0.312,0.507,21.6,14.71,1.004
real8,4,20,disthigh252,Q,3,14.182,-49.16,0.288,0.503,21.61,13.57,1.004
real8,5,10,mom126,M,0,12.853,-54.458,0.236,0.406,27.322,24.66,1.005
real8,5,10,mom126,M,1,15.593,-53.07,0.294,0.466,31.652,26.87,1.002
real8,5,10,mom126,M,2,10.641,-54.807,0.194,0.331,28.102,21.36,1.003
real8,5,10,mom126,M,3,15.317,-43.244,0.354,0.458,31.644,29.41,1.003
real8,5,10,mom126,Q,0,21.398,-42.151,0.508,0.672,27.684,22.02,1.013
real8,5,10,mom126,Q,1,22.874,-38.957,0.587,0.709,28.192,23.28,1.003
real8,5,10,mom126,Q,2,21.375,-44.546,0.48,0.687,26.67,20.97,1.004
real8,5,10,mom126,Q,3,22.455,-40.286,0.557,0.709,27.345,21.44,1.004
real8,5,10,momskip126,M,0,12.912,-49.197,0.262,0.403,28.283,29.3,1.005
real8,5,10,momskip126,M,1,10.286,-52.773,0.195,0.317,30.895,25.75,1.003
real8,5,10,momskip126,M,2,11.394,-53.805,0.212,0.354,28.633,26.67,1.003
real8,5,10,momskip126,M,3,14.2,-45.634,0.311,0.434,30.168,31.49,1.003
real8,5,10,momskip126,Q,0,23.632,-37.237,0.635,0.74,27.621,27.96,1.014
real8,5,10,momskip126,Q,1,21.941,-41.005,0.535,0.653,30.358,26.94,1.004
real8,5,10,momskip126,Q,2,23.193,-44.804,0.518,0.729,27.481,28.84,1.004
real8,5,10,momskip126,Q,3,22.41,-39.544,0.567,0.72,26.59,25.71,1.004
real8,5,10,riskadj126,M,0,6.805,-50.874,0.134,0.198,26.493,18.98,1.005
real8,5,10,riskadj126,M,1,8.452,-54.286,0.156,0.261,35.545,22.43,1.003
real8,5,10,riskadj126,M,2,9.342,-56.02,0.167,0.287,27.966,23.69,1.003
real8,5,10,riskadj126,M,3,14.661,-46.014,0.319,0.421,34.92,32.04,1.003
real8,5,10,riskadj126,Q,0,20.078,-39.25,0.512,0.665,25.377,22.43,1.014
real8,5,10,riskadj126,Q,1,20.547,-35.273,0.583,0.666,26.273,24.28,1.004
real8,5,10,riskadj126,Q,2,22.936,-39.541,0.58,0.761,25.302,27.99,1.004
real8,5,10,riskadj126,Q,3,23.45,-33.952,0.691,0.784,24.98,28.71,1.004
real8,5,10,disthigh252,M,0,8.763,-53.917,0.163,0.264,27.469,27.77,1.006
real8,5,10,disthigh252,M,1,9.915,-53.828,0.184,0.312,24.439,34.99,1.004
real8,5,10,disthigh252,M,2,7.141,-57.251,0.125,0.208,27.038,27.36,1.004
real8,5,10,disthigh252,M,3,7.893,-53.793,0.147,0.236,21.541,27.49,1.004
real8,5,10,disthigh252,Q,0,13.08,-52.17,0.251,0.433,24.172,14.2,1.013
real8,5,10,disthigh252,Q,1,16.397,-53.168,0.308,0.542,25.272,18.19,1.004
real8,5,10,disthigh252,Q,2,13.275,-50.462,0.263,0.442,23.938,14.86,1.004
real8,5,10,disthigh252,Q,3,15.574,-43.946,0.354,0.55,22.288,16.85,1.005
real8,5,15,mom126,M,0,12.798,-55.317,0.231,0.406,26.831,20.67,1.005
real8,5,15,mom126,M,1,13.007,-52.553,0.248,0.41,27.342,23.39,1.002
real8,5,15,mom126,M,2,11.733,-53.779,0.218,0.372,26.388,21.88,1.002
real8,5,15,mom126,M,3,15.845,-45.761,0.346,0.503,27.248,27.72,1.003
real8,5,15,mom126,Q,0,20.731,-39.407,0.526,0.681,25.732,19.35,1.013
real8,5,15,mom126,Q,1,21.742,-36.472,0.596,0.713,25.768,20.37,1.003
real8,5,15,mom126,Q,2,20.968,-44.157,0.475,0.69,25.652,20.46,1.003
real8,5,15,mom126,Q,3,21.313,-41.302,0.516,0.705,25.445,20.97,1.004
real8,5,15,momskip126,M,0,14.051,-47.48,0.296,0.45,26.558,27.85,1.005
real8,5,15,momskip126,M,1,12.743,-49.009,0.26,0.4,27.767,27.6,1.002
real8,5,15,momskip126,M,2,11.415,-49.029,0.233,0.36,26.639,24.65,1.003
real8,5,15,momskip126,M,3,15.205,-43.867,0.347,0.476,28.114,32.36,1.003
real8,5,15,momskip126,Q,0,20.849,-36.221,0.576,0.692,25.28,23.37,1.013
real8,5,15,momskip126,Q,1,21.176,-35.956,0.589,0.689,26.16,24.49,1.004
real8,5,15,momskip126,Q,2,19.829,-44.265,0.448,0.657,25.323,20.15,1.004
real8,5,15,momskip126,Q,3,22.233,-35.519,0.626,0.744,24.981,23.96,1.004
real8,5,15,riskadj126,M,0,10.48,-50.255,0.209,0.324,27.5,20.93,1.005
real8,5,15,riskadj126,M,1,9.793,-50.625,0.193,0.301,27.721,22.06,1.002
real8,5,15,riskadj126,M,2,10.259,-50.13,0.205,0.325,24.835,22.45,1.002
real8,5,15,riskadj126,M,3,14.423,-38.677,0.373,0.457,27.032,29.65,1.003
real8,5,15,riskadj126,Q,0,19.632,-35.871,0.547,0.684,23.414,21.67,1.013
real8,5,15,riskadj126,Q,1,21.613,-33.772,0.64,0.756,23.398,22.55,1.003
real8,5,15,riskadj126,Q,2,19.341,-40.681,0.475,0.674,23.352,20.1,1.004
real8,5,15,riskadj126,Q,3,21.838,-33.858,0.645,0.774,22.949,23.12,1.004
real8,5,15,disthigh252,M,0,9.621,-49.142,0.196,0.305,22.915,28.81,1.006
real8,5,15,disthigh252,M,1,12.735,-48.282,0.264,0.423,23.769,38.33,1.004
real8,5,15,disthigh252,M,2,8.781,-50.177,0.175,0.27,23.204,29.27,1.004
real8,5,15,disthigh252,M,3,11.902,-39.915,0.298,0.422,20.121,37.37,1.004
real8,5,15,disthigh252,Q,0,14.828,-45.634,0.325,0.515,22.659,15.6,1.012
real8,5,15,disthigh252,Q,1,18.05,-44.569,0.405,0.624,23.565,20.42,1.004
real8,5,15,disthigh252,Q,2,13.838,-50.471,0.274,0.478,22.54,15.59,1.004
real8,5,15,disthigh252,Q,3,15.873,-39.689,0.4,0.578,21.221,18.04,1.004
real8,5,20,mom126,M,0,15.646,-49.091,0.319,0.508,26.028,24.21,1.005
real8,5,20,mom126,M,1,14.438,-52.02,0.278,0.454,27.791,24.98,1.002
real8,5,20,mom126,M,2,13.841,-48.711,0.284,0.448,25.818,23.2,1.002
real8,5,20,mom126,M,3,16.402,-45.075,0.364,0.506,28.749,27.55,1.002
real8,5,20,mom126,Q,0,21.556,-37.331,0.577,0.729,24.565,20.91,1.012
real8,5,20,mom126,Q,1,21.919,-37.685,0.582,0.739,24.707,21.11,1.003
real8,5,20,mom126,Q,2,19.954,-42.649,0.468,0.673,24.655,18.49,1.003
real8,5,20,mom126,Q,3,20.444,-39.506,0.517,0.701,24.055,18.65,1.003
real8,5,20,momskip126,M,0,15.817,-46.007,0.344,0.517,25.666,29.56,1.005
real8,5,20,momskip126,M,1,14.279,-47.134,0.303,0.462,25.97,27.17,1.002
real8,5,20,momskip126,M,2,12.785,-46.743,0.274,0.418,24.699,24.33,1.002
real8,5,20,momskip126,M,3,16.05,-45.177,0.355,0.529,25.314,29.96,1.003
real8,5,20,momskip126,Q,0,22.066,-35.002,0.63,0.748,24.485,24.16,1.013
real8,5,20,momskip126,Q,1,21.969,-33.419,0.657,0.739,24.821,23.57,1.003
real8,5,20,momskip126,Q,2,20.137,-42.413,0.475,0.685,24.303,20.72,1.004
real8,5,20,momskip126,Q,3,22.001,-34.248,0.642,0.757,23.958,22.31,1.004
real8,5,20,riskadj126,M,0,12.78,-46.761,0.273,0.415,25.112,22.68,1.005
real8,5,20,riskadj126,M,1,13.412,-46.37,0.289,0.425,26.824,25.48,1.002
real8,5,20,riskadj126,M,2,10.881,-47.767,0.228,0.351,23.998,21.88,1.002
real8,5,20,riskadj126,M,3,16.308,-37.043,0.44,0.529,25.99,30.74,1.002
real8,5,20,riskadj126,Q,0,19.207,-34.91,0.55,0.694,22.123,19.79,1.012
real8,5,20,riskadj126,Q,1,21.107,-32.244,0.655,0.761,22.386,21.13,1.003
real8,5,20,riskadj126,Q,2,19.647,-40.04,0.491,0.699,22.69,19.43,1.004
real8,5,20,riskadj126,Q,3,21.878,-31.963,0.684,0.799,22.022,21.82,1.004
real8,5,20,disthigh252,M,0,12.815,-46.035,0.278,0.436,22.572,32.75,1.006
real8,5,20,disthigh252,M,1,11.766,-46.44,0.253,0.397,22.159,33.7,1.003
real8,5,20,disthigh252,M,2,9.566,-45.614,0.21,0.308,21.528,28.75,1.003
real8,5,20,disthigh252,M,3,13.856,-33.657,0.412,0.503,20.585,37.97,1.003
real8,5,20,disthigh252,Q,0,16.195,-41.512,0.39,0.588,21.411,16.93,1.012
real8,5,20,disthigh252,Q,1,16.692,-38.332,0.435,0.584,22.851,17.91,1.004
real8,5,20,disthigh252,Q,2,13.368,-48.849,0.274,0.472,21.41,14.9,1.004
real8,5,20,disthigh252,Q,3,16.557,-39.057,0.424,0.614,20.809,17.22,1.004
