day,arm,kind,level,thresh_comb,dwell,fired,fire_hm,touch_comb,exit_comb,overshoot_pts,gross_lot,net_lot,net_6L,hold_net_lot,hold_net_6L,delta_lot,delta_6L,recovered
2026-08-13,RS1500,rs,1500,274.8,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS1500,rs,1500,274.8,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS2000,rs,2000,299.8,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS2000,rs,2000,299.8,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS2500,rs,2500,324.8,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS2500,rs,2500,324.8,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS3000,rs,3000,349.8,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS3000,rs,3000,349.8,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS4000,rs,4000,399.8,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS4000,rs,4000,399.8,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS5000,rs,5000,449.8,1,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-13,RS5000,rs,5000,449.8,2,0,,,114.45,,1707,1684,10102,1684,10102,0,0,
2026-08-20,FRAC25,frac,0.25,229.56,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC25,frac,0.25,229.56,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC30,frac,0.3,238.75,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC30,frac,0.3,238.75,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC35,frac,0.35,247.93,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC35,frac,0.35,247.93,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC40,frac,0.4,257.11,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC40,frac,0.4,257.11,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC50,frac,0.5,275.48,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC50,frac,0.5,275.48,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC60,frac,0.6,293.84,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC60,frac,0.6,293.84,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC75,frac,0.75,321.39,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC75,frac,0.75,321.39,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC100,frac,1.0,367.3,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,FRAC100,frac,1.0,367.3,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS1000,rs,1000,233.65,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS1000,rs,1000,233.65,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS1500,rs,1500,258.65,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS1500,rs,1500,258.65,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS2000,rs,2000,283.65,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS2000,rs,2000,283.65,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS2500,rs,2500,308.65,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS2500,rs,2500,308.65,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS3000,rs,3000,333.65,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS3000,rs,3000,333.65,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS4000,rs,4000,383.65,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS4000,rs,4000,383.65,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS5000,rs,5000,433.65,1,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
2026-08-20,RS5000,rs,5000,433.65,2,0,,,123.1,,1211,1188,7129,1188,7129,0,0,
