venue,entry,T,arm,scope,n,mean,median,win_pct,t,worst,total
SENSEX,09:16,55,CSL30,ALLDTE,81,-14,178,57,-0.12,-3944,-1126
SENSEX,09:16,55,CSL30,LIVEDTE,34,-257,66,53,-1.1,-3944,-8741
SENSEX,09:16,55,MOVE04,ALLDTE,81,-53,177,52,-0.48,-3630,-4290
SENSEX,09:16,55,MOVE04,LIVEDTE,34,-222,28,50,-1.05,-3630,-7561
SENSEX,09:16,55,NOSTOP,ALLDTE,81,-18,178,57,-0.15,-3891,-1455
SENSEX,09:16,55,NOSTOP,LIVEDTE,34,-267,66,53,-1.12,-3891,-9070
SENSEX,09:16,55,PERLEG30,ALLDTE,81,-63,177,56,-0.59,-3466,-5138
SENSEX,09:16,55,PERLEG30,LIVEDTE,34,-83,176,62,-0.46,-3466,-2806
SENSEX,09:16,55,RUP2500,ALLDTE,81,-14,178,57,-0.12,-3346,-1105
SENSEX,09:16,55,RUP2500,LIVEDTE,34,-221,66,53,-1.01,-3346,-7502
SENSEX,09:16,60,CSL15,ALLDTE,81,32,239,60,0.29,-2695,2610
SENSEX,09:16,60,CSL15,LIVEDTE,34,-93,338,56,-0.47,-2354,-3165
SENSEX,09:16,60,CSL20,ALLDTE,81,49,239,60,0.45,-3346,4008
SENSEX,09:16,60,CSL20,LIVEDTE,34,-155,338,56,-0.7,-3346,-5262
SENSEX,09:16,60,CSL25,ALLDTE,81,29,239,60,0.25,-3517,2332
SENSEX,09:16,60,CSL25,LIVEDTE,34,-204,338,56,-0.86,-3517,-6938
SENSEX,09:16,60,CSL30,ALLDTE,81,7,239,60,0.05,-3944,546
SENSEX,09:16,60,CSL30,LIVEDTE,34,-257,338,56,-1.0,-3944,-8724
SENSEX,09:16,60,MOVE04,ALLDTE,81,-35,68,54,-0.31,-3557,-2847
SENSEX,09:16,60,MOVE04,LIVEDTE,34,-212,-14,50,-0.97,-3557,-7211
SENSEX,09:16,60,NOSTOP,ALLDTE,81,25,239,60,0.21,-3684,2004
SENSEX,09:16,60,NOSTOP,LIVEDTE,34,-214,338,56,-0.87,-3684,-7266
SENSEX,09:16,60,PERLEG30,ALLDTE,81,-55,68,54,-0.5,-3763,-4482
SENSEX,09:16,60,PERLEG30,LIVEDTE,34,-80,146,59,-0.41,-3763,-2707
SENSEX,09:16,60,RUP2500,ALLDTE,81,14,239,60,0.12,-3346,1137
SENSEX,09:16,60,RUP2500,LIVEDTE,34,-208,338,56,-0.87,-3346,-7059
SENSEX,09:16,65,CSL15,ALLDTE,81,-5,99,60,-0.04,-2695,-392
SENSEX,09:16,65,CSL15,LIVEDTE,34,-121,108,59,-0.58,-2354,-4128
SENSEX,09:16,65,CSL20,ALLDTE,81,13,120,62,0.11,-3346,1065
SENSEX,09:16,65,CSL20,LIVEDTE,34,-186,108,59,-0.8,-3346,-6312
SENSEX,09:16,65,CSL25,ALLDTE,81,6,120,62,0.05,-3517,494
SENSEX,09:16,65,CSL25,LIVEDTE,34,-202,108,59,-0.84,-3517,-6883
SENSEX,09:16,65,CSL30,ALLDTE,81,-34,120,62,-0.25,-5127,-2735
SENSEX,09:16,65,CSL30,LIVEDTE,34,-297,108,59,-1.06,-5127,-10112
SENSEX,09:16,65,MOVE04,ALLDTE,81,-35,99,57,-0.29,-3621,-2807
SENSEX,09:16,65,MOVE04,LIVEDTE,34,-220,52,53,-0.96,-3621,-7470
SENSEX,09:16,65,NOSTOP,ALLDTE,81,-44,120,62,-0.31,-5676,-3540
SENSEX,09:16,65,NOSTOP,LIVEDTE,34,-321,108,59,-1.1,-5676,-10917
SENSEX,09:16,65,PERLEG30,ALLDTE,81,-52,79,53,-0.44,-4515,-4185
SENSEX,09:16,65,PERLEG30,LIVEDTE,34,-94,203,56,-0.44,-4515,-3211
SENSEX,09:16,65,RUP2500,ALLDTE,81,-14,120,62,-0.11,-3346,-1157
SENSEX,09:16,65,RUP2500,LIVEDTE,34,-225,108,59,-0.91,-3346,-7650
SENSEX,10:30,20,CSL15,ALLDTE,82,-175,-106,28,-3.72,-2461,-14339
SENSEX,10:30,20,CSL15,LIVEDTE,17,28,-2,47,0.65,-184,479
SENSEX,10:30,20,CSL20,ALLDTE,82,-175,-106,28,-3.72,-2461,-14339
SENSEX,10:30,20,CSL20,LIVEDTE,17,28,-2,47,0.65,-184,479
SENSEX,10:30,20,CSL25,ALLDTE,82,-175,-106,28,-3.72,-2461,-14339
SENSEX,10:30,20,CSL25,LIVEDTE,17,28,-2,47,0.65,-184,479
SENSEX,10:30,20,CSL30,ALLDTE,82,-175,-106,28,-3.72,-2461,-14339
SENSEX,10:30,20,CSL30,LIVEDTE,17,28,-2,47,0.65,-184,479
SENSEX,10:30,20,MOVE04,ALLDTE,82,-147,-106,28,-4.13,-1606,-12028
SENSEX,10:30,20,MOVE04,LIVEDTE,17,28,-2,47,0.65,-184,479
SENSEX,10:30,20,NOSTOP,ALLDTE,82,-158,-106,28,-4.01,-1667,-12932
SENSEX,10:30,20,NOSTOP,LIVEDTE,17,28,-2,47,0.65,-184,479
SENSEX,10:30,20,PERLEG30,ALLDTE,82,-243,-124,26,-3.21,-5172,-19918
SENSEX,10:30,20,PERLEG30,LIVEDTE,17,28,-2,47,0.65,-184,479
SENSEX,10:30,20,RUP2500,ALLDTE,82,-158,-106,28,-4.01,-1667,-12932
SENSEX,10:30,20,RUP2500,LIVEDTE,17,28,-2,47,0.65,-184,479
SENSEX,10:30,25,CSL15,ALLDTE,82,-193,-128,29,-4.23,-2461,-15863
SENSEX,10:30,25,CSL15,LIVEDTE,17,16,34,53,0.35,-310,272
SENSEX,10:30,25,CSL20,ALLDTE,82,-180,-128,29,-4.2,-2461,-14723
SENSEX,10:30,25,CSL20,LIVEDTE,17,16,34,53,0.35,-310,272
SENSEX,10:30,25,CSL25,ALLDTE,82,-180,-128,29,-4.2,-2461,-14723
SENSEX,10:30,25,CSL25,LIVEDTE,17,16,34,53,0.35,-310,272
SENSEX,10:30,25,CSL30,ALLDTE,82,-180,-128,29,-4.2,-2461,-14723
SENSEX,10:30,25,CSL30,LIVEDTE,17,16,34,53,0.35,-310,272
SENSEX,10:30,25,MOVE04,ALLDTE,82,-154,-128,29,-4.88,-1263,-12600
SENSEX,10:30,25,MOVE04,LIVEDTE,17,16,34,53,0.35,-310,272
SENSEX,10:30,25,NOSTOP,ALLDTE,82,-159,-128,29,-4.79,-1263,-13059
SENSEX,10:30,25,NOSTOP,LIVEDTE,17,16,34,53,0.35,-310,272
SENSEX,10:30,25,PERLEG30,ALLDTE,82,-287,-140,27,-3.65,-5172,-23568
SENSEX,10:30,25,PERLEG30,LIVEDTE,17,16,34,53,0.35,-310,272
SENSEX,10:30,25,RUP2500,ALLDTE,82,-159,-128,29,-4.79,-1263,-13059
SENSEX,10:30,25,RUP2500,LIVEDTE,17,16,34,53,0.35,-310,272
SENSEX,10:30,30,CSL15,ALLDTE,82,-169,-86,33,-3.43,-2461,-13863
SENSEX,10:30,30,CSL15,LIVEDTE,17,-42,-54,47,-0.69,-541,-714
SENSEX,10:30,30,CSL20,ALLDTE,82,-166,-86,33,-3.44,-2461,-13631
SENSEX,10:30,30,CSL20,LIVEDTE,17,-42,-54,47,-0.69,-541,-714
SENSEX,10:30,30,CSL25,ALLDTE,82,-181,-86,33,-3.32,-2555,-14835
SENSEX,10:30,30,CSL25,LIVEDTE,17,-42,-54,47,-0.69,-541,-714
SENSEX,10:30,30,CSL30,ALLDTE,82,-181,-86,33,-3.32,-2555,-14835
SENSEX,10:30,30,CSL30,LIVEDTE,17,-42,-54,47,-0.69,-541,-714
SENSEX,10:30,30,MOVE04,ALLDTE,82,-164,-86,33,-3.42,-2555,-13457
SENSEX,10:30,30,MOVE04,LIVEDTE,17,-42,-54,47,-0.69,-541,-714
SENSEX,10:30,30,NOSTOP,ALLDTE,82,-162,-86,33,-3.4,-2555,-13323
SENSEX,10:30,30,NOSTOP,LIVEDTE,17,-42,-54,47,-0.69,-541,-714
SENSEX,10:30,30,PERLEG30,ALLDTE,82,-281,-130,32,-3.49,-5172,-23045
SENSEX,10:30,30,PERLEG30,LIVEDTE,17,-42,-54,47,-0.68,-541,-711
SENSEX,10:30,30,RUP2500,ALLDTE,82,-162,-86,33,-3.4,-2555,-13323
SENSEX,10:30,30,RUP2500,LIVEDTE,17,-42,-54,47,-0.69,-541,-714
SENSEX,10:30,35,CSL15,ALLDTE,82,-141,-60,41,-2.65,-2461,-11532
SENSEX,10:30,35,CSL15,LIVEDTE,17,-51,62,65,-0.46,-944,-863
SENSEX,10:30,35,CSL20,ALLDTE,82,-135,-60,41,-2.62,-2461,-11057
SENSEX,10:30,35,CSL20,LIVEDTE,17,-51,62,65,-0.46,-944,-863
SENSEX,10:30,35,CSL25,ALLDTE,82,-144,-60,41,-2.58,-2555,-11794
SENSEX,10:30,35,CSL25,LIVEDTE,17,-51,62,65,-0.46,-944,-863
SENSEX,10:30,35,CSL30,ALLDTE,82,-144,-60,41,-2.58,-2555,-11794
SENSEX,10:30,35,CSL30,LIVEDTE,17,-51,62,65,-0.46,-944,-863
SENSEX,10:30,35,MOVE04,ALLDTE,82,-113,-60,41,-2.69,-1382,-9248
SENSEX,10:30,35,MOVE04,LIVEDTE,17,-51,62,65,-0.46,-944,-863
SENSEX,10:30,35,NOSTOP,ALLDTE,82,-108,-60,41,-2.6,-1382,-8824
SENSEX,10:30,35,NOSTOP,LIVEDTE,17,-51,62,65,-0.46,-944,-863
SENSEX,10:30,35,PERLEG30,ALLDTE,82,-274,-77,38,-3.24,-5172,-22431
SENSEX,10:30,35,PERLEG30,LIVEDTE,17,-88,62,65,-0.8,-999,-1493
SENSEX,10:30,35,RUP2500,ALLDTE,82,-108,-60,41,-2.6,-1382,-8824
SENSEX,10:30,35,RUP2500,LIVEDTE,17,-51,62,65,-0.46,-944,-863
SENSEX,10:30,40,CSL15,ALLDTE,82,-111,-21,48,-2.11,-2461,-9066
SENSEX,10:30,40,CSL15,LIVEDTE,17,60,89,71,0.76,-581,1015
SENSEX,10:30,40,CSL20,ALLDTE,82,-106,-21,48,-2.07,-2461,-8685
SENSEX,10:30,40,CSL20,LIVEDTE,17,60,89,71,0.76,-581,1015
SENSEX,10:30,40,CSL25,ALLDTE,82,-116,-21,48,-2.08,-2555,-9493
SENSEX,10:30,40,CSL25,LIVEDTE,17,60,89,71,0.76,-581,1015
SENSEX,10:30,40,CSL30,ALLDTE,82,-116,-21,48,-2.08,-2555,-9493
SENSEX,10:30,40,CSL30,LIVEDTE,17,60,89,71,0.76,-581,1015
SENSEX,10:30,40,MOVE04,ALLDTE,82,-84,-21,48,-2.03,-1397,-6873
SENSEX,10:30,40,MOVE04,LIVEDTE,17,60,89,71,0.76,-581,1015
SENSEX,10:30,40,NOSTOP,ALLDTE,82,-78,-21,48,-1.93,-1397,-6422
SENSEX,10:30,40,NOSTOP,LIVEDTE,17,60,89,71,0.76,-581,1015
SENSEX,10:30,40,PERLEG30,ALLDTE,82,-294,-71,40,-3.12,-5172,-24140
SENSEX,10:30,40,PERLEG30,LIVEDTE,17,-148,76,59,-1.1,-1585,-2522
SENSEX,10:30,40,RUP2500,ALLDTE,82,-78,-21,48,-1.93,-1397,-6422
SENSEX,10:30,40,RUP2500,LIVEDTE,17,60,89,71,0.76,-581,1015
SENSEX,10:30,45,CSL15,ALLDTE,82,-100,-40,46,-1.89,-2461,-8164
SENSEX,10:30,45,CSL15,LIVEDTE,17,31,43,59,0.43,-493,525
SENSEX,10:30,45,CSL20,ALLDTE,82,-85,-40,46,-1.7,-2461,-6973
SENSEX,10:30,45,CSL20,LIVEDTE,17,31,43,59,0.43,-493,525
SENSEX,10:30,45,CSL25,ALLDTE,82,-99,-40,46,-1.77,-2555,-8149
SENSEX,10:30,45,CSL25,LIVEDTE,17,31,43,59,0.43,-493,525
SENSEX,10:30,45,CSL30,ALLDTE,82,-99,-40,46,-1.77,-2555,-8149
SENSEX,10:30,45,CSL30,LIVEDTE,17,31,43,59,0.43,-493,525
SENSEX,10:30,45,MOVE04,ALLDTE,82,-69,-60,45,-1.66,-1690,-5649
SENSEX,10:30,45,MOVE04,LIVEDTE,17,31,43,59,0.43,-493,525
SENSEX,10:30,45,NOSTOP,ALLDTE,82,-56,-40,46,-1.4,-1690,-4599
SENSEX,10:30,45,NOSTOP,LIVEDTE,17,31,43,59,0.43,-493,525
SENSEX,10:30,45,PERLEG30,ALLDTE,82,-263,-82,41,-2.97,-5172,-21546
SENSEX,10:30,45,PERLEG30,LIVEDTE,17,-145,43,59,-1.18,-1249,-2464
SENSEX,10:30,45,RUP2500,ALLDTE,82,-56,-40,46,-1.4,-1690,-4599
SENSEX,10:30,45,RUP2500,LIVEDTE,17,31,43,59,0.43,-493,525
SENSEX,10:30,50,CSL15,ALLDTE,82,-82,50,51,-1.42,-2461,-6715
SENSEX,10:30,50,CSL15,LIVEDTE,17,139,101,71,1.9,-382,2364
SENSEX,10:30,50,CSL20,ALLDTE,82,-68,55,52,-1.18,-2461,-5614
SENSEX,10:30,50,CSL20,LIVEDTE,17,139,101,71,1.9,-382,2364
SENSEX,10:30,50,CSL25,ALLDTE,82,-92,55,52,-1.38,-2555,-7514
SENSEX,10:30,50,CSL25,LIVEDTE,17,139,101,71,1.9,-382,2364
SENSEX,10:30,50,CSL30,ALLDTE,82,-92,55,52,-1.38,-2555,-7514
SENSEX,10:30,50,CSL30,LIVEDTE,17,139,101,71,1.9,-382,2364
SENSEX,10:30,50,MOVE04,ALLDTE,82,-63,50,51,-1.05,-3311,-5140
SENSEX,10:30,50,MOVE04,LIVEDTE,17,139,101,71,1.9,-382,2364
SENSEX,10:30,50,NOSTOP,ALLDTE,82,-46,55,52,-0.85,-2616,-3757
SENSEX,10:30,50,NOSTOP,LIVEDTE,17,139,101,71,1.9,-382,2364
SENSEX,10:30,50,PERLEG30,ALLDTE,82,-229,-54,45,-2.55,-5172,-18745
SENSEX,10:30,50,PERLEG30,LIVEDTE,17,-130,70,65,-0.86,-1621,-2216
SENSEX,10:30,50,RUP2500,ALLDTE,82,-54,55,52,-0.92,-3311,-4452
SENSEX,10:30,50,RUP2500,LIVEDTE,17,139,101,71,1.9,-382,2364
SENSEX,10:30,55,CSL15,ALLDTE,82,-103,38,55,-1.63,-2461,-8448
SENSEX,10:30,55,CSL15,LIVEDTE,17,141,99,76,1.52,-609,2391
SENSEX,10:30,55,CSL20,ALLDTE,82,-98,38,55,-1.54,-2461,-8015
SENSEX,10:30,55,CSL20,LIVEDTE,17,141,99,76,1.52,-609,2391
SENSEX,10:30,55,CSL25,ALLDTE,82,-121,38,55,-1.7,-2555,-9915
SENSEX,10:30,55,CSL25,LIVEDTE,17,141,99,76,1.52,-609,2391
SENSEX,10:30,55,CSL30,ALLDTE,82,-121,38,55,-1.7,-2555,-9915
SENSEX,10:30,55,CSL30,LIVEDTE,17,141,99,76,1.52,-609,2391
SENSEX,10:30,55,MOVE04,ALLDTE,82,-68,35,54,-1.15,-3311,-5561
SENSEX,10:30,55,MOVE04,LIVEDTE,17,141,99,76,1.52,-609,2391
SENSEX,10:30,55,NOSTOP,ALLDTE,82,-48,38,55,-0.96,-1923,-3960
SENSEX,10:30,55,NOSTOP,LIVEDTE,17,141,99,76,1.52,-609,2391
SENSEX,10:30,55,PERLEG30,ALLDTE,82,-247,-36,48,-2.63,-5172,-20230
SENSEX,10:30,55,PERLEG30,LIVEDTE,17,-134,99,65,-0.84,-1779,-2276
SENSEX,10:30,55,RUP2500,ALLDTE,82,-72,38,55,-1.17,-3311,-5935
SENSEX,10:30,55,RUP2500,LIVEDTE,17,141,99,76,1.52,-609,2391
SENSEX,10:30,60,CSL15,ALLDTE,82,-102,74,56,-1.49,-2461,-8371
SENSEX,10:30,60,CSL15,LIVEDTE,17,120,198,71,1.08,-890,2042
SENSEX,10:30,60,CSL20,ALLDTE,82,-104,74,56,-1.5,-2461,-8541
SENSEX,10:30,60,CSL20,LIVEDTE,17,120,198,71,1.08,-890,2042
SENSEX,10:30,60,CSL25,ALLDTE,82,-127,74,56,-1.66,-2555,-10441
SENSEX,10:30,60,CSL25,LIVEDTE,17,120,198,71,1.08,-890,2042
SENSEX,10:30,60,CSL30,ALLDTE,82,-127,74,56,-1.66,-2555,-10441
SENSEX,10:30,60,CSL30,LIVEDTE,17,120,198,71,1.08,-890,2042
SENSEX,10:30,60,MOVE04,ALLDTE,82,-82,74,56,-1.23,-3311,-6695
SENSEX,10:30,60,MOVE04,LIVEDTE,17,120,198,71,1.08,-890,2042
SENSEX,10:30,60,NOSTOP,ALLDTE,82,-57,74,56,-0.99,-1821,-4689
SENSEX,10:30,60,NOSTOP,LIVEDTE,17,120,198,71,1.08,-890,2042
SENSEX,10:30,60,PERLEG30,ALLDTE,82,-232,0,50,-2.44,-5172,-19065
SENSEX,10:30,60,PERLEG30,LIVEDTE,17,-107,175,59,-0.6,-2017,-1814
SENSEX,10:30,60,RUP2500,ALLDTE,82,-89,74,56,-1.28,-3311,-7286
SENSEX,10:30,60,RUP2500,LIVEDTE,17,120,198,71,1.08,-890,2042
SENSEX,10:30,65,CSL15,ALLDTE,82,-55,104,57,-0.76,-2464,-4499
SENSEX,10:30,65,CSL15,LIVEDTE,17,202,282,82,1.92,-758,3432
SENSEX,10:30,65,CSL20,ALLDTE,82,-66,104,57,-0.89,-2464,-5427
SENSEX,10:30,65,CSL20,LIVEDTE,17,202,282,82,1.92,-758,3432
SENSEX,10:30,65,CSL25,ALLDTE,82,-104,104,57,-1.2,-2905,-8496
SENSEX,10:30,65,CSL25,LIVEDTE,17,202,282,82,1.92,-758,3432
SENSEX,10:30,65,CSL30,ALLDTE,82,-104,104,57,-1.2,-2905,-8496
SENSEX,10:30,65,CSL30,LIVEDTE,17,202,282,82,1.92,-758,3432
SENSEX,10:30,65,MOVE04,ALLDTE,82,-46,98,56,-0.62,-3311,-3746
SENSEX,10:30,65,MOVE04,LIVEDTE,17,202,282,82,1.92,-758,3432
SENSEX,10:30,65,NOSTOP,ALLDTE,82,-18,104,57,-0.28,-2762,-1499
SENSEX,10:30,65,NOSTOP,LIVEDTE,17,202,282,82,1.92,-758,3432
SENSEX,10:30,65,PERLEG30,ALLDTE,82,-237,-16,49,-2.41,-5172,-19411
SENSEX,10:30,65,PERLEG30,LIVEDTE,17,-137,193,71,-0.65,-2648,-2326
SENSEX,10:30,65,RUP2500,ALLDTE,82,-55,104,57,-0.7,-3311,-4508
SENSEX,10:30,65,RUP2500,LIVEDTE,17,202,282,82,1.92,-758,3432
