signal,outcome,horizon,is_placebo,ic_raw,t_raw,ic_partial,t_partial,stable_partial,ic_shuffled,abs_partial,placebo_ceiling,pct_raw_surviving,alive,n_raw,ic_partial_NIFTY,ic_partial_SENSEX,ic_raw_NIFTY,ic_raw_SENSEX,ic_shuffled_NIFTY,ic_shuffled_SENSEX,n_partial,n_shuffled,stable_raw,stable_shuffled,t_shuffled
dist_wall_pe,fret,5,0,0.1208,11.13,0.0029,0.32,0,-0.0057,0.0029,0.0107,2.4,0,162,-0.0024,0.0081,0.1168,0.1247,-0.0223,0.0109,162,156,1,0,-0.6
placebo_prem,fabs,30,1,-0.1549,-8.5,0.0029,1.21,0,-0.0352,0.0029,0.0067,1.9,0,162,0.0048,0.0011,-0.1576,-0.1523,-0.0442,-0.0261,162,156,1,0,-1.88
d_pcr_oi_atm5_15,fdprem,15,0,0.0031,0.29,-0.0029,-0.3,0,0.0074,0.0029,0.0481,93.5,0,162,0.0025,-0.0082,0.0097,-0.0035,0.0133,0.0015,162,156,0,0,0.6
doi_pe_5,fdprem,60,0,-0.011,-0.64,0.0029,0.29,0,0.0001,0.0029,0.0129,26.4,0,162,0.0027,0.0031,-0.0184,-0.0036,-0.001,0.0012,162,156,0,0,0.01
mp_dev,fdprem,60,0,0.025,0.92,-0.0029,-0.15,0,0.0384,0.0029,0.0129,11.6,0,162,-0.0031,-0.0027,0.0365,0.0136,0.069,0.0078,162,156,0,0,1.48
d_pcr_oi_atm5_15,fdprem_n,15,0,0.0031,0.29,-0.0029,-0.3,0,0.0074,0.0029,0.0481,93.5,0,162,0.0025,-0.0082,0.0097,-0.0035,0.0133,0.0015,162,156,0,0,0.6
doi_pe_5,fdprem_n,60,0,-0.011,-0.64,0.0029,0.29,0,0.0001,0.0029,0.0129,26.4,0,162,0.0027,0.0031,-0.0184,-0.0036,-0.001,0.0012,162,156,0,0,0.01
mp_dev,fdprem_n,60,0,0.025,0.92,-0.0029,-0.15,0,0.0384,0.0029,0.0129,11.6,0,162,-0.0031,-0.0027,0.0365,0.0136,0.069,0.0078,162,156,0,0,1.48
d_pcr_oi_atm5_15,fret,60,0,0.0023,0.18,-0.0028,-0.25,0,0.0422,0.0028,0.0047,121.7,0,162,-0.0242,0.0185,-0.0137,0.0183,0.0443,0.04,162,156,0,0,3.28
placebo_pastret15,fabs,15,1,-0.002,-0.19,0.0028,2.49,0,0.0177,0.0028,0.0046,140.0,0,162,0.0011,0.0046,-0.0046,0.0006,0.0164,0.0191,162,156,0,0,1.68
placebo_prem,fret,30,1,-0.0088,-0.29,0.0027,1.04,0,0.0487,0.0027,0.0092,30.7,0,162,0.0,0.0053,-0.0069,-0.0106,0.0592,0.0383,162,156,0,0,1.97
skew,fdprem,5,0,0.0247,2.51,0.0027,0.22,0,0.0094,0.0027,0.0159,10.9,0,128,0.0102,-0.0049,0.0273,0.0222,0.0196,-0.0017,128,92,0,0,0.75
placebo_time,fdprem,30,1,-0.0383,-1.63,0.0027,0.78,0,-0.0386,0.0027,0.0491,7.0,0,162,0.0011,0.0042,-0.0418,-0.0348,-0.0414,-0.0358,162,162,0,0,-1.63
skew,fdprem_n,5,0,0.0247,2.51,0.0027,0.22,0,0.0094,0.0027,0.0159,10.9,0,128,0.0102,-0.0049,0.0273,0.0222,0.0196,-0.0017,128,92,0,0,0.75
placebo_time,fdprem_n,30,1,-0.0383,-1.63,0.0027,0.78,0,-0.0386,0.0027,0.0491,7.0,0,162,0.0011,0.0042,-0.0418,-0.0348,-0.0414,-0.0358,162,162,0,0,-1.63
placebo_prem,fret,5,1,-0.0008,-0.06,0.0026,1.45,0,0.0314,0.0026,0.0107,325.0,0,162,0.0008,0.0045,-0.0014,-0.0001,0.0399,0.0229,162,156,0,0,3.01
pcr_vol_atm5,fdprem,5,0,0.0194,1.84,-0.0026,-0.26,0,-0.0008,0.0026,0.0159,13.4,0,162,0.0098,-0.0151,0.0259,0.0128,0.0028,-0.0045,162,156,0,0,-0.09
pcr_vol_atm5,fdprem_n,5,0,0.0194,1.84,-0.0026,-0.26,0,-0.0008,0.0026,0.0159,13.4,0,162,0.0098,-0.0151,0.0259,0.0128,0.0028,-0.0045,162,156,0,0,-0.09
wall_squeeze,fret,5,0,0.1219,11.01,-0.0025,-0.23,0,0.0147,0.0025,0.0107,2.1,0,153,-0.0147,0.0101,0.1223,0.1215,0.0263,0.0016,153,138,1,0,1.39
dist_wall_pe,fdprem,15,0,0.0512,2.84,0.0025,0.17,0,0.0043,0.0025,0.0481,4.9,0,162,-0.0137,0.0186,0.0537,0.0487,0.0066,0.0021,162,156,0,0,0.29
dist_wall_pe,fdprem_n,15,0,0.0512,2.84,0.0025,0.17,0,0.0043,0.0025,0.0481,4.9,0,162,-0.0137,0.0186,0.0537,0.0487,0.0066,0.0021,162,156,0,0,0.29
doi_net_15,fabs,15,0,-0.0095,-0.77,-0.0024,-0.25,0,0.0341,0.0024,0.0046,25.3,0,162,-0.001,-0.0039,-0.0115,-0.0075,0.0366,0.0316,162,156,0,0,2.86
doi_wing_15,fdprem,15,0,-0.005,-0.37,0.0024,0.2,0,0.0035,0.0024,0.0481,48.0,0,162,0.0165,-0.0117,0.0125,-0.0226,0.0101,-0.0031,162,156,0,0,0.26
doi_wing_15,fdprem_n,15,0,-0.005,-0.37,0.0024,0.2,0,0.0035,0.0024,0.0481,48.0,0,162,0.0165,-0.0117,0.0125,-0.0226,0.0101,-0.0031,162,156,0,0,0.26
d_atm_iv_15,fret,60,0,0.0021,0.11,0.0023,0.12,0,-0.0102,0.0023,0.0047,109.5,0,128,-0.0073,0.0119,-0.0151,0.0192,-0.0071,-0.0136,128,92,0,0,-0.44
placebo_prem,fdprem,60,1,-0.4252,-17.44,-0.0023,-0.96,0,-0.0098,0.0023,0.0129,0.5,0,162,-0.0057,0.0011,-0.4236,-0.4267,-0.0299,0.0104,162,156,1,0,-0.33
placebo_prem,fdprem_n,60,1,-0.4252,-17.44,-0.0023,-0.96,0,-0.0098,0.0023,0.0129,0.5,0,162,-0.0057,0.0011,-0.4236,-0.4267,-0.0299,0.0104,162,156,1,0,-0.33
mp_drift_15,fret,15,0,-0.0307,-2.42,-0.0022,-0.2,0,0.0011,0.0022,0.0198,7.2,0,158,-0.0016,-0.0028,-0.0318,-0.0296,0.0167,-0.0138,158,147,0,0,0.08
wall_squeeze,fret,60,0,0.3064,11.21,0.0022,0.11,0,-0.0049,0.0022,0.0047,0.7,0,150,0.0201,-0.0162,0.3263,0.2859,-0.0009,-0.0093,150,134,1,0,-0.15
pcr_oi_all,fdprem,5,0,-0.0179,-1.75,0.0022,0.2,0,0.0001,0.0022,0.0159,12.3,0,162,-0.0023,0.0067,-0.0199,-0.0159,0.0053,-0.0052,162,156,0,0,0.01
placebo_negspot,fdprem,60,1,0.0753,2.14,-0.0022,-1.12,0,0.028,0.0022,0.0129,2.9,0,162,-0.0038,-0.0006,0.0782,0.0723,0.0244,0.0315,162,156,0,0,0.83
pcr_oi_all,fdprem_n,5,0,-0.0179,-1.75,0.0022,0.2,0,0.0001,0.0022,0.0159,12.3,0,162,-0.0023,0.0067,-0.0199,-0.0159,0.0053,-0.0052,162,156,0,0,0.01
placebo_negspot,fdprem_n,60,1,0.0753,2.14,-0.0022,-1.12,0,0.028,0.0022,0.0129,2.9,0,162,-0.0038,-0.0006,0.0782,0.0723,0.0244,0.0315,162,156,0,0,0.83
d_pcr_oi_atm5_15,fdprem,5,0,0.0033,0.44,0.0021,0.27,0,-0.0111,0.0021,0.0159,63.6,0,162,0.0002,0.004,0.0024,0.0043,-0.0038,-0.0183,162,156,0,0,-1.38
d_pcr_oi_atm5_15,fdprem_n,5,0,0.0033,0.44,0.0021,0.27,0,-0.0111,0.0021,0.0159,63.6,0,162,0.0002,0.004,0.0024,0.0043,-0.0038,-0.0183,162,156,0,0,-1.38
doi_pe_30,fret,30,0,-0.048,-2.3,0.0018,0.09,0,0.039,0.0018,0.0092,3.8,0,162,0.0047,-0.001,-0.0569,-0.0391,0.0426,0.0355,162,156,0,0,1.73
placebo_pastret15,fabs,5,1,-0.0182,-2.29,-0.0018,-1.75,0,0.013,0.0018,0.0092,9.9,0,162,-0.0008,-0.0028,-0.0171,-0.0193,0.0154,0.0107,162,156,0,0,1.74
d_atm_iv_15,fabs,60,0,-0.0514,-3.05,-0.0018,-0.11,0,-0.0212,0.0018,0.0261,3.5,0,128,0.0012,-0.0048,-0.0432,-0.0595,-0.0316,-0.0099,128,92,0,0,-1.12
doi_pe_30,fret,60,0,-0.0836,-3.46,0.0017,0.07,0,0.0648,0.0017,0.0047,2.0,0,162,0.0046,-0.0012,-0.095,-0.0721,0.0693,0.0604,162,156,0,0,2.45
placebo_prem,fabs,5,1,-0.012,-1.26,0.0017,1.11,0,0.01,0.0017,0.0092,14.2,0,162,0.0005,0.003,-0.0098,-0.0141,0.0153,0.0046,162,156,0,0,1.15
dist_wall_ce,fdprem,60,0,0.0382,1.25,0.0017,0.09,0,-0.0013,0.0017,0.0129,4.5,0,162,0.0192,-0.0157,0.0381,0.0383,-0.0092,0.0066,162,156,0,0,-0.05
dist_wall_ce,fdprem_n,60,0,0.0382,1.25,0.0017,0.09,0,-0.0013,0.0017,0.0129,4.5,0,162,0.0192,-0.0157,0.0381,0.0383,-0.0092,0.0066,162,156,0,0,-0.05
placebo_pastret15,fret,5,1,-0.0508,-5.57,-0.0016,-1.34,0,-0.0085,0.0016,0.0107,3.1,0,162,0.0006,-0.0039,-0.0496,-0.0519,-0.0113,-0.0057,162,156,0,0,-1.02
placebo_time,fret,15,1,-0.0451,-2.4,0.0016,0.61,0,-0.0424,0.0016,0.0198,3.5,0,162,0.0012,0.002,-0.0469,-0.0434,-0.0441,-0.0407,162,162,0,0,-2.26
placebo_negspot,fabs,5,1,0.045,4.44,-0.0016,-1.01,0,-0.0062,0.0016,0.0092,3.6,0,162,-0.003,-0.0002,0.0483,0.0418,-0.0059,-0.0065,162,156,0,0,-0.74
placebo_prem,fabs,60,1,-0.1858,-7.77,0.0016,0.72,0,-0.0537,0.0016,0.0261,0.9,0,162,0.0056,-0.0024,-0.1886,-0.1829,-0.0723,-0.035,162,156,1,0,-2.15
placebo_pastret15,fret,30,1,-0.0858,-5.42,0.0015,1.09,0,-0.0034,0.0015,0.0092,1.7,0,162,0.0032,-0.0002,-0.0828,-0.0889,-0.0061,-0.0007,162,156,0,0,-0.21
mp_drift_15,fabs,5,0,-0.0096,-1.21,-0.0015,-0.2,0,0.0046,0.0015,0.0092,15.6,0,158,-0.0082,0.005,-0.0176,-0.0018,-0.0046,0.0134,158,147,0,0,0.59
doi_wing_15,fabs,15,0,-0.0125,-1.24,-0.0015,-0.15,0,0.0012,0.0015,0.0046,12.0,0,162,0.0068,-0.0098,-0.0063,-0.0187,0.0011,0.0014,162,156,0,0,0.12
pcr_oi_atm5,fabs,30,0,-0.0105,-0.64,-0.0015,-0.11,0,0.0015,0.0015,0.0067,14.3,0,162,-0.0005,-0.0025,-0.0061,-0.0149,-0.0115,0.0145,162,156,0,0,0.09
placebo_negspot,fdprem,30,1,0.0755,2.75,0.0015,0.59,0,0.0003,0.0015,0.0491,2.0,0,162,0.0013,0.0017,0.0717,0.0792,0.0002,0.0005,162,156,0,0,0.01
placebo_negspot,fdprem_n,30,1,0.0755,2.75,0.0015,0.59,0,0.0003,0.0015,0.0491,2.0,0,162,0.0013,0.0017,0.0717,0.0792,0.0002,0.0005,162,156,0,0,0.01
dist_wall_ce,fret,5,0,0.1361,12.75,-0.0014,-0.15,0,0.0199,0.0014,0.0107,1.0,0,162,-0.0084,0.0057,0.1409,0.1314,0.0182,0.0216,162,156,1,0,2.07
mp_drift_15,fret,30,0,-0.035,-2.35,-0.0014,-0.11,0,0.0133,0.0014,0.0092,4.0,0,158,0.0123,-0.0147,-0.032,-0.038,0.0203,0.0066,158,147,0,0,0.83
doi_ce_15,fabs,5,0,0.0198,2.54,0.0014,0.2,0,-0.0082,0.0014,0.0092,7.1,0,162,-0.0033,0.006,0.0145,0.0251,-0.0147,-0.0017,162,156,0,0,-1.02
d_pcr_oi_all_15,fabs,15,0,-0.0116,-0.95,-0.0014,-0.14,0,0.0337,0.0014,0.0046,12.1,0,162,-0.0001,-0.0027,-0.0136,-0.0095,0.0348,0.0326,162,156,0,0,2.81
doi_ce_30,fabs,60,0,-0.0113,-0.56,0.0014,0.09,0,-0.0097,0.0014,0.0261,12.4,0,162,-0.011,0.0138,-0.0091,-0.0135,-0.0069,-0.0124,162,156,0,0,-0.42
placebo_time,fabs,60,1,0.0155,0.6,0.0014,0.48,0,0.0154,0.0014,0.0261,9.0,0,162,0.0,0.0028,0.0156,0.0154,0.015,0.0158,162,162,0,0,0.59
placebo_pastret15,fret,15,1,-0.072,-4.86,0.0012,0.99,0,-0.0145,0.0012,0.0198,1.7,0,162,0.0038,-0.0014,-0.0701,-0.0739,-0.0162,-0.0127,162,156,1,0,-1.04
pcr_vol_all,fabs,5,0,0.0078,0.77,0.0012,0.15,0,-0.009,0.0012,0.0092,15.4,0,162,0.0039,-0.0014,0.0108,0.0048,-0.0065,-0.0115,162,156,0,0,-0.91
doi_pe_5,fret,5,0,-0.0094,-0.98,-0.001,-0.12,0,0.0065,0.001,0.0107,10.6,0,162,0.0029,-0.005,-0.001,-0.0177,0.0097,0.0033,162,156,0,0,0.72
placebo_negspot,fret,30,1,0.4044,24.04,-0.001,-0.46,0,-0.011,0.001,0.0092,0.2,0,162,0.0006,-0.0026,0.4048,0.4041,-0.0107,-0.0113,162,156,1,0,-0.49
pcr_oi_atm10,fret,60,0,-0.2243,-9.68,-0.001,-0.06,0,0.0415,0.001,0.0047,0.4,0,162,-0.0187,0.0167,-0.2549,-0.1936,0.0409,0.042,162,156,1,0,1.34
mp_drift_30,fabs,30,0,-0.0101,-0.63,-0.001,-0.07,0,0.0149,0.001,0.0067,9.9,0,160,-0.0152,0.0129,-0.0173,-0.0031,0.0072,0.0223,160,152,0,0,0.87
doi_ce_30,fdprem,5,0,0.012,1.32,0.001,0.09,0,0.0005,0.001,0.0159,8.3,0,162,0.0099,-0.008,0.0191,0.0049,0.0005,0.0005,162,156,0,0,0.06
doi_ce_30,fdprem,15,0,0.0158,1.06,0.001,0.06,0,-0.0118,0.001,0.0481,6.3,0,162,0.0074,-0.0054,0.0249,0.0066,-0.0066,-0.0169,162,156,0,0,-0.8
placebo_negspot,fdprem,15,1,0.0494,2.4,-0.001,-0.42,0,0.0025,0.001,0.0481,2.0,0,162,-0.0043,0.0023,0.0515,0.0474,0.0001,0.0048,162,156,0,0,0.16
placebo_prem,fdprem,15,1,-0.2662,-17.9,0.001,0.38,0,0.0069,0.001,0.0481,0.4,0,162,-0.001,0.0031,-0.2624,-0.27,-0.0038,0.0177,162,156,1,0,0.41
doi_ce_30,fdprem_n,5,0,0.012,1.32,0.001,0.09,0,0.0005,0.001,0.0159,8.3,0,162,0.0099,-0.008,0.0191,0.0049,0.0005,0.0005,162,156,0,0,0.06
doi_ce_30,fdprem_n,15,0,0.0158,1.06,0.001,0.06,0,-0.0118,0.001,0.0481,6.3,0,162,0.0074,-0.0054,0.0249,0.0066,-0.0066,-0.0169,162,156,0,0,-0.8
placebo_negspot,fdprem_n,15,1,0.0494,2.4,-0.001,-0.42,0,0.0025,0.001,0.0481,2.0,0,162,-0.0043,0.0023,0.0515,0.0474,0.0001,0.0048,162,156,0,0,0.16
placebo_prem,fdprem_n,15,1,-0.2662,-17.9,0.001,0.38,0,0.0069,0.001,0.0481,0.4,0,162,-0.001,0.0031,-0.2624,-0.27,-0.0038,0.0177,162,156,1,0,0.41
placebo_prem,fabs,15,1,-0.0828,-5.99,0.0009,0.37,0,-0.0174,0.0009,0.0046,1.1,0,162,-0.0022,0.004,-0.0886,-0.0769,-0.0156,-0.0193,162,156,1,1,-1.35
placebo_pastret15,fdprem,60,1,-0.0152,-0.93,-0.0009,-0.55,0,0.0048,0.0009,0.0129,5.9,0,162,-0.0003,-0.0015,-0.0202,-0.0101,0.006,0.0036,162,156,0,0,0.3
placebo_pastret15,fdprem_n,60,1,-0.0152,-0.93,-0.0009,-0.55,0,0.0048,0.0009,0.0129,5.9,0,162,-0.0003,-0.0015,-0.0202,-0.0101,0.006,0.0036,162,156,0,0,0.3
placebo_pastret15,fret,60,1,-0.1312,-8.76,0.0008,0.51,0,-0.0081,0.0008,0.0047,0.6,0,162,-0.0,0.0016,-0.1305,-0.1319,-0.0105,-0.0056,162,156,0,0,-0.48
placebo_pastret15,fabs,60,1,-0.0195,-1.23,-0.0008,-0.49,0,-0.0252,0.0008,0.0261,4.1,0,162,0.0029,-0.0044,-0.0202,-0.0188,-0.0226,-0.0277,162,156,0,0,-1.68
doi_ce_30,fabs,30,0,0.0021,0.12,-0.0007,-0.05,0,-0.0024,0.0007,0.0067,33.3,0,162,-0.003,0.0016,0.0029,0.0014,0.0012,-0.006,162,156,0,0,-0.14
placebo_time,fdprem,15,1,-0.0202,-1.19,0.0007,0.25,0,-0.0209,0.0007,0.0481,3.5,0,162,0.0036,-0.0021,-0.0252,-0.0151,-0.0255,-0.0162,162,162,0,0,-1.22
placebo_pastret15,fdprem,15,1,-0.0157,-1.2,0.0007,0.5,0,-0.0017,0.0007,0.0481,4.5,0,162,-0.0002,0.0015,-0.0273,-0.004,-0.0033,-0.0001,162,156,0,0,-0.13
placebo_time,fdprem_n,15,1,-0.0202,-1.19,0.0007,0.25,0,-0.0209,0.0007,0.0481,3.5,0,162,0.0036,-0.0021,-0.0252,-0.0151,-0.0255,-0.0162,162,162,0,0,-1.22
placebo_pastret15,fdprem_n,15,1,-0.0157,-1.2,0.0007,0.5,0,-0.0017,0.0007,0.0481,4.5,0,162,-0.0002,0.0015,-0.0273,-0.004,-0.0033,-0.0001,162,156,0,0,-0.13
placebo_negspot,fret,60,1,0.5074,25.57,-0.0006,-0.33,0,-0.0251,0.0006,0.0047,0.1,0,162,0.004,-0.0052,0.5041,0.5106,-0.0318,-0.0184,162,156,1,0,-0.8
doi_pe_30,fabs,15,0,-0.0168,-1.29,-0.0006,-0.05,0,0.0242,0.0006,0.0046,3.6,0,162,0.0048,-0.0059,-0.0167,-0.0168,0.0211,0.0273,162,156,0,0,1.65
doi_pe_30,fdprem,5,0,0.002,0.22,0.0006,0.06,0,0.0103,0.0006,0.0159,30.0,0,162,0.0077,-0.0064,0.002,0.0021,0.0143,0.0062,162,156,0,0,1.23
doi_pe_30,fdprem_n,5,0,0.002,0.22,0.0006,0.06,0,0.0103,0.0006,0.0159,30.0,0,162,0.0077,-0.0064,0.002,0.0021,0.0143,0.0062,162,156,0,0,1.23
skew,fabs,30,0,0.0122,0.7,0.0004,0.03,0,0.0403,0.0004,0.0067,3.3,0,128,-0.0135,0.0143,-0.0058,0.0302,0.0547,0.0246,128,92,0,0,1.87
placebo_prem,fdprem,5,1,-0.1807,-21.31,0.0004,0.25,0,0.0072,0.0004,0.0159,0.2,0,162,0.0033,-0.0025,-0.1829,-0.1784,0.0009,0.0134,162,156,1,0,0.77
placebo_prem,fdprem_n,5,1,-0.1807,-21.31,0.0004,0.25,0,0.0072,0.0004,0.0159,0.2,0,162,0.0033,-0.0025,-0.1829,-0.1784,0.0009,0.0134,162,156,1,0,0.77
placebo_negspot,fret,5,1,0.206,22.59,-0.0003,-0.19,0,0.0004,0.0003,0.0107,0.1,0,162,-0.0018,0.0011,0.2052,0.2068,0.0016,-0.0007,162,156,1,0,0.04
dist_wall_pe,fret,15,0,0.1708,9.55,0.0003,0.02,0,-0.0016,0.0003,0.0198,0.2,0,162,-0.0092,0.0098,0.1691,0.1724,-0.0293,0.0262,162,156,1,0,-0.1
placebo_pastret15,fdprem,30,1,-0.0198,-1.26,-0.0003,-0.22,0,0.0192,0.0003,0.0491,1.5,0,162,0.0023,-0.0028,-0.0217,-0.0179,0.0206,0.0177,162,156,0,0,1.35
placebo_pastret15,fdprem_n,30,1,-0.0198,-1.26,-0.0003,-0.22,0,0.0192,0.0003,0.0491,1.5,0,162,0.0023,-0.0028,-0.0217,-0.0179,0.0206,0.0177,162,156,0,0,1.35
placebo_pastret15,fabs,30,1,0.0092,0.7,-0.0002,-0.18,0,0.0151,0.0002,0.0067,2.2,0,162,0.0005,-0.0009,0.0062,0.0121,0.0172,0.0131,162,156,0,0,1.2
placebo_negspot,fdprem,5,1,0.0303,2.47,0.0002,0.1,0,-0.0002,0.0002,0.0159,0.7,0,162,-0.0004,0.0009,0.0306,0.03,-0.0039,0.0036,162,156,0,0,-0.02
placebo_pastret15,fdprem,5,1,-0.0084,-1.02,0.0002,0.21,0,-0.0045,0.0002,0.0159,2.4,0,162,0.0001,0.0004,-0.0108,-0.0059,-0.0082,-0.0008,162,156,0,0,-0.56
placebo_negspot,fdprem_n,5,1,0.0303,2.47,0.0002,0.1,0,-0.0002,0.0002,0.0159,0.7,0,162,-0.0004,0.0009,0.0306,0.03,-0.0039,0.0036,162,156,0,0,-0.02
placebo_pastret15,fdprem_n,5,1,-0.0084,-1.02,0.0002,0.21,0,-0.0045,0.0002,0.0159,2.4,0,162,0.0001,0.0004,-0.0108,-0.0059,-0.0082,-0.0008,162,156,0,0,-0.56
placebo_prem,fret,60,1,-0.0471,-1.27,0.0001,0.05,0,0.0646,0.0001,0.0047,0.2,0,162,-0.0029,0.0032,-0.0364,-0.0578,0.0685,0.0606,162,156,0,0,2.08
d_atm_iv_15,fabs,5,0,-0.0032,-0.36,0.0001,0.01,0,-0.0116,0.0001,0.0092,3.1,0,128,0.0032,-0.003,-0.0004,-0.006,-0.0055,-0.0184,128,92,0,0,-1.4
skew,fabs,5,0,-0.0096,-1.04,0.0001,0.01,0,-0.0022,0.0001,0.0092,1.0,0,128,-0.0023,0.0025,-0.0157,-0.0036,0.0022,-0.007,128,92,0,0,-0.22
placebo_time,fabs,15,1,-0.0067,-0.49,-0.0001,-0.03,0,-0.0152,0.0001,0.0046,1.5,0,162,0.0021,-0.0023,-0.0036,-0.0097,-0.0117,-0.0186,162,162,0,0,-1.1
doi_net_15,fdprem,5,0,-0.0101,-1.16,-0.0001,-0.01,0,-0.0013,0.0001,0.0159,1.0,0,162,-0.0082,0.0081,-0.0189,-0.0014,-0.0035,0.0009,162,156,0,0,-0.16
doi_net_15,fdprem_n,5,0,-0.0101,-1.16,-0.0001,-0.01,0,-0.0013,0.0001,0.0159,1.0,0,162,-0.0082,0.0081,-0.0189,-0.0014,-0.0035,0.0009,162,156,0,0,-0.16
d_pcr_oi_atm5_15,fabs,5,0,-0.0016,-0.24,0.0,0.0,0,0.0079,0.0,0.0092,0.0,0,162,0.0034,-0.0033,-0.0005,-0.0026,0.0021,0.0137,162,156,0,0,1.14
placebo_time,fdprem,60,1,-0.0386,-1.13,0.0,0.01,0,-0.0396,0.0,0.0129,0.0,0,162,0.0007,-0.0007,-0.0358,-0.0414,-0.0367,-0.0425,162,162,0,0,-1.16
placebo_time,fdprem_n,60,1,-0.0386,-1.13,0.0,0.01,0,-0.0396,0.0,0.0129,0.0,0,162,0.0007,-0.0007,-0.0358,-0.0414,-0.0367,-0.0425,162,162,0,0,-1.16
