signal,outcome,horizon,is_placebo,ic_raw,t_raw,stable_raw,ic_partial,t_partial,stable_partial,ic_shuffled,t_shuffled,abs_partial,pct_raw_surviving,alive,n_raw,ic_raw_NIFTY,ic_raw_SENSEX,ic_partial_NIFTY,ic_partial_SENSEX,ic_shuffled_NIFTY,ic_shuffled_SENSEX,n_partial,n_shuffled,stable_shuffled
pcr_oi_atm5,fret,5,0,-0.0457,-6.34,0,-0.0056,-0.7,0,0.0325,3.77,0.0056,12.3,0,162,-0.0593,-0.0321,0.0029,-0.0142,0.0359,0.029,162,156,0
pcr_oi_atm5,fabs,5,0,-0.0072,-0.72,0,0.0056,0.68,0,0.0078,0.86,0.0056,77.8,0,162,-0.009,-0.0054,0.0078,0.0034,0.0023,0.0134,162,156,0
doi_pe_30,fabs,30,0,-0.0207,-1.18,0,0.0056,0.35,0,0.0089,0.46,0.0056,27.1,0,162,-0.0126,-0.0287,0.0167,-0.0055,-0.0025,0.0202,162,156,0
doi_net_15,fdprem,5,0,-0.0023,-0.27,0,-0.0056,-0.64,0,-0.0041,-0.46,0.0056,243.5,0,162,-0.0104,0.0058,-0.0158,0.0046,-0.0075,-0.0006,162,156,0
doi_ce_5,fdprem,5,0,0.0017,0.19,0,0.0055,0.56,0,0.0132,1.59,0.0055,323.5,0,162,0.0103,-0.007,0.0113,-0.0003,0.0124,0.0141,162,156,0
doi_ce_30,fabs,60,0,-0.0113,-0.56,0,-0.0051,-0.3,0,-0.0097,-0.42,0.0051,45.1,0,162,-0.0091,-0.0135,-0.0057,-0.0045,-0.0069,-0.0124,162,156,0
placebo_negspot,fret,60,1,0.5111,25.91,1,0.005,0.8,0,-0.0232,-0.79,0.005,1.0,0,162,0.5084,0.5137,0.0068,0.0031,-0.0282,-0.0182,162,156,0
d_pcr_oi_atm5_15,fabs,30,0,-0.0061,-0.51,0,-0.005,-0.43,0,0.0125,1.17,0.005,82.0,0,162,0.0009,-0.0132,0.0013,-0.0114,0.0083,0.0167,162,156,0
dist_wall_ce,fabs,60,0,0.0198,0.97,0,-0.005,-0.32,0,0.0495,2.28,0.005,25.3,0,162,0.0061,0.0336,-0.017,0.0069,0.0534,0.0457,162,156,0
placebo_time,fret,5,1,-0.0264,-2.51,0,0.0049,2.05,0,-0.0272,-2.59,0.0049,18.6,0,162,-0.0289,-0.024,0.0049,0.0049,-0.0295,-0.0249,162,162,0
doi_ce_15,fdprem,5,0,-0.0002,-0.02,0,0.0048,0.48,0,-0.0073,-0.81,0.0048,2400.0,0,162,0.0116,-0.012,0.0176,-0.008,-0.0049,-0.0096,162,156,0
placebo_time,fdprem,5,1,-0.0137,-1.48,1,-0.0047,-2.05,0,-0.0133,-1.43,0.0047,34.3,0,162,-0.0144,-0.013,-0.0017,-0.0078,-0.0134,-0.0132,162,162,1
placebo_negspot,fret,30,1,0.4081,25.68,1,0.0046,0.93,0,-0.0191,-0.93,0.0046,1.1,0,162,0.4076,0.4086,0.0062,0.0029,-0.0193,-0.0189,162,156,0
placebo_negspot,fret,15,1,0.3205,24.13,1,-0.0045,-1.16,0,-0.0006,-0.04,0.0045,1.4,0,162,0.3197,0.3213,-0.0059,-0.0032,0.0008,-0.002,162,156,0
skew,fabs,5,0,-0.0126,-1.26,0,-0.0045,-0.53,0,-0.0036,-0.32,0.0045,35.7,0,128,-0.0155,-0.0097,-0.0062,-0.0027,0.003,-0.0107,128,92,0
placebo_negspot,fabs,5,1,0.0466,4.2,0,-0.0045,-1.41,0,-0.0018,-0.21,0.0045,9.7,0,162,0.0511,0.0422,-0.0073,-0.0017,-0.0015,-0.0022,162,156,0
d_pcr_oi_atm5_15,fabs,15,0,0.0026,0.29,0,0.0045,0.52,0,0.0206,2.26,0.0045,173.1,0,162,0.0051,0.0001,0.0064,0.0025,0.0199,0.0214,162,156,0
pcr_oi_all,fdprem,60,0,-0.0502,-1.64,0,0.0045,0.23,0,-0.0281,-0.82,0.0045,9.0,0,162,-0.0523,-0.0482,-0.0222,0.0311,-0.0162,-0.0399,162,156,0
placebo_negspot,fabs,15,1,0.0592,3.72,0,-0.0041,-1.09,0,-0.0091,-0.65,0.0041,6.9,0,162,0.0611,0.0573,-0.0066,-0.0016,-0.004,-0.0142,162,156,0
d_atm_iv_15,fabs,5,0,-0.0006,-0.07,0,0.004,0.48,0,-0.0113,-1.38,0.004,666.7,0,128,0.0013,-0.0025,0.0031,0.0049,-0.0082,-0.0146,128,92,0
doi_pe_30,fdprem,5,0,0.002,0.22,0,-0.004,-0.4,0,0.0103,1.23,0.004,200.0,0,162,0.002,0.0021,-0.0061,-0.0018,0.0143,0.0062,162,156,0
pcr_oi_all,fdprem,5,0,-0.0214,-2.14,0,-0.0039,-0.44,0,0.0012,0.13,0.0039,18.2,0,162,-0.0233,-0.0195,-0.0079,0.0001,0.0093,-0.0069,162,156,0
doi_pe_30,fabs,15,0,-0.0168,-1.29,0,0.0037,0.31,0,0.0242,1.65,0.0037,22.0,0,162,-0.0167,-0.0168,0.0061,0.0013,0.0211,0.0273,162,156,0
doi_wing_15,fdprem,5,0,-0.0143,-1.83,0,-0.0037,-0.54,0,-0.0053,-0.6,0.0037,25.9,0,162,-0.0092,-0.0194,-0.0024,-0.0051,0.0007,-0.0113,162,156,0
d_pcr_oi_all_15,fdprem,60,0,-0.0025,-0.12,0,-0.0037,-0.18,0,0.0088,0.38,0.0037,148.0,0,162,-0.0096,0.0047,-0.0014,-0.0061,0.0126,0.0049,162,156,0
placebo_noise,fabs,5,1,0.0042,0.41,0,-0.0036,-0.44,0,0.0049,0.52,0.0036,85.7,0,162,0.0016,0.0067,-0.0082,0.001,0.0062,0.0036,162,162,0
skew,fabs,15,0,-0.0083,-0.64,0,0.0036,0.31,0,0.0171,1.07,0.0036,43.4,0,128,-0.0132,-0.0033,-0.0002,0.0074,0.0336,-0.0009,128,92,0
doi_atm_15,fabs,60,0,0.006,0.42,0,0.0036,0.24,0,0.0031,0.22,0.0036,60.0,0,162,-0.0244,0.0365,-0.0195,0.0267,-0.012,0.0181,162,156,0
d_prem_15,fret,30,0,0.0012,0.08,0,-0.0035,-0.22,0,0.0038,0.24,0.0035,291.7,0,162,-0.0059,0.0084,-0.0052,-0.0017,0.0167,-0.0091,162,156,0
pcr_oi_atm10,fabs,5,0,-0.0179,-1.71,0,0.0035,0.43,0,0.0049,0.52,0.0035,19.6,0,162,-0.0137,-0.022,0.0086,-0.0015,-0.0018,0.0115,162,156,0
pcr_vol_atm5,fabs,5,0,0.0238,2.42,0,-0.0035,-0.45,0,-0.0117,-1.4,0.0035,14.7,0,162,0.0231,0.0245,0.0001,-0.0071,-0.0112,-0.0122,162,156,0
doi_ce_30,fdprem,30,0,0.0147,0.78,0,-0.0034,-0.17,0,0.0,0.0,0.0034,23.1,0,162,0.0164,0.013,-0.0084,0.0016,0.0087,-0.0087,162,156,0
doi_wing_15,fabs,15,0,0.0094,0.94,0,-0.0033,-0.32,0,0.0232,2.41,0.0033,35.1,0,162,0.0157,0.003,0.0005,-0.0071,0.0253,0.0211,162,156,1
d_pcr_oi_atm5_15,fdprem,5,0,0.009,1.2,0,0.0032,0.41,0,-0.015,-1.87,0.0032,35.6,0,162,0.0086,0.0093,0.0003,0.006,-0.0094,-0.0205,162,156,0
doi_ce_15,fabs,5,0,0.0433,5.52,1,0.0031,0.4,0,0.0175,2.3,0.0031,7.2,0,162,0.0387,0.0479,-0.0,0.0062,0.0107,0.0243,162,156,1
doi_net_15,fabs,5,0,-0.0179,-2.09,0,-0.0031,-0.39,0,0.0149,1.83,0.0031,17.3,0,162,-0.0187,-0.017,-0.0043,-0.002,0.0138,0.016,162,156,0
pcr_vol_all,fabs,5,0,-0.0039,-0.39,0,-0.0029,-0.34,0,-0.0152,-1.57,0.0029,74.4,0,162,-0.003,-0.0047,-0.005,-0.0008,-0.0111,-0.0193,162,156,0
mp_dev,fdprem,5,0,0.0196,2.08,0,0.0029,0.33,0,0.0031,0.39,0.0029,14.8,0,162,0.0267,0.0125,0.0049,0.0008,-0.004,0.0101,162,156,0
doi_wing_15,fabs,5,0,0.0265,4.07,0,0.0027,0.38,0,0.0388,4.86,0.0027,10.2,0,162,0.023,0.0301,-0.0007,0.0061,0.0451,0.0326,162,156,1
doi_net_15,fdprem,60,0,0.0059,0.28,0,0.0027,0.12,0,0.0089,0.38,0.0027,45.8,0,162,0.0001,0.0117,0.0068,-0.0014,0.0136,0.0042,162,156,0
d_pcr_oi_all_15,fabs,5,0,-0.0174,-2.05,0,-0.0026,-0.32,0,0.0169,2.07,0.0026,14.9,0,162,-0.0178,-0.0169,-0.0034,-0.0018,0.0155,0.0183,162,156,0
d_pcr_oi_atm5_15,fdprem,60,0,0.0067,0.5,0,-0.0026,-0.2,0,0.0051,0.34,0.0026,38.8,0,162,0.0177,-0.0043,0.0077,-0.013,0.0163,-0.006,162,156,0
doi_ce_5,fabs,30,0,0.0198,1.64,0,0.0025,0.24,0,0.0063,0.5,0.0025,12.6,0,162,0.0248,0.0148,0.0061,-0.0012,-0.0004,0.0129,162,156,0
placebo_negspot,fdprem,60,1,0.0867,2.7,0,-0.0025,-0.3,0,0.0273,0.85,0.0025,2.9,0,162,0.0839,0.0895,0.0025,-0.0074,0.0131,0.0416,162,156,0
placebo_time,fabs,60,1,-0.0182,-0.76,0,0.0023,0.51,0,-0.0181,-0.75,0.0023,12.6,0,162,-0.0187,-0.0177,0.0047,-0.0002,-0.0191,-0.0172,162,162,0
doi_pe_15,fabs,5,0,0.0129,1.58,0,0.0022,0.31,0,0.0377,4.49,0.0022,17.1,0,162,0.0086,0.0173,-0.002,0.0064,0.0342,0.0413,162,156,0
doi_pe_5,fdprem,5,0,0.0033,0.39,0,0.0021,0.25,0,-0.0011,-0.13,0.0021,63.6,0,162,0.0042,0.0025,0.0055,-0.0013,-0.0038,0.0017,162,156,0
placebo_negspot,fdprem,15,1,0.0564,2.94,0,-0.002,-0.4,0,0.0009,0.06,0.002,3.5,0,162,0.0569,0.0559,-0.0128,0.0088,-0.0095,0.0113,162,156,0
dist_wall_ce,fabs,5,0,0.0288,2.92,1,-0.0019,-0.27,0,0.0208,2.17,0.0019,6.6,0,162,0.0385,0.0191,0.005,-0.0087,0.0216,0.0199,162,156,0
d_prem_15,fabs,60,0,-0.0784,-5.43,1,-0.0019,-0.11,0,-0.0009,-0.06,0.0019,2.4,0,162,-0.0713,-0.0854,0.0082,-0.0119,0.003,-0.0048,162,156,0
doi_ce_15,fdprem,15,0,-0.0021,-0.15,0,0.0019,0.13,0,-0.0324,-2.25,0.0019,90.5,0,162,0.0137,-0.018,0.0153,-0.0114,-0.0262,-0.0386,162,156,0
pcr_oi_atm5,fdprem,60,0,0.0183,0.77,0,0.0019,0.09,0,-0.0093,-0.34,0.0019,10.4,0,162,0.015,0.0216,-0.0053,0.0091,-0.0014,-0.0172,162,156,0
placebo_noise,fret,15,1,0.0019,0.12,0,0.0018,0.1,0,-0.0013,-0.08,0.0018,94.7,0,162,0.0022,0.0017,0.0013,0.0023,-0.002,-0.0006,162,162,0
d_prem_15,fret,60,0,-0.0119,-0.69,0,-0.0018,-0.11,0,0.0039,0.23,0.0018,15.1,0,162,-0.0209,-0.003,-0.0009,-0.0027,0.0078,0.0,162,156,0
placebo_time,fdprem,60,1,0.0091,0.28,0,-0.0018,-0.32,0,0.0086,0.26,0.0018,19.8,0,162,0.0092,0.0089,-0.0013,-0.0023,0.009,0.0082,162,162,0
dist_wall_pe,fabs,5,0,0.0312,3.35,0,-0.0016,-0.22,0,-0.0137,-1.62,0.0016,5.1,0,162,0.0216,0.0408,-0.0132,0.0099,-0.0131,-0.0143,162,156,0
placebo_negspot,fabs,60,1,0.0388,1.56,0,0.0016,0.23,0,0.0159,0.68,0.0016,4.1,0,162,0.0361,0.0416,0.0088,-0.0057,0.0163,0.0155,162,156,0
d_pcr_oi_atm5_15,fdprem,15,0,0.0099,0.92,0,0.0016,0.15,0,0.0041,0.34,0.0016,16.2,0,162,0.0168,0.0029,0.0059,-0.0026,0.0074,0.0009,162,156,0
placebo_time,fabs,5,1,-0.0745,-8.43,1,-0.0015,-0.87,0,-0.0787,-8.93,0.0015,2.0,0,162,-0.0723,-0.0766,-0.0038,0.0007,-0.0755,-0.0818,162,162,1
placebo_negspot,fdprem,5,1,0.0328,2.86,0,0.0015,0.35,0,-0.0008,-0.1,0.0015,4.6,0,162,0.0327,0.033,0.0022,0.0007,-0.0079,0.0063,162,156,0
pcr_oi_atm10,fdprem,60,0,0.0004,0.02,0,0.0015,0.08,0,-0.0189,-0.63,0.0015,375.0,0,162,-0.0025,0.0033,-0.0189,0.0219,-0.0254,-0.0125,162,156,0
placebo_negspot,fabs,30,1,0.0683,3.33,0,-0.0014,-0.3,0,-0.0018,-0.1,0.0014,2.0,0,162,0.071,0.0656,-0.0037,0.0009,-0.0046,0.0009,162,156,0
placebo_noise,fret,5,1,-0.0002,-0.02,0,0.0013,0.13,0,-0.0057,-0.61,0.0013,650.0,0,162,0.0003,-0.0007,0.0038,-0.0012,-0.0068,-0.0046,162,162,0
d_pcr_oi_atm5_15,fabs,5,0,0.0004,0.07,0,0.001,0.17,0,0.006,0.9,0.001,250.0,0,162,0.0,0.0008,0.0013,0.0007,-0.0008,0.0128,162,156,0
placebo_negspot,fret,5,1,0.2091,25.39,1,0.0008,0.22,0,-0.0005,-0.06,0.0008,0.4,0,162,0.2081,0.2101,-0.0012,0.0028,-0.0,-0.001,162,156,0
d_atm_iv_15,fabs,15,0,-0.0139,-1.11,0,0.0008,0.07,0,-0.0185,-1.3,0.0008,5.8,0,128,-0.0152,-0.0125,-0.0024,0.004,-0.028,-0.0081,128,92,0
placebo_time,fabs,15,1,-0.0664,-5.42,0,-0.0007,-0.26,0,-0.0743,-6.08,0.0007,1.1,0,162,-0.0651,-0.0676,-0.0046,0.0031,-0.0727,-0.0758,162,162,1
mp_dev,fdprem,15,0,0.0302,1.9,0,0.0006,0.05,0,0.0057,0.46,0.0006,2.0,0,162,0.0453,0.0151,0.0049,-0.0036,-0.0049,0.0164,162,156,0
placebo_noise,fdprem,30,1,0.0195,0.94,0,-0.0006,-0.03,0,-0.0095,-0.43,0.0006,3.1,0,162,0.011,0.028,0.0025,-0.0037,-0.0066,-0.0125,162,162,0
placebo_time,fret,15,1,-0.0503,-2.77,0,-0.0005,-0.13,0,-0.0482,-2.65,0.0005,1.0,0,162,-0.053,-0.0477,0.0049,-0.0059,-0.0507,-0.0457,162,162,0
placebo_time,fret,30,1,-0.072,-2.92,0,-0.0005,-0.09,0,-0.0704,-2.83,0.0005,0.7,0,162,-0.0739,-0.0701,0.0003,-0.0012,-0.0723,-0.0685,162,162,0
placebo_time,fdprem,15,1,-0.0069,-0.42,0,-0.0004,-0.11,0,-0.0076,-0.46,0.0004,5.8,0,162,-0.0116,-0.0022,-0.0045,0.0036,-0.0116,-0.0036,162,162,0
placebo_time,fabs,30,1,-0.0461,-2.59,0,-0.0002,-0.05,0,-0.0482,-2.71,0.0002,0.4,0,162,-0.0446,-0.0475,-0.0025,0.0021,-0.0459,-0.0506,162,162,0
dist_wall_pe,fabs,15,0,0.05,3.64,0,-0.0001,-0.01,0,-0.0211,-1.7,0.0001,0.2,0,162,0.044,0.0561,-0.0008,0.0007,-0.0181,-0.024,162,156,0
doi_pe_15,fabs,30,0,-0.0153,-1.07,0,-0.0001,-0.0,0,0.0169,1.08,0.0001,0.7,0,162,-0.0086,-0.0221,0.0123,-0.0124,0.0121,0.0217,162,156,0
pcr_vol_atm5,fdprem,5,0,0.0161,1.59,0,0.0001,0.01,0,-0.0,-0.0,0.0001,0.6,0,162,0.0205,0.0117,0.0093,-0.0091,-0.0013,0.0012,162,156,0
