detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct
flat,59.1,1,1,0.0,0,,6.8,6.6,0.55,77.5,9.7,-9.7,3.7,STOP,4,MCX,2019-01-09,1.53,10.4,0.3
flat,45.6,0,0,0.0,0,,-5.7,-5.0,1.0,70.6,12.0,33.9,34.6,OPEN,125,MCX,2019-03-05,2.89,11.8,1.6
flat,58.8,1,1,1.0,1,1.0,1.5,13.1,0.8,83.6,11.5,41.4,44.8,OPEN,123,MCX,2019-04-26,5.48,11.7,1.1
flat,53.8,1,1,1.0,1,1.0,1.6,3.0,0.76,88.7,12.5,52.6,62.1,OPEN,99,MCX,2019-08-26,2.23,11.5,2.6
flat,61.7,1,1,1.0,1,1.0,3.9,23.7,0.43,97.5,12.2,-12.2,16.6,STOP,12,MCX,2020-01-03,3.55,12.0,1.7
flat,50.1,1,0,0.0,0,,-0.2,-3.4,0.81,80.1,9.9,15.6,34.3,OPEN,109,MCX,2021-05-10,3.57,10.3,0.7
flat,63.3,1,1,1.0,0,,7.6,10.0,1.74,85.7,13.3,-13.3,8.8,STOP,2,MCX,2021-07-15,6.17,11.2,3.8
flat,64.5,1,1,1.0,1,1.0,5.7,16.0,1.3,91.7,13.4,-13.4,17.3,STOP,5,MCX,2021-10-07,3.38,10.7,4.3
flat,51.2,1,0,0.0,0,,-0.3,0.5,1.78,65.2,11.2,113.9,122.4,OPEN,125,MCX,2023-05-30,3.02,9.9,2.4
flat,66.5,1,1,1.0,1,1.0,5.5,12.7,0.52,79.1,15.3,109.8,118.8,OPEN,109,MCX,2023-09-01,3.53,11.4,6.0
flat,55.8,1,1,1.0,1,1.0,0.7,34.9,0.66,96.3,12.4,-12.4,25.0,STOP,60,MCX,2024-01-29,1.58,8.4,5.3
darvas,59.3,1,1,1.0,1,1.0,6.8,12.5,0.66,62.0,12.7,-12.7,12.4,STOP,11,MEDPLUS,2023-07-14,1.93,13.8,0.6
darvas,51.4,1,1,0.0,1,,4.9,0.5,1.2,52.1,10.3,-10.3,3.2,STOP,1,MEDPLUS,2024-05-31,2.5,9.1,2.2
darvas,71.1,1,1,1.0,1,,9.9,12.7,2.3,55.2,15.0,29.3,40.0,OPEN,125,MEDPLUS,2024-11-25,1.76,17.4,0.2
darvas,55.4,1,1,1.0,1,1.0,3.6,11.7,0.82,61.0,11.0,-11.0,18.0,STOP,8,MEDPLUS,2025-05-16,3.43,7.2,4.8
flat,59.3,1,1,1.0,1,1.0,6.8,12.5,0.66,62.0,12.7,-12.7,12.4,STOP,11,MEDPLUS,2023-07-14,1.93,11.5,2.7
flat,51.4,1,1,0.0,1,,4.9,0.5,1.2,52.1,10.6,-10.6,3.2,STOP,1,MEDPLUS,2024-05-31,2.5,11.2,0.6
flat,62.7,1,1,1.0,1,,3.3,10.9,1.43,52.4,11.7,23.4,28.6,OPEN,122,MEDPLUS,2024-11-18,5.09,11.0,2.1
flat,55.4,1,1,1.0,1,1.0,3.6,11.7,0.82,61.0,14.5,-14.5,18.0,STOP,8,MEDPLUS,2025-05-16,3.43,11.6,4.8
darvas,65.4,1,1,,1,,3.5,0.2,0.92,89.0,15.4,39.4,57.9,OPEN,65,METROBRAND,2022-07-01,3.71,17.8,0.3
darvas,53.5,1,1,,1,,-2.9,6.2,0.4,86.4,13.8,19.3,54.0,OPEN,46,METROBRAND,2022-07-28,8.05,15.4,0.6
darvas,58.8,1,1,1.0,1,1.0,2.8,-9.3,0.69,87.5,10.2,-10.2,1.1,STOP,1,METROBRAND,2022-12-30,3.76,9.6,1.5
darvas,63.0,1,1,1.0,1,1.0,6.5,26.2,0.55,97.7,7.7,-7.7,1.5,STOP,1,METROBRAND,2023-06-21,1.66,7.8,0.6
darvas,62.9,1,1,1.0,1,1.0,6.6,27.9,0.63,99.1,12.5,19.8,35.8,OPEN,95,METROBRAND,2023-07-13,1.73,11.3,2.6
darvas,53.7,1,1,1.0,1,1.0,3.8,12.6,1.09,96.5,12.8,-2.1,28.0,OPEN,41,METROBRAND,2023-09-29,2.04,13.0,1.5
flat,62.9,1,1,1.0,1,1.0,6.6,27.9,0.63,99.1,12.5,19.8,35.8,OPEN,95,METROBRAND,2023-07-13,1.73,11.4,2.6
flat,53.3,1,1,1.0,0,,-0.7,-5.2,0.34,81.2,11.1,-8.0,9.3,OPEN,9,METROBRAND,2025-09-04,3.37,10.0,2.2
darvas,61.7,1,1,,1,,5.2,10.4,1.99,98.3,13.5,71.4,81.5,OPEN,125,METROPOLIS,2019-08-30,4.28,7.5,7.6
darvas,57.1,1,1,,1,,2.1,23.8,1.01,93.4,10.7,-10.7,54.6,STOP,94,METROPOLIS,2019-10-18,1.73,11.7,0.3
darvas,56.9,1,1,,1,,10.0,10.3,0.66,95.2,16.4,-16.4,41.0,STOP,39,METROPOLIS,2020-01-08,4.1,19.0,0.5
darvas,67.3,1,1,1.0,1,1.0,14.4,42.1,1.13,96.1,11.4,-11.4,3.4,STOP,1,METROPOLIS,2020-03-03,4.3,10.5,2.2
darvas,65.5,1,1,1.0,1,1.0,2.6,18.5,1.22,70.4,15.4,32.8,46.8,OPEN,95,METROPOLIS,2020-07-13,2.22,15.6,2.2
darvas,59.5,1,1,1.0,1,1.0,14.3,30.7,0.65,74.6,12.0,27.8,43.8,OPEN,80,METROPOLIS,2020-08-03,2.7,13.5,0.1
darvas,68.2,1,1,1.0,1,1.0,12.6,32.1,0.96,90.8,13.8,-13.8,0.4,STOP,1,METROPOLIS,2020-09-15,1.68,10.1,5.4
darvas,69.9,1,1,1.0,1,1.0,10.7,16.4,0.84,99.6,17.3,-17.3,3.7,STOP,1,METROPOLIS,2020-11-23,1.57,15.8,4.4
darvas,60.9,1,1,1.0,1,1.0,11.1,31.1,1.86,93.3,21.3,9.2,18.9,OPEN,112,METROPOLIS,2021-06-07,3.36,15.7,9.8
darvas,67.0,1,1,1.0,1,1.0,15.2,11.4,0.86,95.2,17.8,-17.8,12.8,STOP,73,METROPOLIS,2021-09-15,1.6,18.8,2.5
darvas,64.3,1,1,0.0,1,,8.8,6.4,1.06,37.8,14.8,19.2,24.8,OPEN,113,METROPOLIS,2023-06-19,3.68,17.1,0.2
darvas,60.1,1,1,1.0,1,1.0,4.9,4.1,1.02,42.1,16.8,12.1,24.1,OPEN,123,METROPOLIS,2023-10-13,6.01,17.3,2.5
darvas,58.8,1,1,1.0,1,1.0,5.5,11.4,1.26,42.9,16.2,13.1,19.1,OPEN,105,METROPOLIS,2023-11-09,2.75,16.3,2.6
darvas,65.6,1,1,1.0,1,1.0,10.1,15.8,0.95,50.3,14.4,24.3,25.9,OPEN,123,METROPOLIS,2024-04-12,6.71,15.0,1.6
darvas,63.8,1,1,1.0,1,1.0,4.0,10.0,0.71,53.2,14.5,3.1,18.5,OPEN,97,METROPOLIS,2024-05-22,7.07,15.7,1.2
darvas,63.9,1,1,0.0,1,,3.2,15.3,0.73,49.5,14.6,3.9,21.7,OPEN,40,METROPOLIS,2025-07-07,5.52,12.6,4.0
flat,61.7,1,1,,1,,5.2,10.4,1.99,98.3,15.7,71.4,81.5,OPEN,125,METROPOLIS,2019-08-30,4.28,10.2,7.6
flat,57.1,1,1,,1,,2.1,23.8,1.01,93.4,10.7,-10.7,54.6,STOP,94,METROPOLIS,2019-10-18,1.73,11.7,0.3
flat,59.8,1,1,1.0,1,1.0,4.1,17.9,0.99,97.8,14.5,-14.5,14.6,STOP,13,METROPOLIS,2020-02-12,3.88,9.9,6.3
flat,48.2,0,1,1.0,1,1.0,-4.0,16.1,0.34,88.2,10.9,24.0,34.7,OPEN,118,METROPOLIS,2021-05-28,9.53,11.1,1.0
flat,56.8,1,1,0.0,0,,2.7,5.0,1.06,35.9,12.5,17.4,18.1,OPEN,110,METROPOLIS,2023-05-08,3.45,11.9,2.1
flat,58.1,1,1,0.0,1,,7.9,3.9,0.93,36.9,10.6,19.7,26.9,OPEN,114,METROPOLIS,2023-06-16,1.88,10.8,0.9
flat,60.1,1,1,1.0,1,1.0,4.9,4.1,1.02,42.1,12.2,-12.2,1.5,STOP,1,METROPOLIS,2023-10-13,6.01,11.8,1.9
flat,59.0,1,1,1.0,1,1.0,3.9,7.6,0.96,61.2,9.2,-9.2,3.0,STOP,6,METROPOLIS,2024-10-01,2.07,8.3,1.7
flat,63.9,1,1,0.0,1,,3.2,15.3,0.73,49.5,13.7,3.9,21.7,OPEN,40,METROPOLIS,2025-07-07,5.52,11.4,4.0
darvas,52.9,1,1,0.0,1,,2.4,19.7,0.67,72.7,7.8,-7.8,1.4,STOP,3,MFSL,2019-01-10,2.11,7.3,1.0
darvas,61.2,1,1,1.0,1,,5.5,6.1,1.1,72.5,17.5,-17.5,27.9,STOP,82,MFSL,2019-11-07,8.59,17.3,3.4
darvas,67.1,1,1,1.0,1,1.0,17.2,21.1,1.11,83.7,6.0,-6.0,7.8,STOP,26,MFSL,2019-12-03,1.91,5.3,1.1
darvas,54.0,1,1,1.0,1,1.0,-3.2,18.8,0.77,89.8,16.9,34.9,42.8,OPEN,122,MFSL,2020-08-25,7.64,15.4,4.4
darvas,65.3,1,1,1.0,1,1.0,7.9,3.5,1.11,98.3,12.7,47.9,50.2,OPEN,124,MFSL,2020-11-27,2.63,13.4,1.1
darvas,55.3,1,1,1.0,1,1.0,0.9,3.6,2.19,93.1,9.1,57.8,59.8,OPEN,125,MFSL,2020-12-23,1.72,7.0,2.9
darvas,64.9,1,1,1.0,1,1.0,2.5,21.6,0.69,98.2,15.2,38.8,47.8,OPEN,114,MFSL,2021-02-10,3.65,14.1,3.3
darvas,62.0,1,1,1.0,1,1.0,9.9,18.9,1.86,97.9,11.2,-11.2,5.9,STOP,23,MFSL,2021-06-25,2.01,9.0,3.3
darvas,58.5,1,1,0.0,1,,-0.6,3.6,1.02,71.8,10.2,-10.2,2.9,STOP,17,MFSL,2022-07-07,2.6,7.9,3.3
darvas,59.2,1,1,0.0,0,,1.0,-4.9,0.71,62.2,10.7,-10.7,18.9,STOP,14,MFSL,2023-01-05,1.95,11.1,0.8
darvas,60.3,1,1,0.0,1,,3.4,8.8,0.92,61.3,9.6,27.1,44.5,OPEN,120,MFSL,2023-06-21,5.98,7.1,3.2
darvas,49.2,0,1,1.0,1,1.0,-4.1,17.4,0.72,68.8,10.8,12.5,24.8,OPEN,85,MFSL,2023-08-10,10.72,10.0,1.9
darvas,58.5,1,1,1.0,1,1.0,6.6,5.0,0.97,82.7,10.9,-10.9,9.0,STOP,16,MFSL,2023-11-21,2.51,10.1,1.9
darvas,57.4,1,1,1.0,1,1.0,5.6,3.4,1.21,86.0,10.1,-10.1,7.5,STOP,16,MFSL,2024-03-27,1.65,10.2,1.0
darvas,62.4,1,1,1.0,1,1.0,6.5,20.4,1.13,98.3,13.1,-13.1,15.3,STOP,36,MFSL,2024-09-04,1.77,15.0,0.1
darvas,50.8,0,1,1.0,1,1.0,-0.7,6.6,0.56,96.5,11.0,-11.0,2.7,STOP,2,MFSL,2024-10-23,3.91,7.1,4.9
flat,52.9,1,1,0.0,1,,2.4,19.7,0.67,72.7,8.2,-8.2,1.4,STOP,3,MFSL,2019-01-10,2.11,7.8,1.0
flat,58.7,1,1,1.0,1,1.0,7.4,3.3,0.92,95.8,10.6,47.7,52.4,OPEN,123,MFSL,2020-11-23,1.82,10.8,1.0
flat,55.3,1,1,1.0,1,1.0,0.9,3.6,2.19,93.1,12.4,57.8,59.8,OPEN,125,MFSL,2020-12-23,1.72,11.0,2.9
flat,60.6,1,1,1.0,1,1.0,4.2,9.2,0.67,97.3,10.7,2.2,22.9,OPEN,45,MFSL,2021-05-26,3.32,11.7,0.3
flat,66.2,1,1,1.0,1,1.0,4.5,4.4,1.41,97.2,12.0,-1.5,16.7,OPEN,37,MFSL,2021-06-07,2.41,11.5,2.0
flat,58.5,1,1,0.0,1,,-0.6,3.6,1.02,71.8,13.5,-13.5,2.9,STOP,17,MFSL,2022-07-07,2.6,12.0,3.3
flat,59.2,1,1,0.0,0,,1.0,-4.9,0.71,62.2,10.6,-10.6,18.9,STOP,14,MFSL,2023-01-05,1.95,11.0,0.8
flat,57.1,1,1,0.0,0,,7.0,-12.3,1.15,57.8,10.4,37.7,42.4,OPEN,85,MFSL,2023-05-11,1.56,11.1,0.4
flat,60.3,1,1,0.0,1,,3.4,8.8,0.92,61.3,10.6,27.1,44.5,OPEN,120,MFSL,2023-06-21,5.98,8.4,3.2
flat,49.2,0,1,1.0,1,1.0,-4.1,17.4,0.72,68.8,10.0,12.5,24.8,OPEN,85,MFSL,2023-08-10,10.72,9.0,1.9
flat,58.5,1,1,1.0,1,1.0,6.6,5.0,0.97,82.7,12.3,-12.3,9.0,STOP,16,MFSL,2023-11-21,2.51,11.9,1.9
flat,58.6,1,1,1.0,0,1.0,3.2,2.6,1.78,83.6,13.4,8.1,13.7,OPEN,114,MFSL,2024-02-08,3.36,12.0,3.2
flat,57.4,1,1,1.0,1,1.0,5.6,3.4,1.21,86.0,10.1,-10.1,7.5,STOP,16,MFSL,2024-03-27,1.65,10.2,1.0
flat,58.9,1,1,1.0,1,1.0,5.3,3.3,0.84,89.9,11.6,-5.1,19.4,OPEN,65,MFSL,2024-07-24,2.4,8.6,4.2
flat,50.8,0,1,1.0,1,1.0,-0.7,6.6,0.56,96.5,13.4,-13.4,2.7,STOP,2,MFSL,2024-10-23,3.91,10.1,4.9
darvas,70.1,1,1,1.0,1,1.0,6.7,5.7,0.59,97.0,16.1,21.1,35.4,OPEN,62,MGL,2023-12-07,1.88,17.7,1.3
darvas,60.0,1,1,1.0,1,1.0,11.4,12.6,1.21,91.5,16.6,-16.6,31.9,STOP,67,MGL,2024-06-20,2.39,19.0,0.7
darvas,58.1,1,1,1.0,1,1.0,3.8,25.9,1.48,96.9,10.2,-10.2,3.8,STOP,4,MGL,2024-09-19,1.74,11.2,0.2
darvas,53.7,1,0,0.0,0,,-0.7,-5.5,1.04,65.6,12.0,-12.0,0.2,STOP,1,MGL,2025-01-31,1.89,9.5,3.8
darvas,56.4,1,1,0.0,1,,-1.4,4.4,1.26,69.3,12.7,-10.3,12.6,OPEN,42,MGL,2025-05-07,1.74,14.4,0.2
darvas,56.0,1,1,1.0,1,,4.0,4.8,1.02,71.0,10.7,-10.7,9.8,STOP,7,MGL,2025-06-25,2.41,11.2,0.7
flat,53.6,1,1,,1,,1.7,13.3,0.48,96.6,11.1,-1.7,7.3,OPEN,111,MGL,2023-05-09,8.89,8.4,3.8
flat,55.2,1,1,,1,,1.0,13.8,0.79,95.1,6.1,-6.1,5.8,STOP,22,MGL,2023-07-03,1.55,6.4,0.1
flat,49.2,0,0,,0,,-0.1,-6.8,0.62,89.9,12.5,26.7,42.5,OPEN,107,MGL,2023-10-03,7.82,11.1,2.9
flat,65.0,1,1,1.0,1,1.0,5.6,8.7,1.16,99.0,10.1,37.4,47.0,OPEN,115,MGL,2024-01-12,2.04,10.2,1.0
flat,58.1,1,1,1.0,1,1.0,3.8,25.9,1.48,96.9,10.2,-10.2,3.8,STOP,4,MGL,2024-09-19,1.74,11.2,0.2
flat,53.4,1,0,0.0,0,,0.2,-29.1,0.63,65.2,10.7,17.5,20.9,OPEN,124,MGL,2025-01-03,2.24,11.7,0.3
flat,53.7,1,0,0.0,0,,-0.7,-5.5,1.04,65.6,12.7,-12.7,0.2,STOP,1,MGL,2025-01-31,1.89,10.4,3.8
flat,56.0,1,1,1.0,1,,4.0,4.8,1.02,71.0,10.7,-10.7,9.8,STOP,7,MGL,2025-06-25,2.41,11.2,0.7
darvas,56.2,1,1,,1,,-1.2,4.8,0.69,96.9,11.1,52.7,54.3,OPEN,125,MHRIL,2023-04-11,3.6,11.2,1.2
darvas,64.1,1,1,,1,,5.8,5.9,1.28,97.5,11.9,27.5,47.1,OPEN,65,MHRIL,2023-07-13,8.64,13.0,0.5
darvas,55.3,1,1,,1,,-0.9,30.9,0.33,95.4,17.9,-17.9,8.3,STOP,7,MHRIL,2023-10-06,4.11,18.5,2.7
darvas,57.2,1,1,1.0,1,1.0,3.4,0.9,0.99,86.3,9.0,-9.0,7.2,STOP,1,MHRIL,2024-02-02,7.69,7.9,1.8
darvas,60.4,1,1,0.0,0,,12.8,-4.3,0.9,65.5,17.0,-8.3,11.7,OPEN,52,MHRIL,2025-05-13,1.62,17.5,2.6
flat,56.2,1,1,,1,,-1.2,4.8,0.69,96.9,10.4,52.7,54.3,OPEN,125,MHRIL,2023-04-11,3.6,10.3,1.2
flat,62.2,1,1,,1,,5.5,4.7,1.16,96.8,9.2,30.2,51.6,OPEN,66,MHRIL,2023-07-12,1.95,9.9,0.2
flat,56.1,1,1,1.0,0,1.0,1.2,-14.2,1.33,83.7,10.8,11.5,26.2,OPEN,110,MHRIL,2024-01-10,3.31,11.7,0.3
flat,57.2,1,1,1.0,1,1.0,3.4,0.9,0.99,86.3,11.9,-11.9,7.2,STOP,1,MHRIL,2024-02-02,7.69,11.4,1.8
darvas,62.1,1,1,,1,,5.7,6.5,1.15,89.7,11.5,60.5,111.3,OPEN,102,MIDHANI,2023-05-16,9.08,7.7,4.9
darvas,61.5,1,1,,1,,13.5,21.4,1.36,95.7,13.6,62.6,92.7,OPEN,83,MIDHANI,2023-06-12,4.09,13.1,2.3
darvas,72.2,1,1,,1,,23.1,56.1,1.07,97.1,13.6,23.9,48.3,OPEN,63,MIDHANI,2023-07-11,2.96,10.4,4.7
darvas,65.1,1,1,,1,,7.6,53.6,0.54,96.2,9.8,53.2,59.7,OPEN,123,MIDHANI,2023-07-31,3.05,8.1,2.6
darvas,51.8,1,1,,1,,-5.8,30.1,0.36,91.9,14.2,-14.2,1.4,STOP,1,MIDHANI,2023-10-11,7.93,13.2,2.9
darvas,54.2,1,1,1.0,1,1.0,0.4,-2.6,0.72,86.0,9.2,-9.2,26.4,STOP,12,MIDHANI,2024-01-17,6.77,9.7,0.4
darvas,59.8,1,1,,1,,4.9,39.6,0.91,97.6,11.8,25.5,27.3,OPEN,125,MINDACORP,2023-06-02,3.25,9.7,3.4
darvas,54.8,1,1,,1,,5.5,8.7,1.49,96.2,10.4,29.5,33.9,OPEN,110,MINDACORP,2023-07-11,2.8,11.5,0.0
darvas,56.1,1,1,,1,,1.8,12.0,0.83,95.5,11.4,-11.4,1.0,STOP,1,MINDACORP,2023-10-19,5.64,10.8,1.9
darvas,46.3,0,0,1.0,1,1.0,3.2,2.8,0.57,90.9,16.1,14.0,20.6,OPEN,57,MINDACORP,2023-11-29,6.71,18.2,0.9
darvas,55.6,1,1,1.0,1,1.0,4.3,-1.4,1.09,94.5,11.7,15.2,48.1,OPEN,57,MINDACORP,2024-06-03,3.9,11.9,1.3
darvas,58.8,1,1,1.0,1,1.0,0.1,22.4,0.52,96.3,10.7,3.5,26.6,OPEN,16,MINDACORP,2024-08-01,2.18,11.4,0.5
darvas,59.9,1,1,1.0,1,1.0,4.8,1.0,1.88,83.1,15.2,-15.2,5.4,STOP,3,MINDACORP,2025-01-15,8.51,14.5,2.9
darvas,57.3,1,1,1.0,1,,0.2,2.6,0.53,79.4,6.3,8.0,16.6,OPEN,38,MINDACORP,2025-09-17,2.07,4.7,1.9
flat,59.8,1,1,,1,,4.9,39.6,0.91,97.6,13.1,25.5,27.3,OPEN,125,MINDACORP,2023-06-02,3.25,11.3,3.4
flat,54.8,1,1,,1,,5.5,8.7,1.49,96.2,10.4,29.5,33.9,OPEN,110,MINDACORP,2023-07-11,2.8,11.5,0.0
flat,56.1,1,1,,1,,1.8,12.0,0.83,95.5,11.5,-11.5,1.0,STOP,1,MINDACORP,2023-10-19,5.64,10.9,1.9
flat,46.3,0,0,1.0,1,1.0,3.2,2.8,0.57,90.9,13.7,14.0,20.6,OPEN,57,MINDACORP,2023-11-29,6.71,11.2,4.2
flat,54.5,1,1,1.0,1,1.0,1.6,18.7,0.79,94.5,11.5,-11.5,5.7,STOP,1,MINDACORP,2024-02-19,2.9,11.4,1.4
flat,55.6,1,1,1.0,1,1.0,4.3,-1.4,1.09,94.5,11.7,15.2,48.1,OPEN,57,MINDACORP,2024-06-03,3.9,11.9,1.3
flat,58.8,1,1,1.0,1,1.0,0.1,22.4,0.52,96.3,10.5,3.5,26.6,OPEN,16,MINDACORP,2024-08-01,2.18,11.1,0.5
flat,57.3,1,1,1.0,1,,0.2,2.6,0.53,79.4,10.8,8.0,16.6,OPEN,38,MINDACORP,2025-09-17,2.07,11.5,0.6
flat,60.0,1,1,1.0,1,1.0,7.1,2.5,1.06,82.0,14.5,-0.9,7.1,OPEN,33,MINDACORP,2025-09-24,31.3,11.7,4.7
darvas,54.7,1,1,,1,,0.2,5.8,1.68,90.2,7.7,90.9,100.9,OPEN,118,MOIL,2023-06-13,3.09,7.4,0.9
darvas,61.6,1,1,,1,,2.8,12.8,1.08,93.3,4.8,88.6,97.1,OPEN,104,MOIL,2023-07-04,2.31,4.4,0.7
darvas,70.4,1,1,,1,,8.8,22.2,1.82,97.6,11.7,68.9,79.3,OPEN,123,MOIL,2023-08-04,9.57,8.4,4.4
darvas,65.7,1,1,,1,,18.9,37.3,0.94,97.6,10.9,20.6,63.5,OPEN,108,MOIL,2023-08-28,3.1,11.3,0.9
darvas,65.0,1,1,1.0,1,1.0,30.8,50.3,0.82,94.4,24.6,-24.6,12.0,STOP,35,MOIL,2024-05-17,5.84,17.1,13.2
darvas,62.2,1,1,1.0,1,,11.0,16.6,1.81,59.7,14.9,-0.2,11.2,OPEN,18,MOIL,2025-05-15,2.77,14.3,2.8
darvas,62.4,1,1,1.0,1,1.0,6.8,-1.1,1.14,62.7,11.5,-11.5,3.4,STOP,1,MOIL,2025-10-03,6.61,7.8,4.8
flat,64.4,1,1,,0,,9.8,-5.9,0.74,88.8,10.9,46.8,77.2,OPEN,116,MOIL,2023-05-02,3.54,11.5,0.7
flat,54.7,1,1,,1,,0.2,5.8,1.68,90.2,11.1,90.9,100.9,OPEN,118,MOIL,2023-06-13,3.09,11.4,0.9
flat,61.6,1,1,,1,,2.8,12.8,1.08,93.3,9.4,88.6,97.1,OPEN,104,MOIL,2023-07-04,2.31,9.7,0.7
flat,70.4,1,1,,1,,8.8,22.2,1.82,97.6,13.8,68.9,79.3,OPEN,123,MOIL,2023-08-04,9.57,11.1,4.4
flat,53.6,1,0,0.0,0,,-0.5,-11.8,0.62,58.6,11.5,-11.5,13.1,STOP,22,MOIL,2025-09-03,8.19,10.4,2.4
flat,62.4,1,1,1.0,1,1.0,6.8,-1.1,1.14,62.7,12.6,-12.6,3.4,STOP,1,MOIL,2025-10-03,6.61,9.3,4.8
darvas,64.0,1,1,,1,,4.6,9.8,0.59,88.1,9.0,79.7,86.9,OPEN,111,MOTILALOFS,2023-06-07,1.75,8.5,1.3
darvas,61.9,1,1,,1,,10.3,15.5,1.26,93.8,7.8,73.1,78.4,OPEN,118,MOTILALOFS,2023-06-30,2.42,8.0,0.4
darvas,70.2,1,1,,1,,18.1,38.8,1.78,98.3,11.9,93.4,111.8,OPEN,122,MOTILALOFS,2023-08-11,2.2,10.4,2.8
darvas,59.2,1,1,,1,,5.4,24.4,0.95,96.6,15.5,98.2,111.4,OPEN,122,MOTILALOFS,2023-10-12,6.28,13.5,4.3
darvas,66.2,1,1,1.0,1,1.0,24.4,20.5,0.92,93.8,16.8,-11.6,53.1,OPEN,41,MOTILALOFS,2024-08-21,2.47,17.3,2.5
darvas,58.8,1,1,1.0,1,1.0,1.8,43.6,0.66,80.4,13.6,-7.9,18.1,OPEN,79,MOTILALOFS,2025-07-03,4.42,11.9,3.4
darvas,51.3,1,1,1.0,1,1.0,0.4,-1.3,0.73,86.8,13.1,-13.1,11.9,STOP,12,MOTILALOFS,2025-10-09,4.42,13.1,1.8
flat,58.9,1,1,,0,,-1.3,-9.1,1.52,84.3,11.7,56.3,65.7,OPEN,119,MOTILALOFS,2023-05-11,3.1,11.4,1.7
flat,64.0,1,1,,1,,4.6,9.8,0.59,88.1,11.1,79.7,86.9,OPEN,111,MOTILALOFS,2023-06-07,1.75,11.0,1.3
flat,61.3,1,1,,1,,5.1,14.9,0.86,88.6,11.2,83.4,85.5,OPEN,124,MOTILALOFS,2023-06-14,2.09,11.4,1.1
flat,58.8,1,1,1.0,1,1.0,1.8,43.6,0.66,80.4,13.6,-7.9,18.1,OPEN,79,MOTILALOFS,2025-07-03,4.42,11.9,3.4
flat,51.3,1,1,1.0,1,1.0,0.4,-1.3,0.73,86.8,11.7,-11.7,11.9,STOP,12,MOTILALOFS,2025-10-09,4.42,11.6,1.4
darvas,57.5,1,1,,0,,2.6,8.0,1.15,83.5,13.0,27.6,35.7,OPEN,114,MPHASIS,2023-07-14,5.17,13.3,1.5
darvas,60.6,1,1,1.0,1,1.0,7.9,16.3,1.25,97.1,11.7,-11.7,1.3,STOP,1,MPHASIS,2024-02-16,1.66,12.7,0.5
darvas,60.9,1,1,0.0,1,,4.5,14.9,0.98,80.4,10.7,9.9,16.0,OPEN,70,MPHASIS,2025-06-10,1.83,10.7,1.1
darvas,61.2,1,1,1.0,1,1.0,8.5,13.5,0.74,89.7,10.8,-4.3,4.1,OPEN,17,MPHASIS,2025-08-25,2.49,11.8,0.2
flat,57.5,1,1,,0,,2.6,8.0,1.15,83.5,13.0,27.6,35.7,OPEN,114,MPHASIS,2023-07-14,5.17,8.0,6.4
flat,61.6,1,1,,1,,4.5,19.8,0.69,98.6,11.7,-11.7,3.7,STOP,8,MPHASIS,2023-08-24,2.24,9.6,3.3
flat,60.6,1,1,1.0,1,1.0,7.9,16.3,1.25,97.1,11.7,-11.7,1.3,STOP,1,MPHASIS,2024-02-16,1.66,11.6,1.4
flat,60.9,1,1,0.0,1,,4.5,14.9,0.98,80.4,10.7,9.9,16.0,OPEN,70,MPHASIS,2025-06-10,1.83,10.7,1.1
flat,61.2,1,1,1.0,1,1.0,8.5,13.5,0.74,89.7,10.0,-4.3,4.1,OPEN,17,MPHASIS,2025-08-25,2.49,10.9,0.2
flat,54.3,1,1,1.0,1,1.0,6.8,7.5,0.94,89.9,10.7,-10.7,2.3,STOP,6,MPHASIS,2025-09-10,2.29,12.0,0.0
darvas,61.1,1,1,,1,,0.6,2.6,0.79,98.7,9.7,-9.7,7.8,STOP,19,MRF,2018-04-03,2.7,8.7,1.9
darvas,50.9,0,1,0.0,1,,0.6,6.2,0.88,71.3,20.2,-20.2,13.8,STOP,94,MRF,2019-09-20,4.74,19.6,4.8
darvas,62.4,1,1,1.0,1,1.0,6.7,6.2,1.47,82.2,10.7,-10.7,9.0,STOP,19,MRF,2020-01-10,1.75,11.9,0.0
darvas,64.2,1,1,1.0,1,1.0,9.2,30.3,1.2,97.0,13.9,-13.9,1.7,STOP,1,MRF,2021-02-10,1.81,15.6,0.5
darvas,57.0,1,1,1.0,1,1.0,-0.9,29.1,0.71,87.3,11.6,-11.6,0.4,STOP,1,MRF,2022-09-15,5.63,9.0,3.8
darvas,72.1,1,1,1.0,1,1.0,10.2,4.0,1.08,92.5,17.1,2.6,5.3,OPEN,122,MRF,2022-11-07,1.98,19.3,1.1
darvas,81.5,1,1,1.0,1,1.0,12.7,2.5,1.68,96.5,17.5,9.2,15.0,OPEN,113,MRF,2023-05-05,6.16,18.0,2.7
darvas,67.2,1,1,1.0,1,1.0,2.5,20.0,0.82,99.0,4.8,19.8,20.4,OPEN,124,MRF,2023-06-13,1.84,5.0,0.1
darvas,62.5,1,1,1.0,1,1.0,5.9,23.3,0.86,95.7,11.9,1.9,8.5,OPEN,73,MRF,2025-07-09,2.64,11.1,2.2
