signal_id,symbol,timeframe,variant,direction,date,signal_time,entry_price,prev_day_high,prev_day_low,prev_week_high,prev_week_low,cpr_width_pct,theta_cpr,vol_mult,vol_ratio,trend_mode,clean,clearroom,carry,trig_open,trig_high,trig_low,trig_close,trig_volume,vol_baseline,atr_daily,T_NO__exit_time,T_NO__exit_price,T_NO__exit_reason,T_NO__net_pts,T_NO__net_pct,T_NO__mfe_pts,T_NO__mae_pts,T_NO__hold_min,T_HARD_SL__exit_time,T_HARD_SL__exit_price,T_HARD_SL__exit_reason,T_HARD_SL__net_pts,T_HARD_SL__net_pct,T_HARD_SL__mfe_pts,T_HARD_SL__mae_pts,T_HARD_SL__hold_min,T_ATR_SL_0.3__exit_time,T_ATR_SL_0.3__exit_price,T_ATR_SL_0.3__exit_reason,T_ATR_SL_0.3__net_pts,T_ATR_SL_0.3__net_pct,T_ATR_SL_0.3__mfe_pts,T_ATR_SL_0.3__mae_pts,T_ATR_SL_0.3__hold_min,T_ATR_SL_0.5__exit_time,T_ATR_SL_0.5__exit_price,T_ATR_SL_0.5__exit_reason,T_ATR_SL_0.5__net_pts,T_ATR_SL_0.5__net_pct,T_ATR_SL_0.5__mfe_pts,T_ATR_SL_0.5__mae_pts,T_ATR_SL_0.5__hold_min,T_ATR_SL_1.0__exit_time,T_ATR_SL_1.0__exit_price,T_ATR_SL_1.0__exit_reason,T_ATR_SL_1.0__net_pts,T_ATR_SL_1.0__net_pct,T_ATR_SL_1.0__mfe_pts,T_ATR_SL_1.0__mae_pts,T_ATR_SL_1.0__hold_min,T_CHANDELIER_1.0__exit_time,T_CHANDELIER_1.0__exit_price,T_CHANDELIER_1.0__exit_reason,T_CHANDELIER_1.0__net_pts,T_CHANDELIER_1.0__net_pct,T_CHANDELIER_1.0__mfe_pts,T_CHANDELIER_1.0__mae_pts,T_CHANDELIER_1.0__hold_min,T_CHANDELIER_1.5__exit_time,T_CHANDELIER_1.5__exit_price,T_CHANDELIER_1.5__exit_reason,T_CHANDELIER_1.5__net_pts,T_CHANDELIER_1.5__net_pct,T_CHANDELIER_1.5__mfe_pts,T_CHANDELIER_1.5__mae_pts,T_CHANDELIER_1.5__hold_min,T_CHANDELIER_2.0__exit_time,T_CHANDELIER_2.0__exit_price,T_CHANDELIER_2.0__exit_reason,T_CHANDELIER_2.0__net_pts,T_CHANDELIER_2.0__net_pct,T_CHANDELIER_2.0__mfe_pts,T_CHANDELIER_2.0__mae_pts,T_CHANDELIER_2.0__hold_min,T_R_TARGET_1.0R__exit_time,T_R_TARGET_1.0R__exit_price,T_R_TARGET_1.0R__exit_reason,T_R_TARGET_1.0R__net_pts,T_R_TARGET_1.0R__net_pct,T_R_TARGET_1.0R__mfe_pts,T_R_TARGET_1.0R__mae_pts,T_R_TARGET_1.0R__hold_min,T_R_TARGET_1.5R__exit_time,T_R_TARGET_1.5R__exit_price,T_R_TARGET_1.5R__exit_reason,T_R_TARGET_1.5R__net_pts,T_R_TARGET_1.5R__net_pct,T_R_TARGET_1.5R__mfe_pts,T_R_TARGET_1.5R__mae_pts,T_R_TARGET_1.5R__hold_min,T_R_TARGET_2.0R__exit_time,T_R_TARGET_2.0R__exit_price,T_R_TARGET_2.0R__exit_reason,T_R_TARGET_2.0R__net_pts,T_R_TARGET_2.0R__net_pct,T_R_TARGET_2.0R__mfe_pts,T_R_TARGET_2.0R__mae_pts,T_R_TARGET_2.0R__hold_min,T_R_TARGET_3.0R__exit_time,T_R_TARGET_3.0R__exit_price,T_R_TARGET_3.0R__exit_reason,T_R_TARGET_3.0R__net_pts,T_R_TARGET_3.0R__net_pct,T_R_TARGET_3.0R__mfe_pts,T_R_TARGET_3.0R__mae_pts,T_R_TARGET_3.0R__hold_min,T_STEP_TRAIL__exit_time,T_STEP_TRAIL__exit_price,T_STEP_TRAIL__exit_reason,T_STEP_TRAIL__net_pts,T_STEP_TRAIL__net_pct,T_STEP_TRAIL__mfe_pts,T_STEP_TRAIL__mae_pts,T_STEP_TRAIL__hold_min
42,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2022-12-01,2022-12-01 09:15:00,817.0,806.4,798.6,816.0,795.1,0.2686,1.0,2.0,2.427,sma50,loose,off,sameday,811.0,818.5,809.3,817.0,5230350,2155343.7,12.4093,2022-12-01 15:25:00,809.0,eod,-8.0,-0.009792,1.5,9.5,370,2022-12-01 13:30:00,809.3,hard_sl,-7.7,-0.009425,1.5,8.0,255,2022-12-01 10:15:00,813.2772,atr_sl,-3.7228,-0.004557,1.5,4.2,60,2022-12-01 13:25:00,810.7953,atr_sl,-6.2047,-0.007594,1.5,7.0,250,2022-12-01 15:25:00,809.0,eod_no_hit,-8.0,-0.009792,1.5,9.5,370,2022-12-01 15:25:00,809.0,eod_no_hit,-8.0,-0.009792,1.5,9.5,370,2022-12-01 15:25:00,809.0,eod_no_hit,-8.0,-0.009792,1.5,9.5,370,2022-12-01 15:25:00,809.0,eod_no_hit,-8.0,-0.009792,1.5,9.5,370,2022-12-01 13:30:00,809.3,hard_sl,-7.7,-0.009425,1.5,8.0,255,2022-12-01 13:30:00,809.3,hard_sl,-7.7,-0.009425,1.5,8.0,255,2022-12-01 13:30:00,809.3,hard_sl,-7.7,-0.009425,1.5,8.0,255,2022-12-01 13:30:00,809.3,hard_sl,-7.7,-0.009425,1.5,8.0,255,2022-12-01 13:30:00,809.3,hard_sl,-7.7,-0.009425,1.5,8.0,255
43,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2023-01-20,2023-01-20 09:15:00,829.9,825.0,816.5,805.8,780.0,0.6203,1.0,2.0,2.525,sma50,loose,off,sameday,822.0,830.9,821.7,829.9,4320742,1711523.7,14.1237,2023-01-20 15:25:00,830.0,eod,0.1,0.00012,4.6,5.8,370,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 09:20:00,825.6629,atr_sl,-4.2371,-0.005106,0.0,5.8,5,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 15:25:00,830.0,eod_no_hit,0.1,0.00012,4.6,5.8,370,2023-01-20 15:05:00,829.9,breakeven,0.0,0.0,4.6,5.8,350
44,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2023-09-15,2023-09-15 09:15:00,828.7,825.0,817.6,816.4,785.3,0.8991,1.0,2.0,2.156,sma50,loose,off,sameday,825.0,829.7,825.0,828.7,8358648,3877800.1,10.2377,2023-09-15 15:25:00,828.5,eod,-0.2,-0.000241,6.3,2.4,370,2023-09-15 15:25:00,828.5,eod_no_hit,-0.2,-0.000241,6.3,2.4,370,2023-09-15 15:25:00,828.5,eod_no_hit,-0.2,-0.000241,6.3,2.4,370,2023-09-15 15:25:00,828.5,eod_no_hit,-0.2,-0.000241,6.3,2.4,370,2023-09-15 15:25:00,828.5,eod_no_hit,-0.2,-0.000241,6.3,2.4,370,2023-09-15 15:25:00,828.5,eod_no_hit,-0.2,-0.000241,6.3,2.4,370,2023-09-15 15:25:00,828.5,eod_no_hit,-0.2,-0.000241,6.3,2.4,370,2023-09-15 15:25:00,828.5,eod_no_hit,-0.2,-0.000241,6.3,2.4,370,2023-09-15 11:00:00,832.4,r_target,3.7,0.004465,3.8,1.7,105,2023-09-15 15:05:00,834.25,r_target,5.55,0.006697,6.3,2.4,350,2023-09-15 15:25:00,828.5,eod_no_hit,-0.2,-0.000241,6.3,2.4,370,2023-09-15 15:25:00,828.5,eod_no_hit,-0.2,-0.000241,6.3,2.4,370,2023-09-15 12:15:00,828.7,breakeven,0.0,0.0,4.3,1.7,180
45,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2023-09-20,2023-09-20 09:15:00,788.0,827.5,813.0,835.0,812.0,0.5973,1.0,2.0,5.9,sma50,loose,off,sameday,799.5,799.5,787.5,788.0,23863226,4044516.9,11.008,2023-09-20 15:25:00,783.0,eod,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 09:20:00,791.3024,atr_sl,-3.3024,-0.004191,0.0,4.0,5,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370,2023-09-20 15:25:00,783.0,eod_no_hit,5.0,0.006345,7.8,4.0,370
46,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2023-11-29,2023-11-29 09:15:00,770.4,768.6,762.9,766.6,750.8,0.6394,1.0,2.0,2.109,sma50,loose,off,sameday,767.0,770.8,766.5,770.4,7678414,3640362.3,8.6345,2023-11-29 15:25:00,780.2,eod,9.8,0.012721,11.1,2.7,370,2023-11-29 15:25:00,780.2,eod_no_hit,9.8,0.012721,11.1,2.7,370,2023-11-29 09:20:00,767.8097,atr_sl,-2.5903,-0.003362,0.0,2.7,5,2023-11-29 15:25:00,780.2,eod_no_hit,9.8,0.012721,11.1,2.7,370,2023-11-29 15:25:00,780.2,eod_no_hit,9.8,0.012721,11.1,2.7,370,2023-11-29 15:25:00,780.2,eod_no_hit,9.8,0.012721,11.1,2.7,370,2023-11-29 15:25:00,780.2,eod_no_hit,9.8,0.012721,11.1,2.7,370,2023-11-29 15:25:00,780.2,eod_no_hit,9.8,0.012721,11.1,2.7,370,2023-11-29 11:25:00,774.3,r_target,3.9,0.005062,4.5,2.7,130,2023-11-29 13:40:00,776.25,r_target,5.85,0.007593,6.1,2.7,265,2023-11-29 14:45:00,778.2,r_target,7.8,0.010125,8.0,2.7,330,2023-11-29 15:25:00,780.2,eod_no_hit,9.8,0.012721,11.1,2.7,370,2023-11-29 15:25:00,780.2,eod_no_hit,9.8,0.012721,11.1,2.7,370
47,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2024-10-24,2024-10-24 09:15:00,876.6,873.2,852.5,854.0,827.0,0.0317,1.0,2.0,2.012,sma50,loose,off,sameday,869.0,880.7,869.0,876.6,8433048,4192409.8,16.4136,2024-10-24 15:25:00,875.2,eod,-1.4,-0.001597,7.7,3.5,370,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 11:55:00,884.2,r_target,7.6,0.00867,7.7,2.2,160,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 15:25:00,875.2,eod_no_hit,-1.4,-0.001597,7.7,3.5,370,2024-10-24 09:35:00,876.6,breakeven,0.0,0.0,4.1,0.6,20
48,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2018-07-16,2018-07-16 09:15:00,673.33,665.8,649.18,671.05,639.53,0.3463,1.0,2.0,6.972,sma50,loose,off,sameday,658.0,673.5,644.15,673.33,8489480,1217620.5,15.7798,2018-07-16 15:25:00,668.0,eod,-5.33,-0.007916,18.47,18.53,370,2018-07-16 15:25:00,668.0,eod_no_hit,-5.33,-0.007916,18.47,18.53,370,2018-07-16 09:20:00,668.596,atr_sl,-4.734,-0.007031,0.0,18.53,5,2018-07-16 09:20:00,665.4401,atr_sl,-7.8899,-0.011718,0.0,18.53,5,2018-07-16 09:20:00,657.5502,atr_sl,-15.7798,-0.023436,0.0,18.53,5,2018-07-16 09:20:00,657.5502,chandelier,-15.7798,-0.023436,0.0,18.53,5,2018-07-16 14:05:00,668.1302,chandelier,-5.1998,-0.007722,18.47,18.53,290,2018-07-16 15:25:00,668.0,eod_no_hit,-5.33,-0.007916,18.47,18.53,370,2018-07-16 15:25:00,668.0,eod_no_hit,-5.33,-0.007916,18.47,18.53,370,2018-07-16 15:25:00,668.0,eod_no_hit,-5.33,-0.007916,18.47,18.53,370,2018-07-16 15:25:00,668.0,eod_no_hit,-5.33,-0.007916,18.47,18.53,370,2018-07-16 15:25:00,668.0,eod_no_hit,-5.33,-0.007916,18.47,18.53,370,2018-07-16 13:55:00,673.33,breakeven,0.0,0.0,18.47,18.53,280
49,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2018-08-31,2018-08-31 09:15:00,723.33,710.78,698.08,703.98,686.75,0.5976,1.0,2.0,2.077,sma50,loose,off,sameday,712.45,727.15,710.55,723.33,1860720,895708.8,13.7968,2018-08-31 15:25:00,720.0,eod,-3.33,-0.004604,3.82,12.55,370,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370,2018-08-31 09:20:00,719.191,atr_sl,-4.139,-0.005722,0.0,12.55,5,2018-08-31 09:20:00,716.4316,atr_sl,-6.8984,-0.009537,0.0,12.55,5,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370,2018-08-31 15:25:00,720.0,eod_no_hit,-3.33,-0.004604,3.82,12.55,370
50,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2018-10-11,2018-10-11 09:15:00,673.95,719.9,695.4,754.9,702.5,0.3758,1.0,2.0,2.345,sma50,loose,off,sameday,684.05,691.85,669.5,673.95,2547270,1086275.8,19.5369,2018-10-11 15:25:00,675.3,eod,-1.35,-0.002003,10.6,15.0,370,2018-10-11 15:25:00,675.3,eod_no_hit,-1.35,-0.002003,10.6,15.0,370,2018-10-11 09:20:00,679.8111,atr_sl,-5.8611,-0.008697,0.0,8.2,5,2018-10-11 09:25:00,683.7185,atr_sl,-9.7685,-0.014494,0.0,10.1,10,2018-10-11 15:25:00,675.3,eod_no_hit,-1.35,-0.002003,10.6,15.0,370,2018-10-11 15:25:00,675.3,eod_no_hit,-1.35,-0.002003,10.6,15.0,370,2018-10-11 15:25:00,675.3,eod_no_hit,-1.35,-0.002003,10.6,15.0,370,2018-10-11 15:25:00,675.3,eod_no_hit,-1.35,-0.002003,10.6,15.0,370,2018-10-11 15:25:00,675.3,eod_no_hit,-1.35,-0.002003,10.6,15.0,370,2018-10-11 15:25:00,675.3,eod_no_hit,-1.35,-0.002003,10.6,15.0,370,2018-10-11 15:25:00,675.3,eod_no_hit,-1.35,-0.002003,10.6,15.0,370,2018-10-11 15:25:00,675.3,eod_no_hit,-1.35,-0.002003,10.6,15.0,370,2018-10-11 15:05:00,673.95,breakeven,-0.0,-0.0,10.6,15.0,350
51,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2019-07-16,2019-07-16 09:15:00,784.05,781.65,754.2,730.6,706.5,0.7579,1.0,2.0,2.834,sma50,loose,off,sameday,777.0,787.8,776.35,784.05,2818511,994709.7,15.7707,2019-07-16 15:25:00,782.9,eod,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 10:20:00,779.3188,atr_sl,-4.7312,-0.006034,3.75,5.0,65,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370,2019-07-16 15:25:00,782.9,eod_no_hit,-1.15,-0.001467,3.75,5.0,370
52,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2020-01-13,2020-01-13 09:15:00,767.4,742.9,730.5,753.8,708.3,0.6454,1.0,2.0,12.458,sma50,loose,off,sameday,760.0,767.8,755.35,767.4,10290798,826023.6,13.6996,2020-01-13 15:25:00,772.5,eod,5.1,0.006646,10.05,9.25,370,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370,2020-01-13 09:20:00,763.2901,atr_sl,-4.1099,-0.005356,0.0,9.25,5,2020-01-13 09:20:00,760.5502,atr_sl,-6.8498,-0.008926,0.0,9.25,5,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370,2020-01-13 15:25:00,772.5,eod_no_hit,5.1,0.006646,10.05,9.25,370
53,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2020-06-26,2020-06-26 09:15:00,728.75,705.6,693.5,716.6,685.25,0.4389,1.0,2.0,2.602,sma50,loose,off,sameday,710.2,729.0,710.0,728.75,3374888,1296973.6,19.352,2020-06-26 15:25:00,747.0,eod,18.25,0.025043,22.3,14.6,370,2020-06-26 15:25:00,747.0,eod_no_hit,18.25,0.025043,22.3,14.6,370,2020-06-26 09:20:00,722.9444,atr_sl,-5.8056,-0.007967,0.0,14.6,5,2020-06-26 09:20:00,719.074,atr_sl,-9.676,-0.013278,0.0,14.6,5,2020-06-26 15:25:00,747.0,eod_no_hit,18.25,0.025043,22.3,14.6,370,2020-06-26 15:25:00,747.0,eod_no_hit,18.25,0.025043,22.3,14.6,370,2020-06-26 15:25:00,747.0,eod_no_hit,18.25,0.025043,22.3,14.6,370,2020-06-26 15:25:00,747.0,eod_no_hit,18.25,0.025043,22.3,14.6,370,2020-06-26 11:50:00,747.5,r_target,18.75,0.025729,18.9,14.6,155,2020-06-26 15:25:00,747.0,eod_no_hit,18.25,0.025043,22.3,14.6,370,2020-06-26 15:25:00,747.0,eod_no_hit,18.25,0.025043,22.3,14.6,370,2020-06-26 15:25:00,747.0,eod_no_hit,18.25,0.025043,22.3,14.6,370,2020-06-26 15:25:00,747.0,eod_no_hit,18.25,0.025043,22.3,14.6,370
54,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2020-09-17,2020-09-17 09:15:00,1012.8,1005.65,982.0,954.15,913.05,0.8603,1.0,2.0,2.232,sma50,loose,off,sameday,995.0,1013.0,995.0,1012.8,2573445,1152875.1,22.444,2020-09-17 15:25:00,1011.0,eod,-1.8,-0.001777,8.15,16.8,370,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370,2020-09-17 09:20:00,1006.0668,atr_sl,-6.7332,-0.006648,0.0,16.8,5,2020-09-17 09:20:00,1001.578,atr_sl,-11.222,-0.01108,0.0,16.8,5,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370,2020-09-17 15:25:00,1011.0,eod_no_hit,-1.8,-0.001777,8.15,16.8,370
55,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2020-10-05,2020-10-05 09:15:00,1048.65,1026.5,1011.75,1028.0,998.5,0.2891,1.0,2.0,2.003,sma50,loose,off,sameday,1018.05,1049.0,1018.05,1048.65,3356317,1675517.6,25.0399,2020-10-05 15:25:00,1048.1,eod,-0.55,-0.000524,6.15,20.2,370,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370,2020-10-05 09:20:00,1041.138,atr_sl,-7.512,-0.007163,0.0,20.2,5,2020-10-05 09:20:00,1036.1301,atr_sl,-12.5199,-0.011939,0.0,20.2,5,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370,2020-10-05 15:25:00,1048.1,eod_no_hit,-0.55,-0.000524,6.15,20.2,370
56,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2020-10-08,2020-10-08 09:15:00,1103.8,1072.0,1035.5,1028.0,998.5,0.2891,1.0,2.0,3.075,sma50,loose,off,sameday,1090.0,1109.8,1089.3,1103.8,5676237,1845736.1,26.8499,2020-10-08 15:25:00,1094.0,eod,-9.8,-0.008878,20.2,14.5,370,2020-10-08 09:20:00,1089.3,hard_sl,-14.5,-0.013136,0.0,14.5,5,2020-10-08 09:20:00,1095.745,atr_sl,-8.055,-0.007297,0.0,14.5,5,2020-10-08 09:20:00,1090.3751,atr_sl,-13.4249,-0.012162,0.0,14.5,5,2020-10-08 15:25:00,1094.0,eod_no_hit,-9.8,-0.008878,20.2,14.5,370,2020-10-08 14:25:00,1097.1501,chandelier,-6.6499,-0.006025,20.2,14.5,310,2020-10-08 15:25:00,1094.0,eod_no_hit,-9.8,-0.008878,20.2,14.5,370,2020-10-08 15:25:00,1094.0,eod_no_hit,-9.8,-0.008878,20.2,14.5,370,2020-10-08 09:20:00,1089.3,hard_sl,-14.5,-0.013136,0.0,14.5,5,2020-10-08 09:20:00,1089.3,hard_sl,-14.5,-0.013136,0.0,14.5,5,2020-10-08 09:20:00,1089.3,hard_sl,-14.5,-0.013136,0.0,14.5,5,2020-10-08 09:20:00,1089.3,hard_sl,-14.5,-0.013136,0.0,14.5,5,2020-10-08 09:20:00,1089.3,hard_sl,-14.5,-0.013136,0.0,14.5,5
57,INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2021-09-24,2021-09-24 09:15:00,1780.55,1745.0,1721.1,1719.25,1675.2,0.233,1.0,2.0,3.228,sma50,loose,off,sameday,1758.0,1786.0,1756.7,1780.55,2434401,754046.6,28.231,2021-09-24 15:25:00,1763.8,eod,-16.75,-0.009407,7.45,27.9,370,2021-09-24 12:30:00,1756.7,hard_sl,-23.85,-0.013395,7.45,25.5,195,2021-09-24 11:15:00,1772.0807,atr_sl,-8.4693,-0.004757,7.45,10.55,120,2021-09-24 11:50:00,1766.4345,atr_sl,-14.1155,-0.007928,7.45,15.3,155,2021-09-24 15:25:00,1763.8,eod_no_hit,-16.75,-0.009407,7.45,27.9,370,2021-09-24 12:30:00,1759.769,chandelier,-20.781,-0.011671,7.45,25.5,195,2021-09-24 15:25:00,1763.8,eod_no_hit,-16.75,-0.009407,7.45,27.9,370,2021-09-24 15:25:00,1763.8,eod_no_hit,-16.75,-0.009407,7.45,27.9,370,2021-09-24 12:30:00,1756.7,hard_sl,-23.85,-0.013395,7.45,25.5,195,2021-09-24 12:30:00,1756.7,hard_sl,-23.85,-0.013395,7.45,25.5,195,2021-09-24 12:30:00,1756.7,hard_sl,-23.85,-0.013395,7.45,25.5,195,2021-09-24 12:30:00,1756.7,hard_sl,-23.85,-0.013395,7.45,25.5,195,2021-09-24 12:30:00,1756.7,hard_sl,-23.85,-0.013395,7.45,25.5,195
