date,type,ref
2024-02-29,EXIT_RS_ROTATION,HINDCOPPER
2024-02-29,EXIT_RS_ROTATION,IRB
2024-02-29,EXIT_RS_ROTATION,PRESTIGE
2024-02-29,ENTRY,SWANCORP
2024-02-29,ENTRY,OIL
2024-02-29,ENTRY,KALYANKJIL
2024-02-29,ENTRY,LODHA
2024-02-29,ENTRY,BDL
2024-02-29,ENTRY,CDSL
2024-02-29,ENTRY,CUMMINSIND
2024-02-29,ENTRY,RITES
2024-02-29,ENTRY,NATIONALUM
2024-02-29,ENTRY,PHOENIXLTD
2024-03-28,EXIT_TRAIL12,BSOFT
2024-03-28,EXIT_TRAIL12,MCX
2024-03-28,EXIT_TRAIL12,RAILTEL
2024-03-28,EXIT_TRAIL12,SWANCORP
2024-03-28,EXIT_PERSTOCK_SMA,CDSL
2024-03-28,EXIT_TRAIL12,RITES
2024-03-28,ENTRY,CHENNPETRO
2024-03-28,ENTRY,HINDCOPPER
2024-03-28,ENTRY,BOSCHLTD
2024-03-28,ENTRY,SIEMENS
2024-03-28,ENTRY,ADANIPOWER
2024-03-28,ENTRY,MAXHEALTH
2024-04-30,EXIT_RS_ROTATION,TRENT
2024-04-30,EXIT_RS_ROTATION,HUDCO
2024-04-30,EXIT_RS_ROTATION,KALYANKJIL
2024-04-30,EXIT_RS_ROTATION,LODHA
2024-04-30,EXIT_RS_ROTATION,HINDCOPPER
2024-04-30,EXIT_RS_ROTATION,ADANIPOWER
2024-04-30,EXIT_RS_ROTATION,MAXHEALTH
2024-04-30,ENTRY,IRB
2024-04-30,ENTRY,ENGINERSIN
2024-04-30,ENTRY,EXIDEIND
2024-04-30,ENTRY,PRESTIGE
2024-04-30,ENTRY,VOLTAS
2024-04-30,ENTRY,MOIL
2024-04-30,ENTRY,CESC
2024-05-31,EXIT_TRAIL12,CHENNPETRO
2024-05-31,EXIT_TRAIL12,ENGINERSIN
2024-05-31,EXIT_RS_ROTATION,NATIONALUM
2024-05-31,EXIT_RS_ROTATION,PHOENIXLTD
2024-05-31,EXIT_RS_ROTATION,BOSCHLTD
2024-05-31,EXIT_RS_ROTATION,IRB
2024-05-31,EXIT_RS_ROTATION,CESC
2024-05-31,ENTRY,BEML
2024-05-31,ENTRY,INOXWIND
2024-05-31,ENTRY,NCC
2024-05-31,ENTRY,TORNTPOWER
2024-05-31,ENTRY,GRSE
2024-05-31,ENTRY,HFCL
2024-05-31,ENTRY,LODHA
2024-06-28,EXIT_RS_ROTATION,OIL
2024-06-28,EXIT_RS_ROTATION,MOIL
2024-06-28,EXIT_RS_ROTATION,INOXWIND
2024-06-28,EXIT_RS_ROTATION,HFCL
2024-06-28,ENTRY,OFSS
2024-06-28,ENTRY,ARE&M
2024-06-28,ENTRY,POLICYBZR
2024-06-28,ENTRY,PHOENIXLTD
2024-07-31,EXIT_TRAIL12,BDL
2024-07-31,EXIT_TRAIL12,BEML
2024-07-31,EXIT_TRAIL12,LODHA
2024-07-31,EXIT_TRAIL12,PHOENIXLTD
2024-07-31,EXIT_RS_ROTATION,PRESTIGE
2024-07-31,EXIT_RS_ROTATION,GRSE
2024-07-31,ENTRY,KALYANKJIL
2024-07-31,ENTRY,DATAPATTNS
2024-07-31,ENTRY,GLENMARK
2024-07-31,ENTRY,CAMS
2024-07-31,ENTRY,INDIACEM
2024-07-31,ENTRY,JSWINFRA
2024-08-30,EXIT_TRAIL12,SIEMENS
2024-08-30,EXIT_PERSTOCK_SMA,EXIDEIND
2024-08-30,EXIT_PERSTOCK_SMA,DATAPATTNS
2024-08-30,EXIT_RS_ROTATION,CUMMINSIND
2024-08-30,EXIT_RS_ROTATION,NCC
2024-08-30,EXIT_RS_ROTATION,ARE&M
2024-08-30,EXIT_RS_ROTATION,JSWINFRA
2024-08-30,ENTRY,INOXWIND
2024-08-30,ENTRY,CROMPTON
2024-08-30,ENTRY,BALRAMCHIN
2024-08-30,ENTRY,NATCOPHARM
2024-08-30,ENTRY,CESC
2024-08-30,ENTRY,NAUKRI
2024-08-30,ENTRY,MUTHOOTFIN
2024-09-30,EXIT_TRAIL12,POLICYBZR
2024-09-30,EXIT_PERSTOCK_SMA,CROMPTON
2024-09-30,EXIT_RS_ROTATION,TORNTPOWER
2024-09-30,EXIT_RS_ROTATION,OFSS
2024-09-30,EXIT_RS_ROTATION,NATCOPHARM
2024-09-30,EXIT_RS_ROTATION,MUTHOOTFIN
2024-09-30,ENTRY,ANANTRAJ
2024-09-30,ENTRY,KAYNES
2024-09-30,ENTRY,ABFRL
2024-09-30,ENTRY,DIVISLAB
2024-09-30,ENTRY,ESCORTS
2024-09-30,ENTRY,COLPAL
2024-10-25,EXIT_REGIME_CHUNK,to_75%
2024-10-31,EXIT_PERSTOCK_SMA,VOLTAS
2024-10-31,EXIT_TRAIL12,KALYANKJIL
2024-10-31,EXIT_TRAIL12,INOXWIND
2024-10-31,EXIT_PERSTOCK_SMA,ABFRL
2024-10-31,EXIT_PERSTOCK_SMA,ESCORTS
2024-10-31,EXIT_PERSTOCK_SMA,COLPAL
2024-10-31,EXIT_RS_ROTATION,INDIACEM
2024-10-31,EXIT_RS_ROTATION,NAUKRI
2024-10-31,EXIT_RS_ROTATION,DIVISLAB
2024-10-31,ENTRY,FSL
2024-10-31,ENTRY,PERSISTENT
2024-10-31,ENTRY,TORNTPOWER
2024-10-31,ENTRY,LUPIN
2024-10-31,ENTRY,OBEROIRLTY
2024-10-31,ENTRY,MFSL
2024-10-31,ENTRY,FEDERALBNK
2024-10-31,ENTRY,PIIND
2024-10-31,ENTRY,MAXHEALTH
2024-11-01,EXIT_REGIME_CHUNK,to_50%
2024-11-08,EXIT_REGIME_CHUNK,to_25%
2024-11-14,EXIT_REGIME_CHUNK,to_0%
2024-12-31,ENTRY,MOTILALOFS
2024-12-31,ENTRY,PPLPHARMA
2024-12-31,ENTRY,KAYNES
2024-12-31,ENTRY,AMBER
2024-12-31,ENTRY,FORTIS
2024-12-31,ENTRY,ANANTRAJ
2024-12-31,ENTRY,KALYANKJIL
2024-12-31,ENTRY,FSL
2024-12-31,ENTRY,POLICYBZR
2024-12-31,ENTRY,MANKIND
2024-12-31,ENTRY,CAMS
2024-12-31,ENTRY,OBEROIRLTY
2024-12-31,ENTRY,BLS
2024-12-31,ENTRY,UNITDSPR
2024-12-31,ENTRY,NAUKRI
2025-01-03,EXIT_REGIME_CHUNK,to_25%
2025-01-10,EXIT_REGIME_CHUNK,to_0%
2025-03-28,ENTRY,MANAPPURAM
2025-03-28,ENTRY,SRF
2025-03-28,ENTRY,MUTHOOTFIN
2025-03-28,ENTRY,COROMANDEL
2025-03-28,ENTRY,FORTIS
2025-03-28,ENTRY,SHREECEM
2025-03-28,ENTRY,BLUESTARCO
2025-03-28,ENTRY,SOLARINDS
2025-03-28,ENTRY,JSWSTEEL
2025-03-28,ENTRY,MARICO
2025-03-28,ENTRY,GRASIM
2025-03-28,ENTRY,TORNTPHARM
2025-04-04,EXIT_REGIME_CHUNK,to_75%
2025-04-11,EXIT_REGIME_CHUNK,to_50%
2025-04-30,EXIT_PERSTOCK_SMA,MUTHOOTFIN
2025-04-30,EXIT_PERSTOCK_SMA,BLUESTARCO
2025-04-30,ENTRY,CHAMBLFERT
2025-04-30,ENTRY,TATACONSUM
2025-04-30,ENTRY,UNITDSPR
2025-04-30,ENTRY,TVSMOTOR
2025-04-30,ENTRY,APLAPOLLO
2025-05-30,EXIT_PERSTOCK_SMA,TORNTPHARM
2025-05-30,EXIT_PERSTOCK_SMA,CHAMBLFERT
2025-05-30,EXIT_RS_ROTATION,FORTIS
2025-05-30,EXIT_RS_ROTATION,JSWSTEEL
2025-05-30,EXIT_RS_ROTATION,GRASIM
2025-05-30,EXIT_RS_ROTATION,TATACONSUM
2025-05-30,ENTRY,GRSE
2025-05-30,ENTRY,BDL
2025-05-30,ENTRY,POWERINDIA
2025-05-30,ENTRY,MFSL
2025-05-30,ENTRY,BAJAJHLDNG
2025-05-30,ENTRY,NBCC
2025-06-30,EXIT_PERSTOCK_SMA,UNITDSPR
2025-06-30,EXIT_TRAIL12,GRSE
2025-06-30,EXIT_RS_ROTATION,MARICO
2025-06-30,EXIT_RS_ROTATION,APLAPOLLO
2025-06-30,EXIT_RS_ROTATION,BDL
2025-06-30,ENTRY,REDINGTON
2025-06-30,ENTRY,LTF
2025-06-30,ENTRY,AUBANK
2025-06-30,ENTRY,DEEPAKFERT
2025-06-30,ENTRY,HDFCLIFE
2025-07-31,EXIT_TRAIL12,SOLARINDS
2025-07-31,EXIT_TRAIL12,NBCC
2025-07-31,EXIT_PERSTOCK_SMA,REDINGTON
2025-07-31,EXIT_RS_ROTATION,SRF
2025-07-31,EXIT_RS_ROTATION,TVSMOTOR
2025-07-31,EXIT_RS_ROTATION,AUBANK
2025-07-31,EXIT_RS_ROTATION,HDFCLIFE
2025-07-31,ENTRY,PARADEEP
2025-07-31,ENTRY,HDFCAMC
2025-07-31,ENTRY,GLENMARK
2025-07-31,ENTRY,LAURUSLABS
2025-07-31,ENTRY,BOSCHLTD
2025-07-31,ENTRY,ITCHOTELS
2025-07-31,ENTRY,TRANSRAILL
2025-08-29,EXIT_REGIME_CHUNK,to_75%
2025-08-29,EXIT_PERSTOCK_SMA,COROMANDEL
2025-08-29,EXIT_PERSTOCK_SMA,SHREECEM
2025-08-29,EXIT_PERSTOCK_SMA,BAJAJHLDNG
2025-08-29,EXIT_PERSTOCK_SMA,DEEPAKFERT
2025-08-29,EXIT_RS_ROTATION,POWERINDIA
2025-08-29,EXIT_RS_ROTATION,HDFCAMC
2025-08-29,EXIT_RS_ROTATION,GLENMARK
2025-08-29,ENTRY,GODFRYPHLP
2025-08-29,ENTRY,ABCAPITAL
2025-08-29,ENTRY,CARTRADE
2025-08-29,ENTRY,TVSMOTOR
2025-08-29,ENTRY,FORTIS
2025-08-29,ENTRY,MRF
2025-08-29,ENTRY,CUMMINSIND
2025-09-30,EXIT_TRAIL12,PARADEEP
2025-09-30,EXIT_PERSTOCK_SMA,ITCHOTELS
2025-09-30,EXIT_RS_ROTATION,TRANSRAILL
2025-09-30,EXIT_RS_ROTATION,CARTRADE
2025-09-30,EXIT_RS_ROTATION,TVSMOTOR
2025-09-30,ENTRY,APOLLO
2025-09-30,ENTRY,NETWEB
2025-09-30,ENTRY,HYUNDAI
2025-09-30,ENTRY,NAM-INDIA
2025-09-30,ENTRY,ASHOKLEY
2025-10-31,EXIT_PERSTOCK_SMA,MANAPPURAM
2025-10-31,EXIT_PERSTOCK_SMA,MFSL
2025-10-31,EXIT_PERSTOCK_SMA,BOSCHLTD
2025-10-31,EXIT_PERSTOCK_SMA,GODFRYPHLP
2025-10-31,EXIT_TRAIL12,APOLLO
2025-10-31,EXIT_RS_ROTATION,HYUNDAI
2025-10-31,ENTRY,ATHERENERG
2025-10-31,ENTRY,HBLENGINE
2025-10-31,ENTRY,CARTRADE
2025-10-31,ENTRY,INDIANB
2025-10-31,ENTRY,SYRMA
2025-10-31,ENTRY,MUTHOOTFIN
2025-11-28,EXIT_RS_ROTATION,LAURUSLABS
2025-11-28,EXIT_RS_ROTATION,FORTIS
2025-11-28,EXIT_RS_ROTATION,MRF
2025-11-28,EXIT_RS_ROTATION,CUMMINSIND
2025-11-28,EXIT_RS_ROTATION,NETWEB
2025-11-28,EXIT_RS_ROTATION,ASHOKLEY
2025-11-28,EXIT_RS_ROTATION,ATHERENERG
2025-11-28,EXIT_RS_ROTATION,HBLENGINE
2025-11-28,EXIT_RS_ROTATION,INDIANB
2025-11-28,EXIT_RS_ROTATION,SYRMA
2025-11-28,EXIT_RS_ROTATION,MUTHOOTFIN
2025-11-28,ENTRY,BELRISE
2025-12-31,EXIT_TRAIL12,CARTRADE
2025-12-31,ENTRY,GMDCLTD
2025-12-31,ENTRY,M&MFIN
2025-12-31,ENTRY,NMDC
2025-12-31,ENTRY,KEI
2025-12-31,ENTRY,PHOENIXLTD
2025-12-31,ENTRY,APLAPOLLO
2026-01-23,EXIT_REGIME_CHUNK,to_75%
2026-01-30,EXIT_REGIME_CHUNK,to_50%
2026-01-30,EXIT_RS_ROTATION,LTF
2026-01-30,EXIT_RS_ROTATION,ABCAPITAL
2026-01-30,EXIT_RS_ROTATION,NAM-INDIA
2026-01-30,EXIT_RS_ROTATION,GMDCLTD
2026-01-30,EXIT_RS_ROTATION,M&MFIN
2026-01-30,EXIT_RS_ROTATION,NMDC
2026-01-30,EXIT_RS_ROTATION,KEI
2026-01-30,EXIT_RS_ROTATION,PHOENIXLTD
2026-01-30,EXIT_RS_ROTATION,APLAPOLLO
